cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
126,22.3,23,44.2,126,35040.3,-0.0592096,68.0741,11.8943,115.176,0.0271571,18.7577,499.964,2.05157,2.81502,-1.10045,3.11075,-0.585637,66.2082,475.895,38.2528,36016.8,26374.9,1.63468,2.39813,-1.93424,2.69385,-1.00253,1.51037,383.031,34.8134,35923.9,0.0105498,0.862771,0.00178198,36306.9 
127,22.3,23,45.34,127,34413.6,-0.326779,68.0688,11.6922,114.76,0.534973,-511.008,427.049,3.85456,-1.7452,1.89389,0.572185,2.19096,109.198,607.213,39.025,35224.1,34807.5,3.16697,-2.43279,0.518713,-0.115403,1.50337,0.803581,454.053,33.3524,35071,0.0127812,0.886096,0.00174877,35525 
128,22.3,23,45.22,128,32733.3,-0.0181868,65.4265,11.572,114.923,-0.0177532,18.6669,7.43849e-10,5.33024,1.64363,-1.8059,1.40971,-3.14077,52.5569,748.455,39.6758,33486.2,24657.4,4.9993,1.31269,-2.46777,1.07878,-3.47171,2.7004,674.738,36.9456,33412.5,0.0197945,0.912557,0.00203275,34087.2 
129,22.3,23,44.5,129,33099.5,-0.441139,65.2773,11.7805,114.792,-0.48422,1056.67,48.1123,5.71601,2.47627,2.1312,-1.33301,-1.37465,69.2621,1081.58,58.9336,33409.7,41689.6,5.27988,2.04015,1.25895,-1.76913,-1.81077,0.748163,984.436,55.3356,33312.5,0.0287033,0.910441,0.00305059,34297 
130,22.3,23,44.56,130,33085.2,-0.0093475,65.7641,11.5778,114.783,-0.0458533,25.5125,500,4.8387,1.73198,-2.12365,-0.878959,0.977963,35.0301,1287.04,38.8516,33255.4,24824.3,4.61812,1.5114,-2.5648,-1.09953,0.757388,1.79589,1237.9,37.0319,33206.2,0.0359394,0.950253,0.00205012,34444.2 
131,22.3,23,44.26,131,32749.5,-0.0543382,64.8701,11.6876,114.714,-0.0291598,-27.0129,500,5.20388,1.43669,2.67846,0.531302,-0.54198,72.1904,560.795,45.1598,33774.3,24706.8,4.74932,0.982128,1.76933,0.0767379,-0.996544,0.731145,459.541,41.4097,33673,0.0134634,0.863786,0.00226023,34132.5 
132,22.3,23,44.74,132,35293,-0.0204974,69.4948,11.7203,114.952,-0.0280917,14.8395,500,3.09348,1.60381,-1.09014,-0.149047,0.859723,93.5517,1420.3,51.9141,35336.7,26528.3,2.50441,1.01474,-2.26828,-0.738117,0.270653,3.89544,1289.09,47.0543,35205.5,0.0353226,0.939957,0.00245604,36494.6 
133,22.3,23,44.44,133,33361.7,-0.18425,66.6988,11.65,114.787,-0.100874,1033.1,500,4.59154,4.01211,2.66982,2.1203,-1.07918,16.5791,853.636,43.658,34078.2,28687.6,4.48715,3.90772,2.46103,2.0159,-1.18357,0.789444,830.382,42.7967,34055,0.0238032,0.917269,0.00230962,34885.4 
134,22.3,23,45.4,134,33044.1,-0.00705016,65.4114,11.6477,115.18,-0.0624052,19.2608,498.373,4.74705,1.66967,4.5284,4.99186,2.33609,58.599,470.543,36.934,34046.8,24841.1,4.37807,1.30069,3.79043,4.62287,1.9671,0.763971,388.353,33.8899,33964.6,0.0113048,0.867517,0.00183468,34353 
135,22.3,23,45.28,135,32753.2,-0.0241405,65.469,11.6377,114.937,-0.00948079,-57.8821,500,3.3018,0.307856,7.83297,1.03236,0.705989,71.1261,629.906,37.3318,33769.8,24820.5,2.85394,-0.140007,6.93724,0.584493,0.258127,0.33892,530.145,33.6369,33670.1,0.0155012,0.900062,0.00183691,34200.2 
