cyc,time,charge time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
51,0.02,0.68,0,51,10590.4,-0.0493939,20.391,12.5522,89.4932,-0.0217105,-34.741,1.84637e-08,-3.44378,-0.320012,-1.94207,-1.13395,-0.160788,29.1741,399.823,26.0115,11630.1,8356.64,-3.62748,-0.503714,-2.30947,-1.31765,-0.344489,0.714979,362.692,25.2537,11593,0.0343311,0.891385,0.00399672,10564.5,5495,442.957,138618,0.0184463,-0.0201274,-157.391,-63.9282,98.9464,23.7796,-5.41422e+06,26.0241,14.167,114.622,247.885,-15.6761,-224.106 
52,0.06,0.64,0,52,10778.3,-0.287193,21.0257,12.684,89.5369,0.510206,3049.24,193.873,-0.152141,0.0502497,1.08415,-1.32249,-0.770163,-3.15256,299.196,19.9682,11864.9,59326.1,-0.13229,0.0701005,1.12385,-1.30264,-0.750312,2.13372,303.208,20.0501,11869,0.028211,0.896281,0.00310219,10747.9,5711.58,381.283,144428,0.0124486,-0.0230702,-28.8857,-25.8514,109.381,32.0456,-2.44134e+06,7.11612,12.8329,102.579,242.103,6.80178,-210.058 
53,0.12,0.58,0,53,10932,-0.0611639,20.796,12.6184,89.7788,0.0743182,28.0942,500,-1.76443,-2.37387,-0.225764,-0.709263,1.91595,-7.51279,436.773,28.6928,11902.7,8610.37,-1.71713,-2.32656,-0.131152,-0.661956,1.96325,0.954359,446.334,28.8879,11912.2,0.0408391,0.898259,0.00444735,10929.1,5768.16,421.822,145775,0.0113277,-0.0169445,-14.3285,-6.00553,113.809,19.5043,-854836,5.84488,12.8657,100.131,241.045,13.6778,-221.541 
54,0.02,0.68,3,54,10327.3,-0.289257,19.6429,13.0901,89.6474,0.0254277,215.35,269.552,-0.758501,-1.11238,0.225277,0.303497,1.83949,46.3501,1418.49,29.6321,10291.9,8548.62,-1.05036,-1.40423,-0.358431,0.0116431,1.54763,0.71411,1359.5,28.4282,10232.9,0.13117,0.964698,0.00509153,10364.4,4215.05,1984.27,104016,0.0108338,-0.0160401,-9.13917,-20.7336,108.943,37.6228,-160674,5.23664,10.4851,99.9773,230.387,8.96536,-192.765 
55,0.06,0.64,3,55,10695.3,-0.308149,20.3577,13.1283,89.6585,-1.09506,424.798,499.58,-1.44816,-2.95766,2.81346,-0.247322,1.54802,1.94094,1456.26,23.2539,10706.1,23843.4,-1.46038,-2.96989,2.78902,-0.259543,1.5358,8.64121,1453.79,23.2035,10703.7,0.133706,0.972828,0.00397745,10873,4455.46,2044.69,110210,0.011209,-0.0169652,-9.15533,-19.2611,108.58,37.661,-239685,5.31956,11.3618,100.213,234.215,8.36651,-196.554 
56,0.12,0.58,3,56,9827.22,-0.371343,19.2311,13.2896,89.571,0.374999,5.32281,39.9373,-1.54388,-0.566853,-0.994412,-1.02408,-0.155999,5.11735,1485.84,26.2415,10059.5,8384.73,-1.5761,-0.599076,-1.05886,-1.0563,-0.188222,0.763572,1479.33,26.1085,10053,0.143263,0.97004,0.00476134,10326,3975.82,2061.68,97846.6,0.0155186,-0.020001,-144.052,-40.1542,113.883,23.5755,-1.30465e+07,43.3955,16.6573,110.579,259.917,3.30394,-236.342 
57,0.02,0.68,0,57,9963.9,-0.284969,19.8368,12.5397,89.5273,0.20381,160.593,51.598,1.30923,1.45486,2.3237,-1.5814,1.21571,-13.0265,336.985,21.8843,11077.4,9163.02,1.39125,1.53688,2.48775,-1.49937,1.29773,0.522893,353.565,22.2227,11094,0.0349501,0.900906,0.00367641,10116.3,5160.4,371.685,130309,0.0103469,-0.0210516,-7.47761,-13.8632,108.39,44.1224,-116878,5.18225,9.88434,100.031,229.381,8.35976,-185.259 
58,0.06,0.64,0,58,9613.96,-0.283507,19.2304,12.5311,89.533,1.38509,252.29,20.239,-0.00116873,0.339746,0.817986,-0.0715519,1.37228,-47.1505,348.925,22.5136,10799.8,19220.2,0.295725,0.63664,1.41177,0.225342,1.66917,0.666929,408.935,23.7383,10859.8,0.0410349,0.907782,0.0040105,9965.54,4921.04,387.369,123960,0.0102703,-0.0185553,-15.6897,-19.0567,111.527,29.137,-1.51969e+06,5.6544,11.8312,100.473,237.633,11.0533,-208.497 
59,0.12,0.58,0,59,9348.49,-0.275688,18.5123,12.6579,89.9133,0.092593,153.027,291.624,-0.875256,2.08769,1.62261,1.12901,1.08729,-32.5936,393.337,22.1829,10425.5,8089.37,-0.670023,2.29293,2.03308,1.33425,1.29253,0.676403,434.82,23.0295,10467,0.0450788,0.915176,0.00403664,9645.77,4590.63,388.818,115611,0.0155241,-0.0239221,-105.1,-38.4715,111.047,33.3808,-5.1108e+06,17.5408,13.7518,110.088,246.799,0.958571,-213.418 
60,0.02,0.68,3,60,8928.48,-0.263215,17.0149,13.1525,89.3097,-0.10169,79.6932,3.20645,-1.94872,2.19674,0.265915,0.541303,-0.599464,-0.619904,1315.78,17.429,8881.1,7548.89,-1.94482,2.20065,0.273721,0.545206,-0.595561,0.428793,1316.57,17.4451,8881.89,0.144161,0.977337,0.00360507,9132.63,3145.8,1670.2,77076.4,0.00923954,-0.00983053,-7.69641,-18.0744,108.139,46.6445,-82161.6,5.15186,10.1052,100.118,229.579,8.0211,-182.934 
61,0.06,0.64,3,61,8737.92,-0.0475093,17.0194,12.6942,89.8512,-0.0166907,18.4167,499.997,-1.61744,-0.285005,-0.366141,-0.117735,-0.831726,-3.9214,1353.72,21.0773,8841.41,7043.07,-1.59275,-0.260313,-0.316757,-0.0930427,-0.807034,0.896818,1358.71,21.1792,8846.4,0.148598,0.973446,0.00439083,9143.54,3226.71,1789.77,79089.2,0.0090192,-0.00835408,-6.07918,-18.5513,106.901,50.136,-82020.1,5.11338,9.89854,100.016,228.428,6.88474,-178.292 
62,0.12,0.58,3,62,9985.49,-0.340845,19.359,13.2007,89.6291,0.3034,-131.985,1.78612,-0.363816,0.0946358,-0.111237,0.71429,0.871298,3.76266,1409.51,27.965,10229.2,9622.65,-0.387509,0.0709433,-0.158622,0.690597,0.847606,1.14922,1404.73,27.8673,10224.4,0.135042,0.966448,0.00499571,10402.2,4085.84,1878.74,100947,0.010655,-0.0162969,-14.5589,-21.0144,111.189,30.9664,-168917,5.27023,11.5953,100.214,231.981,10.9749,-201.015 
63,0.02,0.68,0,63,9142.3,-0.243872,18.3614,12.6331,89.8044,-0.0990242,242.5,0.047818,-0.812279,0.488325,1.35709,-0.936981,-1.15219,-27.9567,369.25,24.4266,10330.5,8332.8,-0.636243,0.66436,1.70916,-0.760945,-0.976153,-9765.55,404.831,25.1528,10366,0.0424933,0.901933,0.00444991,9526.95,4504.32,385.843,113383,0.0153562,-0.0209027,-104.822,-45.5631,108.974,35.7326,-7.22304e+06,20.758,14.5433,109.416,250.263,-0.44197,-214.53 
64,0.06,0.64,0,64,9907.25,-0.297971,19.1204,13.0223,89.7248,0.00269168,76.7489,157.857,-2.05878,0.533461,-1.10278,0.184081,-0.017,-19.4248,475.306,22.3469,10945.8,8112.2,-1.93646,0.655774,-0.858153,0.306393,0.105313,0.503135,500.028,22.8515,10970.6,0.0492439,0.925947,0.00382241,10154.1,4772.58,405.948,120338,0.0103266,-2.42557,-48.0022,15.8415,135.871,-44.4134,-82061.2,16.2156,44.3258,110.738,356.42,25.1331,-400.834 
65,0.12,0.58,0,65,10230,-0.013184,19.9355,12.4676,89.7013,-0.034279,11.6303,2.84826e-11,1.54755,-0.76183,0.0979627,1.32006,0.737201,-35.1997,295.144,25.2662,11405,8104.04,1.7692,-0.540187,0.541248,1.5417,0.958844,0.873268,339.944,26.1804,11449.8,0.0326373,0.881232,0.00419437,10415.8,5306.39,389.106,134016,0.0112334,-0.0215637,-17.906,-21.9389,109.574,34.412,-310482,5.24774,11.6316,100.167,231.747,9.40755,-197.336 
66,0.02,0.68,3,66,9047.62,-0.058979,17.7106,12.8954,89.9476,0.0766377,2.78894,7.93945e-08,-0.618808,-1.79123,-0.241597,-0.118131,2.75062,48.7853,1401.22,25.1666,9246.95,7441.65,-0.925996,-2.09842,-0.855973,-0.42532,2.44343,0.540361,1339.13,23.8994,9184.86,0.142131,0.969714,0.00477038,9421.81,3414.51,1857.14,83580.3,0.0147141,-0.0180145,-147.912,-50.1958,119.523,16.4959,-1.98964e+07,65.8912,18.3658,109.189,268.168,10.3332,-251.672 
67,0.06,0.64,3,67,8604.53,-0.161396,16.9456,12.9988,89.6585,-0.00515294,134.818,2.1835e-07,-2.76054,-2.49046,0.678039,-1.64976,0.137745,21.5319,1374.67,19.1648,8854.11,7193.23,-2.89612,-2.62604,0.406877,-1.78534,0.0021638,1.05898,1347.27,18.6055,8826.7,0.147811,0.976403,0.00386789,9114.77,3180.69,1824.35,77582,0.00901343,-0.011053,-9.82328,-22.036,109.263,38.3635,-209774,5.14802,10.2243,100.038,230.669,9.22574,-192.305 
68,0.12,0.58,3,68,10889.3,-0.337146,20.8342,13.1882,89.6822,0.0516684,72.5147,393.409,-3.1127,-1.03052,-0.24871,-1.06512,0.164523,34.5319,1509.82,30.8018,10900.9,9066.48,-3.33014,-1.24796,-0.683586,-1.28255,-0.0529152,0.896382,1465.87,29.9049,10857,0.133019,0.965529,0.00504835,11020,4658.23,2155.23,115205,0.011272,-0.0126008,-6.17248,-18.0554,106.866,47.7417,-82956.8,5.1356,9.9745,99.9982,229.111,6.86779,-181.369 
69,0.02,0.68,0,69,9970.84,-0.2731,19.5882,12.6378,89.4171,0.360261,386.266,276.755,-3.19877,-0.886618,0.988724,-0.512238,-0.206088,-36.9095,276.889,19.8983,11175.2,12588.6,-2.96636,-0.654209,1.45354,-0.279829,0.0263212,1.6005,323.865,20.857,11222.2,0.0317533,0.898715,0.00341195,10199.4,5121.47,376.645,129281,0.0108301,-0.0208384,-14.5797,-23.4073,108.831,35.6594,-162057,5.50093,11.2202,100.335,230.083,8.49572,-194.424 
70,0.06,0.64,0,70,10061.4,-0.292421,19.8193,12.7024,89.8594,0.889896,44.4658,500,-1.6585,-1.99074,0.100103,0.813866,2.36735,21.5515,387.781,25.2572,11192.4,9483.53,-1.7942,-2.12644,-0.171305,0.678162,2.23164,0.85509,360.352,24.6974,11165,0.0353786,0.892905,0.00405827,10185.6,5077.39,411.027,128048,0.0147834,-0.025138,-84.5477,-30.3298,112.28,28.8579,-6.26297e+06,19.0053,14.4191,109.552,249.795,2.7275,-220.938 
71,0.12,0.58,0,71,10325.4,-0.234286,20.5884,12.5009,89.6693,0.480374,-48.2239,499.918,-2.32259,-1.04149,1.02765,2.79573,1.64895,-17.6916,215.88,24.7731,11594,9132.5,-2.21119,-0.930089,1.25044,2.90713,1.76035,0.549657,238.396,25.2326,11616.6,0.0227891,0.843721,0.00398533,10461,5438.96,393.741,137433,0.0124571,-0.0231075,-32.8606,-32.3683,110.723,30.5721,-2.48051e+06,7.46728,12.2772,103.013,239.44,7.70992,-208.868 
