cyc,time,charge time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
51,0.15,0.58,3,51,9405.04,-0.157834,18.2035,12.9325,91.6935,-0.475202,114.077,500,-0.751609,-0.409337,-3.95289,-1.00255,1.77642,18.9312,1493.99,22.9196,9616.12,9428.32,-0.870814,-0.528542,-4.1913,-1.12175,1.65721,0.170893,1469.89,22.4279,9592.03,0.148311,0.973993,0.0042887,9910.88,3753.02,1926.97,91055.2,-0.000311043,0.717142,13.2974,12.4958,91.6021,114.036,-81898.5,10.1785,28.3154,101.257,300.763,-9.65489,-186.727 
52,0.06,0.65,3,52,9957.16,-0.342448,18.5401,13.7601,91.3799,0.510103,-349.044,474.725,-0.446737,1.23395,-1.81157,0.93771,3.07474,2.23245,1695.31,21.7796,9994.04,14100.9,-0.460794,1.21989,-1.83968,0.923653,3.06068,1.63355,1692.47,21.7216,9991.2,0.161423,0.978033,0.00398889,10484.7,3912.57,2440.19,94623,-0.000174754,0.714599,13.7796,12.6052,91.2393,113.426,-95616.2,5.18415,9.95239,99.9746,229.605,-8.73531,-116.179 
53,0.02,0.68,3,53,10552.4,-0.328025,19.7913,13.4611,91.3756,-0.177208,130.921,99.478,-0.453931,-2.63044,0.803627,-0.252319,-0.255427,0.792727,1611.59,25.778,10643.6,9427.86,-0.458923,-2.63543,0.793644,-0.25731,-0.260418,1.28159,1610.58,25.7574,10642.6,0.146736,0.972775,0.00443851,10976,4392.95,2436.86,107479,0.0147842,-0.0280334,-119.458,-56.8422,127.294,-16.8516,-2.86698e+06,16.9927,12.7022,104.449,242.01,22.8447,-258.862 
54,0.08,0.62,3,54,10211.2,-0.119069,18.8837,13.1086,91.634,-0.0379837,38.4877,500,-3.10137,0.705778,0.014632,2.09699,-0.632935,-24.3841,1533.26,22.4527,10188.9,8105.8,-2.94783,0.859318,0.321712,2.25053,-0.479395,-73.2911,1564.29,23.0861,10220,0.148163,0.974823,0.00414391,10557.9,4041.71,2455.92,98421.6,0.0114198,-0.276724,-47.7471,-50.2514,126.872,-74.4641,-209277,5.30063,11.0492,100.118,232.151,26.754,-306.616 
55,0.1,0.62,0,55,11211.4,-0.0328375,21.1295,12.6635,91.4787,0.0520156,-44.7262,500,0.755179,1.03013,-1.41121,2.1746,1.67356,16.623,419.024,24.7625,12369.5,8786.15,0.650509,0.925464,-1.62055,2.06993,1.56889,1.45088,397.868,24.3308,12348.4,0.0353207,0.903328,0.00361649,11264.4,6087.44,538.139,153493,-0.00141812,0.938435,13.3139,12.3551,91.4894,113.641,-81903.9,5.08864,9.545,100.033,227.962,-8.54381,-114.321 
56,0.18,0.56,3,56,10142.9,-0.327429,19.4346,13.247,91.4682,-0.307277,312.777,25.5299,-2.22165,0.9272,1.39017,-1.46707,0.431392,6.69988,1709.62,20.2317,10254.1,11509.6,-2.26383,0.885013,1.3058,-1.50926,0.389205,2.09448,1701.09,20.0577,10245.5,0.158726,0.979783,0.00359332,10717.2,4033.73,2682.32,98221.8,0.0150389,-0.0209233,-114.903,-35.4416,106.862,22.2758,-9.99873e+06,25.553,15.6405,112.187,255.258,-5.32497,-232.982 
57,0.19,0.55,3,57,10064.2,-0.00317364,18.849,12.9669,91.5505,0.000700422,4.78453,1.68359e-11,-1.49491,1.89282,-0.148422,1.02941,-0.795235,-34.9347,1545.37,23.2914,10075.3,7956.59,-1.27494,2.1128,0.291528,1.24939,-0.57526,0.838356,1589.84,24.1988,10119.7,0.151482,0.974054,0.00438561,10495.2,4016.16,2357.47,98091.6,-8.37659e-05,0.740126,13.465,12.4784,91.3432,114.433,-81899.2,5.21785,10.3444,100.17,229.626,-8.82641,-115.193 
58,0.17,0.57,3,58,10856.6,-0.0285523,19.9523,13.1207,91.6815,0.0144147,31.0805,500,1.27356,2.06892,-1.62365,5.00992,0.850258,-48.3914,1673.8,21.8673,10800.7,8536.62,1.57826,2.37362,-1.01423,5.31463,1.15497,1.10781,1735.39,23.1243,10862.3,0.153654,0.977212,0.00390627,11294.2,4486.11,2630.71,109912,-8.987e-05,0.768721,13.6823,12.7519,91.6332,114.398,130807,5.35458,5.868,99.9471,237.575,-8.31394,-123.177 
59,0.16,0.54,3,59,9828.99,-0.0401415,18.4642,13.0485,91.5029,0.0108134,-1.56,500,-1.45186,0.789503,1.03848,1.13098,-2.78199,4.94992,1623.74,18.7202,9958.28,7843.61,-1.48303,0.758334,0.976144,1.09981,-2.81315,1.66772,1617.44,18.5917,9951.98,0.155895,0.980281,0.0034295,10375.2,3980.26,2311.3,96955.9,-0.000196241,0.740834,13.4257,12.3489,91.2566,114.361,-163821,5.81534,12.7119,100.633,240.581,-9.37682,-126.219 
60,0.07,0.64,3,60,10273.1,-0.165385,19.5136,13.1303,91.2751,0.533122,-9.84924,1.97714e-05,-2.08059,0.159866,-2.48293,1.12675,0.638723,-3.67497,1668.41,21.9546,10389.1,8511.73,-2.05745,0.183007,-2.43665,1.14989,0.661863,0.0250823,1673.09,22.05,10393.7,0.154635,0.977456,0.00389276,10819.6,4207.58,2427.9,102900,0.0105949,-0.00933258,-48.9081,1.57983,116.703,49.749,-736870,5.21615,11.3288,100.073,234.405,16.6295,-184.656 
61,0.03,0.67,3,61,10194.8,-0.309251,19.1374,13.4039,91.488,0.123628,79.0492,417.747,-1.47548,-1.6108,-0.689507,1.58729,-1.85081,52.1697,1599.72,27.7769,10128,8668.6,-1.80398,-1.9393,-1.3465,1.25879,-2.17931,0.775967,1533.33,26.4218,10061.6,0.147612,0.970727,0.00481408,10387.5,4034.92,2414.21,97912.4,0.0103295,0.0129701,-6.81949,15.3868,112.155,94.9132,-82040.5,5.10937,9.84339,100.066,228.445,12.0883,-133.532 
62,0.01,0.69,3,62,10513.6,-0.324749,19.4958,13.6029,91.1248,-0.161619,142.932,471.599,-1.71081,-0.914666,-2.0977,0.999052,-0.383352,15.0179,1737.94,25.2186,10406.2,9385.11,-1.80537,-1.00923,-2.28682,0.904488,-0.477915,0.510824,1718.82,24.8286,10387.1,0.158279,0.975344,0.00438395,10859.4,4224.86,2570.57,103013,0.0117938,-0.220396,-50.4936,-53.6234,128.824,-76.5457,-393333,5.10922,11.2855,100.04,232.569,28.7838,-309.115 
63,0.11,0.61,3,63,10463,-0.0974705,19.6588,12.9894,91.3945,-0.154642,-85.3733,500,-1.23446,-0.780712,1.33282,1.69724,-0.283806,26.5656,1701.11,22.9826,10363.4,8742.45,-1.40173,-0.947989,0.998268,1.52996,-0.451082,4.66236,1667.3,22.2926,10329.5,0.154993,0.977137,0.00395978,10757.3,4179.92,2744.03,102002,0.0107782,-0.0177351,-17.0973,-1.83759,111.84,35.9395,-1.70941e+06,5.45446,12.7297,100.215,241.064,11.6251,-205.124 
64,0.05,0.66,3,64,11069.5,-0.268176,20.6256,13.132,91.0377,0.526996,-114.254,426.111,-2.10393,1.06665,4.33764,1.21908,-2.42577,0.371931,1641.2,28.5294,10826.8,10777.3,-2.10627,1.06431,4.33296,1.21674,-2.42811,-1.08353,1640.72,28.5197,10826.3,0.146914,0.970479,0.0048292,11167.9,4586.67,2678.82,111923,0.0113758,-0.0534659,1.21955,5.05649,101.944,87.6931,-911.343,5.75023,7.8781,100.242,213.451,1.70268,-125.758 
65,0.02,0.68,0,65,10451,-0.0285826,20.0114,12.6075,91.179,0.00572658,8.59678,500,-0.561943,-0.170419,-0.598962,3.47185,-1.98054,-23.8442,549.464,27.1252,11519.1,8214.63,-0.411802,-0.0202786,-0.29868,3.62199,-1.83039,1.28155,579.811,27.7446,11549.5,0.0539693,0.922731,0.00440567,10743.4,5498.22,568.715,137997,-0.00123776,0.909883,13.083,12.0033,91.1773,113.561,241770,4.98103,5.5485,99.9035,238.698,-8.72618,-125.137 
66,0.09,0.63,3,66,11158.8,-0.29291,20.7487,13.2829,91.3952,1.19922,-91.3294,284.486,0.5505,1.74163,2.33213,1.16696,-0.55174,2.78171,1623.83,25.4655,11101.2,12537.1,0.532985,1.72411,2.2971,1.14944,-0.569256,0.552605,1620.29,25.3932,11097.6,0.142303,0.973306,0.00419736,11386.2,4723.52,2633.57,115870,0.011441,-0.048318,-46.0805,-23.0516,127.827,-56.8967,-81939.1,5.54702,10.9783,100.036,229.818,27.7903,-286.714 
67,0.1,0.62,3,67,9906.59,-0.31531,18.9359,13.2523,91.1382,-0.00794109,231.288,190.08,0.668404,-0.0902935,-0.385835,-2.33834,-2.47684,0.994088,1611.28,27.5433,9878.59,8228.81,0.662144,-0.096553,-0.398354,-2.3446,-2.4831,0.914525,1610.02,27.5174,9877.33,0.156281,0.970959,0.00510575,10302.1,3853,2507.23,93560,-4.92213e-05,0.718225,13.5084,-12.5875,91.1687,114.02,-163819,6.68044,16.3093,100.255,252.816,-9.08667,-138.796 
68,0.12,0.58,3,68,9838.11,-0.0457484,18.667,12.8479,91.1738,0.0600584,-17.0908,500,-0.717052,-0.394765,-1.38414,-2.886,-0.867668,-35.5345,1480.94,21.7578,9871.83,7840.71,-0.493301,-0.171014,-0.936638,-2.66225,-0.643917,0.809127,1526.17,22.6808,9917.05,0.148848,0.974652,0.00419532,10253.2,3891.39,2154.08,94959.9,0.0102007,-0.0216652,-12.2007,-5.04305,109.838,40.7044,-651084,5.22163,12.01,100.158,236.652,9.67994,-195.948 
69,0.14,0.59,3,69,9685.06,-0.172477,18.3795,13.1408,91.3278,-0.0217665,54.5291,500,-0.824856,1.03891,0.560609,-1.85125,0.413324,32.3226,1611.64,21.8144,9754.29,7900.99,-1.02838,0.835383,0.153555,-2.05478,0.209797,1.08149,1570.5,20.9749,9713.16,0.155217,0.977162,0.00396213,10118.1,3716.92,2324.51,90485.9,0.0104717,-0.367687,-70.3859,-71.5409,138.905,-135.786,-608682,5.37234,12.9862,100.222,238.235,38.6834,-374.021 
70,0.2,0.5,3,70,11348.5,-0.0399399,20.5844,13.2873,91.225,0.18067,-135.147,500,1.46743,0.767655,1.15134,-0.626202,-3.40078,-13.3184,1763.84,28.0207,11141.3,9698.53,1.5513,0.851517,1.31907,-0.54234,-3.31691,10.6019,1780.79,28.3667,11158.2,0.153517,0.97288,0.00466122,11600,4861.91,2849.32,118622,7.69551e-05,0.804436,13.7496,12.4907,91.0147,114.506,141037,5.15104,9.55127,100.002,231.473,-8.98705,-116.967 
71,0.04,0.66,3,71,9601.78,-0.313952,18.7812,13.0007,91.2416,0.163131,131.198,362.098,-3.0703,-1.15334,0.487797,1.6705,-0.948369,12.8734,1614.95,22.579,9672.02,8645.19,-3.15136,-1.2344,0.325676,1.58944,-1.02943,1.09305,1598.57,22.2447,9655.64,0.158344,0.976227,0.00422591,10095.5,3710.59,2338.16,90351.1,-0.000228849,0.704041,13.3553,12.8109,91.1377,113.987,-163818,5.52775,12.6575,100.363,239.019,-9.22516,-125.032 
72,0.13,0.6,3,72,9641.83,-0.218553,18.3517,13.0797,91.2493,0.868088,39.2167,500,-2.03137,-0.224993,3.09368,0.726559,-0.773558,-2.30264,1550.16,22.0939,9569.01,8922.17,-2.01687,-0.210494,3.12268,0.741058,-0.759059,-2.55936,1553.09,22.1537,9571.94,0.155677,0.975646,0.00424534,9976.4,3747.48,2309.2,91025.3,0.0144127,-0.0203048,-110.143,-44.1168,129.08,15.0693,-1.03069e+07,35.5396,14.9817,110.697,252.467,18.3834,-237.398 
73,0.15,0.58,3,73,10084.5,-0.172716,19.2032,12.9678,91.1821,0.231353,-8.52795,500,-0.382739,-1.78774,0.0443829,1.39204,-1.07004,17.6942,1664.85,20.1791,10032.9,8170.75,-0.494155,-1.89916,-0.178448,1.28063,-1.18146,0.927829,1642.33,19.7195,10010.4,0.157139,0.97942,0.00361565,10451.5,3968.37,2478.49,96851.5,0.0113464,-1.53046,-68.6745,-57.1985,139.209,-114.373,-97497.1,5.36058,11.3446,100.075,230.707,39.1342,-345.08 
74,0.06,0.65,3,74,9132.69,-0.318357,17.6617,13.2761,91.3504,-0.209935,352.05,499.735,1.13143,2.87553,-0.245199,2.03823,-1.35022,-23.3321,1545,19.392,9281.39,10039,1.27835,3.02245,0.0486331,2.18515,-1.2033,0.990878,1574.69,19.998,9311.09,0.161202,0.978259,0.00394082,9768.45,3483.33,2178.05,84372.2,0.00938103,-0.01367,-11.6326,-5.1741,108.96,44.4217,-781387,5.23057,11.5344,100.091,234.96,8.86906,-190.538 
75,0.02,0.68,3,75,9884.79,-0.314172,18.8751,13.263,91.0062,0.217847,136.189,303.921,-1.37332,-2.43549,-0.955571,3.26344,-0.420764,-4.66071,1575.76,18.6592,9988.63,9115.2,-1.34398,-2.40614,-0.896877,3.29279,-0.391417,0.486213,1581.69,18.7803,9994.56,0.152424,0.979644,0.00344947,10376.9,3951.85,2393.27,96265.6,0.0170529,-0.02047,-180.023,-43.586,115.252,24.2715,-3.07895e+07,105.917,29.1512,106.73,317.386,8.52236,-293.114 
76,0.08,0.62,3,76,10140.5,-0.309548,19.2361,13.2756,91.1812,-0.081167,143.27,484.826,-1.43257,-2.01629,0.304353,0.461679,-0.170478,-7.61141,1722.31,20.7257,10126.8,8691.71,-1.38464,-1.96836,0.400207,0.509606,-0.122551,1.15598,1732,20.9234,10136.5,0.162597,0.979297,0.00378801,10652.1,4105.22,2537.23,99784,0.0114114,-0.504905,-54.0326,-57.3635,133.21,-97.1649,-197053,5.29074,11.4384,100.065,232.212,33.1456,-329.376 
77,0.1,0.62,0,77,10384.3,-0.288337,20.1622,12.8091,91.0744,0.310005,-137.654,127.727,-0.921755,0.288286,-1.37894,-0.210588,-3.38541,-35.9457,480.749,20.9917,11548,9796.4,-0.695414,0.514626,-0.92626,0.015752,-3.15907,0.782075,526.498,21.9253,11593.8,0.0490723,0.932074,0.00347157,10729,5406.86,535.166,135858,0.0142866,0.00556054,-26.6938,-1.085,118.58,-5.73746,-1.03119e+06,389.616,149.755,156.962,805.98,-38.382,-811.718 
78,0.18,0.56,3,78,10850.6,-0.369372,20.7816,13.3581,91.1528,0.634828,-192.977,482.416,-0.55828,-0.466832,-2.75688,-0.570058,-0.212888,-24.1639,1675.53,23.0256,11061,13024.9,-0.406127,-0.314679,-2.45257,-0.417905,-0.060735,0.328434,1706.28,23.6533,11091.7,0.148799,0.976315,0.00391294,11467,4737.35,2627.99,116125,0.0148827,-0.0250974,-92.516,-56.4479,129.947,-8.82362,-3.351e+06,16.4344,12.8366,109.274,242.192,20.6728,-251.016 
79,0.19,0.55,3,79,10196.7,-0.34126,19.4199,13.3979,91.2544,-0.13736,201.631,31.434,-1.92057,-3.02568,-2.23019,0.300695,-1.25459,9.69665,1616.92,26.1981,10345.7,9371.56,-1.98163,-3.08674,-2.3523,0.239638,-1.31565,0.723151,1604.58,25.9462,10333.4,0.149989,0.972481,0.00460406,10698,4165.57,2352.91,101685,0.0114964,-0.176526,-50.2792,-62.2926,130.416,-88.0346,-302034,5.23881,12.0499,100.052,233.746,30.3642,-321.781 
80,0.17,0.57,3,80,10384.3,-0.306818,20.0126,13.0096,91.1146,-0.231522,-512.846,61.0589,-0.85434,0.63378,-2.1208,0.742655,0.17181,13.8072,1639.21,18.6714,10435.4,12340.7,-0.94128,0.54684,-2.29468,0.655715,0.0848699,-0.177643,1621.64,18.3128,10417.8,0.150301,0.980621,0.00322766,10789.3,4257.33,2583.62,103768,0.0160349,-0.0211788,-138.55,-43.3092,118.015,16.6906,-7.9396e+06,40.9212,15.6339,102.75,254.402,15.2647,-237.711 
81,0.16,0.54,3,81,10856.8,-0.212704,20.6571,13.0877,91.1997,0.814322,7356.26,1.33646e-07,-0.749378,1.26803,-0.766026,0.055616,0.107916,29.7854,1668.53,22.426,11056.2,203807,-0.936929,1.08047,-1.14113,-0.131935,-0.0796348,0.0562575,1630.62,21.6524,11018.3,0.143963,0.97729,0.00360692,11326.7,4701.08,2665.41,114914,0.0122681,-0.704139,-57.6715,-59.6902,133.92,-105.754,-156653,5.31032,10.7048,100.081,229.694,33.8394,-335.447 
82,0.07,0.64,3,82,9278.17,-0.363164,17.8384,13.6066,91.4098,0.594475,3.13078,487.042,-1.86563,-3.13494,-1.28817,1.0105,0.711533,-25.5526,1600.04,15.9799,9533.49,7961.91,-1.70473,-2.97405,-0.966377,1.17139,0.872432,0.731661,1632.56,16.6436,9566.02,0.162433,0.982472,0.00319477,10050.7,3578.97,2183.06,86868,0.00966214,-0.733743,-89.4369,-89.5264,150.34,-212.469,-213896,5.53742,11.3107,100.253,231.887,50.0874,-444.356 
83,0.03,0.67,3,83,9854.73,-0.311522,19.1372,13.0316,90.97,0.319386,474.515,300.125,-1.17685,-2.70046,-4.5817,-1.20649,-1.72819,-7.3123,1668.39,14.6548,9837.64,13051.9,-1.13081,-2.65442,-4.48961,-1.16045,-1.68214,0.596164,1677.7,14.8447,9846.95,0.162206,0.984752,0.00276936,10343,3889.39,2537.08,94582.4,0.0112481,-0.216898,-51.9285,-62.6493,131.155,-91.224,-533335,5.1932,12.432,100.079,235.775,31.0756,-326.999 
84,0.01,0.69,3,84,10454,-0.100938,19.8995,12.7036,90.9063,-0.423437,2129.19,158.71,-2.13655,-2.30666,-4.00707,-2.24445,0.755692,-17.1419,1638.3,25.8023,10497.3,37578.6,-2.02861,-2.19872,-3.79119,-2.13651,0.86363,0.591968,1660.12,26.2475,10519.1,0.152068,0.973076,0.00457542,10917,4398.78,2583.89,107455,0.0124881,-0.0362142,-52.0559,-53.6584,123.979,-28.9633,-740324,5.75614,11.1984,100.013,234.911,23.9657,-263.874 
85,0.11,0.61,3,85,9161.75,-0.0976932,17.8522,12.9623,91.1644,-0.0412449,25.1013,0.00698614,-0.62932,-0.787244,-5.07253,-0.535587,0.430035,12.7515,1525.46,20.515,9398.61,7566.71,-0.709613,-0.867536,-5.23312,-0.61588,0.349743,0.260484,1509.23,20.1838,9382.38,0.154544,0.977132,0.00394717,9765.73,3599.7,2136.23,87352.9,0.0128251,-0.0203881,-120.474,-50.9924,120.527,-5.87858,-3.88679e+06,17.0302,12.9188,107.409,243.086,13.118,-248.964 
86,0.05,0.66,3,86,10467.8,-0.329668,19.9317,13.2834,91.6169,0.109086,47.922,30.1782,-1.14721,-2.09728,-1.64295,-0.578021,-1.68111,-49.4854,1609.93,26.6677,10643.6,8789.01,-0.835609,-1.78568,-1.01976,-0.266424,-1.36951,0.806754,1672.92,27.953,10706.6,0.150785,0.97159,0.00478641,11094.7,4403.98,2250.34,107925,0.0119931,-0.55566,-55.6298,-63.4997,130.846,-107.637,-149748,5.09862,10.6077,100.113,230.031,30.7332,-337.668 
87,0.02,0.68,0,87,10731.6,-0.275914,20.984,12.5999,90.964,-10.5344,6162.67,144.086,-0.474437,-3.02376,3.59347,-1.06775,-0.263677,-23.2238,353.73,26.1498,11967.2,2.12198e+06,-0.328203,-2.87753,3.88594,-0.921512,-0.117443,11.8321,383.287,26.753,11996.8,0.035034,0.891148,0.00409112,10940.4,5783.93,539.013,145360,0.0113566,-0.0576235,-33.6878,-24.6835,120.985,-22.3702,-160964,5.19945,10.3449,100.013,230.126,20.9719,-252.496 
88,0.09,0.63,3,88,10004.5,-0.304934,19.0423,13.228,90.9812,-0.211681,456.818,16.809,1.92065,-1.09386,2.3082,1.95261,-1.06985,21.1799,1625.47,26.349,9927.98,11347.8,1.78728,-1.22722,2.04147,1.81925,-1.20321,0.365523,1598.52,25.7989,9901.02,0.155024,0.972532,0.004777,10311.4,3950.54,2358.11,96037.3,0.0143947,-0.0294415,-148.781,-66.6105,146.836,-28.2542,-5.93558e+06,17.0198,13.0442,103.908,243.306,42.9283,-271.561 
89,0.1,0.62,3,89,10205.9,-0.333792,19.4332,13.3555,91.0005,-0.0824727,132.784,388.138,-1.22202,-0.292494,-1.90172,-3.97805,-1.57731,9.35298,1571.76,29.8477,10346.8,8805.38,-1.28091,-0.351387,-2.0195,-4.03695,-1.6362,0.78343,1559.86,29.6048,10334.9,0.146403,0.967854,0.0052491,10654.6,4177.81,2294.11,101889,0.0113429,-0.166182,-45.1513,-50.8926,125.715,-67.5248,-280290,5.28201,11.5325,100.063,233.913,25.6518,-301.438 
90,0.12,0.58,3,90,10157,-0.335249,19.6666,13.1514,90.7971,-0.0853958,-117.274,385.969,-0.693974,-0.419438,-4.16888,0.113784,-0.328213,34.1062,1647.54,21.9213,10201.7,8745.7,-0.908732,-0.634196,-4.59839,-0.100973,-0.54297,0.322297,1604.14,21.0354,10158.3,0.152146,0.977567,0.00380008,10543.4,4160.84,2402.3,101414,0.0121671,-0.0620861,-58.5083,-64.79,129.171,-59.3734,-1.3107e+06,6.61214,11.6733,100.818,237.04,28.3528,-296.414 
91,0.14,0.59,3,91,10290.5,-0.315796,20.006,12.9629,91.0727,-0.152115,227.182,471.601,-1.98837,-0.54353,-4.99149,-1.31261,-0.521505,-24.4288,1495.41,22.9903,10369.2,9567.21,-1.83455,-0.389708,-4.68385,-1.15879,-0.367683,0.444685,1526.5,23.6248,10400.3,0.142947,0.97363,0.00416699,10678.8,4261.38,2313.91,104337,0.0111749,-0.0209733,14.4722,-34.2769,104.804,-4.53352,-1.2998e+07,49.532,16.2442,107.883,258.514,-3.07938,-263.048 
92,0.2,0.5,3,92,9902.78,-0.0120303,18.9269,12.9293,90.9435,0.0127145,6.21465,0.00207164,0.593997,-0.591537,-1.38682,1.00814,-0.952031,39.171,1631.4,22.6373,10035.7,7968.77,0.347348,-0.838186,-1.88011,0.76149,-1.19868,0.330478,1581.54,21.6199,9985.88,0.152524,0.976636,0.0039724,10369.1,3989.88,2295.55,97463.1,0.0102001,-0.0177352,5.35421,-17.489,109.353,-14.6906,-4.88501e+06,10.5555,12.7687,104.939,241.954,4.41393,-256.644 
93,0.04,0.66,3,93,10683,-0.0311709,20.0025,13.019,91.0046,-0.00582526,-0.639598,500,-0.955514,0.118584,-2.93286,0.318482,-1.62251,-27.293,1640.53,25.8063,10725.6,8477.43,-0.783657,0.290441,-2.58914,0.490339,-1.45065,0.359547,1675.26,26.5152,10760.3,0.150324,0.973048,0.00451876,11144.3,4412.85,2466.25,108623,0.011439,-0.0360109,-24.6951,-29.134,116.174,-15.07,-1.57021e+06,5.20938,11.7214,100.105,236.954,16.0691,-252.024 
94,0.13,0.6,3,94,10901,-0.228841,20.468,13.1777,90.966,-0.843587,-2389.39,4.0464e-06,-1.61499,-0.777755,-1.57069,0.0131019,-2.92721,-0.0628202,1725.03,30.3871,10908.2,74396.5,-1.61459,-0.77736,-1.5699,0.0134974,-2.92682,0.771656,1725.11,30.3887,10908.3,0.152335,0.970095,0.00510558,11324.4,4525.94,2679.08,111180,0.0120104,-0.0659188,-34.5248,-42.3854,122.017,-37.3794,-1.40034e+06,5.24647,12.6127,100.057,240.18,21.9597,-277.559 
95,0.15,0.58,3,95,10197.7,-0.0210839,19.2741,12.9163,91.0134,-0.00993327,2.23159,500,-0.204754,-3.15965,-0.650057,-1.81181,-2.74807,1.89289,1552.69,26.8009,10191.4,8104.84,-0.216673,-3.17157,-0.673895,-1.82373,-2.75999,0.922056,1550.29,26.7517,10189,0.147413,0.970687,0.00481326,10516.6,4075.24,2179.04,99988.2,0.0159589,-0.0207358,-155.549,-39.876,114.539,20.3849,-1.22836e+07,43.4763,16.7999,116.817,260.328,-2.27881,-239.944 
96,0.06,0.65,3,96,9821.26,-0.144631,19.0596,12.8113,91.0746,0.189732,-88.5772,2.50335e-05,-0.696027,-2.28017,-1.81289,-2.11454,-1.57762,-6.76182,1391.09,25.2453,10102.3,8495.88,-0.65345,-2.23759,-1.72774,-2.07196,-1.53504,0.78996,1399.69,25.4209,10110.9,0.135928,0.969196,0.00461008,10297.3,4146.13,1830.69,102214,0.0129798,-0.0202338,-62.5288,-32.5408,123.445,26.3543,-6.11811e+06,22.8246,14.0547,108.398,248.17,15.0468,-221.816 
97,0.02,0.68,3,97,10224.9,-0.375022,20.0712,13.1845,91.0653,-0.0246204,193.943,53.9746,-1.84871,-1.66836,-2.05356,0.541233,1.32017,9.31231,1610.14,27.3535,10535,8769.97,-1.90735,-1.72699,-2.17084,0.482596,1.26154,0.465449,1598.29,27.1116,10523.2,0.14719,0.971171,0.00472353,10858.7,4291.5,2351.49,105169,0.0139857,-0.0241488,-95.9733,-55.9476,129.967,-10.7301,-3.21787e+06,12.5435,12.555,105.456,241.258,24.5103,-251.988 
98,0.08,0.62,3,98,10393,-0.346135,19.9072,13.3121,90.7468,-0.335349,1594.84,294.276,-2.56663,-0.535967,1.27159,-1.551,-1.7813,1.45152,1735.34,21.4611,10376,26037.2,-2.57576,-0.545107,1.25331,-1.56014,-1.79044,1.24018,1733.49,21.4234,10374.2,0.159581,0.97883,0.00378967,10862.8,4212.82,2699.65,102980,0.0102458,0.0391488,-6.31629,19.4949,111.041,99.7936,-166123,5.49181,11.793,100.339,235.636,10.7022,-135.843 
99,0.1,0.62,0,99,10029.8,-0.269825,19.7333,12.591,91.0781,0.337744,-18.7881,443.704,1.41506,1.09475,-0.509219,1.37851,0.158863,-18.2679,345.218,21.4836,11244.3,8294.82,1.53009,1.20978,-0.279163,1.49354,0.273891,1.06602,368.468,21.9581,11267.6,0.0358295,0.905561,0.00357702,10283.9,5269.98,456.483,132713,0.0104843,-0.0164233,-14.5659,-14.2345,114.053,6.19444,-522638,5.21506,11.689,100.106,235.335,13.9471,-229.141 
100,0.18,0.56,3,100,9960.37,-0.342938,19.0336,13.4102,90.9582,0.436556,133.66,23.4783,-1.91239,-1.06638,-2.73037,-0.0153491,0.339451,22.8966,1562.53,26.1107,9994.5,10208.5,-2.05656,-1.21056,-3.01872,-0.159523,0.195277,0.517012,1533.38,25.516,9965.36,0.14883,0.971704,0.0046945,10302.9,3909.34,2298.86,95735.8,0.0111565,-0.226494,-48.923,-57.4728,129.917,-84.7565,-458370,5.21207,11.8309,100.151,235.067,29.7658,-319.824 
101,0.19,0.55,3,101,10726.9,-0.0126611,20.1302,12.9389,90.8371,-0.103562,53.8864,500,-1.32954,-2.50326,-2.27815,-0.670237,-0.919991,10.5775,1714.78,20.2565,10674.6,8660.57,-1.39614,-2.56986,-2.41136,-0.736841,-0.986595,0.702331,1701.32,19.9818,10661.1,0.153505,0.97986,0.00344072,11083.1,4419.51,2590.05,108623,0.0118396,-0.0562146,-35.3843,-35.6796,122.101,-27.8947,-3.50049e+06,5.2808,13.3786,100.105,241.736,21.9956,-269.631 
102,0.17,0.57,3,102,10450.4,-0.31812,20.2739,12.976,90.819,-0.271621,286.695,64.2745,0.531424,-0.502987,2.09451,-0.544081,-1.35483,41.8678,1643.8,21.9303,10503.3,11099,0.267794,-0.766617,1.56724,-0.807712,-1.61847,2.15429,1590.51,20.8428,10450,0.147454,0.977581,0.00366067,10786.5,4366.19,2551.47,107070,0.0145371,-0.0219137,-90.0898,-45.8991,131.966,6.81614,-8.19132e+06,22.5428,13.9695,107.705,247.324,24.2609,-240.507 
103,0.16,0.54,3,103,9873.37,-0.0372061,18.7597,12.7805,90.8668,0.0462263,-18.3301,500,1.96923,-1.09443,-1.34267,-0.925581,-2.39832,-7.20356,1535.16,23.5036,9798.37,7832.51,2.01459,-1.04907,-1.25196,-0.880222,-2.35296,0.644292,1544.33,23.6907,9807.54,0.151777,0.973856,0.00442999,10175,3872.58,2203.39,94563,0.015785,-0.0186929,-201.114,-48.7658,109.086,17.6324,-8.87492e+06,45.6847,15.3869,121.346,254.846,-12.2598,-237.214 
