cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.0641,0,23861.6,-0.0370389,45.9124,12.9388,121.035,-0.020953,15.584,494.956,-9.84782,-4.24067,-12.5467,-0.968433,-0.762419,82.3057,10956.6,77.3511,14770.2,19349,-10.3661,-4.75893,-13.5832,-1.48669,-1.28068,0.568453,10841.2,73.0755,14654.8,0.521049,0.988342,0.00910197,20806.5,-0.00232241,0.870604,13.1003,11.8958,121.644,87.2324,1.05042,13.3777,13.4495,119.456,137.478,2.18752,-50.2456 
1,43.4241,1,29956.9,-0.00167259,56.0824,12.8839,121.157,-0.0451994,-19.1902,500,-9.20972,-3.98192,-8.1578,-2.33277,-3.67289,127.672,14251.5,118.034,17612.8,23550,-10.0136,-4.78584,-9.76564,-3.13669,-4.47681,0.696518,14072.4,111.402,17433.8,0.542763,0.986336,0.0116341,25927.4,-0.00234351,1.12481,13.2225,11.8511,121.766,87.21,1.28493,13.0664,13.306,119.677,137.55,2.08902,-50.3405 
2,43.0041,2,27043.8,-0.18145,50.1671,13.1868,121.255,0.135621,13.534,499.668,-4.86463,-4.08636,-8.45503,-0.78344,0.382022,111.709,12588.7,97.6123,16252.6,21595.2,-5.56804,-4.78977,-9.86183,-1.48684,-0.321381,0.552302,12432,91.8092,16095.9,0.5318,0.987241,0.0103979,23377.2,-0.00217728,0.955691,13.5101,11.9954,121.779,87.2228,1.12901,13.5538,13.5125,119.588,137.504,2.19152,-50.2808 
3,43.1441,3,30839,-0.0267398,57.0584,12.9205,121.07,0.029621,-33.2132,500,-8.27657,-8.26711,-7.52953,0.599714,-0.390111,75.4767,14461.3,91.7374,18206.6,24031,-8.75183,-8.74237,-8.48004,0.124457,-0.865368,0.682576,14355.4,87.8165,18100.7,0.538384,0.989408,0.0088579,26663.9,-0.00221784,1.1835,13.1072,11.5101,121.66,86.7759,1.34841,13.096,13.0346,119.639,137.041,2.0214,-50.2647 
4,42.9241,4,29305,0.00194958,55.3356,12.7879,120.868,-0.0460391,-15.3926,1.84737e-12,-4.78784,-6.81172,-10.4324,0.307514,2.5691,109.674,13912.5,88.2283,17406.1,23058.6,-5.47842,-7.50231,-11.8136,-0.383072,1.87852,0.492954,13758.6,82.531,17252.2,0.539763,0.989612,0.00873526,25490.2,-0.00235184,1.16402,12.9798,11.3125,121.379,86.9631,1.30271,13.1317,12.9112,119.447,137.033,1.93185,-50.0697 
5,43.3241,5,28912,-0.86661,56.0076,12.9677,121.161,0.341323,559.245,251.888,-5.79178,-4.96794,-10.7598,-2.34488,0.473622,132.244,13349.9,96.1036,17664.7,29857,-6.62448,-5.80065,-12.4252,-3.17758,-0.359083,0.562292,13164.4,89.2338,17479.2,0.525519,0.988277,0.0093166,25050.2,-0.00249088,1.11868,12.9203,11.3999,121.766,86.7546,1.33799,12.9451,12.9403,119.678,136.575,2.08789,-49.8209 
6,42.8441,6,28626.8,0.0562164,54.759,12.7156,121.053,-0.0542696,-57.321,1.79469e-11,-6.51933,-3.80276,-9.34051,-7.28882,-0.00928334,143.918,13726.1,97.356,16946.9,22767.9,-7.42555,-4.70898,-11.1529,-8.19503,-0.915499,0.655752,13524.2,89.8797,16745,0.542906,0.988504,0.0097908,24910.8,-0.00249733,1.13648,12.9907,11.4939,121.593,86.9695,1.25255,13.0449,13.2074,119.627,137.121,1.96557,-50.1513 
7,43.0241,7,22362,-0.00749845,43.0135,-12.828,120.977,0.0108658,-18.3821,1.66581e-11,-6.39162,0.367101,-5.9278,0.687288,-1.60048,56.7166,10326.8,57.7107,13992.5,17968.7,-6.74875,0.00997156,-6.64206,0.330159,-1.95761,0.55744,10247.3,54.7644,13912.9,0.519954,0.990734,0.00719875,19708.1,-0.00246342,0.827536,13.3306,11.7011,121.65,86.6215,1.02625,13.1014,13.3257,119.575,136.893,2.07494,-50.2715 
8,43.2041,8,30921.2,-0.040817,57.6046,12.834,120.903,0.27388,170.58,5.89444,-10.1531,-6.1097,-10.6398,-2.08077,-3.51886,87.9489,14588.6,83.4548,18298.8,25587.4,-10.7069,-6.66349,-11.7473,-2.63456,-4.07265,0.67209,14465.2,78.8861,18175.4,0.539254,0.990547,0.00793181,26824.5,-0.0023056,1.18284,13.1858,11.5287,121.569,86.9029,1.34097,13.1095,13.1485,119.592,137.021,1.97671,-50.1177 
9,43.0441,9,23007.1,0.0593676,44.131,12.8112,120.682,-0.171001,91.0803,0.000209893,-4.47147,-5.44135,-9.32481,-3.01451,2.50881,82.6903,10428.2,45.4179,14743.5,18911.7,-4.99215,-5.96202,-10.3662,-3.53519,1.98813,0.546684,10312.3,41.1223,14627.5,0.509022,0.99307,0.00515203,20259,-0.00263118,0.838452,13.306,11.5926,121.415,87.0307,1.10363,13.1074,13.0758,119.31,137.193,2.10524,-50.1627 
