cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,42.8,0,23189.3,-0.0352943,36.7419,15.96,122.514,0.135274,-48.1682,500,-4.8338,-3.74994,-8.39326,-3.43948,0.944345,344.318,9923.42,159.714,14766.6,19301.4,-7.00188,-5.91802,-12.7294,-5.60755,-1.22373,0.608092,9440.48,141.827,14283.7,0.492888,0.974383,0.0179623,19153.4,-0.00201368,0.482928,16.5278,15.5853,123.348,86.096,0.746772,16.0637,15.6508,120.458,136.925,2.88997,-50.8295 
1,43.31,1,21355.9,0.0348329,34.5465,15.4842,122.451,-0.0311702,11.7643,3.57295e-11,-3.97511,-3.48309,-5.73459,-2.12803,-7.07892,299.939,9515.36,145.833,13386.1,17425.5,-5.86374,-5.37172,-9.51185,-4.01666,-8.96755,0.718013,9094.66,130.252,12965.5,0.507765,0.97555,0.0181697,17911.2,-0.00197136,0.486184,16.1528,15.206,123.252,86.0125,0.694931,15.6243,15.6266,120.398,136.578,2.85435,-50.5655 
2,43.44,2,21304.6,-0.147896,34.1346,15.9024,122.234,0.220326,-57.2481,500,-7.74948,-3.81098,-6.12881,-4.57311,0.417179,333.338,9034.99,149.068,13997.9,18081.2,-9.84842,-5.90992,-10.3267,-6.67206,-1.68176,0.700144,8567.46,131.752,13530.4,0.482181,0.973793,0.0176213,17768.1,-0.00202187,0.454256,16.4699,15.1501,122.996,85.6796,0.724811,15.9118,15.2443,120.23,135.851,2.76672,-50.1715 
3,42.9,3,20976.4,-0.968542,34.5754,16.364,122.491,1.55865,-612.57,432.761,-9.21438,-6.20326,-8.07044,-4.38362,-1.96049,341.58,8896.86,121.068,13783.1,49499.8,-11.3652,-8.3541,-12.3721,-6.53446,-4.11133,0.710507,8417.76,103.324,13304,0.481994,0.978971,0.0141047,17464.5,-0.00200194,0.453705,16.7128,14.4981,123.485,86.5381,0.73568,15.6437,15.1995,120.436,137.28,3.0493,-50.7417 
4,42.98,4,19195.5,-0.875727,32.1018,16.2804,122.253,0.516952,1695.91,500,-6.61782,-3.68514,-11.9687,-1.31171,-0.224895,212.584,8770.94,119.871,12337.3,45553,-7.95641,-5.02373,-14.6459,-2.65029,-1.56348,0.540013,8472.77,108.827,12039.1,0.508588,0.978016,0.0163789,16659.4,-0.00220371,0.471033,16.3367,14.151,122.863,86.1196,0.672904,15.6981,14.8574,120.26,136.508,2.60229,-50.388 
5,43.09,5,18794.2,-0.1032,30.4257,15.8769,121.881,0.265174,-161.241,500,-7.11123,-4.32038,-1.28637,-1.85904,-1.08008,246.942,8281.9,124.733,12197.2,17117.2,-8.66616,-5.87531,-4.39623,-3.41397,-2.63501,0.824057,7935.54,111.905,11850.8,0.496154,0.975916,0.0170972,15994.1,-0.00197144,0.446163,16.2027,14.2781,122.865,86.6894,0.66355,15.7223,14.8073,119.84,136.803,3.02504,-50.1131 
6,42.94,6,21208,-1.008,34.8428,16.5021,122.692,1.70382,-916.635,498.139,-6.48459,-4.19781,-11.8769,-3.64003,-3.50099,283.9,9201.04,128.638,13770.4,69558.7,-8.27223,-5.98545,-15.4522,-5.42767,-5.28863,0.617767,8802.84,113.89,13372.2,0.491891,0.97786,0.0154467,17895.9,-0.00219504,0.463356,16.6151,14.8969,123.528,85.8656,0.72006,15.9343,15.3128,120.685,136.471,2.84219,-50.6058 
7,43.04,7,19861.6,-0.0195233,32.0975,15.7965,122.416,-0.019553,-15.4541,500,-3.88494,-5.77997,-13.6909,-1.85792,0.63755,282.368,8606.79,126.207,12987.9,16515.3,-5.66293,-7.55797,-17.2469,-3.63592,-1.14045,0.510645,8210.74,111.539,12591.8,0.489516,0.976779,0.0160554,16773.2,-0.00209596,0.432882,16.782,14.8088,123.169,86.0246,0.700477,15.6481,15.0463,120.419,136.603,2.74993,-50.5786 
8,43.22,8,11029.7,-0.000622872,21.1272,14.3776,122.505,0.00956634,-18.179,3.04914e-11,-3.9704,-2.32597,-8.77511,-3.35364,1.03519,185.353,5746.7,66.7615,7584.47,9893.99,-5.13753,-3.49309,-11.1094,-4.52076,-0.131931,0.544562,5486.72,57.1328,7324.5,0.524173,0.982104,0.0141653,10467.4,-0.00234704,0.361972,14.6773,13.299,122.595,86.1797,0.448807,14.9624,14.4597,120.468,136.476,2.12715,-50.296 
9,43.32,9,17680,-0.221605,30.2837,-15.2971,122.041,0.192004,-188.767,2.0814e-10,-9.0483,-5.06902,-11.8225,-4.30138,-3.63603,206.044,7789.78,109.32,11799.3,16260.3,-10.3457,-6.36643,-14.4173,-5.59879,-4.93343,0.653943,7500.78,98.6163,11510.3,0.489358,0.977509,0.0155373,15327.8,-0.00225953,0.42322,15.8918,14.6293,123.113,86.2509,0.664325,15.2938,14.729,119.969,136.764,3.14429,-50.5132 
