cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,42.756,0,27967,-0.553454,53.7031,12.4806,120.935,0.581733,151.3,36.3111,-2.96199,-4.4781,-7.44639,1.39457,1.65242,13.4367,13308.9,76.6466,15923.8,24684,-3.0466,-4.56271,-7.6156,1.30996,1.56782,0.383209,13290,75.9486,15904.9,0.55133,0.990098,0.00871963,24105.4,-0.00146837,1.19782,12.5198,10.8868,121.474,86.3041,1.32112,12.4567,12.1446,119.459,135.848,2.01453,-49.5441 
1,43.026,1,29110.7,-0.672584,54.4431,13.0154,120.961,0.543155,-292.219,378.068,-2.42178,-3.41265,-6.00007,-1.80764,-0.0181246,46.2448,13247.8,83.705,17409.2,28234.1,-2.71297,-3.70384,-6.58245,-2.09884,-0.309315,0.572774,13183,81.3027,17344.3,0.527802,0.989323,0.00856107,24977.1,-0.00191624,1.09716,13.0298,11.4429,121.65,85.8532,1.31776,13.009,12.8201,119.477,135.489,2.17328,-49.6355 
2,42.986,2,24849.6,0.0146365,48.0275,12.4556,121.142,-0.0584319,-1.69687,500,-6.31004,-4.82529,-7.9414,-2.91827,2.85674,43.0757,11916.4,86.1059,14670.3,19477,-6.58127,-5.09653,-8.48387,-3.18951,2.5855,0.591447,11856,83.8682,14609.9,0.544085,0.987772,0.010464,21790.7,-0.00227672,1.03388,12.6508,11.3128,121.838,86.8218,1.16879,12.7085,12.6687,119.702,136.396,2.13665,-49.574 
3,42.946,3,23684.2,0.00612133,43.7904,12.9655,121.071,-0.0198453,-9.99374,500,-5.80463,-6.88731,-5.79971,-0.988943,-0.344958,30.4649,10818.2,60.8346,14238.5,18489.1,-5.99646,-7.07914,-6.18337,-1.18077,-0.536788,0.705224,10775.5,59.252,14195.8,0.52747,0.990469,0.00763012,20428.7,-0.00172174,0.851511,13.3002,11.7271,121.752,87.0034,1.01008,13.2882,13.5106,119.537,137.219,2.21592,-50.2151 
4,43.126,4,29076.9,-0.00798631,55.6238,12.4843,121.148,-0.0982088,15.4372,500,-4.59499,-8.27143,-11.6161,-1.47156,-4.25989,99.0114,13875.2,77.2414,17105.5,22655.2,-5.21844,-8.89488,-12.863,-2.09501,-4.88334,0.621172,13736.3,72.0979,16966.6,0.543504,0.990898,0.00776704,25273.6,-0.00222497,1.2128,12.6349,11.096,121.761,86.8522,1.37731,12.7571,12.3615,119.809,136.492,1.95275,-49.6397 
5,43.106,5,28907.5,-0.231021,56.4394,12.4779,121.313,-0.406193,66.283,474.784,-4.12013,-2.88458,-4.90245,-2.20907,-1.51376,34.5685,13852.8,76.0352,17031.8,23802,-4.3378,-3.10225,-5.33779,-2.42674,-1.73143,0.684826,13804.4,74.2394,16983.3,0.544487,0.990676,0.00798812,25353,-0.00248664,1.22759,12.5877,11.121,121.869,86.6156,1.35625,12.7235,12.5716,119.822,136.309,2.04708,-49.6931 
6,42.916,6,26874.7,-0.13945,52.6852,12.3183,121.319,0.0162228,56.5545,500,-3.11515,-5.78922,-7.77458,1.08819,-2.47523,35.9924,13077.2,78.6819,15699.7,21156.8,-3.34179,-6.01586,-8.22785,0.861554,-2.70187,0.576448,13026.7,76.8122,15649.2,0.55039,0.989787,0.00896073,23668.2,-0.00226531,1.16575,12.6006,10.9886,121.904,86.1066,1.2996,12.4959,12.2779,119.968,135.532,1.93657,-49.4254 
7,43.086,7,29363.5,-0.124542,55.6261,12.5755,121.284,-0.777255,1075.16,2.61979,-5.3621,-3.05922,-9.11383,-2.5325,-1.14573,9.04229,14107.9,86.941,17118.2,49975.8,-5.41904,-3.11615,-9.2277,-2.58944,-1.20266,0.5719,14095.2,86.4712,17105.5,0.547877,0.989378,0.00922624,25727,-0.00231021,1.23058,12.6657,11.2145,121.95,85.9591,1.33921,12.7791,12.6875,120.006,135.526,1.94372,-49.5669 
8,43.206,8,27132.9,-0.16008,53.346,12.2801,120.868,0.153325,155.548,35.413,-8.58896,-2.40199,-7.61273,-4.05955,-3.28714,27.1876,13544.4,81.6385,15502.7,22101.9,-8.76015,-2.57318,-7.95512,-4.23074,-3.45834,0.705121,13506.2,80.2262,15464.6,0.562241,0.989712,0.0094659,24022.1,-0.00227109,1.2255,12.5056,10.9215,121.297,86.1288,1.27722,12.4014,12.4165,119.429,135.875,1.86792,-49.7463 
9,43.066,9,27872.2,-0.0336237,54.1421,12.3474,120.688,-0.0410369,7.06218,42.3703,-5.36697,-3.81993,-5.74144,-4.79284,0.356313,44.7051,13149.8,85.9122,16519,21771.9,-5.64846,-4.10142,-6.30444,-5.07433,0.0748168,0.700556,13087.1,83.5899,16456.3,0.539066,0.988946,0.00927026,24277.4,-0.00205853,1.15287,12.6593,11.0386,121.319,85.7722,1.32515,12.6044,12.516,119.393,135.293,1.92589,-49.5207 
10,42.856,10,30085.6,-0.19534,57.955,12.3927,121.039,0.360312,-211.367,500,-8.98783,-7.10323,-16.0975,-1.06607,-4.48271,45.2878,14746.2,86.1813,16995.3,25859.6,-9.273,-7.38839,-16.6678,-1.35124,-4.76787,0.577477,14682.7,83.8287,16931.8,0.560487,0.990107,0.00903778,26196.3,-0.00187217,1.33656,12.4181,10.8664,121.6,86.1222,1.37809,12.533,12.4098,119.6,135.581,1.9999,-49.4593 
11,42.876,11,29604.1,-0.678464,57.9643,12.4212,121.244,3.22844,-1340.1,486.692,-2.00708,-3.97531,-7.25079,-4.02877,0.725222,8.50064,14278.6,76.5806,17150.6,164278,-2.06061,-4.02884,-7.35784,-4.0823,0.671696,0.563537,14266.7,76.1391,17138.7,0.550391,0.990747,0.00811716,25921,-0.00226424,1.31726,12.2822,10.8807,121.93,86.8994,1.42167,12.5562,12.2235,119.865,136.744,2.0656,-49.8446 
12,42.896,12,28474.8,-0.65363,55.764,12.421,121.278,0.013262,804.249,368.462,-3.58505,-4.17291,-10.8612,-0.901834,-3.56473,33.9506,14060,89.4286,16161.1,22895,-3.79883,-4.38668,-11.2888,-1.11561,-3.77851,0.536745,14012.3,87.6649,16113.4,0.561179,0.98917,0.0099225,24969.5,-0.00217242,1.27104,12.3945,11.054,121.962,85.9813,1.32107,12.4532,12.4596,119.905,135.478,2.05605,-49.4972 
13,42.956,13,22723.9,0.0250554,43.6727,12.6426,121.321,-0.00327241,-54.358,7.79642e-09,-4.09464,-3.67993,-8.45802,-4.08261,-4.20107,36.609,10977.7,64.9698,13734.6,17979.7,-4.32516,-3.91045,-8.91905,-4.31313,-4.43158,0.655627,10926.4,63.068,13683.2,0.540082,0.99,0.00841904,20231,-0.0023301,0.922559,12.8943,11.3711,122.079,86.3767,1.0622,12.9714,12.7422,119.812,136.273,2.26731,-49.8967 
14,43.186,14,28367.5,-0.0112473,55.214,12.3413,120.973,-0.0950556,72.9476,1.5677e-11,-2.52515,-4.6155,-7.66458,-3.04715,-1.82708,24.2952,14097.2,91.5142,16003.7,22408,-2.67813,-4.76848,-7.97054,-3.20013,-1.98006,0.613031,14063.1,90.2521,15969.7,0.564275,0.988894,0.0103033,24922.5,-0.0021651,1.24981,12.4971,11.1349,121.564,85.7963,1.26725,12.6291,12.7335,119.514,135.462,2.0497,-49.6655 
15,43.226,15,31419.3,0.0652294,60.2374,12.3103,121.119,-0.161673,-9.11743,500,-6.09206,-5.56509,-5.40258,-1.40758,-3.80481,56.6091,15219.9,100.9,17882.1,24187.6,-6.44852,-5.92155,-6.11548,-1.76403,-4.16126,0.749477,15140.5,97.9591,17802.7,0.555688,0.988804,0.0100344,27246.3,-0.0019699,1.36036,12.5409,10.9964,121.724,85.9333,1.41689,12.527,12.6649,119.788,135.554,1.93592,-49.6203 
16,42.836,16,26877.2,-0.723306,54.0113,12.3277,121.322,1.42673,586.307,266.335,-4.93573,-5.05088,-8.99158,-4.75196,0.60051,1.63984,13467.3,81.5139,15411.1,48906.1,-4.94606,-5.0612,-9.01223,-4.76228,0.590185,0.611401,13465,81.4288,15408.8,0.562377,0.989528,0.00964087,23943,-0.0024307,1.22342,12.3541,11.0626,121.85,85.9339,1.28329,12.3875,12.3249,119.977,135.413,1.87281,-49.4792 
17,42.976,17,25062.1,-0.0179432,49.7132,12.2383,120.916,-0.0320973,-35.7246,500,-5.70641,-8.84416,-10.4858,-1.07353,-4.96978,61.4486,11638.8,68.4703,15356.2,19842.9,-6.09333,-9.23109,-11.2597,-1.46045,-5.3567,0.662896,11552.6,65.2782,15270,0.526645,0.990208,0.00781332,21936.2,-0.00240533,1.05091,12.4144,11.0849,121.611,85.902,1.25605,12.5207,12.4575,119.487,135.386,2.12348,-49.4838 
18,43.166,18,29018.1,-0.481295,57.5299,12.322,121.334,-0.0865879,994.098,500,-3.19918,-6.70113,-14.3925,-0.228485,-4.42065,40.3871,14267.4,73.0676,16551.7,25878.6,-3.45349,-6.95543,-14.9011,-0.482791,-4.67495,0.510923,14210.8,70.9695,16495.1,0.558876,0.991336,0.00786328,25427.4,-0.00230143,1.30052,12.4347,10.9427,121.798,85.8897,1.35754,12.4604,12.4508,119.986,135.476,1.81185,-49.5863 
19,42.9662,19,25621.3,-0.402507,49.9652,12.6534,120.992,0.166464,127.758,500,-5.65306,-5.47316,-9.96328,-4.50078,-1.32532,105.776,12259.7,76.4078,15227.6,21273.4,-6.3191,-6.13921,-11.2954,-5.16682,-1.99136,0.634594,12111.3,70.9129,15079.2,0.541525,0.989858,0.00858845,22365.2,-0.00231499,1.05546,12.7631,11.2353,121.498,86.6476,1.19884,12.8098,12.6836,119.572,136.304,1.92625,-49.6566 
20,43.006,20,24700.1,-0.0393309,48.947,12.3377,121.09,0.105233,-71.5971,500,-5.21683,-8.35666,-5.49157,-1.17465,-5.81983,104.237,11713.4,78.6412,15102,19904,-5.87319,-9.01302,-6.80428,-1.831,-6.47618,0.773173,11567.2,73.2263,14955.8,0.532139,0.989043,0.00893866,21737.1,-0.00253296,1.03408,12.5986,11.1616,121.706,86.394,1.23867,12.5236,12.4064,119.688,135.997,2.01882,-49.6029 
21,42.776,21,27423.9,-0.129049,53.349,12.3468,121.345,0.242513,-79.3743,208.445,-6.5341,-2.74044,-6.66322,-1.90712,-3.40003,44.0203,13500.3,76.5165,15835,22069.1,-6.81128,-3.01763,-7.21759,-2.1843,-3.67721,0.684932,13438.6,74.2297,15773.2,0.556132,0.990426,0.00859454,24164.4,-0.00238521,1.22989,12.517,10.8479,121.857,85.9362,1.31233,12.4304,12.395,120.038,135.576,1.81844,-49.6396 
22,43.146,22,26364.9,-0.0419185,52.3572,12.161,121.118,-0.0481764,10.6293,5.02745e-11,-2.82411,-7.05337,-8.63167,-2.33424,-1.10832,41.5133,13457.1,77.9498,14862.2,20743.9,-3.0855,-7.31477,-9.15447,-2.59564,-1.36972,0.610781,13398.9,75.7932,14803.9,0.571002,0.990198,0.0093431,23465.5,-0.00235615,1.24582,12.35,10.8263,121.658,86.4378,1.2641,12.3421,12.1297,119.709,135.806,1.94847,-49.3677 
23,43.046,23,26187,-0.706007,51.5617,12.5846,121.211,0.308414,309.381,10.2271,-6.24272,-5.86336,-11.4858,-0.229681,-2.39004,58.9629,12752.3,73.1051,15343.2,24229.5,-6.61399,-6.23464,-12.2283,-0.600955,-2.76131,0.570019,12669.6,70.0421,15260.5,0.549736,0.990418,0.00838395,23046.8,-0.00240674,1.14434,12.5572,11.0169,121.923,85.9155,1.24982,12.5319,12.5156,119.829,135.479,2.09409,-49.5632 
24,42.936,24,26483.2,-0.00442414,50.3708,12.6886,121.045,0.00793481,-50.1901,4.47214e-11,-6.62326,-5.49879,-4.06702,0.34645,-3.13147,33.5488,12688.7,71.3407,15557.6,20818.9,-6.83451,-5.71004,-4.48952,0.135202,-3.34272,0.778203,12641.7,69.5979,15510.6,0.545162,0.990457,0.00819801,23188.9,-0.00211491,1.0323,13.2165,11.4876,121.673,86.2997,1.1887,12.8072,12.9524,119.62,136.122,2.0535,-49.8224 
25,42.796,25,29529.4,0.0099616,56.9187,12.3848,121.072,-0.0385536,-16.9556,8.74476e-12,-1.88933,-7.47401,-8.04996,-1.33537,-1.44879,47.4004,13703.2,86.4903,17676.7,22968.9,-2.1878,-7.77247,-8.64689,-1.63384,-1.74725,0.60675,13636.7,84.028,17610.2,0.532442,0.989332,0.0087131,25611.7,-0.00225837,1.22491,12.5752,10.9634,121.582,86.2351,1.42657,12.6334,12.4491,119.741,135.766,1.84118,-49.5308 
26,42.816,26,29063.3,0.0127366,55.8407,12.4493,121.509,-0.0650426,-15.0912,500,-11.3124,-5.88282,-8.88514,-2.79115,-2.79804,60.0608,14218,96.9877,16703.5,22662.2,-11.6906,-6.26101,-9.64152,-3.16934,-3.17623,0.715913,14133.8,93.8677,16619.3,0.555685,0.988511,0.0102973,25434.9,-0.00225954,1.23841,12.6355,11.2175,122.086,86.0497,1.33069,12.7095,12.5359,120.134,135.447,1.95158,-49.3973 
27,42.756,27,27197.6,-0.753719,53.8745,12.5537,120.918,-8.45296,4903.06,396.795,-6.93262,-5.645,-2.70137,-0.770623,-4.01717,55.2795,13025.6,60.078,16059.3,1.3712e+06,-7.2807,-5.99308,-3.39753,-1.1187,-4.36525,0.846649,12948.1,57.2064,15981.8,0.543678,0.992328,0.00655058,23815.7,-0.00229933,1.16113,12.6538,10.9613,121.556,86.7666,1.31898,12.477,12.407,119.555,136.592,2.00039,-49.8252 
28,43.026,28,24549.2,-0.0325135,48.6933,12.2493,121.042,-0.0250949,20.8923,9.78905e-07,-3.66061,-4.53447,-8.90791,-1.67004,-0.743761,85.3112,12045.4,61.9744,14431.9,19433.7,-4.19779,-5.07165,-9.98227,-2.20722,-1.28094,0.561023,11925.7,57.5427,14312.2,0.550637,0.991627,0.00735177,21658.1,-0.00235566,1.07051,12.5635,11.1092,121.738,86.8816,1.18732,12.4427,12.4645,119.609,136.434,2.12919,-49.5526 
29,42.986,29,25730.7,-0.265106,50.3047,12.4795,120.73,0.134556,32.1881,500,-0.611633,-2.92894,-8.64111,-2.71846,-3.20182,55.2229,12250.6,76.2075,15413.4,20577.3,-0.959357,-3.27667,-9.33656,-3.06618,-3.54955,0.537526,12173.2,73.3388,15335.9,0.538597,0.989567,0.0087323,22601.6,-0.0023471,1.08148,12.6615,11.0775,121.231,85.9741,1.2332,12.6546,12.5744,119.371,135.566,1.86083,-49.5916 
30,42.946,30,22893.3,0.0328312,42.9191,12.9058,121.263,0.0373269,-93.0226,500,-4.78955,-5.68842,-8.13248,-1.3547,-3.21136,56.3733,10722.3,63.4974,14104.5,18144.5,-5.14452,-6.04339,-8.84241,-1.70967,-3.56633,0.650585,10643.2,60.5689,14025.5,0.527401,0.990139,0.00789234,20180.6,-0.00216931,0.882507,13.1275,11.3772,121.968,85.6456,1.0585,13.0669,12.9322,119.807,135.58,2.16126,-49.9344 
31,43.126,31,29345.8,-0.185458,57.3528,12.3372,121.197,0.568056,-414.702,500,-6.67932,-7.78382,-5.43443,0.157855,-3.35547,32.8704,14371,84.8797,16787.8,30702.6,-6.8863,-7.9908,-5.84838,-0.0491208,-3.56245,0.759692,14324.9,83.1722,16741.7,0.557188,0.989941,0.00906853,25709.2,-0.00216798,1.28272,12.508,11.032,121.72,85.7977,1.35723,12.5366,12.5027,119.814,135.395,1.90654,-49.5977 
32,43.106,32,24419.5,-0.7332,49.826,12.3143,121.233,-0.521944,381.832,90.1953,-4.58559,-5.317,-11.2175,-2.42416,-2.28411,39.3751,12372.5,53.6918,14239.5,26461.6,-4.83353,-5.56494,-11.7133,-2.6721,-2.53204,0.57119,12317.2,51.6464,14184.3,0.56083,0.992716,0.00666261,21962.5,-0.00267881,1.15439,12.398,10.7635,121.863,85.972,1.22612,12.2236,12.1704,119.772,135.443,2.09139,-49.4708 
33,42.916,33,25484.6,-0.455546,50.516,12.4521,121.023,0.292881,93.9064,5.03382,-4.18952,-7.2979,-8.16214,-2.73418,-1.19759,41.241,12320.4,95.66,14958.7,21372.4,-4.4492,-7.55758,-8.68151,-2.99386,-1.45727,0.654666,12262.5,93.5176,14900.8,0.547554,0.98683,0.0114289,22395.1,-0.00211105,1.11007,12.51,10.9749,121.624,85.4887,1.20479,12.5222,12.542,119.689,134.971,1.93557,-49.4824 
34,43.086,34,24821.1,-0.241556,49.4404,12.1888,121.208,0.655619,706.547,44.8888,-5.7475,-6.83861,-4.75348,-2.39788,-0.408649,24.3896,12252.1,77.9447,14791.7,34696.8,-5.90107,-6.99218,-5.06063,-2.55146,-0.562223,0.75979,12217.9,76.6777,14757.5,0.549046,0.989137,0.00948056,22253,-0.00264355,1.12492,12.3695,10.9186,121.799,86.0955,1.21678,12.5365,12.3873,120.044,135.665,1.75538,-49.5699 
35,43.206,35,31072.5,-0.683591,59.2487,-12.7,121.385,0.747618,-312.176,134.406,-3.38405,-6.22985,-7.36105,0.299434,-4.04981,42.0718,15040.1,93.9391,17688.3,32092.7,-3.64896,-6.49476,-7.89087,0.0345193,-4.31473,0.646384,14981.1,91.7535,17629.3,0.555493,0.989396,0.0094964,26968.9,-0.00207026,1.31398,12.6898,11.1818,121.919,86.0108,1.40127,12.6507,12.5847,119.995,135.518,1.92395,-49.5073 
36,43.066,36,28116.4,0.0313658,54.2388,12.4349,121.458,-0.0672941,-40.2797,4.83847e-12,-0.756773,-8.36311,-7.6441,-0.378804,-0.709676,60.8331,13731.2,92.4918,16408.7,22043.9,-1.13982,-8.74616,-8.4102,-0.761854,-1.09273,0.582636,13645.9,89.3316,16323.4,0.551442,0.988674,0.00998051,24745.8,-0.00247815,1.18266,12.7086,11.3194,122.027,85.8398,1.29103,12.772,12.6655,120.044,135.259,1.98231,-49.4191 
37,42.856,37,28396.2,-0.427973,55.9047,-12.4314,121.49,0.297825,174.017,4.677e-05,-6.62559,-3.54132,-9.51298,-3.52467,-0.37941,89.5027,13998.3,97.2975,16493.4,24310.7,-7.18917,-4.1049,-10.6401,-4.08824,-0.942985,0.605416,13872.7,92.648,16367.8,0.554846,0.988448,0.0103194,25002.9,-0.00247224,1.24252,12.6001,11.1075,122.055,86.1909,1.34587,12.4667,12.422,120.052,135.749,2.00258,-49.5577 
38,42.876,38,26999.8,-0.741595,53.7449,12.4775,120.89,0.0524058,1441.09,428.864,-5.64813,-5.17937,-6.83055,-3.75872,-1.35616,41.2705,12874.3,77.2003,16040.6,24288.8,-5.908,-5.43924,-7.35029,-4.01859,-1.61603,0.697919,12816.5,75.0563,15982.7,0.541127,0.989856,0.00857649,23684.7,-0.00218047,1.17057,12.4117,10.8842,121.343,86.1061,1.32113,12.4977,12.2962,119.534,135.69,1.80918,-49.5843 
39,42.896,39,29117.6,-0.0714683,55.786,12.4548,121.322,0.0551106,-20.7502,500,-4.04652,-0.98506,-7.76308,-6.11038,-4.1576,42.164,14109,85.5263,16906.1,22655.3,-4.31201,-1.25055,-8.29407,-6.37587,-4.42309,0.663603,14049.9,83.336,16846.9,0.550851,0.989727,0.00902998,25505.8,-0.00223794,1.25064,12.6194,11.0484,121.935,85.7235,1.35405,12.6196,12.4967,120.013,135.201,1.92176,-49.4777 
