cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,42.7116,0,23009.4,-0.187963,48.8789,12.4982,120.849,0.139252,-8.43947,500,1.30395,-2.65521,-6.2623,2.3544,5.05025,202.65,12128.5,87.3386,15110.4,19925.1,0.0279134,-3.93125,-8.81437,1.07837,3.77421,-0.120691,11844.3,76.8113,14826.2,0.481576,0.988778,0.00945333,24594.8,-0.00445426,1.03805,12.8125,11.2641,121.363,85.6963,1.19002,12.8572,12.6802,119.393,135.572,1.97023,-49.8759 
1,43.4716,1,22489.6,0.0910206,46.767,-12.4053,121.066,-0.0720672,14.4156,0.00409086,-0.624764,-0.250896,3.79609,0.155302,-2.11479,123.464,11598.6,78.2204,14512.3,18919.9,-1.40218,-1.02832,2.24125,-0.622117,-2.89221,1.60516,11425.4,71.8067,14339.1,0.480927,0.989121,0.00914049,23757,-0.00378776,0.989554,12.7321,11.3387,121.58,86.1075,1.1389,12.7119,12.802,119.628,136.02,1.95215,-49.9126 
2,43.4216,2,22812.4,-0.100658,47.8953,-12.2994,120.724,0.127077,2.66919,2.14154e-13,-1.28327,1.70164,-6.20778,-0.618008,-1.75549,122.233,11191.7,65.1566,15233.9,19187.6,-2.05293,0.931975,-7.74711,-1.38768,-2.52516,0.393853,11020.2,58.8068,15062.4,0.459676,0.990748,0.0071406,23973.9,-0.00382918,0.957494,12.7161,11.3948,121.389,85.5581,1.23188,12.5519,12.546,119.37,135.379,2.01999,-49.8211 
3,42.8616,3,26065.5,-0.11878,52.6909,12.5488,121.018,-0.00998946,9.07364,500,-1.54595,-5.01056,-12.0612,1.2892,0.73543,167.433,12609.3,67.3572,16619.6,21527.5,-2.60023,-6.06484,-14.1697,0.234917,-0.318851,0.38174,12374.4,58.6594,16384.7,0.467572,0.991773,0.00655176,26465.3,-0.00328087,1.0628,12.8563,11.2827,121.402,84.9795,1.25967,12.8599,13.0142,119.603,135.079,1.79954,-50.0996 
4,43.3016,4,19953.7,-0.0118564,42.5176,12.2763,120.762,-0.0224787,21.1999,0.079446,0.0866415,-1.52953,-6.16327,-2.68229,-0.196796,114.345,9978.43,73.0944,13473.6,17007.1,-0.633357,-2.24953,-7.60327,-3.40229,-0.916795,0.486447,9818.05,67.1544,13313.2,0.461648,0.988172,0.00920639,21267.4,-0.00367824,0.885038,12.515,11.093,121.139,85.8564,1.06942,12.6571,12.7611,119.447,135.721,1.692,-49.8644 
5,43.3216,5,19861.9,-0.919899,42.5044,12.6045,121.065,0.88057,4138.24,493.145,-4.10528,-7.53169,-8.3075,-1.43304,1.99462,108.843,9605.5,47.9363,13527.5,136065,-4.79064,-8.21704,-9.67821,-2.1184,1.30926,0.588074,9452.84,42.2821,13374.8,0.451098,0.992233,0.00578976,20955.2,-0.00334725,0.84761,12.6465,11.0217,121.735,85.5489,1.09312,12.5667,12.5018,119.744,135.472,1.99098,-49.9231 
6,43.2016,6,19600,-0.0591513,41.9305,12.3292,120.837,-0.011054,27.8604,1.63497e-09,-2.21911,-1.36377,-4.68276,-2.77754,-3.03767,134.157,9998.82,63.8131,13300.5,16839.1,-3.06385,-2.20852,-6.37226,-3.62229,-3.88242,0.667234,9810.66,56.8439,13112.4,0.46524,0.989962,0.00792252,21087.3,-0.00376095,0.873181,12.6195,11.1631,121.368,85.3846,1.07109,12.5467,12.6059,119.534,135.205,1.83327,-49.8201 
7,43.0916,7,15812,-0.925678,33.9289,13.2169,121.046,-0.418864,54.3159,18.1534,-6.01111,-0.0783314,-0.862874,-6.20254,-1.95118,50.4005,7802.75,53.521,11460.4,15338.6,-6.32847,-0.39569,-1.49759,-6.5199,-2.26854,0.911959,7732.06,50.9028,11389.7,0.441146,0.98861,0.0081655,17527.2,-0.00368271,0.604816,13.5257,11.9265,121.634,85.1864,0.840173,13.1894,13.2962,119.671,135.302,1.96291,-50.1151 
8,43.0416,8,21037,-0.892158,43.5502,12.8157,120.868,1.65029,-888.284,473.727,-4.33771,-3.32756,-8.39612,-0.65589,-2.31391,108.952,9846.39,82.2562,14154.4,65889.6,-5.02375,-4.0136,-9.76821,-1.34193,-2.99995,0.578001,9693.57,76.5963,14001.6,0.44599,0.986361,0.00997678,21734.9,-0.00316513,0.814818,12.9668,11.4398,121.317,85.1118,1.09133,12.8268,12.9219,119.514,135.131,1.80352,-50.019 
9,43.2116,9,21373.3,0.120341,43.9505,-12.2796,120.921,-0.207034,96.9401,3.3538e-12,-3.94067,-1.6412,-5.00118,-3.65949,-1.78842,15.6911,10533.1,57.8063,13837.3,18222.2,-4.03947,-1.74001,-5.19878,-3.7583,-1.88722,0.687268,10511,56.9912,13815.3,0.469407,0.990601,0.00754179,22392.2,-0.00313808,0.91045,12.6816,11.2149,121.448,85.1675,1.10986,12.6055,12.5809,119.517,135.205,1.93096,-50.0374 
