cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43,0,22315.4,-0.0552603,35.7808,15.8081,122.044,0.157553,-7.25838,500,-2.31956,-3.82245,-3.15108,-2.6917,-4.60721,229.607,10080.5,152.082,13950.2,18450.2,-3.76534,-5.26823,-6.04263,-4.13748,-6.05299,0.760846,9758.49,140.155,13628.1,0.512913,0.975482,0.0185924,19025.6,-0.00217344,0.540795,16.5425,14.1039,123.025,85.6351,0.745525,15.5904,15.2693,120.046,135.742,2.97967,-50.1065 
1,43.33,1,20981.5,0.0439925,33.5887,15.6805,121.668,-0.0131833,-27.9893,6.22954e-12,0.471195,-3.92065,-3.26285,-6.02796,-5.20834,156.241,9748.11,137.904,13016.7,17157.4,-0.512615,-4.90446,-5.23047,-7.01177,-6.19215,0.780706,9528.97,129.788,12797.5,0.522671,0.976719,0.0183394,18231.3,-0.00216189,0.544002,16.2803,13.7499,122.587,85.6711,0.710833,15.5114,14.998,119.779,135.601,2.80766,-49.9301 
2,43.31,2,20450.9,-0.879282,34.5046,15.7641,122.043,0.0700546,2182.54,100.843,-9.43488,-3.66242,-6.15682,-3.48787,-3.14896,121.76,8946.64,123.895,13349.6,22684.2,-10.2016,-4.42911,-7.6902,-4.25456,-3.91565,0.747789,8775.86,117.57,13178.8,0.494764,0.977092,0.016168,17737.4,-0.00216762,0.510929,15.8822,13.724,123.043,84.8132,0.740689,15.1444,15.0976,120.21,134.969,2.83311,-50.156 
4,43.26,4,20719.4,-0.690639,34.4453,15.8699,121.924,-1.77593,2330.19,2.11887e-10,-4.88865,-4.45394,-0.633685,-3.89237,-2.7336,187.045,9668.32,134.32,12716.4,152509,-6.06642,-5.63171,-2.98923,-5.07014,-3.91137,0.873706,9405.97,124.604,12454,0.526217,0.977342,0.0180969,17874.7,-0.00192915,0.544135,15.9038,13.8192,122.715,84.5426,0.695942,15.1769,15.2535,119.928,134.645,2.7877,-50.1022 
5,43.19,5,20488.6,-0.926915,34.5372,15.9297,121.927,-2.0289,5522.9,0.628399,-13.1395,-4.53024,-10.352,-5.37962,-0.595846,254.541,9322.6,129.137,12966,382682,-14.7422,-6.13302,-13.5576,-6.9824,-2.19862,0.689145,8965.58,115.914,12609,0.511159,0.977875,0.0166524,17539.7,-0.00218503,0.530664,15.8153,13.8954,123.023,85.6869,0.718868,15.1798,15.1029,119.907,135.897,3.11544,-50.2097 
6,43.3,6,22384.6,-0.963523,36.6609,16.2432,121.902,0.919127,556.583,326.53,-9.3064,-4.99541,-11.0151,-7.18421,-3.99556,216.166,10075,140.831,14005.9,36038.5,-10.6675,-6.35655,-13.7374,-8.54535,-5.3567,0.692425,9771.85,129.601,13702.7,0.511891,0.977317,0.0171244,19089.7,-0.00216679,0.556024,16.1221,14.0497,122.961,85.1878,0.737313,15.4977,15.618,119.873,135.241,3.08809,-50.0531 
7,43.1,7,20069,-0.0746704,32.839,15.7064,121.735,0.04762,-52.519,1.85634e-08,-7.1159,-3.06866,-9.22844,-6.21774,-2.08893,186.653,9283.61,124.872,12827,16871.9,-8.2912,-4.24397,-11.579,-7.39305,-3.26424,0.666996,9021.81,115.176,12565.2,0.513591,0.978147,0.0166049,17566.1,-0.00241469,0.518949,16.277,13.7955,122.76,85.435,0.723028,15.3558,14.6759,119.675,135.415,3.0841,-49.9801 
8,43.32,8,21148.4,-0.100349,34.0354,15.7129,122.045,0.178421,-58.0939,498.851,-7.42187,-5.47985,-4.90221,-5.03201,-1.67428,180.712,9501.7,141.668,13241.8,17746.8,-8.55976,-6.61774,-7.178,-6.1699,-2.81218,0.770946,9248.24,132.281,12988.3,0.51151,0.97558,0.0184156,18080.3,-0.00206195,0.515938,16.3462,14.159,123.078,85.8324,0.704809,15.5009,15.4131,119.977,135.861,3.10014,-50.0285 
9,43.27,9,21705.5,-0.120995,34.9971,15.5945,122.141,-0.000780971,105.927,500,-4.56265,-6.94655,-3.30812,-2.771,-6.42357,222.802,10137.3,147.346,13124.2,17769,-5.96557,-8.34947,-6.11397,-4.17392,-7.82649,0.811469,9824.83,135.772,12811.7,0.530017,0.976387,0.0191478,18536.8,-0.00195348,0.562264,15.8575,14.1505,122.823,84.9779,0.697071,15.6085,15.3449,120.276,135.174,2.54645,-50.1959 
10,43.08,10,20220.2,-0.277266,33.3125,15.6471,121.844,-0.0806074,172.822,499.869,-6.84675,-7.8414,-7.07336,-4.46722,-5.28245,220.162,9265.92,119.045,12679.9,17421.7,-8.23305,-9.2277,-9.84596,-5.85352,-6.66875,0.752794,8957.12,107.608,12371.1,0.515681,0.979409,0.0157705,17369.5,-0.00204505,0.515876,16.0531,13.9648,122.872,85.7965,0.693875,15.178,15.244,119.918,135.853,2.95438,-50.0567 
