cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,48.78,0,22544.3,0.0120932,50.0706,-11.5212,121.437,0.00820984,-12.401,9.88571,-6.88289,-6.82033,-10.4664,1.23052,0.903335,213.492,19238.2,55.4486,6580.99,18782.4,-8.2272,-8.16463,-13.155,-0.113783,-0.440967,0.56298,18938.8,44.3581,6281.54,0.729141,0.995918,0.0128413,25974.1,-0.00384108,1.9633,11.9282,10.2531,121.377,79.9496,0.685411,11.3609,11.493,120.056,127.345,1.3219,-47.3955 
1,48.831,1,23897,-0.422103,53.172,11.5458,121.777,1.5992,1770.99,0.00696253,-6.45211,-4.61398,-5.6288,-2.73883,-1.88579,195.614,20684.5,51.2908,6524.3,112182,-7.68383,-5.8457,-8.09225,-3.97056,-3.11751,0.718137,20410.1,41.129,6249.93,0.744622,0.996486,0.0119772,27410,-0.00384092,2.1257,11.9187,10.2063,121.587,80.7681,0.701027,11.0325,11.3266,120.349,128.622,1.23716,-47.8539 
2,48.846,2,23323.6,-0.985959,52.6397,11.7515,121.511,1.38096,-166.671,466.644,-6.49296,-8.19631,-7.59671,-4.94272,-4.22659,200.853,20044.3,57.7177,6783.02,27630,-7.75768,-9.46103,-10.1261,-6.20744,-5.4913,0.740645,19762.6,47.2838,6501.31,0.730756,0.99583,0.0132204,27044.1,-0.0039709,2.05905,11.9105,10.1877,121.331,80.8611,0.721422,11.2495,11.2275,120.202,128.642,1.12934,-47.7806 
3,48.84,3,24497.3,-0.0486358,53.8014,11.4136,121.427,0.0626741,-37.934,8.83797e-13,-9.0889,-6.76781,-11.1245,-1.61211,-1.68746,129.502,20564.1,58.0561,7180.26,20067.4,-9.90434,-7.58326,-12.7554,-2.42756,-2.5029,0.637357,20382.4,51.3287,6998.62,0.722246,0.995612,0.0133301,28220.9,-0.00361538,2.10542,11.78,10.2468,121.423,81.1117,0.769132,11.0853,11.2914,120.098,129.124,1.32535,-48.012 
4,48.813,4,17844.6,-0.167118,41.0664,11.4068,121.357,0.0121505,161.829,500,-7.12915,-10.6927,-20.5868,-3.02734,-7.03211,165.085,16703.9,37.1777,4329.73,15313.1,-8.16865,-11.7322,-22.6658,-4.06684,-8.07161,0.585673,16472.4,28.6018,4098.18,0.782078,0.996971,0.0126931,21062.4,-0.00348849,1.7482,11.7152,10.1701,121.151,80.8903,0.438989,11.4169,11.7379,120.023,128.629,1.12773,-47.7384 
5,48.849,5,23768.2,-0.0585794,51.9705,-11.3771,121.502,-0.00269575,2.36343,500,-6.87738,-8.22065,-9.48976,-2.4455,-4.98504,109.256,19996.1,69.1157,6842.71,19248.1,-7.56534,-8.9086,-10.8657,-3.13346,-5.673,0.699395,19842.8,63.4401,6689.46,0.725912,0.994436,0.0171698,27335,-0.00319802,2.09783,11.7341,10.0343,121.331,80.5571,0.717893,11.0493,11.1793,120.272,128.038,1.05825,-47.4808 
6,48.783,6,26095.3,-0.0607198,56.2907,11.5162,121.694,0.000239777,-23.5326,500,-8.23031,-5.97762,-8.12652,-5.73021,-1.8903,72.643,21677,74.0326,7611.4,21103,-8.68773,-6.43504,-9.04134,-6.18762,-2.34771,0.723502,21575.2,70.2589,7509.51,0.719512,0.994333,0.0169427,29985.8,-0.0036511,2.18948,12.0117,10.2627,121.578,81.2546,0.802047,11.1156,11.2828,120.473,128.993,1.10508,-47.7383 
7,48.807,7,17730.7,-0.223563,40.4869,-11.4406,121.511,0.107116,-49.8325,499.987,-6.18016,-9.88324,-12.2419,-1.42898,-2.80166,120.194,16933,48.7118,3941.95,15252.3,-6.93699,-10.6401,-13.7556,-2.18582,-3.55849,0.628999,16764.4,42.4679,3773.36,0.798664,0.995586,0.0203112,20990.6,-0.00342039,1.76655,11.7369,10.1342,121.304,81.097,0.416357,11.1092,11.8169,120.291,129.089,1.01351,-47.992 
8,48.819,8,19574.3,-0.290673,44.9715,11.4841,121.511,-0.0592763,224.835,0.0029156,-6.22582,-10.244,-15.172,-3.93483,-5.6261,182.891,17979.5,30.4667,5017.54,17246.2,-7.37743,-11.3956,-17.4752,-5.08644,-6.77771,0.636784,17723,20.9659,4761.02,0.768715,0.997934,0.00804674,23055.3,-0.00374705,1.88758,11.8055,10.0403,121.312,81.1909,0.532155,11.2408,11.3964,120.224,129.286,1.08744,-48.0954 
9,48.822,9,21512.5,0.134323,47.9508,-11.3684,121.77,-0.110016,8.26095,2.38809e-13,-6.33227,-8.32701,-13.5198,-3.63533,-4.89736,129.182,19159,45.386,5632.81,17775.2,-7.14569,-9.14044,-15.1466,-4.44875,-5.71078,0.635831,18977.8,38.6753,5451.62,0.756581,0.996446,0.0128998,25083.6,-0.00368344,1.98951,11.8409,10.1271,121.603,81.024,0.628287,10.9649,11.0621,120.551,128.855,1.05144,-47.831 
