cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.84,0,23501.8,-0.780667,51.4584,11.6409,120.858,1.32008,-149.48,437.056,-8.81184,-4.18838,-10.0521,-4.76871,-10.0324,3.5688,2517.2,-11.1037,23395,25923.8,-8.83431,-4.21085,-10.097,-4.79118,-10.0549,0.734207,2512.19,-11.2891,23390,0.111023,1.00793,-0.000889879,22627.6,-0.00336136,0.196246,12.2241,10.9764,121.854,91.3759,2.33891,11.8776,11.0995,120.368,139.873,1.48574,-48.4967 
1,44.79,1,22979.1,-0.279931,50.5717,11.42,120.98,0.502025,-141.329,500,-7.44669,-3.29515,-1.00044,-9.74787,-10.2499,49.8334,3565.11,3.64501,22023.9,21110.2,-7.76048,-3.60894,-1.62802,-10.0617,-10.5637,0.95158,3495.21,1.05626,21954,0.156206,0.999471,8.86201e-05,22375.7,-0.00328527,0.332327,11.0278,10.5584,121.356,90.3704,2.16499,11.7889,11.3047,120.412,139.412,0.944201,-49.0415 
2,44.77,2,24025,-0.504553,52.8173,-11.5652,120.43,-1.50272,-156.691,5.00148e-07,-8.16953,-9.11937,-10.9065,-1.69077,-8.64581,103.65,2742.72,-2.844,23824.5,27550,-8.82218,-9.77203,-12.2118,-2.34343,-9.29847,0.712311,2597.34,-8.22842,23679.1,0.113118,1.00557,-0.000640536,22961.4,-0.00361681,0.23228,11.5732,11.163,121.436,90.5635,2.351,11.8736,11.2711,119.865,139.039,1.57041,-48.4751 
3,44.85,3,26930.3,-0.237288,57.3437,11.7163,120.733,-0.857541,507.97,0.000168067,-7.62141,-4.25181,-6.35654,-0.912088,-6.26766,170.077,2186.49,-2.77256,27283.8,36051.6,-8.69234,-5.32274,-8.4984,-1.98302,-7.33859,0.733049,1947.94,-11.6077,27045.3,0.0772782,1.01054,-0.000791251,25206.9,-0.00370955,0.137219,13.4401,13.5159,122.321,91.5625,2.57287,12.0877,11.4665,120.177,139.587,2.14387,-48.0243 
4,44.765,4,23387.2,-0.151131,51.0241,11.5531,120.383,0.196415,-5.75996,0.0016387,-6.61126,-1.79077,-8.8935,-10.2973,-8.05063,135.576,2625.36,-5.76517,23344,19226.6,-7.46495,-2.64446,-10.6009,-11.151,-8.90432,0.739956,2435.2,-12.8081,23153.9,0.108969,1.00929,-0.00102004,22347.5,-0.0035305,0.211732,12.0502,11.0396,121.434,90.2992,2.31471,11.8395,11.2192,119.901,138.453,1.53367,-48.1537 
5,44.855,5,24389.6,-0.876884,53.2962,11.8061,120.701,1.07495,562.914,136.315,-5.68701,-6.31091,-8.90098,-0.230106,-7.08544,83.2363,1753.45,-12.006,25178.8,40181.4,-6.21113,-6.83503,-9.94922,-0.754223,-7.60955,0.682733,1636.71,-16.33,25062,0.0705779,1.01777,-0.00120173,23190.1,-0.00463902,0.0643291,31.0459,15.6195,123.825,90.1784,2.49581,11.9631,11.1232,120.202,138.861,3.62296,-48.6827 
6,44.815,6,24386.3,-0.00133065,53.5682,11.3082,120.869,-0.152459,34.1867,500,-3.78121,-3.2228,-10.2291,-7.89381,-12.483,151.765,3804.18,7.77937,23027.8,19889.1,-4.73683,-4.17842,-12.1403,-8.84943,-13.4386,0.719905,3591.32,-0.1045,22814.9,0.154717,1.00005,-8.43753e-06,23212.2,-0.00336931,0.374625,11.1075,10.3398,121.378,89.726,2.27479,11.7739,11.2985,120.333,138.595,1.04432,-48.8692 
7,44.795,7,22941.1,-0.055002,50.9865,11.2529,120.585,0.0364415,81.6018,499.999,-5.96329,-4.74262,-5.8118,-6.70075,-4.61905,137.539,3660.73,7.69167,21835,18774.1,-6.82934,-5.60866,-7.54389,-7.5668,-5.4851,0.771631,3467.82,0.546784,21642.1,0.157057,0.999724,4.65384e-05,22080,-0.00328397,0.361812,10.7522,10.2086,121.114,89.7508,2.23537,11.6432,11.028,120.088,138.882,1.02593,-49.1313 
8,44.83,8,22575.3,-0.873781,51.2152,-11.5094,120.903,0.876895,61.2726,34.0704,-8.24135,-1.30495,-4.58884,-11.7043,-5.65209,165.576,2909.75,9.40328,22497,20937.9,-9.28394,-2.34753,-6.67401,-12.7469,-6.69467,0.823191,2677.51,0.801954,22264.7,0.12268,0.999476,6.63464e-05,21825.2,-0.00367293,0.253074,11.2607,11.1512,121.57,89.9862,2.28647,11.717,11.044,120.349,138.563,1.22081,-48.5772 
9,44.81,9,23234.1,-0.893843,52.859,11.4653,120.614,-0.0971153,899.965,8.77141,-6.47422,-0.51423,-4.96854,-5.79746,-4.55638,168.578,3694.72,19.272,22127.7,22573.9,-7.53571,-1.57572,-7.09153,-6.85895,-5.61787,0.752734,3458.27,10.5147,21891.3,0.155185,0.994707,0.000884008,22284.8,-0.00355062,0.371058,11.1333,10.2836,121.047,89.063,2.21163,11.7485,11.2206,120.027,137.961,1.01996,-48.8977 
