cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.84,0,25034.5,-0.234256,54.9745,11.6406,120.598,0.180726,94.2308,500,-7.3351,-2.50492,-10.4483,-6.63987,-12.5156,246.043,2441.81,-2.34828,25497.6,21386.5,-8.88437,-4.05419,-13.5468,-8.18914,-14.0648,0.722056,2096.72,-15.1298,25152.5,0.0883651,1.01279,-0.00110929,23727.9,-0.00387261,0.196619,11.5076,11.8895,121.695,89.6619,2.43616,12.0521,11.3643,120.033,137.755,1.66129,-48.0935 
1,44.79,1,22807.2,-0.93864,52.3778,-11.471,120.929,1.3631,-324.909,52.3939,-12.0298,-10.3814,-4.13512,0.2362,-4.9401,190.654,3616.78,3.85256,21907.4,33976.2,-13.2303,-11.5819,-6.53611,-0.964299,-6.1406,0.830024,3349.36,-6.05156,21640,0.152523,1.00317,-0.000515405,21959.7,-0.00357402,0.372021,10.6986,10.2039,121.447,88.5846,2.19579,11.6981,11.232,120.37,137.773,1.07685,-49.1886 
2,44.77,2,23229.1,-0.675097,53.0289,11.418,120.646,0.945824,-11.3777,499.988,-6.61045,-3.8101,-6.45199,-5.15063,-4.52594,212.825,2674.48,-8.15027,23408.5,20060.9,-7.95056,-5.1502,-9.13219,-6.49073,-5.86604,0.735985,2375.97,-19.2061,23110,0.106782,1.01435,-0.00153327,22250.6,-0.00373457,0.244242,11.0762,10.945,121.237,89.2017,2.35263,11.7232,11.128,120.085,137.489,1.15193,-48.2873 
3,44.85,3,23723.6,-0.921149,53.6133,11.5601,120.49,0.832815,671.335,196.024,-2.54821,-1.07696,-4.61974,-3.27421,-3.85063,182.233,2027.56,-16.721,24385.4,38376.1,-3.69568,-2.22443,-6.91468,-4.42169,-4.99811,0.689292,1771.96,-26.1876,24129.8,0.0786715,1.02655,-0.00200321,22523.6,-0.00384169,0.148758,12.0974,12.2927,121.754,90.4773,2.49605,11.7388,10.9878,119.999,138.414,1.75499,-47.9372 
4,44.765,4,23131.3,-0.919711,53.192,11.4067,120.655,-0.42274,452.459,17.3897,-5.55588,-6.2915,-11.1627,-6.4965,-3.91947,242.679,2555.82,-14.9878,23386.3,25978.1,-7.08396,-7.81958,-14.2189,-8.02458,-5.44756,0.666181,2215.44,-27.5945,23045.9,0.100542,1.02228,-0.00221056,22034.9,-0.00368671,0.24868,10.6853,10.5585,121.605,88.9504,2.36154,11.6466,11.1476,120.162,137.419,1.44297,-48.4691 
5,44.855,5,23364.1,-0.905943,52.6176,11.5976,120.679,1.60413,131.556,64.1522,-9.14253,-5.32534,-5.84585,-9.48731,-7.27254,219.652,1688.16,-14.6697,24589.1,26735.2,-10.5256,-6.70843,-8.61204,-10.8704,-8.65563,0.810191,1380.08,-26.0802,24281,0.0619934,1.0342,-0.00198253,22261.7,-0.00406349,0.0976399,14.4928,14.1001,123.362,91.036,2.46962,11.7521,11.1218,120.175,137.432,3.18775,-46.3961 
6,44.815,6,19628.1,-0.0115753,45.6575,11.0237,120.427,0.0109455,-31.326,500,-5.37626,-5.81095,-11.0401,-6.07319,-3.49409,213.66,3352.28,-2.96007,19042,16395.7,-6.72163,-7.15632,-13.7308,-7.41855,-4.83945,0.655583,3052.6,-14.0593,18742.3,0.15923,1.00813,-0.00138374,19171,-0.00343232,0.327686,10.7816,10.3565,120.83,88.6295,1.98243,11.5019,11.0346,119.854,137.451,0.975641,-48.8218 
7,44.795,7,20357.5,0.166775,46.9222,10.9658,120.712,-0.0872789,-82.7753,1.75106e-12,-10.8199,-8.92895,-11.1557,-5.38349,-4.24133,194.548,3220.84,7.27214,19868,16985.2,-12.0449,-10.154,-13.6058,-6.6085,-5.46635,0.715833,2947.97,-2.83423,19595.1,0.148889,1.00169,-0.000266513,19799.8,-0.00342022,0.340472,10.5243,9.96182,121.152,88.4019,2.06856,11.4825,10.9999,120.17,137.204,0.981702,-48.8022 
8,44.83,8,24850.6,-0.102622,54.8748,11.4819,120.605,0.193492,-132.375,499.993,-7.13096,-6.18327,-8.10663,-4.07656,-6.19354,178.045,3086.86,4.76947,24651.7,21344.6,-8.25206,-7.30437,-10.3488,-5.19767,-7.31464,0.730622,2837.13,-4.47962,24402,0.119093,1.00277,-0.000338281,23822.9,-0.00387426,0.276942,11.5246,10.9994,121.415,89.2674,2.393,11.9628,11.291,120.08,137.946,1.33482,-48.6783 
9,44.81,9,21341.3,0.173892,48.9388,-11.0015,120.906,-0.234363,16.1726,5.0448,-6.47725,-7.52505,-11.1679,-7.8456,-3.33442,212.613,3500.19,-4.17671,20769.1,17650.2,-7.81601,-8.86381,-13.8454,-9.18437,-4.67319,0.688045,3201.98,-15.2215,20470.9,0.15389,1.00839,-0.00137161,20807,-0.00367252,0.355123,10.8011,10.1897,121.253,89.2862,2.1259,11.5707,11.1163,120.369,138.187,0.883908,-48.9011 
