cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.84,0,23467.6,-0.308877,51.5253,11.4362,120.817,0.24119,531.438,499.931,-10.9931,-6.40386,-5.75854,-3.53575,-10.2137,135.944,3397.73,3.29735,22380.5,23354.8,-11.8491,-7.25987,-7.47055,-4.39176,-11.0697,0.822303,3207.06,-3.76469,22189.8,0.143877,1.00206,-0.000312627,22290.3,-0.00308465,0.320405,11.1449,10.7538,121.457,88.3353,2.1848,11.7988,11.3283,120.31,136.97,1.14664,-48.6349 
1,44.79,1,22243.7,-0.0783394,49.5851,-11.2981,120.406,0.0169876,-35.1529,500,-8.74312,-3.55728,-12.1881,-6.11911,-3.71295,154.313,2859.74,-1.5388,21859,18256.4,-9.71479,-4.52895,-14.1314,-7.09078,-4.68462,0.648039,2643.3,-9.55508,21642.6,0.124356,1.00637,-0.000813941,21255.9,-0.00328189,0.268199,10.8964,10.6466,121.165,88.2996,2.21902,11.6815,11.0738,119.856,137.015,1.30962,-48.7151 
2,44.77,2,24218.7,-0.0198361,52.4256,11.4341,120.297,-0.0931033,88.087,499.998,-6.14269,-7.76461,-10.3388,-4.314,-4.06073,121.565,1946.1,6.31536,24575.7,19780.8,-6.90815,-8.53007,-11.8697,-5.07946,-4.82619,0.681038,1775.59,0.000291189,24405.2,0.0779999,1,2.1979e-08,22764,-0.00346992,0.121457,13.5476,13.6083,121.968,89.9927,2.48728,11.7986,10.9924,119.766,137.31,2.20192,-47.3172 
3,44.85,3,24312.9,-0.0414489,52.8561,11.4588,120.727,-0.0419697,31.8812,500,-8.90988,-0.252365,-14.4491,-4.91254,-6.3473,120.423,2937.47,3.4586,23890.7,19760,-9.66815,-1.01064,-15.9657,-5.67081,-7.10557,0.594994,2768.57,-2.79715,23721.8,0.119493,1.00177,-0.000217258,23169.3,-0.00335451,0.262837,11.077,11.2871,121.606,89.0643,2.28969,11.9429,11.3974,120.203,137.49,1.40332,-48.4257 
4,44.765,4,23679.7,-0.02595,52.359,11.5021,120.612,0.00170724,-17.6005,500,-9.88405,-5.92396,-7.28075,0.410025,-1.28326,168.882,1699.35,0.0154854,24851.1,19605.8,-10.9475,-6.98737,-9.40756,-0.653381,-2.34666,0.689954,1462.48,-8.75761,24614.3,0.0646236,1.01059,-0.00065584,22630.7,-0.00420439,0.0952858,14.3122,15.7751,123.81,90.5262,2.47401,11.8999,11.109,120.124,137.593,3.68578,-47.0668 
5,44.855,5,19723.2,-0.0582968,45.6798,11.1065,120.653,0.0558542,31.5805,500,-7.37743,-7.48318,-8.86897,-7.99407,-6.06032,142.192,2361.18,-13.9999,19959.8,16573.1,-8.27277,-8.37853,-10.6597,-8.88942,-6.95567,0.752997,2161.75,-21.3865,19760.3,0.112852,1.01762,-0.00199768,19155.6,-0.00339056,0.19846,11.5509,10.9685,121.7,88.8051,2.09382,11.4883,10.9601,120.098,137.268,1.60208,-48.4628 
6,44.815,6,20997.2,0.0130465,47.9007,-11.0112,120.925,-0.0658246,62.7912,500,-5.76607,-4.46754,-3.50432,-4.46987,-5.45849,180.858,3479.89,0.40819,19893.6,17304.6,-6.90489,-5.60636,-5.78195,-5.60869,-6.59731,0.810423,3226.22,-8.98705,19639.9,0.160377,1.0049,-0.000843644,20116.5,-0.00312045,0.350997,10.9347,10.2575,121.159,88.1796,2.08371,11.4835,10.9192,120.398,137.028,0.760938,-48.848 
7,44.795,7,21390.3,-0.226662,48.9861,-11.1357,120.947,0.380941,-119.806,499.984,-8.07546,-3.88031,-9.52559,-2.01223,-3.1473,142.701,2980.36,-4.61403,20974,19243.3,-8.97401,-4.77886,-11.3227,-2.91078,-4.04585,0.646522,2780.21,-12.0271,20773.8,0.134663,1.00763,-0.00106763,20645.7,-0.00337076,0.30607,10.5769,10.0833,121.444,88.5024,2.18819,11.5481,10.934,120.425,137.492,1.01882,-48.9895 
8,44.83,8,21104.8,-0.0249386,47.7708,11.1707,120.819,-0.0637998,100.835,500,-4.79412,1.69173,-5.7623,-7.65494,-6.57894,164.806,3445.93,11.4732,20185.1,17580.9,-5.83186,0.653988,-7.83778,-8.69268,-7.61667,0.732727,3214.77,2.91183,19954,0.157779,0.998417,0.000268742,20375.2,-0.00330434,0.344998,10.7321,10.4265,121.367,88.6348,2.04509,11.633,11.1773,120.268,137.493,1.09856,-48.8586 
9,44.81,9,20322.9,-0.309079,47.1567,11.1411,120.723,8.45934,-6570.38,0.518147,-7.9292,-3.38743,-1.50966,-4.76581,-8.21539,197.011,3318.73,5.80939,19697.6,1.82645e+06,-9.16972,-4.62795,-3.99071,-6.00633,-9.45591,0.879981,3042.41,-4.42492,19421.3,0.154087,1.00255,-0.000419879,19744.7,-0.00340756,0.329809,10.5961,10.5563,121.013,88.7929,2.0496,11.4906,11.0176,120.119,137.521,0.894707,-48.7279 
