cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.84,0,22371.9,-0.115243,49.8151,11.4011,120.923,0.140896,-24.5749,500,-9.22773,-4.638,-1.67518,-2.02607,-5.45308,158.558,3087.16,-0.004389,21804.8,18601.3,-10.2261,-5.6364,-3.67198,-3.02447,-6.45148,0.873426,2864.77,-8.24119,21582.4,0.133707,1.00506,-0.000703898,21425.6,-0.00335002,0.292363,11.1176,10.4078,121.571,88.1663,2.20451,11.7819,11.044,120.364,136.495,1.20707,-48.3285 
1,44.79,1,20245.7,-0.294357,46.2956,11.2501,120.662,0.524496,-861.138,9.99939e-13,-12.6952,-0.646818,-5.68357,-1.74833,0.598404,164.808,2810.35,6.58636,19973.1,31657.9,-13.733,-1.68457,-7.75908,-2.78608,-0.439348,0.706118,2579.19,-1.97509,19742,0.131879,1.00134,-0.000184328,19557.3,-0.00327788,0.263478,10.7531,10.387,121.122,88.3286,2.09906,11.6008,10.8495,120.109,136.713,1.01247,-48.3847 
2,44.77,2,21935.8,0.00393207,48.7943,11.383,120.856,0.0175889,-35.7407,1.67707e-12,-3.11906,-3.38609,-10.6358,-2.75396,-6.59147,182.117,1932.96,-2.96272,22634.2,18101.5,-4.2658,-4.53283,-12.9293,-3.9007,-7.73821,0.612511,1677.53,-12.4234,22378.8,0.0801751,1.01313,-0.00102367,20923.3,-0.00371291,0.136651,12.66,12.4501,122.5,89.1032,2.3155,11.8172,10.9212,120.337,136.615,2.16277,-47.5119 
3,44.85,3,22071,-0.068674,49.5257,11.3676,120.613,0.227181,128.57,500,-0.848177,-6.33217,-4.99461,-6.49825,-7.71429,161.982,2459.36,0.755971,22285.9,19278,-1.86813,-7.35213,-7.03453,-7.51821,-8.73425,0.783601,2232.16,-7.65868,22058.7,0.105278,1.00604,-0.00063998,21202.6,-0.003641,0.237167,10.9966,10.3728,121.44,88.2442,2.29275,11.7433,10.9186,120.119,136.783,1.32098,-48.5388 
4,44.765,4,22879.9,-0.887462,51.1277,11.6889,120.888,9.11884,-12718.7,105.473,-9.55772,-0.394937,1.9775,-7.95616,-5.82805,120.397,1583.03,-11.783,23838.6,3.79499e+06,-10.3158,-1.15304,0.461288,-8.71426,-6.58615,1.01753,1414.16,-18.0374,23669.7,0.0649589,1.02283,-0.00140574,21770.1,-0.00391561,0.0895327,14.3834,15.2449,124.041,89.7442,2.40346,11.8772,11.0391,120.37,136.295,3.67115,-46.5513 
5,44.855,5,19259.5,0.0337428,44.7705,11.1287,120.998,-0.0203766,-15.902,0.554074,-3.5222,-1.09491,-5.04573,-0.0241715,-8.77997,172.299,2124.66,-5.64603,20016.4,16229.9,-4.60712,-2.17983,-7.21557,-1.10909,-9.86489,0.711106,1882.99,-14.5966,19774.7,0.099686,1.01375,-0.00136159,18889.2,-0.00384739,0.186311,11.3581,10.7343,121.737,88.3123,2.14983,11.5621,10.7306,120.491,136.199,1.24628,-47.8865 
6,44.815,6,22052,0.0633316,49.6307,11.2189,121.101,-0.0680406,-25.7587,7.48529e-11,-8.7673,-3.5435,-5.63982,-8.06927,0.244596,167.128,3487.32,-3.82561,21315.1,18182.8,-9.81966,-4.59587,-7.74454,-9.12163,-0.807767,0.758658,3252.9,-12.5076,21080.7,0.152131,1.00677,-0.00109415,21382.3,-0.00368376,0.351875,10.8233,10.4411,121.439,87.7611,2.17075,11.7876,11.0063,120.548,136.325,0.891899,-48.5639 
7,44.795,7,22737.6,-0.0740829,51.5249,-11.2796,120.887,0.0955723,22.519,1.3566e-11,-6.98253,-2.60483,-1.93302,-8.67495,-3.13993,207.333,3117.4,-4.40463,22556.8,18989.3,-8.28805,-3.91035,-4.54406,-9.98047,-4.44545,0.854209,2826.6,-15.1752,22266,0.128626,1.00948,-0.00125705,21975.4,-0.00386068,0.296733,11.2053,10.482,121.393,87.9211,2.29625,11.7828,10.9919,120.344,136.461,1.04836,-48.5397 
8,44.83,8,21410.1,-0.173726,49.5157,-11.2328,120.968,0.215502,-60.5951,497.866,-10.533,-3.1905,-5.29696,-4.89775,-4.5447,227.007,3318.05,11.0294,21021.2,18531.2,-11.9624,-4.6199,-8.15576,-6.32715,-5.9741,0.779808,2999.65,-0.763172,20702.8,0.144186,1.00045,-6.79107e-05,20804,-0.00377019,0.346069,10.5992,10.1279,121.355,87.7497,2.19691,11.6612,10.8349,120.439,136.241,0.916092,-48.4916 
9,44.81,9,22706.2,-0.910787,51.8233,-11.5102,121.02,1.58285,-406.912,110.793,-4.79293,-5.08968,-2.29661,-4.89998,-7.32932,171.864,3688.48,3.49331,21764.9,40385,-5.87512,-6.17187,-4.46098,-5.98217,-8.4115,0.855639,3447.42,-5.43472,21523.9,0.157001,1.00277,-0.000465343,21957.9,-0.00368759,0.37123,10.9074,10.4726,121.504,87.5311,2.16882,11.8121,11.2052,120.396,136.288,1.1083,-48.7569 
