cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.84,0,20905.9,-0.379107,48.7991,11.1381,120.89,0.365571,2160.11,1.04669e-10,-11.5872,-7.11389,-2.3057,-5.5433,-8.52043,227.579,2830.1,-3.31064,20977.7,43400.2,-13.0203,-8.5469,-5.17171,-6.97631,-9.95344,0.881569,2510.9,-15.1329,20658.5,0.123829,1.01066,-0.00135122,20277.2,-0.00368229,0.271022,10.964,10.4439,121.223,89.2162,2.21415,11.4906,10.8597,120.384,138.127,0.839541,-48.9109 
1,44.79,1,20565.4,-0.758007,47.8762,11.2751,120.491,-0.739889,-51.485,18.0993,-1.5095,-3.8574,-3.86123,-5.92143,-11.2077,268.792,3036.42,5.95909,20244.4,18812.7,-3.20201,-5.54991,-7.24625,-7.61394,-12.9002,0.80154,2659.42,-8.00413,19867.4,0.134686,1.00529,-0.000742694,19745.4,-0.0034717,0.272955,11.239,10.9447,121.223,89.3176,2.10073,11.5254,11.0134,119.938,137.674,1.28479,-48.3567 
2,44.77,2,22126.3,-0.218304,50.1036,11.2146,120.712,0.398152,180.541,0.000166196,-5.88682,-0.921418,-5.10078,-12.0593,-6.81496,177.038,2089.45,-23.6286,22667.7,20631.5,-7.00158,-2.03618,-7.3303,-13.1741,-7.92972,0.804379,1841.13,-32.8253,22419.4,0.0871673,1.03221,-0.00270441,21121.8,-0.00356963,0.165575,11.6858,11.3492,121.888,89.9052,2.34671,11.6215,10.9547,120.243,138.035,1.64453,-48.1298 
3,44.85,3,21023.3,-0.131483,48.2108,11.229,120.511,-0.270961,84.8556,3.46883e-12,-7.47094,-9.46052,-11.8756,0.462961,-3.99869,228.414,2356.03,-8.27799,21517.1,18371.6,-8.9092,-10.8988,-14.7522,-0.975301,-5.43695,0.639949,2035.66,-20.1436,21196.8,0.100452,1.01762,-0.00175365,20264.9,-0.00378165,0.189438,11.738,11.3203,121.561,88.4891,2.21899,11.633,11.0397,119.941,137.139,1.61994,-48.6497 
4,44.765,4,20339.6,-0.178845,47.4108,11.1868,120.724,-0.229901,57.5929,3.50634e-05,-6.96731,-3.83717,-7.04428,-8.30064,-10.5317,278.06,1864.85,-15.6609,21594.2,17696.5,-8.71818,-5.58804,-10.546,-10.0515,-12.2826,0.776503,1474.85,-30.1056,21204.1,0.0748257,1.03705,-0.00262227,19710.4,-0.00415942,0.114611,13.4924,13.7709,123.159,90.3101,2.29227,11.5249,10.8152,120.193,137.322,2.96652,-47.0121 
5,44.855,5,21735.1,-0.11585,49.2329,-11.2461,120.335,0.359406,-153.568,499.931,-10.3288,-2.22126,-11.2353,-8.55855,-4.42733,234.33,2223.44,-21.4088,22259.4,19820.7,-11.8043,-3.69677,-14.1863,-10.0341,-5.90285,0.689062,1894.77,-33.5818,21930.8,0.0912912,1.03201,-0.00282873,20755.2,-0.00373258,0.178826,11.8434,11.1323,121.393,90.0849,2.31906,11.6352,10.9184,119.827,138.213,1.5663,-48.1284 
6,44.815,6,22219.6,-0.87749,51.1082,11.3906,120.858,0.169206,102.815,405.074,-10.0485,-7.49715,-3.84344,-3.12573,0.550674,212.343,3725.89,5.51399,21301.4,19517.3,-11.3855,-8.83421,-6.51757,-4.46279,-0.786391,0.79624,3428.06,-5.51679,21003.5,0.15951,1.00282,-0.000484082,21491.1,-0.00349713,0.385392,10.8793,10.0239,121.313,89.0024,2.17041,11.6568,11.0208,120.325,137.884,0.98786,-48.8817 
7,44.795,7,19597.9,0.0103677,45.6545,10.9643,120.665,-0.0717872,17.578,9.48214e-12,-2.55948,-0.628233,-3.6136,-3.01271,-4.88451,190.473,3080.66,0.789974,19235.5,16336.3,-3.75884,-1.82759,-6.01232,-4.21207,-6.08387,0.725398,2813.5,-9.10474,18968.3,0.147101,1.0057,-0.000884987,19126.3,-0.00344297,0.305926,10.825,10.2528,121.093,88.2535,2.04983,11.4592,10.8143,120.102,136.968,0.990257,-48.7145 
8,44.83,8,19148.2,-0.822503,45.0892,11.2999,120.542,1.70875,-1191.25,387.602,-10.6511,0.558653,-7.22931,-4.09236,-4.12823,229.601,3027.75,-8.13899,18771.7,82849.8,-12.0968,-0.887082,-10.1208,-5.53809,-5.57396,0.704215,2705.72,-20.0663,18449.7,0.145685,1.01315,-0.00200754,18572.4,-0.00338548,0.283767,10.8769,10.7945,121.133,88.6491,1.97452,11.4685,10.9671,119.959,137.171,1.17407,-48.5223 
9,44.81,9,22217.3,-0.0430555,50.5733,11.0504,120.326,-0.00925792,-30.4624,4.76216e-06,-8.7054,-6.67479,-6.80502,-9.4416,-8.09772,257.708,3574.24,-6.58172,21128,18201.7,-10.3281,-8.29751,-10.0505,-11.0643,-9.72044,0.7968,3212.78,-19.9691,20766.6,0.152466,1.011,-0.00177451,21072,-0.00329149,0.377347,10.4458,10.0149,120.41,88.9533,2.23087,11.5269,10.8301,119.858,138.152,0.552208,-49.1989 
