cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.84,0,24263,0.0513772,53.5187,11.2658,120.727,0.012697,-4.8833,7.73634e-12,-8.7379,-0.192476,-7.15118,-2.85352,-0.734693,186.814,2361.51,12.8882,24348.5,19629.4,-9.91422,-1.3688,-9.50382,-4.02984,-1.91101,0.64442,2099.49,3.18358,24086.4,0.0920271,0.997353,0.000243418,22813.8,-0.00344031,0.224395,11.0118,10.7792,121.6,89.4618,2.44089,11.7199,11.1328,120.23,137.909,1.36973,-48.4474 
1,44.79,1,21284.9,0.0437274,47.9968,-11.1751,120.446,-0.0159698,-36.9183,2.6822e-10,-2.2428,-8.64841,-15.069,-8.10247,-9.72738,184.869,3322.17,11.721,20375.1,17479.9,-3.40687,-9.81248,-17.3971,-9.26654,-10.8915,0.657365,3062.88,2.11738,20115.8,0.150418,0.998792,0.000193861,20362.5,-0.00317177,0.339275,10.5054,10.422,120.866,88.3759,2.05254,11.6694,11.1782,119.916,136.95,0.949957,-48.5739 
2,44.77,2,21836.2,-0.883106,49.9659,11.497,120.748,1.51895,-289.259,87.4565,-6.5705,-9.41394,-12.4813,-3.97166,-5.98464,217.978,2401.29,-1.34147,22107.5,33003.6,-7.94304,-10.7865,-15.2264,-5.3442,-7.35719,0.673655,2095.55,-12.665,21801.8,0.10053,1.01069,-0.00107125,20845.1,-0.00352366,0.218228,11.097,10.8455,121.532,89.0555,2.25358,11.675,11.0322,120.212,137.291,1.32017,-48.2355 
3,44.85,3,19557,-0.023681,45.5947,10.9331,120.585,0.00506301,12.8571,500,-8.60379,-2.34202,-7.00443,-4.69442,-9.98085,143.926,1654.45,-18.119,20607,16229.6,-9.51006,-3.24828,-8.81696,-5.60068,-10.8871,0.768359,1452.58,-25.5958,20405.1,0.0764479,1.03182,-0.00231605,19001,-0.0036061,0.123154,12.2785,12.0421,122.511,89.8116,2.24993,11.3536,10.6294,120.095,137.16,2.41531,-47.3488 
4,44.765,4,20798.1,-0.844999,48.5884,11.27,120.559,-2.31866,2626.54,352.903,-8.90095,-4.483,-3.68055,-3.75486,-3.37971,202.508,2160.73,-11.0474,21249.8,216078,-10.1761,-5.75814,-6.23083,-5.02999,-4.65485,0.804369,1876.7,-21.5673,20965.8,0.0942719,1.02052,-0.00189855,19907.3,-0.00358897,0.193701,11.0693,11.0545,121.515,89.2037,2.2122,11.5096,11.0366,120.105,137.498,1.40947,-48.2946 
5,44.855,5,22257.6,-0.886503,50.9123,11.4707,120.562,-1.00808,-328.749,487.359,-5.41685,-4.56013,-2.65129,1.24467,-6.01448,173.389,1447.6,-10.8376,23485,29799.5,-6.50864,-5.65191,-4.83486,0.152883,-7.10626,0.798117,1204.4,-19.8448,23241.9,0.0568317,1.02969,-0.00157534,21192.4,-0.00382141,0.0907156,13.5068,14.7506,123.696,91.1351,2.3784,11.6408,11.1155,120.066,137.323,3.6303,-46.1875 
6,44.815,6,21200.2,-0.144431,48.7463,-11.1595,120.687,0.217519,-109.823,0.000183909,-7.89061,-7.60682,1.04141,-12.0911,-3.69195,139.644,3299.41,5.29368,20663,18486.1,-8.76991,-8.48612,-0.717188,-12.9704,-4.57125,0.979806,3103.54,-1.96053,20467.1,0.149891,1.00111,-0.000176486,20705.3,-0.0035212,0.3474,10.721,10.2746,121.02,89.2577,2.1396,11.5061,10.9849,120.214,137.956,0.805681,-48.6984 
7,44.795,7,20321.2,-0.0584188,47.1503,-10.9148,120.704,-0.0231413,-42.5915,500,-10.1328,-4.80108,-6.42917,-1.22987,-1.11358,151.633,3169.32,-10.1463,19644.2,16785.2,-11.0876,-5.75588,-8.33876,-2.18466,-2.06837,0.716708,2956.64,-18.0233,19431.6,0.150329,1.01078,-0.00171153,19667.8,-0.00324353,0.342947,10.4376,10.1965,121.192,89.1731,2.05601,11.3733,11.0151,120.204,138.033,0.987932,-48.8602 
8,44.83,8,23641,-0.292469,52.5512,11.3496,120.646,0.45718,-29.1701,500,-5.25061,-8.721,-11.3344,-4.80457,-7.36062,206.342,2879.83,-14.8858,23321.4,19850.1,-6.54989,-10.0203,-13.933,-6.10385,-8.6599,0.692204,2590.41,-25.6049,23032,0.115654,1.0176,-0.00205209,22397.9,-0.00349893,0.268654,10.9324,11.0024,121.511,89.8639,2.31041,11.7511,11.2703,120.216,138.588,1.29451,-48.7241 
9,44.81,9,21774.1,0.0459856,49.412,11.1255,120.524,-0.0122897,-18.7696,0.0419239,-10.3697,-2.16511,-10.2788,-4.16181,-6.32068,220.651,3405.86,-6.79971,21006.9,17903.2,-11.7591,-3.55449,-13.0576,-5.5512,-7.71006,0.686361,3096.37,-18.2621,20697.4,0.148179,1.01043,-0.00162801,20896.1,-0.00354334,0.354376,10.8541,10.2838,120.695,88.7677,2.15158,11.6201,11.0586,119.983,137.699,0.711534,-48.9312 
