cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.84,0,21619.4,-0.183358,49.911,-11.2083,120.54,-1.46548,2077.04,120.648,-2.58887,-1.4008,1.93594,-1.77649,-8.35762,198.682,2637.94,21.4066,22034.8,117299,-3.83992,-2.65185,-0.566155,-3.02754,-9.60866,0.971253,2359.27,11.0855,21756.1,0.111975,0.991844,0.000937734,21069.6,-0.00390917,0.213184,11.7045,11.2396,121.473,88.0583,2.25152,11.646,11.1046,120.276,136.359,1.19714,-48.3007 
1,44.79,1,23811.2,-0.397305,53.1197,-11.5132,120.974,0.50779,100.354,500,-7.60921,1.19782,-13.6598,-9.05192,-6.92078,216.351,3795.02,21.5921,22816.8,21567.7,-8.97151,-0.164479,-16.3844,-10.4142,-8.28308,0.629461,3491.57,10.3531,22513.3,0.152784,0.994838,0.000846404,22853,-0.00351534,0.351502,11.3425,10.4451,121.417,88.2023,2.24071,11.9293,11.1848,120.414,136.903,1.0031,-48.7012 
2,44.77,2,22273.7,-0.0043264,49.8172,11.3662,120.726,-0.00233361,1.82647,6.11095e-11,-9.05184,-2.67586,-8.78995,-3.03713,-6.11464,226.601,2703.95,25.15,22576.5,18432.9,-10.4787,-4.10271,-11.6436,-4.46398,-7.54148,0.695436,2386.12,13.3785,22258.6,0.110835,0.990283,0.00110597,21528.6,-0.00384209,0.226183,11.5284,11.036,121.545,87.981,2.24719,11.8836,11.1415,120.172,135.941,1.37343,-47.9599 
3,44.85,3,23651,0.0159324,51.7072,11.3955,120.852,0.0128587,-70.7626,4.43931e-09,-9.47336,0.437194,-8.97742,-0.412734,-6.93476,67.877,2421.39,-2.93365,23884.7,19211,-9.90076,0.00979124,-9.83223,-0.840138,-7.36216,0.647912,2326.18,-6.45973,23789.5,0.102092,1.00488,-0.000500451,22785.1,-0.00355563,0.177084,11.968,11.8761,122.329,88.4115,2.35962,11.8612,11.2206,120.273,136.165,2.05509,-47.7532 
4,44.765,4,23782,-0.312209,52.5024,11.5085,120.579,0.196151,178.705,500,-8.93387,-5.36478,-12.2424,-7.8571,-2.13534,131.797,2525.38,3.4351,24053.8,20810.6,-9.76376,-6.19467,-13.9021,-8.68699,-2.96523,0.665112,2340.52,-3.41148,23869,0.10235,1.00256,-0.000263353,22867.8,-0.00388182,0.194054,11.7671,12.017,122.069,88.8969,2.42316,11.8848,11.0387,120.009,136.441,2.06053,-47.5443 
5,44.855,5,22717.7,-0.893088,51.8659,11.4668,120.461,2.01284,-436.991,332.458,-7.66154,-2.68851,-7.14047,-1.84747,-3.83431,167.89,1862.12,-6.41455,23432.8,47994.2,-8.7187,-3.74567,-9.25479,-2.90463,-4.89147,0.68644,1626.64,-15.1361,23197.3,0.0753901,1.01655,-0.00120341,21576.3,-0.00387686,0.130908,12.4016,12.7732,122.11,89.1254,2.44883,11.7004,10.8716,119.972,136.716,2.13789,-47.5911 
6,44.815,6,21347.5,-0.127208,48.4076,-11.2842,121.1,0.171328,-53.8806,499.999,-11.0807,-1.67497,-4.71543,-6.39819,-4.29185,118.187,3599.4,9.44711,20546.6,18082.5,-11.8249,-2.41916,-6.20381,-7.14238,-5.03604,0.809852,3433.64,3.30753,20380.8,0.16381,0.998317,0.00029886,20961.1,-0.00350258,0.363632,10.5655,10.4036,121.482,88.0398,2.10064,11.7587,10.942,120.548,136.678,0.93435,-48.6379 
7,44.795,7,22896.6,-0.162525,51.4777,11.2471,120.709,0.345944,-122.129,1.0865e-08,-9.58911,-4.2919,-12.1889,-4.9363,-3.01824,94.9332,3688.98,7.32633,21675.6,20222.9,-10.1869,-4.88967,-13.3844,-5.53407,-3.61601,0.644136,3555.82,2.39474,21542.5,0.161026,0.998823,0.000204733,22082.3,-0.0033218,0.362195,10.984,10.395,121.332,87.6048,2.21775,11.6588,11.0365,120.159,136.091,1.17364,-48.4859 
8,44.83,8,22598,0.0362368,50.7669,-11.2635,120.94,-0.00744697,-31.4842,4.65821,-3.52293,-4.88155,-8.38731,-2.9535,-1.66774,75.5612,3132.46,6.90519,22049.7,18622,-3.99872,-5.35734,-9.33889,-3.42929,-2.14353,0.615173,3026.47,2.97994,21943.7,0.138208,0.99828,0.000250094,21898,-0.00359682,0.303624,10.8604,10.7228,121.658,87.7527,2.22051,11.7979,11.1278,120.418,136.112,1.23974,-48.3591 
9,44.81,9,19233.1,-0.0949332,44.9649,11.0657,120.785,0.026982,-72.4842,0.00036213,-4.99539,2.73439,-7.64622,-6.56145,-1.93453,106.466,3499.98,8.41302,18403.7,16261.2,-5.66577,2.064,-8.98699,-7.23184,-2.60492,0.599252,3350.65,2.88234,18254.4,0.175893,0.998497,0.000290782,19049.4,-0.0034238,0.373633,10.5242,9.93287,120.896,87.8905,1.989,11.5139,10.6623,120.275,136.562,0.620921,-48.6713 
10,44.775,10,23025.8,-0.533947,51.6591,11.4977,120.573,0.892896,-346.137,0.000142919,-2.02648,-6.09049,-9.45625,-3.99815,-4.46813,103.259,2715.46,2.72362,22992.4,29396.5,-2.67668,-6.74068,-10.7566,-4.64835,-5.11832,0.640735,2570.63,-2.64048,22847.5,0.115693,1.0018,-0.000212937,22219.5,-0.00378143,0.237729,11.5564,11.3646,121.86,88.5539,2.31937,11.8228,11.0666,120.046,136.809,1.81342,-48.2553 
11,44.86,11,23728.9,-0.0733245,52.0624,11.5964,120.783,0.0325179,-20.6695,3.51406e-12,-7.55275,-4.08939,-7.11741,-4.26415,-8.0074,71.9479,1609.65,-7.40465,24840.7,19675.6,-8.00579,-4.54243,-8.02349,-4.71719,-8.46044,0.762262,1508.74,-11.1422,24739.7,0.0662164,1.01309,-0.00083033,22784.9,-0.00430919,0.0886159,15.5555,15.9865,123.934,89.8208,2.49346,11.9215,11.0541,120.282,136.452,3.65147,-46.6309 
