,filename,time,B,e_B,A,x0,sigma,C,e_A,e_x0,e_sigma,e_C
0,2023-11-13_E_e_delay=0.05.dat,55,202.05526290439172,0.0033561643452912904,0.11331939163573372,44.80974872569297,0.08013401007761335,0.008451994157159306,0.01379708469928865,0.0005243300689309502,0.008402178068624134,0.01463989034161815
1,2023-11-13_E_e_delay=0.09.dat,95,202.0798415429611,0.005206425790987623,0.13276893313113067,44.81358849869916,0.095926460943982,-0.013487509691620162,0.038908778948773474,0.0008133323017793612,0.020585243047341623,0.04021903273794018
2,2023-11-13_E_e_delay=0.13.dat,135,202.09057876126968,0.004136059177028528,0.10979306567034226,44.81526582099784,0.08601565871052787,0.008285360685194152,0.01584566690218808,0.000646103060037227,0.010202739036266612,0.0166664966185815
3,2023-11-13_E_e_delay=0.17.dat,175,202.1141202760966,0.004054332653851134,0.15532934331733458,44.81894318674222,0.10442847964641093,-0.03794445132030642,0.027782245962984706,0.0006332917584670235,0.013536947503320788,0.02866504777687739
4,2023-11-13_E_e_delay=0.21.dat,215,202.1432599447358,0.005837503693669532,0.12178625397255999,44.82349466775153,0.08466610183032137,-0.002961569759467516,0.014855877818165409,0.0009117431841364919,0.009901862626087134,0.01611821711531359
5,2023-11-13_E_e_delay=0.25.dat,255,202.13674621983628,0.005285187798989455,0.11253818309328138,44.82247728865629,0.08422061309650687,0.003100895988602443,0.010351463430569524,0.0008254953296654152,0.007425510607951355,0.011062878896988195
6,2023-11-13_E_e_delay=0.29.dat,295,202.11805949327794,0.004094372354956022,0.15083301892337111,44.81955849742812,0.09847079309469663,-0.02885042769937746,0.02181030599242542,0.0006395384184197728,0.010938996714859851,0.02269058404471913
7,2023-11-13_E_e_delay=0.33.dat,335,202.0965126081319,0.0036660155139145445,0.14624690657331224,44.81619275799727,0.10209550889705366,-0.029232382310685697,0.03249010792764124,0.0005726667035019643,0.016011432499160275,0.033547338087726725
8,2023-11-13_E_e_delay=0.37.dat,375,202.07565561661823,0.005124571217550056,0.11814574360202458,44.812934576568566,0.0827434769590046,0.0030153236935729637,0.021004703931704453,0.0008005553701379156,0.012362273409432276,0.022043000784608347
9,2023-11-13_E_e_delay=0.41.dat,415,202.0587114430147,0.005047283046650364,0.09571865483868891,44.81028748722452,0.06727040812280011,0.024168510590631312,0.009325791193392703,0.0007885216344699325,0.007055125012665504,0.01017774107930161
10,2023-11-13_E_e_delay=0.45.dat,455,202.05790685071096,0.005007069913659734,0.13292289944123878,44.81016178712065,0.09453825665408502,-0.017928990571611285,0.04202579897985732,0.000782241193495775,0.02188439648212318,0.04344337887269046
11,2023-11-13_E_e_delay=0.49.dat,495,202.0831821684917,0.0032124542047426985,0.21941663483606835,44.814110362711176,0.13355315566415568,-0.11048472934824682,0.09499179367325522,0.0005018364839872112,0.03498091728351638,0.09589715926680965
12,2023-11-13_E_e_delay=0.53.dat,535,202.10109586490142,0.004174676270025657,0.1650967409968699,44.81690870557743,0.11163797749037926,-0.04741972255931152,0.04602046954693662,0.0006521149232486744,0.020733855890611608,0.04695826614877311
13,2023-11-13_E_e_delay=0.57.dat,575,202.10383949686047,0.004385368924033628,0.12517801914948307,44.81733728184692,0.08249639999928815,-0.002882383192348002,0.01402901146908622,0.0006850208037948763,0.008169989491719855,0.014895218147155144
