cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
42,44.84,0.13,42,31977,-0.695911,64.001,12.347,120.22,1.33172,366.112,500,-3.26119,-2.37167,-10.6607,-4.09493,-2.42488,152.866,2737.97,-33.6257,31446.1,41596,-4.22375,-3.33423,-12.5858,-5.05749,-3.38744,0.559763,2523.56,-41.5668,31231.7,0.0858856,1.02968,-0.00245772,29382.8,-0.00400776,0.322546,10.812,10.2208,121.358,87.5958,2.733,12.8191,11.7563,119.57,137.18,1.78816,-49.5841 
43,44.79,0.13,43,31749.5,-0.580554,64.5726,12.0014,120.45,0.930287,-460.553,95.2498,-3.31959,-0.474206,-4.10063,-4.86641,-8.12351,84.4699,2762.08,-45.3214,31269.5,39174.9,-3.85148,-1.00609,-5.1644,-5.3983,-8.65539,0.785493,2643.6,-49.7094,31151.1,0.0898161,1.03403,-0.00294821,29433.5,-0.00422219,0.352881,10.4526,10.2085,121.796,87.9193,2.74279,12.7569,11.7195,119.779,137.134,2.01685,-49.2142 
44,44.77,0.13,44,35224.6,-0.07902,68.4813,12.5225,120.35,7.2288,-8339.17,92.4832,1.09531,1.93392,-8.18253,-3.77091,-0.687903,102.948,1664.62,-39.0716,36020.1,1.9903e+06,0.447076,1.28569,-9.479,-4.41915,-1.33614,0.297931,1520.23,-44.4196,35875.7,0.0469594,1.05389,-0.00228602,32373.3,-0.00479009,0.223259,10.4539,10.2661,121.823,88.5289,3.02061,13.1338,11.9536,119.843,137.528,1.98005,-48.9987 
45,44.85,0.13,45,30936.3,-0.0364195,63.4067,11.907,120.429,-0.0360845,-20.7352,499.731,-1.61822,-2.05294,-6.14534,-3.83157,3.20889,122.747,2188.05,-42.8348,30984.4,24601.6,-2.39112,-2.82585,-7.69115,-4.60448,2.43599,0.489862,2015.89,-49.2113,30812.2,0.0706971,1.04463,-0.00295077,28514.4,-0.00430019,0.280769,10.3686,10.2581,121.901,88.4018,2.82292,12.6034,11.4947,119.799,137.481,2.10225,-49.0795 
46,44.765,0.13,46,33044.5,0.121842,66.1572,12.177,120.528,-0.265664,12.5638,2.01996e-12,-3.85107,2.31039,0.644828,-4.18871,-4.82701,118.345,1181.59,-64.7824,34314.1,26333.4,-4.59625,1.5652,-0.845543,-4.9339,-5.5722,0.941211,1015.6,-70.9301,34148.1,0.0334265,1.13924,-0.00384099,30383,-0.00479397,0.197224,9.44251,10.0109,122.496,89.1132,2.9545,12.97,11.8183,119.966,138.233,2.52922,-49.1199 
47,44.855,0.13,47,34370.7,-0.0340243,66.9018,12.4095,120.531,-0.00631118,-7.73647,2.1683e-11,-2.83763,-2.55751,-5.34917,-5.21626,-1.91891,134.169,2386.5,-34.5491,34335.9,27028,-3.68245,-3.40234,-7.03882,-6.06109,-2.76374,0.693277,2198.32,-41.519,34147.7,0.0696433,1.03418,-0.00224477,31565.4,-0.00431263,0.264986,10.7403,10.8185,121.64,88.5298,2.87544,13.077,11.9754,119.935,137.866,1.7047,-49.3362 
48,44.815,0.13,48,31294.1,-0.415468,63.7865,12.0309,120.309,0.15852,-251.85,5.34821,-0.296054,-0.149514,0.199015,-3.6723,1.24838,174.33,3704.68,-27.9626,29716,26281.2,-1.39377,-1.24723,-1.99641,-4.77001,0.150669,0.784329,3460.16,-37.0187,29471.4,0.120121,1.01908,-0.00231921,28805.6,-0.00381827,0.431155,10.75,10.2952,121.308,87.8638,2.65946,12.6118,11.5921,119.652,137.335,1.65611,-49.4713 
49,44.795,0.13,49,35291.4,0.0394266,67.1644,12.5255,120.392,-0.231702,182.525,4.52974,-1.2353,0.0220503,-0.12567,-3.28056,-3.18178,112.609,3402.46,-17.6813,34004.8,28762.7,-1.94437,-0.687021,-1.54381,-3.98963,-3.89085,0.871943,3244.51,-23.5312,33846.8,0.100285,1.01286,-0.00128232,32352.8,-0.00393065,0.365769,11.1252,10.8829,121.787,88.0285,2.75046,13.214,12.183,119.719,137.564,2.0685,-49.5352 
50,44.83,0.13,50,34281.6,-0.928755,68.9894,12.3203,120.362,0.769401,-131.75,123.474,-0.184619,1.24261,1.71572,-4.29384,-0.88265,158.263,3509.33,-24.005,32934.1,30969.3,-1.18116,0.246065,-0.277369,-5.29039,-1.87919,0.966909,3287.35,-32.2265,32712.1,0.104627,1.01746,-0.00181806,31419.8,-0.00416012,0.429885,10.6545,10.2094,121.475,87.9622,2.81512,12.8396,11.9275,119.689,137.39,1.78655,-49.428 
51,44.81,0.13,51,30919,-0.858492,63.1839,12.1702,120.369,0.690042,-317.088,460.649,0.552989,-1.09304,-2.23042,-1.15186,-1.85844,131.025,3351.11,-48.5764,29615.2,32155,-0.27204,-1.91807,-3.88048,-1.97689,-2.68347,0.638384,3167.33,-55.3829,29431.4,0.111219,1.03157,-0.00347846,28478.4,-0.00386973,0.421708,10.4611,10.0925,121.366,88.5543,2.63942,12.6581,11.6167,119.71,138.057,1.6569,-49.5022 
