cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,3.3,8,44.703,0,33576.8,-0.0205506,64.4531,11.8152,115.846,-0.14006,123.411,500,-1.49434,-2.38587,-1.27634,-0.191883,1.19632,73.6327,1300.06,62.7108,33484.6,25352.9,-1.95798,-2.84951,-2.20363,-0.655528,0.732674,0.682198,1196.79,58.8857,33381.3,0.0346111,0.920721,0.00323901,34578.1 
1,3.3,8,44.743,1,32527.5,-0.023704,64.1904,11.5536,115.884,-0.0234422,7.74855,499.943,2.00505,3.16784,0.361829,-1.13922,-0.707431,119.771,2190.03,63.3584,31706.6,24148.3,1.25088,2.41368,-1.14651,-1.89339,-1.4616,-0.369888,2022.04,57.1365,31538.6,0.0602503,0.95288,0.00332612,33560.7 
2,3.3,8,44.843,2,33807.8,-0.0804256,66.7497,11.5846,116.36,-0.0321114,166.036,332.722,1.1164,0.388658,-5.42409,-1.73777,-1.06159,198.144,3314.98,65.5922,31876.8,25346,-0.131257,-0.859002,-7.91941,-2.98543,-2.30925,0.442466,3037.07,55.299,31598.8,0.0876855,0.96912,0.00321338,34635.9 
3,3.3,8,44.723,3,34202,-0.135358,66.1086,11.7981,116.157,-0.516247,958.323,499.989,3.75486,0.0445511,-3.54231,1.53759,-2.10642,194.813,1837.34,61.3782,33561.7,41495.2,2.52817,-1.18213,-5.99568,0.310905,-3.3331,0.218483,1564.1,51.258,33288.5,0.0448775,0.94576,0.00282847,34852.6 
4,3.3,8,44.883,4,33780.5,-0.0134367,65.427,11.7962,116.319,-0.00129814,-57.0236,500,1.42307,0.502666,-3.73015,-1.80199,-1.81729,64.6131,2336.75,62.5988,32803.9,25126.7,1.01621,0.095815,-4.54385,-2.20884,-2.22414,0.422255,2246.12,59.2423,32713.3,0.0642495,0.95588,0.00332488,34959.4 
5,3.3,8,44.863,5,33347.6,-0.377154,65.8366,11.652,116.296,-0.151754,244.523,115.36,3.89904,1.90066,3.46287,-0.512624,-0.404531,37.2135,2889.95,58.2649,31812.8,26180.6,3.66471,1.66634,2.99423,-0.746947,-0.638855,0.568522,2837.75,56.3318,31760.6,0.0820199,0.966427,0.00325659,34598.4 
6,3.3,8,44.943,6,31392.1,-0.0175075,61.4478,11.647,116.092,-0.030486,7.25897,500,1.6637,4.80649,-1.36617,-2.06821,-2.17726,27.9769,963.172,58.5363,31771.9,23305,1.48754,4.63032,-1.7185,-2.24437,-2.35343,-7.66027,923.931,57.083,31732.6,0.0282924,0.90243,0.00330277,32656.6 
7,3.3,8,44.903,7,30788.6,-0.356943,61.3181,11.5668,115.908,0.0797185,28.8388,87.2878,2.00309,-1.03226,2.18148,1.5908,-0.0356142,12.1715,1865,43.5177,30237.2,23163.4,1.92645,-1.1089,2.02819,1.51416,-0.112255,0.522514,1847.93,42.8854,30220.1,0.0576252,0.960972,0.00260732,32068 
8,3.3,8,44.823,8,31743.5,-0.0127803,63.7141,11.3191,116.437,-0.00838571,-23.8683,500,-0.122023,1.31245,-3.75439,-0.521515,-0.177735,108.942,3228.93,66.8293,29731.4,23483.5,-0.807999,0.626472,-5.12634,-1.20749,-0.863711,0.305286,3076.13,61.1699,29578.6,0.0942016,0.966371,0.0037951,32654.8 
9,3.3,8,44.783,9,32685.5,-0.194547,64.3845,11.6968,115.621,0.512944,-762.416,487.096,-0.19654,-1.96078,-2.12795,-0.477014,4.61069,216.707,3459.33,54.1035,30711.5,37246.5,-1.56109,-3.32533,-4.85704,-1.84156,3.24614,0.417542,3155.38,42.846,30407.5,0.0940138,0.976789,0.00258891,33562.9 
10,3.3,8,44.763,10,33834.1,0.0370218,66.4513,11.5503,116.102,-0.00777392,-71.8135,500,0.554665,-0.258766,-1.66178,1.85301,1.2333,20.8404,2658.99,68.0253,32394,25003.8,0.423439,-0.389992,-1.92423,1.72178,1.10208,3.06226,2629.76,66.9427,32364.8,0.0751475,0.957352,0.00379571,34994.6 
11,3.3,8,44.803,11,31850.7,-0.0395749,63.188,11.5288,116.333,0.0596509,-110.011,500,2.7805,1.2218,1.00152,0.850069,1.65525,95.8233,3188.5,52.9584,30072.9,23928.1,2.17713,0.618422,-0.205228,0.246695,1.05187,1.05277,3054.1,47.9805,29938.5,0.0925691,0.973243,0.00294353,32992.6 
12,3.3,8,44.923,12,34075.6,-0.392676,66.2161,11.8506,115.95,0.725495,-443.397,259.123,-0.284334,0.0123544,-5.32203,-1.5901,-0.538278,102.787,1427.39,59.7326,33902.6,36016.5,-0.931558,-0.63487,-6.61648,-2.23733,-1.1855,0.429896,1283.22,54.393,33758.4,0.0366198,0.930943,0.0029593,35041.6 
