cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
493,43.248,0.69,493,9825.49,0,5,101,125,0,5,135,-5.17648,-7.31649,-17.387,-9.20109,-12.4431,260.356,-30.2069,21412.4,-26.9102,16439.4,-6.18244,-8.32245,-19.399,-10.2071,-13.4491,0.662978,-45.4221,20271.2,-42.1253,0.473282,-0.00128205,1.00113,-95.9725,539.919,570.437,0.583463,29497.9,8.20753e-07,0.67617,111.165,87.1358,25.4257,25.9034,0.98156,587.64,621.333,0.736217 
494,43.288,0.69,494,16691.1,0,5,101,125,0,5,135,-4.46176,-8.32031,-15.4787,-4.76932,-9.60308,313.073,-13.8568,28359.2,-35.9509,16439.4,-5.67141,-9.52996,-17.898,-5.97897,-10.8127,0.641258,-32.1528,26987,-54.2469,0.330623,-0.000681276,1.00109,-97.2491,563.867,603.372,0.95096,38103.6,8.93862e-07,0.652545,110.732,87.3975,25.1842,25.8123,0.975665,576.529,616.973,0.667226 
495,43.268,0.69,495,11357.7,0,5,101,125,0,5,135,-2.77235,-7.26864,-24.0418,-11.0741,-11.1068,306.271,-31.5968,23218.8,-38.9488,16439.4,-3.95573,-8.45202,-26.4085,-12.2575,-12.2902,0.583224,-49.4953,21876.4,-56.8473,0.420478,-0.00129453,1.00141,-117.712,528.071,579.961,0.751121,31952.5,8.42915e-07,0.656542,111.638,87.5783,24.6239,25.5667,0.963124,551.161,605.287,0.68523 
496,43.158,0.69,496,13628.5,0,5,101,125,0,5,135,-12.5746,-8.55842,-18.1898,-8.55151,-11.9161,325.769,-27.8862,25918.8,-34.4221,16439.4,-13.8333,-9.81713,-20.7072,-9.81022,-13.1748,0.69251,-46.9242,24490.9,-53.46,0.42245,-0.00109605,1.00119,-111.076,570.029,623.491,1.18377,35545.5,8.73394e-07,0.68258,111.31,86.7146,25.1895,26.1021,0.96504,576.773,630.902,0.690674 
497,43.258,0.69,497,13445.6,0,5,101,125,0,5,135,-8.99006,-9.12307,-18.574,-9.19329,-11.4344,358.374,-29.0881,25643.3,-30.3015,16439.4,-10.3747,-10.5078,-21.3433,-10.578,-12.8191,0.674758,-50.0315,24072.6,-51.2448,0.448611,-0.00118905,1.00116,-111.525,555.207,604.58,0.726956,34941.3,8.68417e-07,0.667154,111.537,87.2333,25.3069,26.1644,0.967229,582.163,633.918,0.699537 
498,43.238,0.69,498,5620.54,0,5,101,125,0,5,135,-6.91775,-1.60106,-18.3293,-10.168,-14.7563,333.77,-38.8468,18573.8,-47.0138,16439.4,-8.20737,-2.89068,-20.9086,-11.4577,-16.0459,0.648655,-58.3524,17110.9,-66.5194,0.422306,-0.00195251,1.00211,-138.176,548.896,601.913,62.8484,26383.1,7.90783e-07,0.726867,112.178,86.8408,24.8982,25.7983,0.965108,563.508,616.305,0.74523 
499,43.193,0.69,499,15110.8,0,5,101,125,0,5,135,-5.10382,-9.52058,-17.3065,-7.43455,-10.5526,316.077,-37.0922,27026.6,-28.3861,16439.4,-6.32508,-10.7418,-19.749,-8.65581,-11.7739,0.655012,-55.5638,25641.2,-46.8576,0.497024,-0.0012398,1.00099,-111.793,552.693,608.971,0.743702,36431.3,8.8059e-07,0.65882,110.864,87.3002,25.2126,26.2252,0.961388,577.829,636.867,0.688891 
500,43.148,0.69,500,15898.9,0,5,101,125,0,5,135,-1.62494,-8.1001,-17.3897,-13.0439,-9.46452,226.941,-62.5603,27663.8,-32.1945,16439.4,-2.5018,-8.97695,-19.1434,-13.9208,-10.3414,0.651204,-75.8227,26669.1,-45.4569,0.581592,-0.00162727,1.00093,-130.371,546.343,578.63,0.687771,37138.2,8.86248e-07,0.634421,110.817,87.0969,25.1944,25.6985,0.980385,576.996,611.543,0.670262 
501,43.178,0.69,501,13746.3,0,5,101,125,0,5,135,-10.6911,-2.90318,-18.2047,-9.08762,-16.8658,337.897,-17.1206,26013.4,-20.4154,16439.4,-11.9966,-4.20875,-20.8158,-10.3932,-18.1714,0.682617,-36.8673,24532.4,-40.1621,0.433417,-0.000859481,1.00089,-85.0618,508.351,614.45,819.938,34599.9,8.65579e-07,0.645681,110.836,87.0272,24.8044,25.8173,0.960766,559.272,617.212,0.678769 
502,43.228,0.69,502,8502.97,0,5,101,125,0,5,135,-8.3855,-6.68156,-15.9552,-14.6053,-10.2347,257.835,-10.0271,20073.9,-19.973,16439.4,-9.38172,-7.67778,-17.9477,-15.6015,-11.2309,0.70977,-25.0949,18943.8,-35.0408,0.373748,-0.000757547,1.00101,-67.1439,555.406,608.592,0.574959,28174.6,8.08291e-07,0.719285,111.316,87.2247,25.8339,26.7959,0.964098,606.658,664.888,0.785739 
