cyc,field,FB,79,VVA,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
107,201.6,3.035,44.7386,2.03,47.2809,107,12545.5,-0.128967,24.6428,13.5564,120.749,-0.359933,293.262,1.12897,-6.50761,-3.45124,-9.7292,1.76154,-4.05814,109.431,2250.99,468.579,11938.8,14311.1,-7.19667,-4.1403,-11.1073,1.07248,-4.7472,0.574742,2128,439.638,11815.8,0.243343,0.73446,0.0641441,8744.83,-0.00258679,0.102085,18.9591,20.7779,124.769,89.5329,0.87775,13.2152,12.8837,119.948,136.99,4.82111,-47.4567 
108,202.6,3.58,44.8948,2.023,47.4507,108,14529,-0.0465558,34.0951,11.1939,121.317,-0.00185274,3.2801,3.72943e-13,-5.30712,-4.67974,-6.70276,-1.20691,-2.06206,113.802,35.3393,400.317,16652.2,12424.4,-6.0237,-5.39632,-8.13592,-1.9235,-2.77865,0.66461,-92.5709,370.221,16524.3,-0.0101049,-0.1667,0.0396359,9161.02,-0.00233258,-0.0122552,-4.52019,10.3824,111.415,82.0021,1.56116,11.7288,11.5242,120.917,136.854,-9.50204,-54.8523 
109,201.7,3.089,44.7542,2.029,47.2979,109,13232.3,-0.00598734,25.44,13.5089,120.78,-0.013544,-8.84443,2.89553e-06,-8.02587,-6.0306,-3.21898,0.867793,-2.56904,93.3318,2480.34,464.966,12442.7,11191.4,-8.61356,-6.61828,-4.39435,0.280107,-3.15672,0.80472,2375.44,440.283,12337.8,0.255847,0.755082,0.061682,9284.6,-0.00261625,0.110034,18.642,20.6879,124.072,88.3332,0.915502,13.3883,12.7314,120.026,137.187,4.04554,-48.8538 
110,201.98,3.242,44.798,2.027,47.3455,110,13351.7,-0.199816,28.2177,12.5891,121.22,-0.0472788,-17.7394,500,-6.57303,-7.65872,-8.7743,-3.50411,-0.52528,96.408,1381.13,483.81,13745.4,11591.4,-7.18008,-8.26577,-9.98842,-4.11117,-1.13234,0.674409,1272.77,458.314,13637,0.142855,0.613437,0.0583002,8909.51,-0.00304309,0.078682,13.1068,46.816,124.909,107,1.07987,12.5417,11.6401,120.151,136.603,4.75811,-29.6033 
111,201.2,2.817,44.676,2.033,47.2128,111,14098.8,-0.762064,29.4887,13.3159,120.595,0.141399,407.733,84.896,-6.73279,-3.19143,-12.4927,-0.143813,-2.86345,120.405,1348.24,457.275,14596,14659.4,-7.49095,-3.94958,-14.009,-0.90197,-3.62161,0.532615,1212.91,425.432,14460.7,0.130267,0.619648,0.0514084,9310.9,-0.00281736,0.0914257,14.1815,22.881,125.142,96.2799,1.07622,13.2292,12.7994,119.866,137.876,5.2756,-41.5965 
112,202.8,3.689,44.926,2.022,47.4846,112,16432.2,0.042445,37.1039,-11.2185,121.526,-0.0582604,12.0319,500,-7.6016,-0.969436,-8.98787,-1.03079,-0.299822,97.2852,-2.84589,628.379,18150.2,13573.2,-8.21418,-1.58201,-10.213,-1.64337,-0.912401,0.547395,-112.191,602.651,18040.9,-0.0112296,-0.119042,0.057968,9990.7,-0.00172473,-0.0194024,8.28464,7.83986,114.397,79.5935,1.64544,11.7063,11.7633,121.142,136.893,-6.74492,-57.2997 
113,201.1,2.762,44.6603,2.033,47.1958,113,14033.5,-0.0166344,29.4801,-12.6067,120.751,0.00922738,49.3441,499.296,-9.55119,-1.65865,-2.39782,1.78734,-1.80263,87.9516,946.125,444.285,15186.1,12113.2,-10.105,-2.21245,-3.50543,1.23353,-2.35644,0.793138,847.27,421.025,15087.3,0.0911421,0.534871,0.0488924,9296.14,-0.00303865,0.0902163,12.0759,24.2781,124.64,100.264,1.11752,13.1271,12.7964,119.908,138.083,4.73184,-37.8193 
114,201.9,3.199,44.7855,2.028,47.3319,114,13294.7,0.0269424,26.9452,12.9744,120.953,0.115783,66.488,1.34495e-12,-6.80137,-2.2991,-6.85164,-1.17619,-6.32392,98.7248,1746.38,474.395,13408.4,11631.2,-7.42301,-2.92074,-8.09493,-1.79783,-6.94556,0.702196,1635.42,448.286,13297.4,0.180073,0.675816,0.0584704,9081.98,-0.00276325,0.0828632,15.8445,28.9523,125.024,94.8805,1.03788,12.8849,12.2097,120.198,136.97,4.82607,-42.0892 
115,202.5,3.526,44.8792,2.024,47.4338,115,14201.1,-0.61595,33.7814,11.5169,121.673,-0.0747269,430.994,477.037,-0.954576,-2.50935,-6.64775,-3.66747,-6.86569,95.9295,-3.60099,346.764,16388.7,13713.5,-1.55862,-3.11339,-7.85583,-4.27151,-7.46973,0.676303,-111.423,321.394,16280.9,-0.0123722,-0.247047,0.0350882,9005.89,-0.00225667,-0.0169689,7.92172,6.49189,117.059,75.3167,1.5254,11.7886,11.4689,121.138,137.193,-4.07897,-61.8763 
116,202.06,3.286,44.8105,2.027,47.3591,116,13671.5,-0.779128,30.5771,12.6016,121.165,3.6512,313.988,326.85,-5.285,-4.8442,-7.37314,0.0808703,-4.42214,89.6849,919.658,440.016,14950.3,49863.6,-5.84972,-5.40892,-8.50258,-0.483852,-4.98687,0.663023,818.855,416.298,14849.5,0.0896434,0.529189,0.0491064,9134.58,-0.00312473,0.0797944,12.3463,32.4339,124.094,107,1.23053,12.5274,11.6102,120.498,138.162,3.59513,-31.1621 
117,201.94,3.22,44.7917,2.028,47.3387,117,13346.2,-0.0672211,27.5852,12.9705,121.233,-0.0539581,-12.8875,500,-3.25181,-3.29298,-9.65712,-4.22379,0.237226,127.678,1553.62,447.079,13754.8,11670,-4.05576,-4.09693,-11.265,-5.02774,-0.566729,0.549619,1410.11,413.313,13611.3,0.156117,0.660966,0.0529733,9032.42,-0.00330215,0.0775301,13.6639,47.7861,124.705,107,1.04149,13.0025,11.7302,120.258,137.727,4.44707,-30.7273 
118,203.1,3.853,44.9727,2.02,47.5354,118,13841.6,-0.0256659,34.4621,10.7835,121.279,-0.00366075,7.50255,500,-4.86126,-7.69685,-2.6322,-5.08158,-4.85685,80.9493,-326.446,498.07,16362,12098.4,-5.37097,-8.20657,-3.65163,-5.5913,-5.36657,0.87045,-417.431,476.662,16271,-0.0480118,-1.00169,0.0512017,8694.33,-0.00256098,-0.0283757,10.8623,9.31179,120.823,80.9542,1.5793,11.3476,11.6095,120.999,137.518,-0.175777,-56.5642 
119,203,3.798,44.9571,2.021,47.5185,119,14232.2,0.00670297,34.3701,10.9039,121.384,-0.00775458,-9.38939,6.95298e-13,-3.00306,-2.53805,-1.66533,-3.59455,-2.37308,94.6864,-275.685,411.635,16679.3,12202.3,-3.59927,-3.13426,-2.85776,-4.19076,-2.96929,0.829401,-382.11,386.594,16572.9,-0.0429398,-1.2978,0.0412001,8898.73,-0.00238777,-0.0298213,9.68545,9.62313,116.307,81.4808,1.60674,11.4455,11.4387,121.088,137.023,-4.78063,-55.5418 
120,201.8,3.144,44.7699,2.029,47.3149,120,11406.8,-0.00744047,23.6469,-13.1379,120.943,0.000936814,-4.43358,2.76359e-12,-7.13978,-5.17672,-7.28811,-4.53245,-2.64384,84.0899,1727.78,365.468,11746,10113.5,-7.66927,-5.70621,-8.34709,-5.06194,-3.17333,0.721372,1633.26,343.23,11651.5,0.200201,0.731121,0.0514715,8158.12,-0.00290291,0.0812963,16.9089,24.2456,125.625,91.9704,0.898972,13.0996,12.4629,120.123,137.906,5.50188,-45.9356 
121,202.18,3.351,44.8292,2.026,47.3795,121,14050.3,-0.141179,30.8184,-12.1149,121.324,-0.0280452,-48.9038,0.00227365,-8.02452,-5.80245,-5.96094,-0.107424,-3.19836,113.094,748.853,500.162,15332.8,12198.8,-8.73664,-6.51457,-7.38518,-0.819545,-3.91048,0.730137,621.739,470.253,15205.7,0.068047,0.430364,0.0538987,9136.91,-0.00272956,0.093111,11.9745,20.9087,123.897,107,1.29468,12.397,11.6367,120.768,136.77,3.12928,-29.7699 
122,201.5,2.98,44.7229,2.031,47.2639,122,12396.8,-0.0416207,24.9613,13.2069,120.807,-0.0312548,71.5038,500,-4.98236,-4.22459,-6.92939,-5.38212,-4.63294,128.144,1888.02,316.317,12436.4,10804.4,-5.78925,-5.03148,-8.54316,-6.189,-5.43983,0.724349,1743.99,282.428,12292.4,0.202138,0.779179,0.0406054,8627.71,-0.00271271,0.0959245,17.3615,19.1918,124.869,90.1958,0.893623,13.336,13.2265,119.95,138.267,4.91888,-48.0712 
123,202,3.253,44.8011,2.027,47.3489,123,13223.4,-0.0287989,28.1782,12.5442,120.92,-0.0218045,11.0347,2.41521e-05,-6.22719,-8.04958,-9.75468,-1.59308,-0.52793,100.254,1403.96,389.978,14031.4,11514.6,-6.85846,-8.68086,-11.0172,-2.22435,-1.1592,0.632024,1291.28,363.464,13918.7,0.142121,0.669979,0.0458959,9085.75,-0.00305071,0.0715053,15.5764,26.5363,125.135,93.9049,1.13841,12.7116,12.0829,120.317,136.963,4.81835,-43.0577 
124,201.3,2.871,44.6916,2.032,47.2299,124,12291.8,-0.667925,25.7215,13.3251,120.617,1.06801,-863.121,68.05,-4.14359,-5.63017,-5.87342,1.01826,-1.08659,108.632,1251.02,299.821,12925.5,41165.6,-4.82762,-6.3142,-7.24148,0.334236,-1.77062,0.634632,1128.92,271.092,12803.4,0.136034,0.70411,0.0375395,8298.83,-0.00261237,0.0742713,16.1953,19.8944,125.298,92.729,0.983635,13.0729,12.6742,119.944,137.468,5.35388,-44.7391 
125,201.4,2.926,44.7073,2.031,47.2469,125,11860.2,-0.00286293,24.1298,13.0849,120.559,0.000531538,-17.8651,18.6834,-2.74117,-3.48364,-8.69046,-1.40123,-2.41041,114.248,1612.79,480.485,12149.8,10278.6,-3.46057,-4.20304,-10.1292,-2.12062,-3.1298,0.560425,1484.38,450.27,12021.4,0.180662,0.653235,0.064544,8216.37,-0.00273071,0.0850649,16.6816,23.4718,124.939,94.5393,0.903173,13.0804,12.693,119.757,137.585,5.18192,-43.0456 
126,202.4,3.471,44.8636,2.025,47.4168,126,16425.7,-0.585476,35.8409,-12.4922,121.177,1.49544,490.121,430.579,-6.1466,-1.49446,-4.85424,-3.51015,-4.64346,70.2896,411.001,419.839,18083,38435,-6.5892,-1.93705,-5.73943,-3.95275,-5.08606,0.75372,331.997,401.25,18004,0.0318792,0.321023,0.0394355,10414.2,-0.00288008,0.0960848,11.0229,14.8172,124.28,107,1.57333,12.2323,11.7218,120.86,138.011,3.41964,-31.011 
127,202.22,3.373,44.8355,2.026,47.3862,127,14628.2,-0.678215,32.271,12.2295,121.315,-2.84042,1600.45,1.02504,-4.51198,-7.41299,-5.82761,-2.96869,-3.53463,59.6745,826.576,575.467,15678.7,160833,-4.88774,-7.78875,-6.57912,-3.34445,-3.91039,0.751829,759.504,559.686,15611.6,0.0799309,0.436759,0.0619494,9502.01,-0.00249983,0.104849,12.0171,18.0421,123.912,107,1.36338,12.1076,11.5855,120.839,136.518,3.07294,-29.5176 
128,202.02,3.264,44.8042,2.027,47.3523,128,13243.9,-0.714469,28.4152,12.9754,121.26,-0.298482,-85.7228,0.0222079,-8.36932,-1.8511,-9.45424,-2.69271,-4.08503,109.019,1273.3,386.378,14055.4,12835.3,-9.05579,-2.53756,-10.8272,-3.37917,-4.7715,0.645837,1150.76,357.547,13932.9,0.128531,0.647781,0.0451385,8953.17,-0.0031219,0.0693363,13.6064,45.4306,124.57,107,1.09706,12.6134,11.7665,120.476,137.41,4.09399,-30.4102 
129,202.2,3.362,44.8324,2.026,47.3829,129,15772.5,-0.0384465,33.606,12.1897,121.29,-0.0420646,-5.45199,500,-5.48319,-4.30334,-6.92828,-3.13163,-6.27706,106.219,610.71,401.16,17263.1,13342.9,-6.15202,-4.97217,-8.26594,-3.80046,-6.94589,0.725717,491.324,373.069,17143.7,0.0486856,0.429406,0.0385416,10091.8,-0.00285448,0.0879654,11.3029,18.915,124.407,107,1.42129,12.6238,11.9337,120.749,138.017,3.65764,-31.0168 
130,202.26,3.395,44.8417,2.026,47.393,130,16369.3,-0.0443476,34.8997,12.1388,121.413,-0.0523129,12.2771,500,0.00333104,-5.17815,-0.580983,0.0846433,-3.33267,70.9994,601.823,352.918,17885.2,13811.8,-0.443733,-5.62521,-1.47511,-0.362421,-3.77973,0.873773,522.022,334.141,17805.4,0.0497492,0.471663,0.0334143,10493.1,-0.00343674,0.0592571,12.1416,46.8316,125.434,107,1.45739,12.4991,11.7842,120.735,137.302,4.69903,-30.3024 
131,202.9,3.744,44.9416,2.021,47.5016,131,16384.9,-0.0610079,37.551,11.2385,121.708,-0.0466164,19.5123,500,-1.97348,-4.23216,-3.8511,0.791807,-1.67451,70.6755,-178.564,590.892,18567.2,13767.6,-2.41851,-4.67719,-4.74115,0.346783,-2.11953,0.651632,-258.001,572.201,18487.8,-0.0255569,-0.347079,0.0539383,10095.2,-0.00210354,-0.024108,11.9115,8.33255,115.463,81.6795,1.68114,11.7293,11.7856,121.362,136.518,-5.89837,-54.8384 
132,202.3,3.417,44.848,2.025,47.3998,132,16694.9,-0.179707,35.5896,12.1598,121.308,0.143304,201.08,500,-2.49255,-4.38371,2.82255,-5.59904,-2.99213,71.7118,551.214,587.476,18013.1,15025.9,-2.9441,-4.83526,1.91945,-6.05059,-3.44368,1.12501,470.612,568.511,17932.5,0.0447657,0.321126,0.0551776,10512.8,-0.00273646,0.12158,11.4999,14.7219,123.735,107,1.48118,12.5133,11.9781,120.839,137.43,2.8961,-30.4304 
133,202.7,3.635,44.9104,2.023,47.4677,133,15938.6,0.013121,36.2859,11.2321,121.58,-0.0081947,-4.46123,2.50751e-12,-2.17214,0.666481,-6.14912,-2.10726,1.67743,66.3116,978.514,469.971,16979,13268.8,-2.58969,0.248935,-6.98421,-2.52481,1.25988,0.340483,903.982,452.434,16904.5,0.0871688,0.533089,0.0469859,10370.5,-0.00309376,0.10941,10.7519,26.5059,123.492,101.774,1.55417,11.8273,11.2666,121.118,136.56,2.37371,-34.7868 
134,202.1,3.308,44.8167,2.027,47.3659,134,13756.6,-0.0354169,29.5301,12.2437,121.228,0.0129057,34.458,500,-3.1865,-2.10062,-9.71499,-1.00649,-2.15439,76.5532,977.501,466.781,14752,11784.4,-3.66854,-2.58266,-10.6791,-1.48853,-2.63643,0.492807,891.457,446.535,14666,0.0979149,0.532883,0.0531079,9104.41,-0.00293821,0.0759863,12.4844,38.7481,124.432,107,1.21248,12.4643,11.4226,120.506,137.204,3.92593,-30.2038 
135,202.14,3.329,44.823,2.026,47.3727,135,13212.4,-0.027344,28.9939,12.0174,121.086,-0.0607769,16.001,499.305,-8.105,-5.06192,-5.46949,-3.81354,-2.5555,67.2519,705.638,400.029,14524.2,11374.2,-8.52846,-5.48539,-6.31642,-4.23701,-2.97897,0.770698,630.049,382.243,14448.6,0.0722428,0.485036,0.046469,8721.27,-0.00272777,0.0723019,12.1496,27.6711,124.338,107,1.23352,12.3231,11.5442,120.477,137.28,3.86087,-30.2799 
136,202.1,3.308,44.8167,2.027,47.3659,136,14444.3,-0.575352,31.7817,12.4866,121.337,0.149425,30.4686,496.738,-3.0668,-3.62046,-6.94289,-3.48676,-3.38237,64.0239,862.622,365.04,15714.7,13066.9,-3.46994,-4.0236,-7.74918,-3.8899,-3.78551,0.661876,790.661,348.108,15642.8,0.0827865,0.564819,0.0393792,9550.61,-0.00342571,0.0620015,12.4902,48.36,125.125,107,1.25482,12.5934,11.8453,120.582,137.99,4.54296,-30.9903 
137,201.6,3.035,44.7386,2.03,47.2809,137,13826.7,-0.364302,27.1484,-13.9131,120.817,-0.305726,140.786,5.60099e-05,-6.98521,-5.20999,-7.10883,-1.03924,-3.96779,140.009,2439.51,699.488,13110.4,13697.1,-7.86681,-6.09159,-8.87203,-1.92084,-4.84939,0.700276,2282.15,662.461,12953,0.239324,0.663135,0.0861001,9535.82,-0.0029759,0.116701,16.6908,26.1317,124.544,92.9901,0.908203,13.505,13.0338,119.81,137.258,4.73399,-44.2675 
138,202.6,3.58,44.8948,2.023,47.4507,138,12681.8,-0.0497672,31.1463,11.1104,121.395,0.102446,-262.716,500,-4.03608,-2.46702,2.01602,-4.51892,-2.69423,87.9907,-135.365,345.089,15177.1,12141.2,-4.59013,-3.02107,0.907916,-5.07297,-3.24829,1.06043,-234.263,321.818,15078.2,-0.0285356,-0.712222,0.0378294,8209.5,-0.00257857,-0.0155079,11.0549,8.61291,115.357,81.4671,1.46222,11.6181,11.3427,121.029,136.869,-5.67221,-55.4024 
139,201.7,3.089,44.7542,2.029,47.2979,139,10846,-0.413405,23.1916,13.3711,121.003,-0.614756,507.295,500,-6.45394,-5.73101,-3.62352,-2.66355,-2.86541,90.1366,1805.54,494.801,11005.5,20246.8,-7.02151,-6.29857,-4.75866,-3.23111,-3.43298,0.807675,1704.23,470.963,10904.2,0.218194,0.674031,0.0736984,7810.6,-0.00289289,0.0850075,16.7276,26.8562,125.134,93.2593,0.827241,13.0234,12.5209,120.182,137.276,4.95189,-44.0171 
140,201.98,3.242,44.798,2.027,47.3455,140,13193.6,-0.0915082,27.9763,12.6755,121.005,0.316584,44.1429,1.30647e-08,-2.81018,-3.55365,-2.84387,-1.18505,-1.59346,82.1523,1288.46,479.315,13892.8,11998.8,-3.32747,-4.07094,-3.87845,-1.70235,-2.11075,0.742978,1196.13,457.589,13800.5,0.134029,0.59899,0.0575636,8924.39,-0.00327026,0.0755038,13.4332,45.4223,124.724,107,1.0792,12.7806,11.6769,120.064,137.853,4.66007,-30.8529 
141,201.2,2.817,44.676,2.033,47.2128,141,14841.4,-0.814311,30.7593,13.4828,120.584,0.594162,-34.1265,341.272,0.167778,-2.66752,-2.98725,-4.95797,-3.53949,107.854,1403.06,351.161,15560.2,14160.6,-0.511352,-3.34665,-4.34551,-5.6371,-4.21862,0.759375,1281.83,322.638,15438.9,0.129118,0.694215,0.0370687,9927.64,-0.00301721,0.0877257,14.7991,21.9448,124.597,92.8089,1.12194,13.4185,12.9714,119.932,137.491,4.66567,-44.6817 
142,202.8,3.689,44.926,2.022,47.4846,142,16924.1,-0.721849,38.6801,11.6204,121.514,0.453654,-377.785,124.988,-4.68787,-2.27682,-5.55299,0.36689,1.32789,46.3217,-221.934,462.42,19131.2,20211.1,-4.97955,-2.5685,-6.13634,0.0752153,1.03621,0.511942,-273.998,450.17,19079.2,-0.0263198,-0.533278,0.0416537,10410.3,-0.00220663,-0.0239497,11.0797,8.36301,115.208,82.7211,1.69183,11.9223,11.9114,121.149,136.942,-5.94107,-54.2211 
143,201.1,2.762,44.6603,2.033,47.1958,143,14899,-0.0682554,30.642,12.6913,120.494,0.0171366,-32.8347,499.966,-0.236136,-4.27527,-6.60314,0.18463,0.373377,99.0343,1088.78,397.892,15608.7,12677.8,-0.859729,-4.89886,-7.85032,-0.438962,-0.250216,0.450953,977.471,371.701,15497.3,0.10123,0.600431,0.042313,9655.99,-0.00272428,0.0842471,13.14,24.1946,124.506,98.3282,1.17442,13.1549,12.5331,119.814,137.755,4.69185,-39.4263 
144,201.9,3.199,44.7855,2.028,47.3319,144,13823.2,0.00463958,28.1994,-12.9006,121.053,-0.0107794,26.3529,499.949,-2.3031,-0.962853,-8.36737,-2.76897,-7.05849,163.253,1668.47,354.405,14163.6,11851.8,-3.33106,-1.99081,-10.4233,-3.79693,-8.08645,0.622735,1484.98,311.231,13980.1,0.159438,0.731649,0.0393942,9313.83,-0.00290049,0.0742425,16.5179,28.5119,125.745,92.5802,1.10566,12.9615,12.191,120.297,137.499,5.44852,-44.9186 
145,202.5,3.526,44.8792,2.024,47.4338,145,16888,-0.343914,36.7906,12.0801,121.266,0.0409937,-1643.31,0.412568,1.7493,-3.52385,-6.86381,0.353857,0.02884,124.27,331.151,499.626,18504.6,16660.8,0.966801,-4.30635,-8.4288,-0.428641,-0.753657,0.34916,191.475,466.761,18364.9,0.0182778,0.189898,0.0447249,10475.8,-0.00190763,0.00498534,0.0581521,13.1107,118.617,79.4339,1.60825,12.1009,11.9955,120.903,136.806,-2.2861,-57.3723 
146,202.06,3.286,44.8105,2.027,47.3591,146,13244.9,-0.203782,27.8511,12.4132,121.072,0.123275,-88.421,8.55257e-08,-6.13958,-3.01918,-9.7331,-2.13624,0.386068,66.081,1057.96,575.332,13716.9,11609.2,-6.55567,-3.43527,-10.5653,-2.55233,-0.0300268,0.543391,983.69,557.856,13642.6,0.11407,0.501898,0.0700485,8623.57,-0.00231964,0.0871362,13.0172,29.4733,123.924,107,1.12807,12.4198,11.4981,120.449,137.612,3.47482,-30.6123 
147,201.94,3.22,44.7917,2.028,47.3387,147,15810.1,-0.00624733,31.1152,12.9852,121.134,-0.00735234,4.58898,0.0381518,-6.37591,-5.39458,-4.17693,-4.72134,-1.87285,81.0155,1745.28,551.176,15673.3,13153.8,-6.88605,-5.90471,-5.1972,-5.23147,-2.38299,0.797004,1654.22,529.75,15582.3,0.159362,0.640852,0.0589352,10380.3,-0.00319553,0.0844164,14.0983,51.5363,124.694,107,1.14863,13.0258,11.8278,120.119,137.654,4.57529,-30.6541 
148,203.1,3.853,44.9727,2.02,47.5354,148,13546,-0.00504235,32.2971,10.9072,121.42,-0.0655511,19.3284,500,-4.77613,-2.84338,-7.10771,-2.55275,-4.8221,57.4145,-111.186,443.285,15600.9,11508.8,-5.13765,-3.2049,-7.83076,-2.91427,-5.18362,0.677364,-175.718,428.101,15536.4,-0.0206128,-0.306417,0.0483067,8524.67,-0.0019677,-0.0231981,9.89449,8.19904,118.091,81.4985,1.53601,11.3671,11.1802,121.168,137.445,-3.07783,-55.9463 
149,203,3.798,44.9571,2.021,47.5185,149,12670,-0.0682397,31.7308,10.7792,121.408,-0.0362941,-46.1474,499.971,-2.10909,-0.504106,0.916848,-1.55636,-3.90894,58.3547,-255.572,420.526,15113.9,11188.8,-2.47654,-0.87155,0.18196,-1.9238,-4.27638,1.01943,-321.161,405.094,15048.3,-0.0396207,-0.828263,0.0472458,8105.89,-0.00240375,-0.0220491,15.4215,7.91329,113.558,84.3917,1.50166,11.3319,11.2441,120.995,136.935,-7.43678,-52.5433 
150,201.8,3.144,44.7699,2.029,47.3149,150,13500,-0.691073,26.7551,13.8893,121.41,0.0138827,85.1559,123.151,-3.88605,-0.75263,-2.91657,-0.212608,-2.51607,114.363,2110.8,637.008,12939.8,12135.6,-4.60616,-1.47274,-4.35679,-0.93272,-3.23618,0.701684,1982.26,606.764,12811.3,0.216485,0.651181,0.0802444,9156.56,-0.00266887,0.100817,16.2144,28.2334,125.213,95.612,0.942594,13.28,12.4898,120.406,137.812,4.80718,-42.1996 
151,202.18,3.351,44.8292,2.026,47.3795,151,14356.5,-0.502588,31.254,12.3059,121.526,-0.122399,563.19,0.0343445,-4.66315,-1.03431,-4.66107,-2.1593,-2.74347,111.919,583.4,455.405,15689.4,14764.3,-5.36787,-1.73903,-6.07051,-2.86402,-3.44819,0.688526,457.607,425.807,15563.7,0.0498849,0.380461,0.0479802,9173.25,-0.00255965,0.0916215,11.3357,18.0465,124.231,107,1.32927,12.4551,11.6412,121.004,138.079,3.22653,-31.0788 
152,201.5,2.98,44.7229,2.031,47.2639,152,12575.3,-0.759428,25.5038,14.0872,120.926,0.0507273,23.6706,39.2823,-6.26115,-3.6325,-11.7503,-4.53317,-1.22143,131.08,2053.82,432.095,12426.6,11734.7,-7.08652,-4.45788,-13.4011,-5.35855,-2.04681,0.585758,1906.49,397.43,12279.2,0.217069,0.732704,0.0562669,8782.86,-0.00283155,0.0988176,18.1852,20.5981,124.93,90.357,0.910933,13.3945,12.8188,120.033,137.388,4.89687,-47.0311 
