cyc,freq (kHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
11,180,11,21538.7,0,5,101,125,0,5,135,-10.3739,-5.21741,-8.15146,-7.00641,-7.95491,-202.849,18.3541,29791.2,-34.5054,16439.4,-9.59011,-4.43364,-6.58392,-6.22264,-7.17114,0.806364,30.2087,30680.3,-22.6509,9.97772,0.000562327,1.0004,3.02761,476.899,532.084,0.593666,38358.4,8.9585e-07,0.5623,109.615,86.2414,23.8479,24.9518,0.955759,516.971,576.522,0.609404 
12,190,12,21217.1,0,5,101,125,0,5,135,-3.11278,-7.65522,-7.56657,-5.64979,-10.2082,-99.964,0.49791,29221.7,-10.6162,16439.4,-2.72654,-7.26898,-6.79408,-5.26355,-9.82195,0.786853,6.33981,29659.8,-4.77426,10.3813,0.000122128,1.00009,0.610695,488.736,546.338,0.685784,37581.3,8.89759e-07,0.580759,109.608,85.902,23.8357,24.9578,0.955041,516.441,576.798,0.613409 
13,170,13,20872.4,0,5,101,125,0,5,135,-7.47648,-3.18192,-7.72594,-8.97054,-3.20868,-185.338,14.8987,28961,-17.8743,16439.4,-6.76037,-2.46581,-6.29372,-8.25443,-2.49257,0.760393,25.7298,29773.3,-7.0431,1.48916,0.00049358,1.00013,17.2781,494.169,549.388,0.619997,37353.2,8.87956e-07,0.586795,109.56,85.6318,24.178,25.2414,0.957869,531.381,589.984,0.630568 
14,20,14,20363.1,0,5,101,125,0,5,135,-3.83832,-4.61227,-8.70706,-3.93955,-4.26236,-22.8763,-4.31382,28647.2,-40.2067,16439.4,-3.74993,-4.52388,-8.53028,-3.85116,-4.17397,0.656442,-2.97693,28747.4,-38.8699,0.0599936,-5.91775e-05,1.00073,-49.6208,423.708,477.469,0.491631,36770.9,8.83317e-07,0.509201,109.542,85.6231,23.0158,24.1841,0.95169,481.522,541.591,0.578132 
15,120,15,18744.6,0,5,101,125,0,5,135,-5.4152,-4.9731,-7.40332,-5.10887,-5.95507,-89.2067,-2.72264,27435.2,-32.831,16439.4,-5.07053,-4.62842,-6.71396,-4.7642,-5.61039,0.749362,2.4906,27826.2,-27.6178,-0.0812572,5.11433e-05,1.00054,-30.6508,477.055,537.516,0.611282,35312.1,8.71478e-07,0.581063,109.604,85.7353,23.7827,24.9993,0.951333,514.146,578.719,0.625923 
16,40,16,19995.2,0,5,101,125,0,5,135,-3.42145,-4.60355,-6.78953,-7.92067,-7.86438,-49.5867,5.39706,28379.3,-22.9523,16439.4,-3.22986,-4.41196,-6.40634,-7.72908,-7.67279,0.782467,8.2949,28596.6,-20.0545,-0.525976,0.000165725,1.00038,-15.7705,461.033,518.073,0.650469,36810,8.8363e-07,0.553084,109.364,85.2404,23.2406,24.4013,0.95243,490.975,551.366,0.588815 
17,160,17,22048.8,0,5,101,125,0,5,135,-3.71113,-2.90636,-8.32793,-9.32564,-7.81134,-77.3647,2.14118,30441.2,-24.5325,16439.4,-3.41221,-2.60744,-7.73008,-9.02672,-7.51242,0.744788,6.66237,30780.3,-20.0113,-0.383973,0.00012367,1.00035,-17.3511,472.806,529.085,0.516823,39198.3,9.02341e-07,0.554285,109.493,85.9552,24.1494,25.2893,0.954927,530.127,592.225,0.620958 
18,60,18,21577.2,0,5,101,125,0,5,135,1.00563,-4.98775,-11.4188,-4.52836,-5.15722,-110.085,4.19638,30444.8,-24.4429,16439.4,1.43098,-4.5624,-10.5681,-4.10301,-4.73188,0.531024,10.6298,30927.3,-18.0095,-0.967958,0.000196362,1.00032,-10.9816,468.186,533.351,0.598646,38996,9.00786e-07,0.554745,109.672,85.3965,23.605,24.9533,0.945967,506.491,576.59,0.599926 
19,140,19,22009.2,0,5,101,125,0,5,135,-6.51692,-3.654,-12.477,-6.95106,-2.88671,-103.506,-8.48022,30526.3,-33.7139,16439.4,-6.11699,-3.25408,-11.6771,-6.55114,-2.48678,0.611877,-2.43132,30979.9,-27.665,0.0682392,-4.4848e-05,1.00049,-35.6294,480.163,536.466,0.5838,39169.9,9.02123e-07,0.5626,109.579,85.5163,23.9747,25.0968,0.955287,522.481,583.243,0.611919 
20,130,20,20133.8,0,5,101,125,0,5,135,-4.41459,-2.32942,-10.3302,-7.24551,-7.65655,-68.7476,14.8236,28537.5,-13.5538,16439.4,-4.14897,-2.0638,-9.79896,-6.97988,-7.39092,0.67748,18.8412,28838.9,-9.53618,2.54687,0.00037319,1.00018,7.39777,473.896,545.904,0.631382,36621.6,8.8212e-07,0.576597,109.516,85.477,23.627,25.1186,0.94062,507.439,584.254,0.617255 
21,50,21,21398.1,0,5,101,125,0,5,135,-9.15469,-1.93095,-8.7562,-7.23182,-11.0518,-98.648,22.5664,29468.1,-24.0714,16439.4,-8.77353,-1.54979,-7.99389,-6.85067,-10.6706,0.776947,28.3314,29900.5,-18.3064,4.45199,0.000541149,1.00033,6.36377,459.703,514.248,0.572758,38092.6,8.93776e-07,0.543997,109.36,86.257,23.5017,24.6224,0.954483,502.07,561.403,0.594006 
22,30,22,19329.9,0,5,101,125,0,5,135,-3.47063,-7.34784,-12.0109,-9.04974,-8.61604,-36.4874,28.5734,28014,-19.5475,16439.4,-3.32965,-7.20686,-11.729,-8.90876,-8.47506,0.704182,30.7057,28173.9,-17.4152,3.13083,0.000622391,1.00034,9.80752,446.442,505.981,0.612152,36195.8,8.78688e-07,0.540898,109.485,85.6153,22.995,24.2457,0.948416,480.653,544.353,0.582132 
23,90,23,21223.7,0,5,101,125,0,5,135,-8.94925,-7.35308,-10.6586,-9.99128,-10.4368,-44.4604,12.0531,30031.7,-13.3686,16439.4,-8.77746,-7.1813,-10.3151,-9.81949,-10.265,0.777493,14.6513,30226.6,-10.7703,8.48396,0.000276904,1.00019,1.72695,472.088,551.082,0.688472,39033.4,9.01074e-07,0.566056,109.532,85.772,23.4156,25.0641,0.934227,498.396,581.724,0.597565 
24,10,24,20252.4,0,5,101,125,0,5,135,-2.76993,-7.37957,-13.491,-8.14094,-6.49352,-95.7132,13.2705,29041.6,-31.7651,16439.4,-2.40011,-7.00975,-12.7514,-7.77112,-6.1237,0.646346,18.864,29461.1,-26.1716,-1.50407,0.000365752,1.00048,-12.5419,431.295,500.382,0.59035,37179.2,8.86575e-07,0.52399,110.287,85.9689,22.6828,24.2035,0.937171,467.692,542.462,0.568132 
25,100,25,19255,0,5,101,125,0,5,135,-5.73752,-3.87713,-13.2767,-4.61476,-8.39293,-45.9466,-7.34511,27984.8,-22.8733,16439.4,-5.55999,-3.69961,-12.9217,-4.43723,-8.2154,0.629049,-4.65999,28186.2,-20.1882,0.161324,-9.44825e-05,1.00039,-28.8858,456.379,529.415,0.564359,36300.7,8.79536e-07,0.558866,109.498,85.5864,23.4503,25.0124,0.937546,499.875,579.325,0.61184 
26,70,26,20986.3,0,5,101,125,0,5,135,-8.43751,-4.75623,-13.6396,-4.29058,-8.56964,-122.981,11.3582,29120.9,-7.54522,16439.4,-7.96233,-4.28105,-12.6893,-3.81541,-8.09446,0.655581,18.5452,29659.9,-0.358182,1.02373,0.000357165,1.00001,18.1154,472.269,544.012,0.646173,37640.1,8.90223e-07,0.569377,109.601,85.7387,23.5366,25.02,0.940711,503.562,579.679,0.606906 
27,200,27,20424.4,0,5,101,125,0,5,135,-3.08183,-4.69396,-12.1149,-6.01628,-9.90255,-91.7325,-11.0898,29141.2,-30.7628,16439.4,-2.7274,-4.33953,-11.4061,-5.66185,-9.54811,0.66137,-5.72893,29543.3,-25.402,0.158208,-0.000110822,1.00047,-36.2113,480.701,543.294,0.546521,37499,8.89109e-07,0.574778,109.208,85.4496,24.1653,25.4477,0.949605,530.822,599.667,0.634563 
28,80,28,22299,0,5,101,125,0,5,135,-6.13801,-8.55494,-11.239,-7.03126,-8.34795,-166.543,5.71204,30243.3,-26.1546,16439.4,-5.49452,-7.91145,-9.95197,-6.38777,-7.70446,0.734261,15.4448,30973.3,-16.4219,-3.62432,0.000284861,1.00029,-4.26143,493.871,553.422,0.713783,39292,9.0306e-07,0.57892,109.427,85.6706,23.8886,25.0492,0.953666,518.735,581.031,0.607933 
29,150,29,20783.3,0,5,101,125,0,5,135,-5.92319,-2.09838,-10.2811,-7.17427,-2.36761,-164.781,19.7598,28667.4,-13.2025,16439.4,-5.2865,-1.4617,-9.00774,-6.53759,-1.73093,0.62506,29.3896,29389.6,-3.57269,1.17079,0.000571102,1.00007,25.1024,456.772,517.509,0.475286,36826.9,8.83765e-07,0.550138,109.345,85.4198,24.0224,25.3266,0.948505,524.566,593.974,0.631607 
30,110,30,22737.5,0,5,101,125,0,5,135,-5.81635,-5.80479,-8.77752,-5.7908,-7.9343,-119.742,-5.46514,31130.1,-12.9604,16439.4,-5.35369,-5.34213,-7.8522,-5.32814,-7.47164,0.749514,1.53259,31654.9,-5.9627,-0.272576,2.76653e-05,1.0001,-5.62264,481.753,538.193,0.560603,40363.2,9.11193e-07,0.558819,109.59,85.5559,24.1183,25.2466,0.955308,528.761,590.226,0.613096 
31,180,31,22420.7,0,5,101,125,0,5,135,-0.469228,-1.24041,-7.86937,-7.7504,-8.26409,-128.99,-2.05404,30634.9,-17.102,16439.4,0.0291649,-0.742022,-6.87259,-7.252,-7.7657,0.695945,5.48415,31200.3,-9.56382,-0.915179,0.000100431,1.00017,-5.99244,496.728,550.084,0.601284,39465.6,9.04388e-07,0.577988,109.426,85.4391,24.3085,25.338,0.959369,537.134,594.508,0.624835 
32,190,32,21631.9,0,5,101,125,0,5,135,-3.08865,-4.72891,-12.6222,-8.82363,-8.13484,-130.226,20.644,29390.1,-14.5913,16439.4,-2.58549,-4.22574,-11.6159,-8.32046,-7.63168,0.662125,28.2544,29960.9,-6.9809,1.42144,0.000538591,1.00013,19.8773,486.094,551.261,0.611715,37569.3,8.89664e-07,0.581852,109.445,85.6274,24.0075,25.3183,0.948229,523.914,593.582,0.626822 
33,170,33,22350.4,0,5,101,125,0,5,135,0.0380259,-5.88423,-5.04339,-7.46686,-12.02,-95.4147,5.10102,29817.3,-7.64072,16439.4,0.406689,-5.51556,-4.30606,-7.09819,-11.6513,0.84711,10.6771,30235.5,-2.06469,1.30217,0.000201748,1.00004,8.19943,491.469,553.564,0.691097,37845.2,8.91837e-07,0.584853,109.798,85.7632,23.8904,25.1145,0.951259,518.815,584.065,0.617236 
34,20,34,21579.9,0,5,101,125,0,5,135,-11.2801,-6.07587,-3.01602,-10.1442,-9.34568,-132.48,0.939465,29948.1,-16.9943,16439.4,-10.7682,-5.56399,-1.99226,-9.63236,-8.8338,0.945849,8.68162,30528.8,-9.25219,-3.58595,0.000162474,1.00016,-2.42101,440.75,499.508,0.5183,38305.7,8.9544e-07,0.523999,109.709,85.4576,23.2967,24.5569,0.948683,493.348,558.417,0.586165 
35,120,35,22662.8,0,5,101,125,0,5,135,-8.69556,-4.13053,-4.87133,-6.46997,-4.52579,-47.4246,18.2498,30718.3,-17.4727,16439.4,-8.51233,-3.94729,-4.50485,-6.28673,-4.34255,0.836744,21.0213,30926.1,-14.7012,6.21961,0.000388263,1.00026,3.37983,467.066,526.582,0.474705,39342.5,9.03447e-07,0.548933,109.43,85.6686,24.3127,25.5428,0.95184,537.318,604.158,0.63065 
36,40,36,21310.6,0,5,101,125,0,5,135,-11.2385,-5.60002,-3.93724,-11.6973,-7.6676,-62.5678,13.659,29991.5,-25.8255,16439.4,-10.9968,-5.35827,-3.45375,-11.4555,-7.42585,0.910733,17.3154,30265.7,-22.169,-1.8644,0.000326816,1.0004,-9.28741,443.37,496.464,0.489644,38353.5,8.95812e-07,0.523733,109.7,85.844,23.5522,24.6796,0.954318,504.231,564.014,0.595309 
37,160,37,22814,0,5,101,125,0,5,135,-6.20985,-4.73279,-9.12673,-7.55075,-9.59029,-105.905,-4.96244,30711.9,-34.0163,16439.4,-5.80065,-4.32359,-8.30834,-7.14155,-9.18109,0.760947,1.22666,31176.1,-27.8271,-0.0381354,2.2483e-05,1.00048,-32.1659,483.295,545.074,0.610862,39669.9,9.05946e-07,0.566541,109.453,85.9839,23.9357,25.1814,0.950531,520.785,587.182,0.610398 
38,60,38,23666.9,0,5,101,125,0,5,135,-3.33326,-2.05645,-5.47747,-7.0378,-8.47429,0.904396,-2.00153,31818.9,-16.3381,16439.4,-3.33675,-2.05994,-5.48446,-7.0413,-8.47779,0.792257,-2.05438,31815,-16.391,0.0945692,-3.69001e-05,1.00028,-21.7236,480.313,542.775,0.573959,41309.3,9.18258e-07,0.556042,109.564,86.0516,24.0192,25.2877,0.949838,524.423,592.147,0.606863 
39,140,39,20183.9,0,5,101,125,0,5,135,-5.26834,-1.79783,-12.2585,-8.35015,-9.08896,-118.184,3.56001,27970.1,-17.5204,16439.4,-4.8117,-1.34119,-11.3452,-7.89351,-8.63232,0.666552,10.4667,28488.1,-10.6137,-4.61132,0.000209902,1.0002,-2.26978,479.915,550.482,0.622182,35857.8,8.75944e-07,0.586783,110.033,85.5339,23.8125,25.2608,0.942667,515.436,590.888,0.630034 
40,130,40,21466.3,0,5,101,125,0,5,135,-7.16212,-5.59039,-8.86752,-8.39389,-8.09134,-138.382,10.6299,29527,-21.0275,16439.4,-6.62744,-5.05571,-7.79817,-7.85921,-7.55666,0.776539,18.7169,30133.5,-12.9405,5.87039,0.000354808,1.00023,3.18836,461.682,510.796,0.484884,37793.7,8.91432e-07,0.544762,109.868,85.9892,24.077,25.0728,0.960283,526.951,582.128,0.621307 
41,50,41,19643.2,0,5,101,125,0,5,135,-6.57052,-3.6031,-7.75397,-9.8127,-8.52631,-84.0375,2.60069,27562.7,-27.5803,16439.4,-6.24582,-3.2784,-7.10456,-9.488,-8.20161,0.792981,7.51184,27931,-22.6691,-0.381484,0.000153658,1.00044,-19.6911,455.745,506.935,0.531662,35308.4,8.71447e-07,0.551564,109.626,85.9735,23.6135,24.6611,0.957521,506.857,563.165,0.613083 
42,30,42,19705.8,0,5,101,125,0,5,135,-3.01522,-5.76336,-17.5427,-6.96124,-9.531,-100.921,-0.183424,27985.7,-32.2828,16439.4,-2.62528,-5.37342,-16.7628,-6.5713,-9.14106,0.585836,5.71439,28428,-26.385,-0.220229,0.000114851,1.0005,-25.9476,452.77,511.606,0.600931,36321.5,8.79704e-07,0.547104,109.751,86.1196,23.198,24.4253,0.949752,489.177,552.449,0.590939 
43,90,43,20587.1,0,5,101,125,0,5,135,-4.75575,-3.97992,-7.87556,-4.44962,-10.391,-106.237,-3.66489,28614.5,-13.7609,16439.4,-4.34527,-3.56945,-7.0546,-4.03914,-9.98054,0.756646,2.5436,29080.1,-7.55243,-0.390164,4.99797e-05,1.00014,-6.51931,481.192,522.82,0.578035,36978.5,8.84977e-07,0.566766,109.826,85.2027,24.024,24.8069,0.96844,524.632,569.844,0.617837 
44,10,44,19519.9,0,5,101,125,0,5,135,-1.7053,-2.88471,-13.1702,-7.49826,-5.92378,-63.9005,-9.65191,27647.6,-19.8541,16439.4,-1.4584,-2.63781,-12.6764,-7.25136,-5.67688,0.573198,-5.91757,27927.7,-16.1198,0.234254,-0.000121094,1.00031,-25.2613,438.103,488.938,0.59194,35942.4,8.76633e-07,0.527956,109.604,86.1652,22.8506,23.9076,0.955791,474.637,529.277,0.571748 
45,100,45,21254.4,0,5,101,125,0,5,135,-7.26104,-6.57373,-12.7427,-6.02435,-4.29142,-109.01,0.49687,29362.4,-26.8869,16439.4,-6.83985,-6.15254,-11.9003,-5.60316,-3.87023,0.65372,6.86743,29840.2,-20.5163,-0.386851,0.000131492,1.00037,-17.7521,476.717,539.424,0.617662,37874.9,8.9207e-07,0.568455,109.903,85.4491,23.7463,25.0237,0.948953,512.574,579.848,0.611134 
46,70,46,21401.4,0,5,101,125,0,5,135,1.99448,-4.95989,-5.57759,-3.42966,-6.984,-72.2602,-7.62877,29486.1,-3.42892,16439.4,2.27368,-4.68069,-5.01919,-3.15046,-6.7048,0.709562,-3.40588,29802.8,0.793962,1.38838,-6.53075e-05,0.999986,-2.45313,456.302,510.634,0.513832,37610.3,8.89988e-07,0.542372,110.058,85.8545,23.7413,24.8652,0.954803,512.361,572.526,0.608558 
47,200,47,20765.7,0,5,101,125,0,5,135,-6.66737,-3.26621,-11.1112,-6.12619,-4.32312,-135.339,-9.47952,28497.9,-17.146,16439.4,-6.14445,-2.74328,-10.0653,-5.60327,-3.8002,0.645044,-1.57029,29091.1,-9.23674,0.124091,-3.08457e-05,1.00017,-12.6544,459.85,507.785,0.465323,36624.6,8.82144e-07,0.547783,109.822,86.2743,24.194,25.1644,0.961436,532.083,586.389,0.633203 
48,80,48,23328.4,0,5,101,125,0,5,135,-10.4001,-2.80435,-9.4301,-9.4034,-7.32265,-110.164,-1.62739,31430.8,-19.5922,16439.4,-9.97449,-2.3787,-8.5788,-8.97775,-6.897,0.766923,4.81059,31913.7,-13.1542,-0.438343,8.61284e-05,1.00022,-10.9745,493.76,565.613,0.708879,40242.3,9.10282e-07,0.580552,109.422,85.7817,23.9032,25.3398,0.943306,519.372,594.593,0.610482 
49,150,49,19753.3,0,5,101,125,0,5,135,-2.31302,-5.38399,-3.60809,-11.0599,-8.18089,-81.5683,-3.81123,27894.9,-14.3483,16439.4,-1.99786,-5.06883,-2.97776,-10.7447,-7.86572,0.896082,0.955624,28252.4,-9.58146,-0.0906481,1.93279e-05,1.00018,-10.5421,506.8,559.668,0.806296,36019.4,8.77258e-07,0.607094,109.775,85.9118,24.0324,25.0169,0.960647,524.999,579.532,0.628769 
50,110,50,18315.2,0,5,101,125,0,5,135,-4.10001,-3.34607,-9.54864,-11.0645,-5.85349,-88.0406,6.97305,26304.8,-19.0443,16439.4,-3.75984,-3.0059,-8.8683,-10.7244,-5.51332,0.72175,12.1181,26690.7,-13.8992,-2.65698,0.000259374,1.00028,-4.56087,473.73,530.995,0.642089,33887.9,8.596e-07,0.583464,109.532,86.3786,23.594,24.7355,0.953852,506.021,566.569,0.622894 
51,180,51,20391.7,0,5,101,125,0,5,135,-3.20057,-2.10825,-9.49781,-11.9783,-5.33663,-95.6838,7.14817,28619.4,-27.6867,16439.4,-2.83087,-1.73855,-8.7584,-11.6086,-4.96693,0.70711,12.7399,29038.7,-22.095,-0.924925,0.000250635,1.00041,-13.774,484.469,537.637,0.602305,36936.4,8.8464e-07,0.576914,109.706,85.385,24.0055,25.0373,0.958792,523.828,580.479,0.623334 
52,190,52,20539.7,0,5,101,125,0,5,135,-7.93417,-2.04438,-14.5778,-12.1098,-5.12833,-89.7797,-0.946735,28564.4,1.95884,16439.4,-7.58728,-1.69749,-13.884,-11.7629,-4.78143,0.650393,4.29999,28957.9,7.20557,0.332131,8.48449e-05,0.999865,12.9467,466.574,515.005,0.475037,36703.9,8.8278e-07,0.555282,109.648,85.4667,24.2994,25.2731,0.961471,536.729,591.465,0.638248 
53,170,53,20287.3,0,5,101,125,0,5,135,-7.39116,-0.577056,-13.2496,-9.62162,-8.40985,-26.991,4.73038,28352.4,-17.3879,16439.4,-7.28687,-0.472768,-13.041,-9.51733,-8.30556,0.662355,6.30774,28470.7,-15.8106,-0.498046,0.000126585,1.0003,-12.665,497.271,539.031,0.641277,36361.1,8.80023e-07,0.588314,109.503,85.9772,24.1789,24.9333,0.969741,531.421,575.67,0.628509 
54,20,54,19940.4,0,5,101,125,0,5,135,-4.63787,-9.11489,-15.0842,-7.44288,-5.21339,-68.9557,3.63071,28217.6,-22.3934,16439.4,-4.37144,-8.84846,-14.5514,-7.17644,-4.94696,0.635255,7.66048,28519.8,-18.3637,-0.532869,0.000153463,1.00035,-14.3759,433.826,474.922,0.513589,36166.7,8.78452e-07,0.516715,109.764,85.9474,23.1326,23.9763,0.964809,486.422,532.326,0.579264 
55,120,55,18664.6,0,5,101,125,0,5,135,0.796655,-2.42195,-6.03956,-5.41594,-12.2657,-98.5745,4.98001,26831.4,-21.6652,16439.4,1.17753,-2.04108,-5.27782,-5.03507,-11.8848,0.771139,10.7407,27263.5,-15.9045,-1.28713,0.000225069,1.00032,-8.34472,493.372,550.727,0.912764,34621.5,8.65759e-07,0.602085,109.491,85.8628,23.5906,24.6901,0.955467,505.874,564.491,0.617238 
56,40,56,21601.5,0,5,101,125,0,5,135,0.067537,-7.04646,-10.7014,-2.9311,-4.48707,-72.7181,-17.6746,29855.7,-24.9218,16439.4,0.348505,-6.76549,-10.1395,-2.65013,-4.2061,0.566923,-13.425,30174.4,-20.6722,0.351149,-0.000254301,1.00037,-38.2316,464.981,514.314,0.578892,38613,8.97828e-07,0.544676,109.546,85.7629,23.6006,24.5801,0.960148,506.303,559.476,0.592793 
57,160,57,18539.6,0,5,101,125,0,5,135,-4.51493,0.125289,-6.08637,-3.9232,-5.68612,-94.9959,10.2628,26757.3,-10.2806,16439.4,-4.14789,0.492334,-5.35227,-3.55616,-5.31908,0.700707,15.8143,27173.6,-4.72902,1.55967,0.000332446,1.00009,10.1395,509.148,558.123,0.971709,34629.3,8.65825e-07,0.615683,109.414,86.5908,23.9143,24.802,0.964208,519.851,569.619,0.628495 
58,60,58,19721.5,0,5,101,125,0,5,135,-5.46915,-7.68433,-11.3711,-8.85616,-7.86334,-112.009,9.32991,27951.1,-21.14,16439.4,-5.03637,-7.25155,-10.5056,-8.42338,-7.43056,0.728169,15.8757,28442.1,-14.5942,-9.69639,0.000318857,1.00028,-1.63728,462.732,507.391,0.560054,35886.4,8.76177e-07,0.553024,109.394,86.0041,23.6466,24.5117,0.964706,508.278,556.364,0.606929 
59,140,59,17859.2,0,5,101,125,0,5,135,-12.7465,-4.9705,-14.8518,-5.51747,-7.94806,-82.7289,8.49143,26426.2,-35.3852,16439.4,-12.4268,-4.65085,-14.2125,-5.19782,-7.62841,0.677841,13.3261,26788.8,-30.5505,-0.57109,0.000284177,1.00062,-23.3345,455.791,504.835,0.476272,33847.7,8.59261e-07,0.558255,109.323,85.8438,23.9864,24.9995,0.959475,522.994,578.729,0.640267 
60,130,60,19895.2,0,5,101,125,0,5,135,-7.99345,-5.80782,-17.3732,-9.36794,-1.65995,-154.627,7.80987,28265,-21.6751,16439.4,-7.396,-5.21037,-16.1783,-8.77049,-1.0625,0.581065,16.8463,28942.7,-12.6387,10.0284,0.000332493,1.00024,1.67986,493.85,542.687,0.640541,36332.2,8.7979e-07,0.588428,109.36,85.4039,24.0912,25.0086,0.963318,527.575,579.151,0.628288 
