cyc,field,FB,79,VVA,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
45,202.1,3.308,44.8167,2.027,47.3659,45,14808.5,-0.743067,32.1039,12.6442,120.949,0.294244,273.532,499.891,-6.62072,-4.5045,-7.47349,-3.50663,-7.107,75.6541,1453.06,83.8879,15828.8,15834.3,-7.09709,-4.98088,-8.42624,-3.98301,-7.58337,0.73726,1371.36,80.5532,15747.1,0.130547,0.906787,0.00933518,10504.7,-0.0033217,0.0709542,13.1574,43.2122,124.255,108,1.27575,12.5496,11.697,120.269,137.544,3.98576,-29.5438 
46,201.6,3.035,44.7386,2.03,47.2809,46,11402.7,-0.000272379,23.6912,13.2742,120.442,-0.00806222,5.01903,1.57666e-11,-7.28998,-5.41701,-10.7209,-6.93291,-5.36933,159.171,2345.57,58.709,11437.8,10238.7,-8.29223,-6.41926,-12.7254,-7.93516,-6.37158,0.695154,2173.69,51.6932,11265.9,0.249622,0.960045,0.0083816,8707.9,-0.00306447,0.0886051,18.8162,23.2698,124.227,90.2335,0.860624,13.1435,12.6852,119.673,138.08,4.55456,-47.8462 
47,202.6,3.58,44.8948,2.023,47.4507,47,14841.2,-0.725538,35.2474,11.4781,121.199,0.26859,1386.77,481.148,-9.05343,-1.4871,-3.8976,-3.81912,-2.97764,79.8986,507.793,111.251,16832.4,25295.4,-9.55653,-1.9902,-4.9038,-4.32222,-3.48074,0.797811,421.512,107.73,16746.1,0.0415928,0.690959,0.0117117,10134.2,-0.00217999,-0.0178455,4.75788,-5.90258,116.015,82.4023,1.56492,11.664,11.6498,120.822,136.994,-4.80711,-54.5915 
48,201.7,3.089,44.7542,2.029,47.2979,48,10232,-0.0872724,21.9371,13.062,120.788,-0.128222,-143.667,496.853,-9.76837,-3.4145,-4.76251,-4.44563,-0.988587,121.544,2133.61,58.3253,10538.9,9927.56,-10.5337,-4.17983,-6.29317,-5.21096,-1.75392,0.775016,2002.36,52.9679,10407.6,0.249087,0.955756,0.00928802,8038.79,-0.00306658,0.0812108,18.4991,24.2104,124.811,90.6344,0.819177,12.9215,12.4324,120.04,137.165,4.77102,-46.5304 
49,201.98,3.242,44.798,2.027,47.3455,49,14263.2,-0.76455,30.4441,13.0245,120.82,-0.483356,1726.35,483.098,-4.80399,-6.31211,-4.08281,-4.56691,-10.8123,131.015,1859.32,94.3385,14662.3,40071.8,-5.62896,-7.13708,-5.73274,-5.39188,-11.6372,0.838641,1717.84,88.5638,14520.8,0.169414,0.917244,0.0111103,10139.9,-0.00328503,0.0809578,13.977,47.366,123.935,108,1.14718,12.5538,11.5871,120.013,137.342,3.92184,-29.3424 
50,201.2,2.817,44.676,2.033,47.2128,50,13735.9,-0.0374007,28.2287,12.8738,120.259,-0.00250607,11.4063,1.21034e-11,-6.457,-1.97237,-8.52406,-3.7134,-4.87514,81.8797,1628.85,67.9692,14379.5,11831.1,-6.97258,-2.48794,-9.55521,-4.22897,-5.39072,0.666315,1540.43,64.3602,14291,0.15672,0.931866,0.00822773,9829.23,-0.00285547,0.0794349,14.9737,23.4562,124.826,94.7989,1.0621,13.187,12.8574,119.565,138.07,5.26194,-43.2713 
51,202.8,3.689,44.926,2.022,47.4846,51,14182.8,-0.738064,35.3277,11.0896,121.471,-0.0180395,191.383,493.518,-7.15792,-3.84934,-4.66182,-2.8581,-3.07297,54.2027,33.1972,81.5842,16790.6,12865.8,-7.49922,-4.19064,-5.34442,-3.1994,-3.41427,0.774001,-25.3357,79.1951,16732.1,-0.00261752,-0.223704,0.00864354,9679.29,-0.0026001,-0.0232589,14.4641,8.85436,114.26,82.8033,1.61049,11.4744,11.5203,121.119,137.643,-6.85877,-54.8396 
52,201.1,2.762,44.6603,2.033,47.1958,52,11860.2,-0.011296,26.7399,-12.0609,120.506,-0.0338781,17.5532,9.44858e-11,-7.36734,-5.34022,-9.71841,-0.710906,-4.65919,108.893,954.796,48.5648,13274.6,10518,-8.05301,-6.02589,-11.0898,-1.39658,-5.34486,0.652469,837.204,43.7651,13157,0.0988635,0.916186,0.0060902,8468.28,-0.00290025,0.067192,11.9837,22.4446,125.075,98.6815,1.0684,12.6394,12.4067,119.839,138.119,5.23535,-39.4379 
53,201.9,3.199,44.7855,2.028,47.3319,53,11112.1,-0.0290699,24.0841,12.5361,120.858,0.00197772,14.0148,474.204,-6.0892,-8.51595,-7.58287,-5.74731,-3.8234,72.2241,1940.27,61.1016,11419.3,9829.39,-6.54397,-8.97073,-8.49242,-6.20209,-4.27817,0.753753,1862.27,57.9181,11341.3,0.220643,0.948383,0.00931968,8440.21,-0.00279064,0.0853173,15.9109,24.3658,124.452,92.9887,0.934326,12.5998,12.0492,120.17,137.429,4.28157,-44.4403 
54,202.5,3.526,44.8792,2.024,47.4338,54,13689.1,-0.0170051,32.8236,11.0883,121.321,-0.054744,15.7093,0.0150423,-7.98541,-2.26683,-7.92396,-3.09355,-6.99345,69.2202,495.847,105.885,15703.9,11876.1,-8.42127,-2.70269,-8.79568,-3.52941,-7.42931,0.715151,421.097,102.834,15629.1,0.0443915,0.700595,0.0119752,9485.98,-0.00217817,-0.0177804,4.04777,6.56386,115.882,78.2614,1.45634,11.6689,11.6792,121.007,137.271,-5.12427,-59.0095 
55,202.06,3.286,44.8105,2.027,47.3591,55,13998.2,-0.323556,30.1174,12.4339,121.216,-0.0596783,21.9995,500,-6.74067,-4.70345,-7.51757,-2.44086,-3.03875,68.2845,1306.96,55.5321,15029.8,12233.2,-7.17064,-5.13342,-8.37751,-2.87083,-3.46872,0.689964,1233.22,52.5223,14956.1,0.12447,0.930638,0.00642747,9907.75,-0.00325132,0.0586588,13.302,51.1541,124.675,108,1.20791,12.4347,11.7765,120.579,137.397,4.09654,-29.3966 
56,201.94,3.22,44.7917,2.028,47.3387,56,12840.8,-0.774657,27.5966,-13.2904,121.016,-0.275822,336.566,288.153,-8.18504,-3.47397,-5.59555,-2.06791,-2.88489,99.4796,1764.54,60.6747,13450.2,14961.6,-8.81144,-4.10037,-6.84834,-2.69431,-3.51129,0.736255,1657.12,56.2899,13342.8,0.176365,0.94389,0.00771144,9395.95,-0.00346998,0.0685581,14.3914,52.6234,124.59,108,1.04614,12.7323,11.5471,120.148,137.103,4.44254,-29.1034 
57,203.1,3.853,44.9727,2.02,47.5354,57,15427.6,-0.753878,37.917,11.0927,121.087,-0.0122795,155.908,43.6909,-3.26511,-6.27004,-3.39035,-8.29467,-3.09628,77.2486,975.361,172.74,17082.1,13754.3,-3.75152,-6.75646,-4.36318,-8.78108,-3.58269,0.839795,891.941,169.336,16998.6,0.0829623,0.750616,0.0180198,10751.2,-0.00338538,0.161379,10.2138,18.119,122.107,108,1.63082,11.4576,11.0355,120.835,137.249,1.27205,-29.2492 
58,203,3.798,44.9571,2.021,47.5185,58,15222.4,-0.198901,36.512,11.035,121.242,0.0106101,20.931,499.748,-3.28902,-3.96497,-6.41264,-4.35164,-2.08026,34.4671,278.557,127.314,17425.1,13123.3,-3.50605,-4.182,-6.8467,-4.56867,-2.29729,0.680071,241.337,125.795,17387.9,0.023371,0.522965,0.0131516,10326.3,-0.00223797,-0.0250597,13.0138,7.8385,117.025,81.1801,1.64711,11.474,11.6503,120.922,136.938,-3.89635,-55.7583 
59,201.8,3.144,44.7699,2.029,47.3149,59,14557.6,-0.495823,28.6684,13.4109,120.891,-5.35401,-4505.04,474.052,-6.54504,-5.24386,-5.59228,-6.11397,-4.08152,75.0979,2612.24,86.6605,13916.7,797703,-7.01791,-5.71673,-6.53802,-6.58685,-4.5544,0.785032,2531.15,83.3504,13835.6,0.239787,0.945513,0.0109756,10555.8,-0.00273145,0.0977334,17.5747,25.2868,124.167,91.5865,1.02906,13.2521,12.678,120.164,137.925,4.00236,-46.3388 
60,202.18,3.351,44.8292,2.026,47.3795,60,14726.1,-0.68401,31.3833,12.6641,121.049,0.101714,167.687,499.356,-5.19457,-3.19983,-8.99874,-2.79864,-3.90859,47.4131,1178.28,42.4247,15753.1,13493.2,-5.49312,-3.49838,-9.59583,-3.09719,-4.20714,0.629385,1127.08,40.3349,15701.9,0.110129,0.941064,0.00470969,10234.2,-0.0028956,0.0529898,13.5329,44.1533,124.658,108,1.31658,12.3818,11.5954,120.475,137.682,4.1831,-29.6819 
61,201.5,2.98,44.7229,2.031,47.2639,61,13582.2,-0.100544,26.3663,13.5717,120.438,0.100642,130.209,4.13389e-08,-8.69675,-5.21871,-9.54255,-6.0587,-0.734212,102.006,2771.93,91.7367,12831.3,12075.3,-9.33906,-5.86101,-10.8272,-6.701,-1.37652,0.682532,2661.78,87.2406,12721.1,0.265116,0.945755,0.0124754,10040,-0.00263334,0.112583,17.6351,22.4375,123.601,91.6422,0.922726,13.2722,12.9394,119.637,137.493,3.96403,-45.8506 
62,202,3.253,44.8011,2.027,47.3489,62,14084.1,-0.318452,29.46,12.8391,120.732,0.0926136,-65.8122,5.10238e-09,-4.88549,3.87793,-5.49056,-4.56282,0.00180441,77.7846,1726.66,74.0306,14627.1,12511.4,-5.37528,3.38814,-6.47014,-5.05261,-0.487985,0.537777,1642.66,70.6021,14543.1,0.163,0.930046,0.00886357,10077.7,-0.00321079,0.0723081,13.8682,48.7884,124.009,108,1.14363,12.673,11.6148,120.028,136.825,3.98041,-28.8252 
63,201.3,2.871,44.6916,2.032,47.2299,63,13015.2,-0.780291,27.7484,13.3772,120.603,0.325078,-1257.89,260.834,-4.52966,-7.69105,-5.04347,-2.69075,-4.5896,193.826,1916.05,67.7208,13371.3,25395.2,-5.75013,-8.91152,-7.48441,-3.91122,-5.81007,0.765139,1706.74,59.1775,13162,0.182721,0.942794,0.00821423,9340.71,-0.00289614,0.0948721,14.6942,23.0845,124.803,94.1273,0.978651,13.1886,12.9798,119.835,137.449,4.96738,-43.3215 
64,201.4,2.926,44.7073,2.031,47.2469,64,12508.3,-0.21876,26.296,13.0168,120.639,-0.0677036,163.107,500,-5.07854,-4.98705,-1.23887,0.667071,-8.22387,166.241,2095.66,67.9462,12731.3,11502.2,-6.12532,-6.03383,-3.33242,-0.379702,-9.27065,0.867456,1916.14,60.6188,12551.8,0.208363,0.947541,0.00881799,9196.17,-0.00285967,0.0963051,15.9035,22.4322,124.586,93.808,0.958856,13.159,12.5726,119.875,137.625,4.71033,-43.8175 
65,202.4,3.471,44.8636,2.025,47.4168,65,12747.4,-0.0401105,29.9762,11.3631,121.218,-0.0194658,23.4098,500,-5.09983,-3.34034,-0.896471,-4.52501,-6.00489,117.145,858.393,78.5086,14295,11103.2,-5.83745,-4.07796,-2.37173,-5.26263,-6.74252,0.902367,731.89,73.3452,14168.5,0.0817789,0.850793,0.00944584,8949.62,-0.00282949,0.0930026,10.5351,21.58,123.393,108,1.31967,11.833,11.1657,120.756,136.63,2.63727,-28.6298 
66,202.22,3.373,44.8355,2.026,47.3862,66,13309.4,-0.271479,29.5407,12.0627,121.324,-0.0800946,128.794,0.0395058,-5.88842,-5.37646,-5.5071,-0.48716,-2.4928,73.8743,813.431,48.3711,14723.9,11935.8,-6.35358,-5.84163,-6.43744,-0.952327,-2.95796,0.714437,733.655,45.1149,14644.1,0.0795097,0.902842,0.00564305,9227.24,-0.00294646,0.0513835,11.8993,41.7669,125.535,108,1.28079,12.1728,11.448,120.685,137.86,4.85068,-29.8602 
67,202.02,3.264,44.8042,2.027,47.3523,67,13971,-0.811414,30.1066,-13.1362,121.124,-0.187013,-377.875,467.681,-4.2338,-2.73981,-2.31282,-4.47332,-2.741,96.4473,1742.44,85.7934,14692.8,15174.9,-4.84111,-3.34711,-3.52743,-5.08062,-3.3483,0.824894,1638.29,81.5423,14588.6,0.162212,0.919876,0.0101914,10099.7,-0.0035489,0.0759583,13.9228,49.0099,124.677,108,1.15575,12.6146,11.5744,120.238,136.97,4.43945,-28.9699 
68,202.2,3.362,44.8324,2.026,47.3829,68,13215.8,-0.0208413,30.3904,-11.7321,121.164,-0.0244109,44.893,500,-5.13026,-2.1862,-9.3915,-4.82221,-5.31939,81.0279,841.098,93.775,14887.6,11642.3,-5.64047,-2.69641,-10.4119,-5.33242,-5.8296,0.651901,753.596,90.2035,14800.1,0.0807053,0.826808,0.0111026,9337.63,-0.0028366,0.102332,11.1861,15.55,123.361,108,1.29379,12.0944,11.7297,120.734,137.139,2.62673,-29.1394 
69,202.26,3.395,44.8417,2.026,47.393,69,15348.3,0.0652539,34.064,11.8581,121.139,-0.037662,-66.4597,500,-6.9607,-3.73278,-3.3182,-1.4858,-6.26258,68.0914,931.351,93.676,17129.9,13230.9,-7.38946,-4.16153,-4.17571,-1.91456,-6.69133,0.82839,857.82,90.6748,17056.3,0.0797935,0.843895,0.00969801,10750.5,-0.00313594,0.0980249,10.7286,19.476,123.608,108,1.45175,12.4863,11.6484,120.611,137.251,2.99663,-29.2509 
70,202.9,3.744,44.9416,2.021,47.5016,70,16010.4,-0.0313548,37.8427,11.1295,121.295,0.0165949,-0.456883,500,-1.98599,-4.811,-6.05242,-6.46583,-5.47609,103.535,182.433,119.264,18483,13710.8,-2.63791,-5.46293,-7.35628,-7.11776,-6.12802,0.74371,70.6273,114.7,18371.2,0.00658471,0.260279,0.0113703,10725.9,-0.00254512,-0.026157,10.3056,9.17221,116.813,80.3924,1.72322,11.61,11.6969,120.965,136.85,-4.15168,-56.4575 
71,202.3,3.417,44.848,2.025,47.3998,71,15966.1,-0.786332,35.5956,12.2659,121.252,0.0405303,-228.533,499.281,-9.34598,-2.1112,-9.4095,-0.648357,-3.21493,111.276,851.074,94.4094,17625,14514.7,-10.0467,-2.81188,-10.8109,-1.34903,-3.9156,0.626362,730.908,89.5047,17504.9,0.067156,0.82352,0.00933103,10883.7,-0.00296798,0.10821,11.2865,15.5358,123.728,108,1.48298,12.358,11.8897,120.768,137.462,2.95981,-29.4616 
72,202.7,3.635,44.9104,2.023,47.4677,72,15133,-0.778719,36.5826,11.4005,121.295,0.252362,-173.576,334.495,-1.13478,-2.67022,-3.7004,-3.52096,-1.50076,88.5962,200.199,90.0033,17586,15002.7,-1.69264,-3.22809,-4.81613,-4.07883,-2.05863,0.696609,104.525,86.0982,17490.3,0.0101987,0.409586,0.00898651,10248.9,-0.00255657,-0.027849,8.99129,8.2277,116.701,79.7817,1.63821,11.6005,11.7349,120.96,138.024,-4.25973,-58.2427 
73,202.1,3.308,44.8167,2.027,47.3659,73,13675.6,-0.779751,30.43,-12.6399,120.973,-2.11756,1086.85,413.046,-2.03446,-4.91375,-3.77539,-5.23869,-2.88805,73.3279,1238.08,68.8432,14952.4,87441.4,-2.49618,-5.37548,-4.69884,-5.70042,-3.34977,0.782669,1158.9,65.6111,14873.3,0.118432,0.909855,0.00806066,9785.39,-0.0032271,0.0705412,12.5835,39.6044,124.11,108,1.22306,12.499,11.5946,120.302,137.645,3.80839,-29.6454 
74,202.14,3.329,44.823,2.026,47.3727,74,13161.2,-0.734111,29.8078,12.4925,121.455,-0.449925,44.2513,198.827,-3.45148,-3.24639,-9.10449,-1.80872,-3.7478,133.198,1182.5,68.9871,14509,12770.2,-4.2902,-4.0851,-10.7819,-2.64743,-4.58651,0.591457,1038.66,63.1161,14365.1,0.110844,0.90388,0.00802868,9370.44,-0.00318894,0.0635139,13.0409,39.3101,125.304,108,1.21502,12.2725,11.6024,120.604,137.599,4.7002,-29.5987 
75,202.1,3.308,44.8167,2.027,47.3659,75,14300.2,-0.213714,30.9853,12.508,121.174,0.153836,-287.897,2.09991e-08,-5.77655,-5.60944,-1.9409,-2.22775,-3.28459,124.948,1257.08,88.7813,15555.9,14058.2,-6.56331,-6.39621,-3.51443,-3.01452,-4.07135,0.85083,1122.15,83.2739,15421,0.111475,0.88506,0.00984945,10066.3,-0.00344387,0.0756919,12.6014,42.4663,124.544,108,1.22189,12.7182,11.7483,120.397,137.02,4.14677,-29.02 
76,201.6,3.035,44.7386,2.03,47.2809,76,13746.9,-0.150165,27.8774,13.1499,120.913,0.0770642,287.511,485.828,-5.85362,-6.66851,-5.11848,-7.05788,-6.99744,130.935,2586.77,39.5719,13418.9,12654.8,-6.67809,-7.49298,-6.76741,-7.88234,-7.8219,0.815314,2445.37,33.8007,13277.5,0.24101,0.976382,0.00466757,10146.3,-0.00293222,0.111098,17.8278,19.9888,124.572,88.6675,0.963054,13.5097,13.0347,120.1,137.378,4.47192,-48.7105 
77,202.6,3.58,44.8948,2.023,47.4507,77,12840.4,-0.264126,32.6052,10.9548,121.305,0.0982093,82.3895,500,-6.03831,-4.35707,-7.21018,-4.98596,-5.66527,48.6299,51.6407,83.226,15468.8,11891,-6.34452,-4.66328,-7.8226,-5.29217,-5.97148,0.740062,-0.874288,81.0826,15416.3,-9.77889e-05,-0.00619974,0.00959567,8940.56,-0.00264216,-0.0244499,13.6309,8.53041,113.37,81.9838,1.46721,11.5532,11.615,120.939,137.248,-7.56865,-55.264 
78,201.7,3.089,44.7542,2.029,47.2979,78,11953,-0.768804,25.1529,13.7885,120.903,-0.160571,-93.1198,270.175,-10.2103,-2.46907,-8.37222,2.90103,-1.85521,47.0809,2136.89,31.5012,12145,11776.9,-10.5068,-2.76552,-8.96513,2.60458,-2.15166,0.588463,2086.05,29.426,12094.2,0.229219,0.975909,0.00446197,9100.69,-0.00294482,0.0896156,17.6586,21.3859,124.558,89.508,0.913789,13.3314,12.6026,120.062,138.004,4.49611,-48.4958 
79,201.98,3.242,44.798,2.027,47.3455,79,14679.2,-0.781229,31.217,13.0521,121.167,0.609071,-605.43,424.171,-3.36288,-5.96845,-0.185756,0.183949,-2.90345,102.402,1711.15,84.6997,15311.1,25267.8,-4.00768,-6.61324,-1.47535,-0.460849,-3.54824,0.908394,1600.57,80.1861,15200.5,0.153652,0.919394,0.00962399,10416.9,-0.00348239,0.0796388,13.3221,49.2652,124.332,108,1.17361,12.7707,11.7477,120.294,137.303,4.03796,-29.3035 
80,201.2,2.817,44.676,2.033,47.2128,80,10428.8,-0.0294996,23.6485,-12.2853,120.36,0.0421969,-45.2641,1.43138e-05,-4.8919,-5.49916,-11.1279,-2.62781,-1.69091,69.9171,898.385,32.5767,11945.2,9519.85,-5.33215,-5.93941,-12.0084,-3.06806,-2.13116,0.578344,822.883,29.495,11869.7,0.106766,0.940976,0.00455657,7707.32,-0.00292628,0.0541809,13.7793,23.5656,126.106,96.2063,0.953992,12.653,12.4962,119.718,138.167,6.38761,-41.9608 
81,202.8,3.689,44.926,2.022,47.4846,81,14715.6,-0.76582,35.8974,11.3236,121.401,1.19754,759.312,306.596,-4.97757,-2.35666,-5.5178,-0.913065,-1.74748,113.539,338.012,111.626,17102.7,42833.6,-5.6925,-3.07159,-6.94765,-1.62799,-2.46241,0.649146,215.402,106.621,16980.1,0.0214035,0.53584,0.0114347,10063.9,-0.00236907,-0.0124727,19.6278,6.66344,107.149,83.4774,1.63173,11.5079,11.4436,121.098,137.067,-13.9495,-53.5891 
82,201.1,2.762,44.6603,2.033,47.1958,82,10951.2,-0.767042,25.9029,12.5415,120.256,0.35526,2188.01,333.849,-2.32926,-6.85075,-9.20376,-2.57057,-1.27028,28.5489,873.52,25.7644,12701.1,35879.5,-2.50902,-7.03052,-9.56329,-2.75033,-1.45005,0.589615,842.69,24.506,12670.3,0.102874,0.951573,0.00355023,8191.46,-0.00309081,0.0566783,12.5635,24.2634,125.297,98.6389,1.0455,12.5534,12.1788,119.63,137.689,5.66698,-39.0499 
83,201.9,3.199,44.7855,2.028,47.3319,83,14222.9,-0.0502257,29.4888,12.789,121.267,0.0124676,-21.8516,500,-4.01636,-2.98818,-6.71579,-3.62242,-1.50757,128.54,1874.42,75.9012,14625.4,12285.8,-4.82574,-3.79756,-8.33455,-4.4318,-2.31695,0.648429,1735.61,70.2356,14486.6,0.171201,0.933865,0.00885203,10137.8,-0.00290241,0.0789273,15.1105,29.291,125.29,95.5629,1.13206,12.8684,12.333,120.49,137.736,4.80061,-42.173 
84,202.5,3.526,44.8792,2.024,47.4338,84,14361.8,-0.0222655,33.6499,11.3111,121.453,-0.0070868,5.45583,500,-5.28648,-2.53825,-11.8453,-4.60312,-3.56566,80.8536,348.184,76.89,16549.4,12391.6,-5.79559,-3.04736,-12.8635,-5.11223,-4.07478,0.583617,260.872,73.3263,16462.1,0.0265955,0.670289,0.00813843,9808.87,-0.00228758,-0.0191296,8.04679,5.71311,116.582,78.4794,1.53294,11.7107,11.6224,121.074,136.386,-4.49194,-57.9067 
85,202.06,3.286,44.8105,2.027,47.3591,85,12720.4,-0.13944,28.0114,12.2328,121.144,-0.0258848,-19.637,7.72797e-11,-7.26014,-1.91409,-8.45534,-3.1676,-4.08102,116.258,1424.54,73.1018,13621.4,11171.2,-7.99219,-2.64614,-9.91943,-3.89964,-4.81307,0.661111,1299,67.9775,13495.9,0.142331,0.916104,0.00919323,9126.6,-0.00309203,0.0681485,13.1547,43.347,124.303,108,1.13624,12.3095,11.4377,120.451,137.576,3.85194,-29.5756 
86,201.94,3.22,44.7917,2.028,47.3387,86,14506.1,-0.786013,29.9626,13.5038,120.915,0.123152,144.408,487.63,-7.20634,-4.62436,-6.87785,-0.793355,-3.97758,147.551,2010.12,82.3719,14769.8,13750.3,-8.13543,-5.55345,-8.73603,-1.72245,-4.90667,0.699318,1850.78,75.8682,14610.5,0.179254,0.933065,0.0094749,10324.9,-0.00351,0.0830871,14.6167,49.6987,124.488,108,1.09415,12.9157,11.7657,119.855,137.178,4.63377,-29.1782 
87,203.1,3.853,44.9727,2.02,47.5354,87,17339.7,-0.258457,39.576,11.3959,121.324,-0.477635,386.886,5.31524e-09,-10.8112,-5.35735,-5.90655,-1.20126,0.199848,102.247,274.738,100.409,19674.6,20697.2,-11.4551,-6.00118,-7.1942,-1.84508,-0.443976,0.73295,164.322,95.9025,19564.2,0.0142746,0.494721,0.0089491,11511.5,-0.00240554,-0.0274791,9.61319,8.83813,117.121,80.7738,1.82159,11.7899,11.5584,121.075,137.008,-3.95404,-56.2342 
88,203,3.798,44.9571,2.021,47.5185,88,13756.7,-0.71925,34.6339,10.9829,121.489,1.06303,462.145,457.601,-5.55036,-5.15576,-6.76212,-5.36673,-0.231914,113.788,195.637,92.3068,16158.6,28375.3,-6.26685,-5.87225,-8.1951,-6.08322,-0.948404,0.700535,72.7591,87.2914,16035.7,0.00776223,0.32263,0.00992805,9373.48,-0.0023322,-0.0300813,8.25096,8.80531,116.736,80.901,1.59453,11.2518,11.3233,121.198,136.624,-4.46174,-55.7232 
89,201.8,3.144,44.7699,2.029,47.3149,89,12929.4,-0.141999,26.124,13.2838,121.029,-0.0758661,100.721,500,-5.10264,-2.19018,-2.63083,-3.27976,-5.26151,120.736,2424.67,89.62,12654.8,11545.6,-5.86288,-2.95042,-4.15131,-4.04,-6.02175,0.819715,2294.29,84.2983,12524.4,0.240028,0.939585,0.0122469,9558.43,-0.00274986,0.0947204,17.1353,25.7841,124.54,94.3763,0.947668,13.0358,12.5291,120.297,137.76,4.24302,-43.3842 
90,202.1,3.308,44.8167,2.027,47.3659,90,13037.8,-0.0313639,28.7444,12.1376,121.384,0.0084907,3.30574,500,-5.66849,-2.23969,-9.60864,-0.394456,-1.43014,110.268,1228.7,93.9482,14159.1,11358.4,-6.36282,-2.93401,-10.9973,-1.08878,-2.12447,0.532177,1109.63,89.0879,14040,0.119923,0.876807,0.0115537,9252.81,-0.00289054,0.0855129,12.2625,28.8082,124.695,108,1.16214,12.3795,11.7957,120.654,138.069,4.04069,-30.0689 
91,202.18,3.351,44.8292,2.026,47.3795,91,13306.8,-0.0202493,29.715,12.0485,121.124,0.0415762,48.3392,499.99,-6.27902,-1.55174,-8.31348,-2.75034,-4.37855,82.1649,882.031,48.9591,15083.7,11720.2,-6.79639,-2.06911,-9.34822,-3.26771,-4.89592,0.645597,793.302,45.3375,14995,0.0835901,0.90908,0.00553879,9490.38,-0.00334511,0.0466422,13.3656,42.3686,124.886,108,1.28195,12.226,11.6833,120.676,137.751,4.21025,-29.7509 
92,201.5,2.98,44.7229,2.031,47.2639,92,10949.5,-0.564499,23.6378,13.5407,120.783,0.042938,401.093,500,-7.24723,-7.29629,-10.6074,-1.32481,-3.37037,130.932,2025.47,50.7394,11333,10980,-8.07167,-8.12074,-12.2562,-2.14926,-4.19481,0.647735,1884.08,44.9682,11191.6,0.224959,0.959906,0.00734728,8375.19,-0.00302037,0.0878792,17.5418,20.904,124.725,90.8195,0.852193,13.1644,12.8264,119.948,137.554,4.77702,-46.7349 
93,202,3.253,44.8011,2.027,47.3489,93,12240.9,-0.0185587,27.7429,11.9897,120.981,0.000111502,20.6929,23.1285,-7.21434,-0.712887,-7.87855,-4.74918,0.281221,87.7683,1261.7,49.9412,13542.8,10828.3,-7.76699,-1.26554,-8.98385,-5.30183,-0.271433,0.619161,1166.92,46.0726,13448,0.130138,0.935371,0.00627142,8966.78,-0.00349939,0.058587,12.4295,53.3035,125.04,108,1.12616,12.2714,11.5732,120.177,137.124,4.86243,-29.1243 
94,201.3,2.871,44.6916,2.032,47.2299,94,11841.3,-0.0684072,26.0532,12.5383,120.385,0.166994,-292.932,499.972,-6.19372,-5.28694,-11.5908,-0.862393,-5.48403,133.203,1599.67,50.4292,12702.2,12226.4,-7.03247,-6.12569,-13.2683,-1.70114,-6.32277,0.614858,1455.82,44.558,12558.4,0.166576,0.949161,0.00649346,8739.69,-0.00299701,0.0826238,13.8667,25.1402,124.923,95.4466,0.983114,12.8301,12.5201,119.56,136.816,5.36291,-41.3695 
95,201.4,2.926,44.7073,2.031,47.2469,95,11623.5,-0.130883,25.2556,-12.9,120.454,-0.239114,353.971,500,-5.27843,-5.19538,-9.59198,-1.07806,-3.79703,150.338,1976.29,55.9843,12237.7,13361.1,-6.22507,-6.14202,-11.4853,-2.0247,-4.74367,0.624919,1813.94,49.3578,12075.3,0.205718,0.954546,0.00747334,8817.62,-0.00318711,0.0906838,16.3367,22.1937,124.753,92.1164,0.943924,12.9519,12.5815,119.634,137.2,5.11928,-45.0832 
96,202.4,3.471,44.8636,2.025,47.4168,96,13516.9,0.0403328,31.36,11.4267,121.259,0.500356,512.165,2.69485e-11,-5.25089,-3.55513,-7.79812,-3.24732,-5.44381,42.8515,494.164,76.2868,15521.4,20007.5,-5.52072,-3.82496,-8.33777,-3.51714,-5.71364,0.69021,447.889,74.3981,15475.1,0.0475292,0.77478,0.00877836,9423.45,-0.00221951,-0.0153826,-5.38631,-0.25571,110.471,78.2031,1.42066,11.8203,11.6985,120.862,137.665,-10.3914,-59.4622 
97,202.22,3.373,44.8355,2.026,47.3862,97,15060.7,-0.174428,32.4373,12.2937,121.066,0.13166,291.57,476.624,-2.95612,-1.48679,-7.06473,-1.33762,-2.66318,80.1784,1203.85,87.994,16110.3,14231.1,-3.46098,-1.99166,-8.07445,-1.84248,-3.16804,0.564429,1117.27,84.4599,16023.8,0.107316,0.883165,0.00961622,10411,-0.00292692,0.0729609,12.7339,36.0348,124.625,108,1.35087,12.2947,11.5439,120.489,136.908,4.13567,-28.9082 
