cyc,Field,#2,#3,#4,#5,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
217,203,3.807,44.9571,2.018,1.12313,217,22238.2,0,5,101,125,0,5,135,-3.66881,-4.73134,-4.77647,-3.8041,-1.0562,-67.2397,4.96657,29169.2,-19.0733,16439.4,-3.40901,-4.47154,-4.25687,-3.5443,-0.7964,0.741665,8.89605,29463.9,-15.1438,-0.958984,0.000172502,1.00028,-9.27654,391.861,451.767,0.520775,38908.9,9.00116e-07,0.467439,109.738,86.2366,21.9356,23.3304,0.940216,437.387,504.032,0.521632 
218,203,3.807,44.9571,2.018,1.12313,218,22608.9,0,5,101,125,0,5,135,-5.68745,-1.17222,-10.9668,-8.75773,-3.18048,-21.8624,8.94561,29520.9,-27.8011,16439.4,-5.60298,-1.08774,-10.7979,-8.67326,-3.09601,0.630941,10.2233,29616.7,-26.5234,-0.473193,0.00019721,1.00049,-21.6048,389.353,499.721,571.196,38803.6,8.99303e-07,0.490489,110.19,85.8939,22.056,23.6071,0.934295,442.199,516.056,0.531191 
219,203,3.807,44.9571,2.018,1.12313,219,24199.5,0,5,101,125,0,5,135,-4.35673,-5.88646,-13.319,-5.1429,-6.23981,50.7496,7.64493,31206.5,-19.4732,16439.4,-4.55282,-6.08255,-13.7112,-5.33899,-6.43589,0.620414,4.67912,30984.1,-22.439,-0.210319,8.6288e-05,1.00039,-22.2477,379.922,443.186,0.435221,41824.4,9.22058e-07,0.445022,109.472,86.8118,22.2228,23.7723,0.934816,448.913,523.306,0.525655 
220,203,3.807,44.9571,2.018,1.12313,220,24356.5,0,5,101,125,0,5,135,-3.75014,-3.72957,-5.51331,-4.72541,-4.03171,-29.5871,15.4565,31209.9,-30.2971,16439.4,-3.63582,-3.61525,-5.28468,-4.61109,-3.91739,0.749116,17.1855,31339.6,-28.568,-1.00523,0.000313253,1.0005,-17.096,381.638,446.112,0.433029,41501.5,9.19679e-07,0.448654,109.74,86.1387,22.2933,23.8858,0.933329,451.766,528.312,0.531209 
221,203,3.807,44.9571,2.018,1.12313,221,25136.8,0,5,101,125,0,5,135,-7.39355,-4.98191,-12.8335,-4.73144,-3.37099,10.2413,13.2051,32024.6,-21.0651,16439.4,-7.43312,-5.02148,-12.9127,-4.77101,-3.41056,0.615108,12.6066,31979.7,-21.6636,-0.941519,0.000225211,1.00037,-13.3897,386.858,450.453,0.423542,42999.8,9.30616e-07,0.44857,109.49,85.6066,22.5525,24.1035,0.93565,462.331,537.989,0.535911 
222,203,3.807,44.9571,2.018,1.12313,222,25107.9,0,5,101,125,0,5,135,-6.09229,-0.863453,-3.23998,-4.50883,-7.79584,-9.19472,2.33497,32223.2,-7.15916,16439.4,-6.05677,-0.827927,-3.16893,-4.47331,-7.76032,0.857814,2.87231,32263.5,-6.62182,-0.566098,5.08699e-05,1.00011,-5.07387,404.234,478.413,0.514621,42947.9,9.30242e-07,0.47274,109.383,86.1254,22.3183,24.0554,0.92779,452.782,535.842,0.529502 
223,203,3.807,44.9571,2.018,1.12313,223,21434.4,0,5,101,125,0,5,135,-10.0007,-6.08492,-8.6779,-2.33922,-3.6551,-83.9416,0.175326,28627.7,-17.5839,16439.4,-9.67636,-5.76058,-8.02923,-2.01489,-3.33077,0.721322,5.08087,28995.6,-12.6784,-0.501409,0.000100121,1.00024,-10.1332,382.036,435.864,0.489392,38387.6,8.96077e-07,0.455388,109.471,86.189,21.8519,23.1159,0.945322,434.055,494.803,0.517182 
224,203,3.807,44.9571,2.018,1.12313,224,24541.8,0,5,101,125,0,5,135,-6.01231,-4.11447,-6.57216,-7.04577,-5.14585,-35.7552,12.0544,31589.7,-25.1062,16439.4,-5.87416,-3.97632,-6.29585,-6.90761,-5.0077,0.775642,14.1439,31746.4,-23.0167,-1.04955,0.000254523,1.00039,-13.4761,388.757,455.698,0.462292,42482.1,9.26866e-07,0.45411,109.597,86.6098,22.245,23.8547,0.932519,449.812,526.941,0.525266 
225,203,3.807,44.9571,2.018,1.12313,225,23510.4,0,5,101,125,0,5,135,-1.6335,-5.92214,-4.10522,-6.88008,-1.75259,-39.9038,5.28861,30657.9,-27.9869,16439.4,-1.47931,-5.76796,-3.79686,-6.7259,-1.59841,0.803967,7.62058,30832.8,-25.6549,-0.328965,0.000141214,1.00045,-23.1653,381.294,430.186,0.43081,40567.2,9.12725e-07,0.443729,109.798,86.1062,22.3078,23.4763,0.950226,452.355,510.354,0.526424 
226,203,3.807,44.9571,2.018,1.12313,226,21182.3,0,5,101,125,0,5,135,-5.54145,-5.77381,-13.7435,-4.7397,-5.037,-30.2404,10.2732,28275,-30.5911,16439.4,-5.4246,-5.65697,-13.5098,-4.62285,-4.92016,0.604217,12.0405,28407.5,-28.8239,-0.533987,0.00024214,1.00055,-22.5482,363.967,424.62,0.427397,37654.2,8.90334e-07,0.441548,109.639,86.1353,21.8261,23.357,0.934458,433.031,505.18,0.525327 
227,203,3.807,44.9571,2.018,1.12313,227,21663.9,0,5,101,125,0,5,135,-4.50354,-3.20056,-9.1441,-5.52433,-4.37951,-32.119,12.9995,29076.5,-25.4166,16439.4,-4.37944,-3.07646,-8.8959,-5.40023,-4.25541,0.657948,14.8766,29217.3,-23.5396,-1.1126,0.00029087,1.00044,-13.3709,382.286,459.049,0.504487,39078.2,9.01419e-07,0.464726,109.609,86.5194,21.7581,23.6237,0.921026,430.335,516.785,0.523156 
228,203,3.807,44.9571,2.018,1.12313,228,24510.8,0,5,101,125,0,5,135,-7.10589,-1.62495,-8.85583,-2.07972,-3.08631,-47.8856,-3.78474,31584.3,-25.355,16439.4,-6.92087,-1.43992,-8.48579,-1.8947,-2.90129,0.607912,-0.986305,31794.2,-22.5565,0.0351572,-1.77269e-05,1.00039,-28.0542,393.646,455.733,0.484288,42112.6,9.24172e-07,0.458306,109.791,86.3142,22.2256,23.6861,0.938341,449.028,519.516,0.522617 
229,203,3.807,44.9571,2.018,1.12313,229,22461.6,0,5,101,125,0,5,135,-3.28952,-3.52076,-5.23029,-6.66661,-4.8588,-39.3562,11.1737,29547,-27.345,16439.4,-3.13745,-3.36869,-4.92616,-6.51455,-4.70674,0.782544,13.4737,29719.5,-25.045,-0.812635,0.000258997,1.00046,-16.5803,372.373,430.778,0.436456,39361.5,9.03592e-07,0.443245,109.603,86.8143,21.9953,23.4214,0.939109,439.768,507.971,0.523069 
230,203,3.807,44.9571,2.018,1.12313,230,23105.8,0,5,101,125,0,5,135,-4.45889,-3.16251,-8.54305,-6.6068,-8.60931,-78.0116,-2.25352,30315.8,-21.6693,16439.4,-4.15747,-2.86109,-7.94021,-6.30538,-8.30789,0.731496,2.30548,30657.7,-17.1103,-0.126488,4.297e-05,1.0003,-18.2269,372.904,413.716,0.411696,39816.5,9.0706e-07,0.433025,109.393,86.4789,22.2559,23.2318,0.957994,450.254,499.78,0.522976 
231,203,3.807,44.9571,2.018,1.12313,231,23285.1,0,5,101,125,0,5,135,-5.19413,-3.34043,-5.4415,-5.33307,-6.07934,-31.033,-7.25779,30399.7,-20.5626,16439.4,-5.07422,-3.22053,-5.20169,-5.21316,-5.95943,0.789141,-5.44423,30535.7,-18.7491,0.194832,-0.000101891,1.00033,-27.9431,359.854,413.741,0.393033,40205.5,9.10005e-07,0.424018,109.802,86.4819,22.0876,23.4547,0.941714,443.469,509.416,0.522306 
232,203,3.807,44.9571,2.018,1.12313,232,22838,0,5,101,125,0,5,135,-4.31903,-3.06781,-2.87007,-5.51349,-5.01942,-70.7468,17.4573,29913.7,-14.9813,16439.4,-4.04568,-2.79445,-2.32337,-5.24014,-4.74607,0.878673,21.5918,30223.8,-10.8469,2.51784,0.000408059,1.00019,8.57552,377.742,432.344,0.439806,40041.2,9.08764e-07,0.444694,109.29,86.4964,22.1142,23.4375,0.943542,444.539,508.667,0.523264 
233,203,3.807,44.9571,2.018,1.12313,233,24276,0,5,101,125,0,5,135,-5.8924,-6.1657,-6.46188,-3.50096,-4.73012,0.645032,9.83546,31086.8,-13.1521,16439.4,-5.89489,-6.16819,-6.46687,-3.50345,-4.73261,0.758393,9.79777,31084,-13.1898,-1.62484,0.000180084,1.00023,-6.03,382.639,440.997,0.464947,41348.9,9.18551e-07,0.447208,110.144,86.2635,22.0549,23.4471,0.940624,442.158,509.086,0.516513 
234,203,3.807,44.9571,2.018,1.12313,234,23193,0,5,101,125,0,5,135,-4.11774,-4.03183,-6.53548,-5.93962,-7.42528,-40.4298,3.44438,30178.8,-23.261,16439.4,-3.96153,-3.87561,-6.22305,-5.7834,-7.26907,0.770474,5.8071,30356,-20.8983,-0.301341,0.000109302,1.00037,-19.2709,384.066,432.904,0.445738,40122.2,9.09376e-07,0.44839,109.819,86.0794,22.2428,23.4023,0.950454,449.722,507.142,0.525162 
235,203,3.807,44.9571,2.018,1.12313,235,23909.2,0,5,101,125,0,5,135,-3.5187,0.382505,-11.6907,-9.41841,-7.96951,-8.57991,10.5856,30699.4,-21.9377,16439.4,-3.48555,0.415656,-11.6244,-9.38526,-7.93636,0.636919,11.087,30737,-21.4363,-0.75749,0.000206075,1.00038,-14.6365,383.045,442.464,0.43003,41345,9.18522e-07,0.448202,109.474,86.0604,22.3659,23.8167,0.939086,454.715,525.262,0.532069 
236,203,3.807,44.9571,2.018,1.12313,236,25554.5,0,5,101,125,0,5,135,-6.74403,-0.19372,-8.92319,-5.88568,-2.14085,-52.2349,-1.3202,32684.4,-21.3723,16439.4,-6.5422,0.00810501,-8.51954,-5.68386,-1.93903,0.624301,1.73241,32913.3,-18.3197,-0.085546,3.00766e-05,1.0003,-20.2512,417.175,464.772,0.501866,44065.3,9.3824e-07,0.469316,109.617,86.2649,22.7515,23.7852,0.95654,470.527,523.872,0.529165 
237,203,3.807,44.9571,2.018,1.12313,237,24676.9,0,5,101,125,0,5,135,-3.26904,2.4998,-10.63,-6.15047,-4.51778,-59.0982,11.7209,31396.9,-29.7376,16439.4,-3.0407,2.72814,-10.1734,-5.92213,-4.28944,0.508474,15.1746,31656,-26.2839,-0.927194,0.000273844,1.00045,-16.3661,383.721,430.775,0.42903,41936,9.22878e-07,0.440543,109.383,86.851,22.3873,23.5072,0.952359,455.586,511.7,0.523177 
238,203,3.807,44.9571,2.018,1.12313,238,24864.3,0,5,101,125,0,5,135,-4.75901,-2.86669,-13.0702,-11.4544,-3.89765,-61.3295,7.0258,31755.4,-11.9478,16439.4,-4.52205,-2.62973,-12.5963,-11.2174,-3.66069,0.636221,10.6099,32024.2,-8.36366,18.5001,0.000189283,1.00014,0.573503,374.732,421.145,0.385288,42431.2,9.26496e-07,0.428778,109.819,86.0179,22.6259,23.7328,0.95336,465.347,521.567,0.53174 
239,203,3.807,44.9571,2.018,1.12313,239,25780.7,0,5,101,125,0,5,135,-1.80664,-1.75784,-6.63493,-5.1873,-4.02389,-127.931,11.1253,32775.1,-13.0099,16439.4,-1.31234,-1.26354,-5.64633,-4.693,-3.52959,0.65665,18.6016,33335.8,-5.53361,1.55515,0.000318759,1.00009,11.9613,373.292,424.438,0.381692,43416.2,9.33611e-07,0.426349,109.639,86.2173,22.6449,23.9162,0.946841,466.128,529.661,0.532213 
240,203,3.807,44.9571,2.018,1.12313,240,22883,0,5,101,125,0,5,135,-4.95836,-2.07945,-6.42573,-8.67075,-6.25026,-13.0164,4.12613,29938.8,-25.6816,16439.4,-4.90807,-2.02916,-6.32515,-8.62046,-6.19996,0.774768,4.88681,29995.8,-24.9209,-0.19533,9.30864e-05,1.00045,-25.0182,372.989,420.537,0.412074,39833.5,9.07189e-07,0.436568,109.417,86.1943,22.2598,23.4052,0.951062,450.412,507.269,0.526897 
241,203,3.807,44.9571,2.018,1.12313,241,22110.5,0,5,101,125,0,5,135,-0.843519,-4.19034,-6.61999,-4.26141,-4.93313,-81.2208,9.93166,29104.4,-20.0858,16439.4,-0.529698,-3.87652,-5.99235,-3.94759,-4.61931,0.684039,14.6782,29460.4,-15.3392,-3.93635,0.000284625,1.00028,-3.72889,374.047,424.516,0.411135,38754.2,8.9892e-07,0.443291,109.549,86.2161,22.2941,23.5223,0.947786,451.8,512.357,0.535227 
242,203,3.807,44.9571,2.018,1.12313,242,23630.5,0,5,101,125,0,5,135,-1.69869,-2.61504,-5.19844,-2.41469,-4.55964,-129.604,0.40839,30411.8,-34.6141,16439.4,-1.19793,-2.11427,-4.19691,-1.91393,-4.05888,0.688701,7.98245,30979.8,-27.04,-0.326272,0.000147216,1.00047,-24.4656,402.478,446.745,0.474636,40850.2,9.14843e-07,0.463505,109.713,86.6759,22.5393,23.5093,0.95874,461.793,511.791,0.531403 
243,203,3.807,44.9571,2.018,1.12313,243,22544.1,0,5,101,125,0,5,135,-1.85669,-1.07992,-10.0719,-6.24464,-8.37527,-52.4606,-9.21491,30000.2,-29.6226,16439.4,-1.654,-0.87722,-9.66646,-6.04195,-8.17258,0.634015,-6.14911,30230.1,-26.5568,0.161745,-0.000116248,1.00048,-38.0173,389.555,434.289,0.471126,40033.9,9.08709e-07,0.452637,109.564,86.2006,22.1971,23.214,0.956194,447.876,499.014,0.520249 
244,203,3.807,44.9571,2.018,1.12313,244,22238.1,0,5,101,125,0,5,135,-3.4146,-4.157,-6.11334,-4.37136,-5.76556,-39.4533,-8.8796,29658.2,-29.7554,16439.4,-3.26216,-4.00456,-5.80846,-4.21892,-5.61312,0.746435,-6.57395,29831.1,-27.4497,0.166372,-0.000125943,1.0005,-39.5136,367.735,420.698,0.406281,39563.2,9.05133e-07,0.434551,109.964,86.5317,22.1526,23.4789,0.943511,446.083,510.467,0.527205 
245,203,3.807,44.9571,2.018,1.12313,245,23203.3,0,5,101,125,0,5,135,-5.79195,-2.35502,-10.2267,-2.57186,-7.77735,-132.193,5.42265,30336.5,-23.0732,16439.4,-5.28119,-1.84425,-9.20516,-2.0611,-7.26659,0.64124,13.148,30915.9,-15.3478,-2.49514,0.000242959,1.00027,-5.26944,388.018,450.256,0.430432,40420.7,9.11625e-07,0.4585,109.758,85.8727,22.5167,24.0105,0.937784,460.865,533.845,0.544099 
246,203,3.807,44.9571,2.018,1.12313,246,23203.9,0,5,101,125,0,5,135,0.22874,-2.91244,-10.81,-7.18573,-4.57322,-53.9859,-2.52983,30271.4,-27.0987,16439.4,0.437331,-2.70385,-10.3929,-6.97714,-4.36463,0.566985,0.625107,30508,-23.9438,-0.0222399,1.17084e-05,1.00043,-28.1074,381.486,430.416,0.430282,40265.6,9.10458e-07,0.445065,109.637,86.3812,22.3153,23.4859,0.950159,452.66,510.771,0.528128 
247,203,3.807,44.9571,2.018,1.12313,247,22097.3,0,5,101,125,0,5,135,-5.72849,-3.4381,-6.15005,-5.44234,-4.07218,-62.7815,-1.69629,29083.8,-28.1448,16439.4,-5.48591,-3.19552,-5.6649,-5.19977,-3.8296,0.757659,1.97266,29359,-24.4758,-0.0719992,3.83933e-05,1.00045,-27.3983,379.522,436.038,0.493343,38873.8,8.99844e-07,0.452078,109.491,86.2506,21.7505,23.0927,0.941876,430.034,493.813,0.512112 
248,203,3.807,44.9571,2.018,1.12313,248,22289,0,5,101,125,0,5,135,1.09258,-3.89912,-3.07622,-5.5734,-6.11842,-37.8963,9.72728,29292.7,-24.2948,16439.4,1.239,-3.7527,-2.78337,-5.42698,-5.972,0.833292,11.9419,29458.8,-22.0801,-0.820514,0.00023159,1.00041,-14.5542,357.58,411.179,0.385337,39170.2,9.02126e-07,0.425045,109.201,86.6995,22.1159,23.4747,0.942118,444.606,510.283,0.52799 
249,203,3.807,44.9571,2.018,1.12313,249,24245.8,0,5,101,125,0,5,135,-2.06286,2.29371,-7.28611,-3.03889,-5.49556,-136.875,0.290272,31493.1,-7.83335,16439.4,-1.53401,2.82257,-6.2284,-2.51003,-4.9667,0.49838,8.28926,32093.1,0.165633,0.976583,0.000147571,0.999997,8.48802,390.04,437.173,0.456474,42064.8,9.23822e-07,0.446985,109.73,86.1761,22.328,23.4123,0.953685,453.173,507.575,0.519151 
250,203,3.807,44.9571,2.018,1.12313,250,23623.5,0,5,101,125,0,5,135,0.0722887,-3.82342,-1.97033,-3.77595,-4.42498,-49.9884,3.2108,31271.6,-30.1715,16439.4,0.265434,-3.63028,-1.58404,-3.58281,-4.23184,0.875893,6.13212,31490.7,-27.2502,-0.230808,0.000111261,1.00047,-26.5681,376.756,442.762,0.423818,41786,9.21776e-07,0.443088,109.594,86.1856,22.2554,23.8779,0.932051,450.234,527.966,0.528928 
251,203,3.807,44.9571,2.018,1.12313,251,24767.4,0,5,101,125,0,5,135,-5.78156,-4.7059,-8.73387,-2.76448,-4.74823,-93.4941,10.1283,31725.8,-21.9979,16439.4,-5.42031,-4.34466,-8.01139,-2.40324,-4.38699,0.673891,15.5921,32135.6,-16.5341,-3.66978,0.000277179,1.00028,-4.24879,391.957,454.675,0.461176,42829.2,9.29384e-07,0.454229,109.565,85.6919,22.3491,23.8417,0.937396,454.03,526.364,0.526005 
252,203,3.807,44.9571,2.018,1.12313,252,22748.4,0,5,101,125,0,5,135,-5.89181,-1.60457,-10.4279,-5.26183,-3.20795,-87.9481,0.57214,30461.7,-27.46,16439.4,-5.552,-1.26476,-9.74831,-4.92201,-2.86814,0.599745,5.71182,30847.2,-22.3203,-0.271055,0.000105797,1.00039,-21.0725,394.993,447.995,0.475663,40767,9.14222e-07,0.460129,109.441,85.7996,22.3148,23.5313,0.948305,452.64,512.748,0.526959 
253,203,3.807,44.9571,2.018,1.12313,253,23118.2,0,5,101,125,0,5,135,-5.15273,-4.90467,-6.50299,-6.23486,-6.03639,-112.968,11.4803,30559.9,-25.1057,16439.4,-4.71624,-4.46819,-5.63002,-5.79837,-5.5999,0.785218,18.0822,31055.1,-18.5039,-4.38628,0.00033261,1.00032,-4.12244,400.474,457.126,0.470243,41062.8,9.16427e-07,0.466882,109.587,86.5414,22.5106,23.8246,0.944847,460.617,525.61,0.536913 
254,203,3.807,44.9571,2.018,1.12313,254,18285,0,5,101,125,0,5,135,-6.74175,-6.10162,-10.3771,-4.22677,-6.14639,-61.665,0.106597,25852.6,-32.3354,16439.4,-6.50348,-5.86335,-9.90053,-3.98851,-5.90813,0.692186,3.7103,26122.9,-28.7317,-0.120591,8.11549e-05,1.0006,-30.7677,368.522,421.788,0.463157,34807.1,8.67304e-07,0.454577,109.877,86.1342,21.6433,22.9408,0.943444,425.807,487.335,0.52523 
255,203,3.807,44.9571,2.018,1.12313,255,25068.1,0,5,101,125,0,5,135,-2.70144,-2.00904,-8.04951,-3.89789,-4.59763,-108.902,25.5825,32092.6,-28.2705,16439.4,-2.28067,-1.58827,-7.20796,-3.47712,-4.17685,0.615183,31.9467,32570,-21.9063,5.64511,0.00056018,1.00037,5.65919,398.009,437.854,0.430789,42794.7,9.29134e-07,0.449296,110.31,85.985,22.7925,23.6691,0.962966,472.227,518.77,0.532702 
256,203,3.807,44.9571,2.018,1.12313,256,24732.6,0,5,101,125,0,5,135,-5.15357,-1.13221,-5.86305,-2.85196,-7.04265,-45.4374,9.17145,32035.7,-17.6886,16439.4,-4.97801,-0.956646,-5.51193,-2.6764,-6.86709,0.737403,11.8268,32234.8,-15.0332,-1.90354,0.000209611,1.00025,-6.21305,401.812,451.694,0.477064,42648.5,9.28075e-07,0.45904,109.804,86.5884,22.505,23.63,0.952391,460.387,517.058,0.525712 
257,203,3.807,44.9571,2.018,1.12313,257,21907.1,0,5,101,125,0,5,135,-5.6204,-5.02513,-15.052,-4.39416,-2.12364,-53.4536,8.31705,29659.2,-29.1225,16439.4,-5.41387,-4.8186,-14.639,-4.18763,-1.9171,0.527412,11.4409,29893.5,-25.9987,-0.579065,0.00021865,1.00047,-19.7575,394.064,442.345,0.453258,40038.4,9.08743e-07,0.459434,109.323,86.24,22.4769,23.5832,0.953087,459.238,515.015,0.535165 
258,203,3.807,44.9571,2.018,1.12313,258,26200.4,0,5,101,125,0,5,135,-1.02197,-3.57403,-8.68056,-0.133953,-6.72572,-115.023,11.0545,32581.4,-9.71204,16439.4,-0.577549,-3.1296,-7.79171,0.310472,-6.2813,0.553987,17.7765,33085.5,-2.9901,1.25289,0.000306928,1.00005,14.1884,399.203,449.456,0.453364,43316.7,9.32897e-07,0.454053,109.718,86.2646,22.6217,23.7685,0.951748,465.173,523.14,0.528789 
259,203,3.807,44.9571,2.018,1.12313,259,21147.4,0,5,101,125,0,5,135,-3.33085,-2.76361,-7.70652,-6.45628,-4.26385,-54.9465,12.5882,28307,-22.0425,16439.4,-3.11854,-2.5513,-7.28191,-6.24398,-4.05155,0.686763,15.7993,28547.8,-18.8314,-2.32398,0.000316147,1.00036,-6.79837,395.079,438.702,0.50728,38072.4,8.93618e-07,0.46588,109.555,86.4006,22.1052,23.0711,0.95813,444.174,492.89,0.5236 
260,203,3.807,44.9571,2.018,1.12313,260,22612.4,0,5,101,125,0,5,135,-3.73255,-5.61021,-8.52997,-5.29151,-6.7612,-102.28,10.4021,29714.5,-42.623,16439.4,-3.33736,-5.21502,-7.7396,-4.89632,-6.36602,0.719115,16.3793,30162.8,-36.6458,-0.593544,0.000310206,1.00066,-27.5957,372.077,419.524,0.392691,40134,9.09465e-07,0.434419,109.58,86.5947,22.4437,23.6043,0.950833,457.883,515.932,0.534426 
261,203,3.807,44.9571,2.018,1.12313,261,25491.3,0,5,101,125,0,5,135,-2.83473,1.11902,-11.4005,-2.19535,-0.769094,-141.169,12.9535,32407.5,-43.3146,16439.4,-2.28928,1.66447,-10.3096,-1.6499,-0.223646,0.195064,21.2033,33026.2,-35.0647,-1.01576,0.000366731,1.00058,-20.8743,407.211,461.809,0.500005,43245.3,9.32384e-07,0.4651,109.56,86.098,22.4881,23.7233,0.947931,459.695,521.15,0.524954 
262,203,3.807,44.9571,2.018,1.12313,262,22842.5,0,5,101,125,0,5,135,-5.86535,-6.52822,-10.7541,-5.33141,-8.5082,-89.735,3.40908,30156.1,-31.6569,16439.4,-5.51863,-6.1815,-10.0606,-4.98469,-8.16149,0.711787,8.65319,30549.4,-26.4128,-0.375537,0.000161832,1.00047,-23.0422,366.969,409.983,0.394033,39969.8,9.08223e-07,0.427076,109.682,86.1082,22.2866,23.3295,0.955296,451.496,503.993,0.525227 
263,203,3.807,44.9571,2.018,1.12313,263,23513.7,0,5,101,125,0,5,135,-2.53776,-2.43005,-4.75444,-0.821935,-5.8658,-71.3375,-0.357677,29914,-20.1531,16439.4,-2.26213,-2.15442,-4.20317,-0.546301,-5.59017,0.715159,3.81129,30226.7,-15.9841,-0.247975,7.20463e-05,1.00029,-15.3696,363.133,404.523,0.384272,39302.4,9.03139e-07,0.424375,109.535,86.3565,22.291,23.2909,0.957068,451.672,502.324,0.52741 
264,203,3.807,44.9571,2.018,1.12313,264,23186.6,0,5,101,125,0,5,135,-2.89764,-6.36847,-4.35776,-3.90947,-6.0277,-77.938,15.6407,30199.1,-17.5707,16439.4,-2.5965,-6.06733,-3.75548,-3.60834,-5.72656,0.827368,20.1954,30540.7,-13.016,4.41318,0.000377721,1.00023,4.57615,373.554,433.23,0.432896,40064.7,9.08941e-07,0.442588,109.6,86.0973,22.0628,23.5253,0.937835,442.475,512.486,0.523901 
265,203,3.807,44.9571,2.018,1.12313,265,24020.4,0,5,101,125,0,5,135,-7.9788,-2.34021,-10.088,-8.33596,-9.56533,-167.891,16.858,30916.7,-16.779,16439.4,-7.3301,-1.69151,-8.79064,-7.68726,-8.91663,0.744578,26.6695,31652.6,-6.96745,1.45667,0.000481237,1.00012,18.3086,385.642,431.864,0.406559,41041.9,9.16272e-07,0.445391,109.476,86.0818,22.6906,23.7756,0.954363,468.011,523.45,0.540183 
266,203,3.807,44.9571,2.018,1.12313,266,22090.5,0,5,101,125,0,5,135,-2.42307,-2.16707,-11.5284,-6.11572,-2.45552,-86.327,18.9358,28844.2,-13.5605,16439.4,-2.08952,-1.83352,-10.8613,-5.78217,-2.12197,0.521287,23.9808,29222.5,-8.51555,1.74252,0.000468709,1.00016,13.7621,373.859,408.314,0.393737,38324.6,8.95587e-07,0.436258,109.996,86.6018,22.5031,23.2851,0.966418,460.31,502.073,0.536786 
267,203,3.807,44.9571,2.018,1.12313,267,23222.4,0,5,101,125,0,5,135,-1.93158,-3.65424,-7.11413,-4.03093,-5.47967,-99.2355,8.27288,30276.7,-15.2318,16439.4,-1.54815,-3.27082,-6.34728,-3.64751,-5.09624,0.681201,14.0722,30711.7,-9.43249,5.11118,0.000261762,1.00017,2.75322,382.827,428.653,0.433611,40085.4,9.09098e-07,0.445598,109.468,85.9324,22.3369,23.3933,0.954841,453.535,506.752,0.527342 
268,203,3.807,44.9571,2.018,1.12313,268,22345.6,0,5,101,125,0,5,135,-8.8831,-2.52711,-4.34755,-4.25604,-4.72777,-70.3606,12.2748,29471.6,-25.5106,16439.4,-8.61124,-2.25525,-3.80383,-3.98418,-4.45591,0.835406,16.3867,29780,-21.3987,-1.76357,0.000314334,1.00039,-9.29179,382.788,421.919,0.449492,39447.5,9.0425e-07,0.444432,109.364,86.2371,22.1721,23.0574,0.961604,446.866,492.302,0.518699 
269,203,3.807,44.9571,2.018,1.12313,269,21941.6,0,5,101,125,0,5,135,-8.01123,-4.06516,-5.74382,-3.48028,-5.01968,-96.3457,10.9503,29305.4,-22.0936,16439.4,-7.63897,-3.6929,-4.9993,-3.10802,-4.64741,0.792445,16.5807,29727.7,-16.4631,-5.22225,0.000318615,1.0003,-3.17502,392.622,446.543,0.511212,39068.1,9.01341e-07,0.464547,109.67,85.8625,22.0121,23.2442,0.946994,440.442,500.311,0.520805 
