cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
14,2,14,9475.78,-0.00434854,21.7866,-9.61812,98.7146,0.000796298,9.32974,5.92629e-11,-2.31038,1.47205,-0.362292,-0.766226,0.226934,-110.634,4041.81,58.4437,5570.68,6821.66,-1.61375,2.16868,1.03097,-0.0695926,0.923567,0.57745,4196.98,69.9381,5725.85,0.468966,0.971664,0.0220052,8949.44,8.76994e-05,0.670063,9.19986,8.11667,98.8171,69.0339,0.728191,9.53956,9.36308,98.0494,118.453,0.767698,-49.4193 
15,4,15,8957.1,-0.0168085,20.2995,-9.70596,98.808,-0.0253219,172.191,500,1.06717,-0.228786,-0.126227,-0.189766,-3.60797,-93.2816,3628.86,41.3678,5324.76,6555.8,1.65454,0.358583,1.04851,0.397604,-3.0206,-1.39037,3759.69,51.0594,5455.6,0.45364,0.976785,0.0169482,8287.84,0.000167715,0.60456,9.16031,8.17292,98.8988,69.0432,0.682398,9.6451,9.49615,98.1948,118.594,0.704048,-49.5512 
16,0,16,9761.98,-0.00117251,22.3362,9.67444,98.8415,0.000878917,-34.6679,500,-1.74773,0.112307,-3.05833,-1.19043,0.716158,-91.7218,4139.32,24.8214,5726.92,7035.45,-1.17018,0.689855,-1.90323,-0.612879,1.29371,-0.117752,4267.97,34.351,5855.57,0.467564,0.986111,0.0106909,9128.09,-1.08495e-05,0.70514,9.13276,8.06244,98.9706,69.6693,0.738575,9.75347,9.41775,98.1697,119.486,0.800831,-49.8163 
17,0,17,10325.3,-0.0154763,22.539,10.0287,98.6947,-0.0432794,10.1255,182.046,0.263063,-1.31244,-2.64947,0.270166,-0.330838,-124.692,4649.55,-0.733968,5730.21,7372.49,1.04822,-0.527283,-1.07916,1.05532,0.454315,2.13429,4824.44,12.2211,5905.1,0.496052,0.995587,0.0037979,9725.68,0.000157929,0.735166,9.46219,8.19315,98.7333,69.0008,0.708472,10.0687,9.48407,97.9662,118.432,0.767096,-49.4309 
18,9,18,6549.85,-0.0662458,15.2421,9.82705,98.7247,0.466466,-285.756,256.505,-0.609349,0.122979,-0.210263,-4.6005,-2.84311,-80.4095,2541.57,28.0434,4302.72,9215.21,-0.103031,0.629296,0.802371,-4.09418,-2.33679,1.15726,2654.35,36.3976,4415.51,0.420044,0.976566,0.0149576,6319.22,-0.00021959,0.407501,9.36788,8.30947,98.6689,69.0765,0.544397,9.72808,9.6631,98.1839,118.936,0.485042,-49.8594 
19,5,19,7713.43,-0.020874,18.6735,9.31761,98.7319,0.00565876,8.82717,0.192504,-0.694149,-0.115253,-3.36176,-3.00578,-4.49088,-74.0866,3314.12,39.0513,4691.22,5665.64,-0.227645,0.351251,-2.42875,-2.53928,-4.02437,0.726147,3418.03,46.7487,4795.14,0.462021,0.976625,0.0176422,7397.99,-0.000157955,0.584645,8.82143,7.87544,98.7812,69.0085,0.655817,9.33635,9.11351,98.1746,118.324,0.606594,-49.3153 
20,3.5,20,9051.31,-0.00327415,20.9478,9.46896,98.6788,-0.00161013,1.68481,1.08409e-10,2.56014,-2.64841,-0.565777,-2.59046,-0.660169,-89.162,3819.28,50.1317,5235.15,6457.16,3.12157,-2.08698,0.557082,-2.02903,-0.0987396,2.03913,3944.34,59.3953,5360.21,0.469938,0.974324,0.0200037,8393.31,0.000170652,0.673529,8.90985,7.89427,98.8,69.3731,0.717326,9.3766,9.1448,98.1331,118.973,0.666911,-49.6003 
21,8,21,6726.27,-0.002511,16.1471,9.45802,98.4651,-0.0184382,8.62547,500,3.0541,-0.283482,-1.30653,-3.24532,-1.35666,-36.3616,2555.34,51.1893,4371.01,4976.71,3.28306,-0.0545227,-0.848616,-3.01636,-1.1277,0.518964,2606.34,54.9672,4422.01,0.415246,0.964407,0.0223854,6276.61,-0.000181673,0.45237,9.00356,7.93082,98.4918,68.9039,0.598157,9.4466,9.25618,98.021,118.59,0.470862,-49.6866 
22,0,22,8565.33,-0.0412869,20.3981,9.35056,98.6705,-0.0416612,55.9249,363.59,1.40268,-0.231037,-0.419402,-1.37521,0.351684,-71.7783,3673.38,49.1187,5116.05,6284.87,1.85464,0.220932,0.484535,-0.923241,0.803653,0.801463,3774.06,56.5762,5216.73,0.465706,0.974437,0.0195866,8103.94,-4.60331e-06,0.643989,9.0023,7.80905,98.6134,68.9325,0.721696,9.24814,8.95242,98.1291,118.445,0.484256,-49.5123 
23,0,23,9539.7,-0.00343053,22.3486,-9.35546,98.6428,0.00577246,-3.41165,2.76254e-11,1.89087,-1.68248,-0.114279,0.202227,-1.74239,-96.6028,4076.49,47.4868,5525.54,6806.93,2.49916,-1.07419,1.10229,0.810509,-1.13411,0.49979,4211.98,57.5235,5661.04,0.472691,0.976658,0.0183742,8910.64,0.000139921,0.696684,8.97282,8.0785,98.7161,69.97,0.735325,9.30434,9.4618,98.0296,119.774,0.686521,-49.8037 
24,3,24,8656.06,-0.00414978,20.7916,9.3762,98.7687,-0.00474814,-1.97046,499.943,1.97353,-1.03078,-0.696919,-0.560912,-0.375094,-98.2359,3658.17,37.1744,5271.29,6346.44,2.5921,-0.412214,0.540211,0.0576526,0.243471,0.821194,3795.96,47.3807,5409.07,0.458145,0.978624,0.0158797,8285.49,-0.000160789,0.637058,8.9265,7.9864,98.7889,69.425,0.716305,9.43742,9.25846,98.2417,118.932,0.547185,-49.5065 
25,6,25,7503.9,0.00867974,17.675,9.51735,98.7177,-0.00142683,-0.0193513,2.36439e-11,-2.7488,-1.26073,0.563833,1.36592,-1.46811,-54.2992,2884.9,20.6605,4758.34,5476.09,-2.40689,-0.918825,1.24765,1.70783,-1.1262,1.83375,2961.06,26.302,4834.5,0.424604,0.984693,0.00992249,6973.7,-8.71024e-05,0.502774,9.06271,7.9405,98.9023,69.8542,0.64027,9.42648,9.41463,98.1312,119.87,0.771121,-50.0162 
26,10,26,6323.59,-0.0200192,14.7309,9.47861,98.9312,0.000863453,6.29994,10.1797,-0.362045,-2.69712,-4.66827,-2.30974,-1.15936,-75.1189,2203.03,29.8244,4229.6,4545.54,0.110958,-2.22411,-3.72226,-1.83673,-0.686352,0.554674,2308.39,37.6289,4334.96,0.390828,0.972265,0.0157384,5906.41,0.000119181,0.396295,8.91848,7.7449,99.0301,69.5436,0.577578,9.24297,9.12175,98.4408,119.604,0.5893,-50.0603 
27,2.5,27,8978.02,-0.0103078,21.3027,9.28608,98.6701,0.00131389,14.9388,2.91002e-11,0.594436,0.428292,-4.71566,1.17662,-1.02536,-68.9548,3779.96,36.7618,5356.59,6440.28,1.02863,0.862482,-3.84728,1.61081,-0.591172,-3.10799,3876.67,43.926,5453.31,0.461349,0.980557,0.0146211,8402.92,4.88736e-05,0.665669,8.76008,7.96155,98.6879,69.8372,0.717159,9.40725,9.34041,98.1258,119.482,0.562075,-49.6452 
28,7,28,7387.63,0.0143776,16.5719,9.58491,98.8764,-0.00750811,-7.49769,141.563,2.70013,0.953921,-2.0388,0.650168,-0.187529,-47.4053,2783.41,31.1084,4526.77,5172.6,2.99863,1.25242,-1.44181,0.948666,0.110969,1.37267,2849.9,36.0337,4593.26,0.427765,0.978352,0.0142453,6662.31,0.000284407,0.470667,9.01597,8.13582,99.0318,69.2694,0.600031,9.44356,9.28424,98.3209,119.138,0.710883,-49.8682 
29,2,29,9269.11,-0.0398302,21.1897,-9.71492,98.8761,-0.0179262,50.1492,488.571,0.549531,-3.50374,-4.78665,1.33867,-0.398378,-80.4275,4021.08,49.7665,5355.37,6730.55,1.05596,-2.99731,-3.77379,1.84511,0.108053,-0.00313983,4133.89,58.1226,5468.17,0.476668,0.975986,0.0192042,8672.47,5.49161e-05,0.680229,9.24319,7.95662,98.9836,68.7662,0.716797,9.65175,9.0931,98.2116,118.179,0.772024,-49.4127 
30,4,30,8217.15,-0.000156778,19.5758,9.34981,99.0269,-0.0217533,6.06667,500,-0.229928,0.89931,0.187834,-2.06743,-2.04412,-47.0855,3493.42,37.4198,4899.34,5962.53,0.0665569,1.1958,0.780804,-1.77095,-1.74763,1.52921,3559.47,42.3118,4965.38,0.463428,0.979621,0.0154547,7680.73,-5.19821e-05,0.616948,9.01328,7.85032,98.9784,68.9636,0.669827,9.25139,9.30637,98.5891,118.449,0.389298,-49.4852 
31,0,31,10437,-0.00814934,23.6867,9.61009,98.67,-0.0049992,-9.44532,157.883,-0.68606,-1.50059,-4.57181,1.98877,-0.607313,-94.8347,4559.97,57.4925,5851.77,7411.7,-0.0889109,-0.903441,-3.37752,2.58591,-0.0101643,-0.882549,4692.98,67.3455,5984.78,0.485798,0.975502,0.0203079,9660.35,0.000176609,0.756521,9.21958,8.13241,98.7264,69.5705,0.774438,9.56203,9.32737,98.0756,119.279,0.650802,-49.7084 
32,0,32,9855.86,-0.00841355,22.3584,9.73282,98.4697,0.00885984,-45.7896,500,-0.342796,-0.139102,-2.62641,-0.716114,-0.418527,-85.1295,4167.23,47.4146,5827.78,7097.15,0.193242,0.396936,-1.55433,-0.180076,0.117511,-0.513881,4286.63,56.2592,5947.18,0.464786,0.977548,0.0171275,9222.79,7.17594e-05,0.690745,9.31997,8.00135,98.4589,69.8787,0.761252,9.68052,9.28377,97.9526,119.879,0.506263,-50.0007 
33,9,33,6456.25,-0.0462354,14.7379,9.92214,98.2057,0.00289818,44.6733,20.816,-1.84894,-0.480219,-1.88829,0.523989,-2.96186,-28.8046,2390.95,34.0376,4275.58,4764.54,-1.66757,-0.298844,-1.52554,0.705364,-2.78049,0.725971,2431.35,37.0303,4315.98,0.404307,0.974039,0.015559,6013.62,-0.000113373,0.384971,9.51048,8.1499,98.4221,67.8034,0.5481,9.77379,9.45289,97.5847,117.248,0.837468,-49.4443 
34,5,34,8026.48,-0.0118375,18.9211,9.28627,98.4847,-0.0130346,27.9959,493.523,-0.980998,-1.99822,-1.73996,1.45646,-1.8707,-73.3574,3171.49,33.0122,4926.06,5731.71,-0.519086,-1.53631,-0.816134,1.91837,-1.40878,0.654465,3274.38,40.6337,5028.95,0.439608,0.978745,0.0146659,7448.41,0.000115056,0.598942,8.68176,7.58253,98.4841,69.1878,0.681134,9.3189,9.06829,98.0344,119.093,0.449656,-49.9053 
35,3.5,35,8687.31,-0.0075763,19.9795,-9.72852,98.7737,0.00391683,-4.66146,4.37472e-11,-1.89389,-0.500017,-1.20275,-2.3279,0.784972,-87.4075,3852.42,40.7932,5056.89,6328.01,-1.34351,0.0503645,-0.101988,-1.77751,1.33535,0.94449,3975.02,49.8745,5179.49,0.480423,0.978515,0.0174289,8273.99,-6.02134e-05,0.640255,9.27711,7.99912,98.8123,68.8471,0.666803,9.67802,9.24657,98.1325,118.241,0.679859,-49.3941 
36,8,36,6942.75,-0.0175628,15.9535,9.58845,98.7434,-0.0158507,22.0963,355.583,1.06119,-0.646546,-1.61964,-0.445883,1.61272,-121.509,2567.83,24.9737,4468.4,4991.07,1.8263,0.118566,-0.0894126,0.319229,2.37784,1.01964,2738.26,37.5981,4638.83,0.415612,0.976535,0.0147108,6588.49,-1.00156e-05,0.43516,8.9975,8.09174,98.7594,69.1376,0.581409,9.6506,9.53877,98.1357,118.933,0.623758,-49.7951 
37,0,37,9672.71,-0.0102713,22.0928,9.69407,98.8551,0.0119344,3.13342,3.22072e-08,2.42137,0.614427,-3.94344,1.05614,3.83758,-71.5293,4071.51,65.4987,5625.2,6973.13,2.87177,1.06483,-3.04264,1.50654,4.28798,1.45491,4171.84,72.9303,5725.53,0.467484,0.970315,0.0229263,8924.03,8.7041e-05,0.678738,9.28325,8.08572,98.9418,69.0805,0.751553,9.61809,9.20671,98.2085,118.665,0.733371,-49.5841 
38,0,38,9050.81,-0.0916071,21.4423,9.65313,98.7348,0.194477,255.733,246.953,0.644582,1.21199,1.04792,-4.33864,-0.0841301,-63.1405,3956.52,56.5713,5441.41,8357.07,1.04216,1.60957,1.84307,-3.94106,0.313449,-1.12532,4045.08,63.1314,5529.97,0.468454,0.973414,0.0205967,8634.96,-0.000179763,0.665594,9.19142,8.03937,98.7441,69.0264,0.724919,9.56183,9.21669,98.1785,118.645,0.56566,-49.6182 
39,3,39,9329.64,-0.0110496,21.6861,-9.52601,98.666,0.00404688,33.1439,496.411,-3.63823,-1.59497,-4.01205,0.799799,-0.129031,-91.0453,3976.8,35.7473,5529.38,6729.28,-3.06494,-1.02168,-2.86548,1.37309,0.444257,0.441945,4104.5,45.2065,5657.08,0.466427,0.98109,0.014507,8799.88,-3.74954e-05,0.669558,9.04841,8.14295,98.6345,69.9248,0.715138,9.63128,9.50248,98.0876,119.466,0.546906,-49.5414 
40,6,40,7635.16,0.0249325,17.8285,-9.47231,98.7877,-0.00363983,-0.488835,3.19811e-08,1.97641,2.2439,-4.62154,-4.83942,-2.05722,-73.7394,2968.1,36.8533,4745.32,5497.57,2.44073,2.70821,-3.6929,-4.37511,-1.5929,0.181531,3071.53,44.5145,4848.75,0.432854,0.975265,0.0166304,7096,8.67351e-06,0.525593,8.97727,7.81954,99.0263,69.6808,0.652125,9.45297,9.17669,98.0618,119.462,0.964496,-49.7816 
41,10,41,6554.5,-0.0499057,15.1969,9.74097,98.8925,0.0357689,57.1941,418.212,1.33716,1.20553,-3.4309,-0.586587,-0.00711736,-71.1011,2377.65,31.0034,4377.41,4885.55,1.78486,1.65323,-2.53549,-0.138883,0.440587,3.10534,2477.38,38.3905,4477.14,0.400003,0.973597,0.0155501,6193.4,-0.000186104,0.381865,9.421,8.4238,98.8521,69.0398,0.542123,9.76743,9.86701,98.3961,118.584,0.455938,-49.5438 
42,2.5,42,9075.11,-0.0496038,21.0517,-9.63107,98.46,0.0375098,98.3673,103.924,-1.47666,-3.8843,-4.58624,2.03913,0.131064,-71.0499,3957.45,34.3415,5263.81,6720.3,-1.02928,-3.43692,-3.69147,2.48651,0.578447,0.275147,4057.1,41.7233,5363.47,0.476814,0.982321,0.0141276,8508.78,-4.42169e-05,0.661785,9.31055,8.04587,98.4081,68.9016,0.700302,9.51852,9.32659,97.9967,118.437,0.411396,-49.5349 
43,7,43,7301.13,-0.0453651,16.7806,9.75747,98.7945,-0.00982159,25.8768,496.352,-0.778263,-0.505064,-2.42523,-2.29949,-0.766515,-74.9665,2781.77,37.0278,4727.82,5338.42,-0.306218,-0.0330193,-1.48114,-1.82744,-0.294471,0.624294,2886.91,44.8165,4832.97,0.418498,0.973551,0.0167951,6898.28,-5.38688e-05,0.457354,9.27963,8.1265,98.7939,69.5627,0.608948,9.73296,9.3862,98.311,119.601,0.482971,-50.0385 
44,2,44,9194.16,-0.00437552,21.2953,-9.72771,98.5779,-0.0030375,14.7099,1.41582e-12,-2.07958,0.0788498,-3.47624,-0.368372,0.49699,-106.945,3881.45,33.3796,5606.33,6745,-1.40618,0.752254,-2.12943,0.305032,1.17039,-0.628091,4031.45,44.4908,5756.33,0.457641,0.981053,0.0140378,8809.21,-0.000131547,0.653839,9.19238,8.0088,98.6146,69.2789,0.730442,9.82163,9.21548,97.959,118.792,0.655611,-49.5127 
45,4,45,8890.43,-0.0131226,20.2334,9.61782,98.8373,0.0107066,8.41494,2.5513,2.31432,0.61055,0.508599,1.98506,-0.798414,-105.782,3632.47,38.5459,5277.42,6337.86,2.98039,1.27663,1.84076,2.65114,-0.132335,0.786371,3780.84,49.5362,5425.79,0.456389,0.977586,0.0165398,8284.25,0.000126415,0.587134,9.30795,8.32089,98.8214,68.7591,0.680053,9.54225,9.5491,98.2703,118.174,0.551138,-49.415 
46,0,46,10003.9,-0.0348401,22.7446,-9.73884,98.7555,-0.0189399,-71.526,39.0141,-0.977003,1.94796,-3.52049,0.339685,-2.25823,-89.8493,4207.08,44.8934,5872.5,7254.85,-0.411246,2.51372,-2.38898,0.905442,-1.69248,-1.22533,4333.1,54.2284,5998.53,0.46533,0.978568,0.0163804,9311.88,0.000124597,0.707272,9.05841,8.17906,98.8386,69.253,0.735502,9.79459,9.53738,98.1547,118.756,0.683974,-49.5032 
47,0,47,9316.93,-0.00446155,21.5147,9.43002,99.0214,-0.000882117,-2.11976,74.2717,-2.03657,-0.250048,-2.12853,-0.591412,-0.461256,-76.9826,3763.29,38.8934,5571.99,6604.6,-1.55183,0.234691,-1.15905,-0.106673,0.0234835,0.547135,3871.27,46.8916,5679.96,0.450901,0.979243,0.0149799,8585.64,0.000176189,0.646164,8.93938,8.12014,99.0877,69.8341,0.722459,9.42595,9.5695,98.4334,119.715,0.654292,-49.8813 
48,9,48,6469.9,-0.0175063,15.3773,-9.47309,98.9892,-0.0254104,33.1262,0.235811,-2.62187,1.70773,-4.19037,-0.618399,-1.79797,-49.4474,2487.16,28.2767,4173.01,4769.45,-2.31051,2.01909,-3.56766,-0.307042,-1.48661,0.368862,2556.52,33.4141,4242.36,0.42064,0.977639,0.0143015,6077.68,-1.14731e-05,0.430636,8.81183,7.97996,99.2015,69.5056,0.577048,9.36523,9.09381,98.4859,119.126,0.715586,-49.62 
49,5,49,8149.39,-0.0170294,18.3517,9.75104,98.5581,-0.00255103,12.2914,479.523,-0.289476,0.871447,-1.80073,0.658492,-2.50783,-86.0548,3216.88,36.0874,5001.64,5826.37,0.252388,1.41331,-0.717001,1.20036,-1.96596,4.91607,3337.58,45.0282,5122.34,0.439785,0.976935,0.0159351,7589.13,9.35659e-05,0.538906,9.22775,8.08885,98.6087,69.073,0.647433,9.65431,9.3635,97.9855,118.564,0.623143,-49.4914 
50,3.5,50,8511.68,-0.0126102,19.6011,9.59742,98.5915,-0.0363559,21.8914,500,0.0896257,0.731267,-0.54987,-2.27998,-2.5998,-109.95,3550.28,53.6721,5141.07,6149.83,0.781954,1.42359,0.834785,-1.58765,-1.90747,2.83553,3704.5,65.0956,5295.28,0.457369,0.970166,0.0221438,8099.58,9.73168e-06,0.601239,9.27081,7.9684,98.6096,68.6093,0.696429,9.51268,9.02337,98.0038,117.681,0.605818,-49.0719 
51,8,51,6479.49,-0.0461817,15.2218,9.59024,98.7741,0.103109,-70.2867,481.742,-2.32022,1.14169,-4.52907,-0.443617,-0.961901,-65.1658,2433.67,28.5668,4218.98,4988.08,-1.90989,1.55203,-3.70841,-0.0332852,-0.55157,0.202686,2525.07,35.3372,4310.38,0.413764,0.976095,0.0148772,6102.69,-3.93696e-05,0.420637,8.946,8.04193,98.8099,68.555,0.552136,9.48652,9.4725,98.1497,118.12,0.660148,-49.5649 
52,0,52,9733.24,-0.00481172,21.9893,9.63953,98.67,-0.00655994,7.19975,496.743,-1.09234,0.311496,0.681135,-0.217154,-3.09061,-68.997,4237.42,66.1046,5462.92,6901.74,-0.657887,0.745952,1.55005,0.217301,-2.65615,2.93577,4334.19,73.2732,5559.69,0.484336,0.971265,0.0237023,8948.74,0.000293194,0.694966,9.17763,8.15821,98.7123,70.2022,0.701376,9.49448,9.57159,98.1295,119.889,0.582816,-49.6867 
53,0,53,9689.14,-0.0259547,21.4762,9.93686,98.4364,0.0208507,-0.407631,19.9487,-1.09532,-2.67331,-4.59705,-0.570624,-0.393586,-75.2928,4108.39,53.6543,5630.9,6947.35,-0.621225,-2.19921,-3.64886,-0.0965253,0.0805125,0.437365,4214,61.4769,5736.51,0.469511,0.975105,0.0193593,8975.3,0.000119998,0.670669,9.45196,8.03048,98.5662,69.1577,0.722423,9.80839,9.37069,97.7931,118.868,0.77303,-49.7106 
54,3,54,9312.83,-0.0150441,21.1786,-9.63213,98.3993,0.00786074,-15.2057,248.497,-0.874148,2.06388,1.86119,1.21055,-2.32709,-71.2813,3860.01,35.4831,5467.75,6644.59,-0.425309,2.51272,2.75887,1.65939,-1.87825,0.403799,3959.98,42.8889,5567.73,0.461472,0.981399,0.0139914,8581.2,0.000198144,0.66004,9.12305,7.98706,98.4528,68.6553,0.722903,9.55772,9.21421,97.822,118.212,0.630821,-49.5564 
55,6,55,7844.76,-0.0397973,17.5661,9.95736,98.1304,0.0544323,6.17939,384.793,1.03537,-0.295705,-2.64523,0.234077,-1.86791,-33.2508,3003.57,38.0871,4940.75,5704.91,1.24475,-0.0863341,-2.22648,0.443449,-1.65854,0.0248239,3050.21,41.5417,4987.39,0.424245,0.976721,0.0151117,7189.75,1.61755e-05,0.48784,9.50444,8.09642,98.162,69.0758,0.633415,9.85251,9.35854,97.5558,118.623,0.606216,-49.5472 
