cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
312,-1.5,48.3744,1.3,312,12517.9,0.2155,20.0349,12.3519,96.8656,-0.268183,-120.986,130.046,-0.237849,-3.48411,5.15948,7.246,1.06814,-164.794,3855.6,44.4774,7509.79,9112.19,0.799817,-2.44644,7.23481,8.28366,2.1058,0.547192,4086.74,61.5989,7740.93,0.374973,0.9743,0.0144469,10898.8,3542.79,21562.9,59632.2,0.0015121,0.40723,11.7127,9.69596,97.2259,73.4394,0.607958,12.2628,11.9471,96.1296,124.016,1.09633,-50.5762 
313,-1.5,48.3744,1.16,313,14445.2,0.23011,23.6374,12.1703,96.3084,-0.0971179,-21.1007,463.226,-0.991633,2.97765,6.18828,3.71672,3.07274,-169.741,1377.15,-6.37959,11831.1,9431.5,0.0771793,4.04646,8.32591,4.78553,4.14155,0.610513,1615.23,11.2558,12069.1,0.132005,0.987952,0.00171502,12236.1,6380.06,4222.49,149894,0.00148735,0.170859,10.5294,9.14505,96.9375,73.3472,0.968826,12.1605,12.119,95.7602,123.846,1.1773,-50.499 
314,-1.5,48.3744,1.6,314,11592.1,0.202571,18.6992,12.2372,96.9086,-0.165967,203.217,137.245,-1.67386,3.29301,0.493758,4.59366,-0.339664,-169.981,3940,53.6916,6524.84,8547.01,-0.603537,4.36334,2.63441,5.66399,0.730663,0.794007,4178.42,71.352,6763.26,0.412476,0.970984,0.0190636,10130.1,3027.08,22957.6,44692.7,0.00132256,0.418526,11.6318,9.92015,97.1427,74.3964,0.516754,12.3882,12.1758,96.1056,125.551,1.03704,-51.1543 
315,-1.5,48.3744,0,315,15318.5,0.191793,24.8283,12.5257,96.3091,0.0945407,-583.235,25.3162,0.431087,0.363351,5.37086,2.20815,4.70773,-168.831,47.0539,2.04681,14068.5,11918.8,1.49417,1.42644,7.49703,3.27124,5.77082,0.614741,283.856,19.5877,14305.3,0.0220514,0.892252,0.00251599,12872.5,8454.01,1174.99,207016,0.00119726,0.0318555,10.8583,6.87197,121.042,56.8286,1.12096,12.484,12.2215,95.7811,124.504,25.2605,-67.6749 
316,-1.5,48.3744,1.24,316,12042.1,0.21213,18.9837,12.5117,96.7162,0.423607,-265.683,0.862767,0.646977,0.356093,5.75602,7.28608,4.89204,-213.841,3846.38,55.9578,7096.41,11395.7,1.99347,1.70259,8.44902,8.63258,6.23854,0.687261,4146.31,78.175,7396.34,0.389139,0.968059,0.0190981,10655.1,3224.92,21398,51107.4,0.00139017,0.403601,11.7335,9.82,97.0833,74.0403,0.547666,12.6604,12.1783,95.9342,124.603,1.14907,-50.5627 
317,-1.5,48.3744,1.18,317,13603.2,0.1936,21.5455,12.6953,96.2902,-0.155215,70.6079,462.594,0.581026,3.26172,1.76111,7.2051,1.92528,-172.754,2826.34,8.47401,9668.48,9260.96,1.66881,4.34951,3.93667,8.29289,3.01306,0.81484,3068.64,26.4224,9910.78,0.260272,0.985155,0.00488711,11790.1,4531.82,12386.9,94374.4,0.00128056,0.301819,11.6392,9.82301,96.9001,73.787,0.739653,12.7998,12.3454,95.5964,124.704,1.30362,-50.917 
318,-1.5,48.3744,2,318,11886.8,0.246825,18.7225,12.2959,96.123,-0.0331502,32.2789,14.9647,-1.3604,0.180797,3.57735,3.32296,3.21605,-170.884,2634.96,61.8206,8092.43,7528.91,-0.284391,1.25681,5.72938,4.39897,4.29206,0.627789,2874.64,79.5748,8332.11,0.281637,0.953795,0.0172886,10206.9,3473.61,10882.8,68190.3,0.00163154,0.287156,11.1731,9.7206,96.373,74.2402,0.653058,12.2938,11.8285,95.358,125.022,1.01503,-50.7823 
319,-1.5,48.3744,1.4,319,12035.4,0.224733,18.4949,12.7539,96.3677,0.0111657,-251.063,453.086,-1.38634,-1.15224,3.87915,5.41477,2.93564,-168.459,3536.69,52.8713,7342.68,7769.97,-0.325598,-0.091502,6.00064,6.47551,3.99638,0.626255,3772.97,70.3736,7578.96,0.36131,0.968391,0.016817,10442.5,3139.33,17417.1,53267.1,0.0014875,0.357052,11.7407,10.0512,96.6662,73.6105,0.550028,12.9435,12.2994,95.4961,124.124,1.17009,-50.5139 
320,-1.5,48.3744,1.8,320,12638.6,0.137114,19.6311,12.9417,96.6255,-1.65201,3842.36,0.0544214,1.31032,3.38978,8.88171,6.14704,1.78222,-150.649,3302.48,26.4626,8205,214906,2.25891,4.33837,10.7789,7.09564,2.73082,0.603755,3513.78,42.1144,8416.3,0.321771,0.979456,0.00913354,10920.1,3553.83,15168.4,66388.9,0.00140816,0.324257,12.227,10.1251,96.8964,73.7964,0.616502,12.7795,12.4256,95.9143,124.475,0.982132,-50.6785 
321,-1.5,48.3744,1.14,321,14027.1,0.228416,22.6475,12.3099,96.7046,-0.32839,236.691,252.48,0.0281402,2.39177,6.70155,4.84233,3.03618,-199.204,1292.87,-0.12731,11420.3,11605.7,1.28247,3.6461,9.21021,6.09667,4.29051,0.624471,1572.27,20.5692,11699.7,0.13248,0.977618,0.00322815,11868,5798.97,3711.69,135949,0.00170101,0.155288,10.3199,9.43536,97.0002,73.2355,0.918452,12.2025,12.1732,96.19,123.68,0.810254,-50.4445 
