cyc,VVA,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
236,0,48.5227,236,11635.9,-0.220694,22.3585,12.8858,88.6207,0.386184,-58.9797,1.41041e-08,0.451211,1.13179,0.0609855,0.510116,-0.608101,-8.9585,571.789,30.7311,12939.7,10120.3,0.50762,1.1882,0.173804,0.566525,-0.551692,0.907769,583.656,30.9638,12951.5,0.0487151,0.915047,0.00438469,11981,6514.74,524.78,165826,-0.00261705,0.0315576,29.9327,-14.7905,72.6663,87.6144,0.980844,13.0623,12.4837,88.5592,121.081,-15.8929,-33.4669 
237,10,48.5227,237,9151.65,-0.30534,17.5096,13.3306,88.4245,0.238233,160.557,133.471,-1.37908,-1.71267,-0.868115,-2.02249,1.03922,-5.47431,540.998,19.9911,10248.1,8843.55,-1.34461,-1.6782,-0.799174,-1.98802,1.07369,0.831267,548.25,20.1333,10255.3,0.0572707,0.939616,0.00360339,9572.94,3880.04,393.288,97803.4,-0.0789716,0.0820408,552.173,286.148,96.3343,70.6717,0.730064,13.2269,12.9962,88.3566,121.056,7.97768,-50.3847 
238,8,48.5227,238,10378.6,-0.0604614,20.2012,12.7737,88.3448,-0.0249119,107.127,2.50214e-10,-1.33657,-1.78761,-1.20442,1.89089,1.42886,25.1128,520.528,25.1139,11729.5,8487.06,-1.4947,-1.94574,-1.52068,1.73276,1.27074,0.223203,487.262,24.4616,11696.3,0.0452006,0.919241,0.0038378,10780,5366.15,461.887,135999,-0.0317343,0.034564,-368.577,-174.69,101.925,67.2323,0.877766,13.1035,12.6802,88.2946,121.757,13.6306,-54.5246 
239,0,48.5227,239,12070.1,-0.322034,23.0943,12.934,88.8275,0.623538,-1199.3,49.0254,-1.37288,-0.698699,-1.14841,-0.421837,-0.630487,-7.72997,508.897,29.3372,13373.9,34067.3,-1.3242,-0.650026,-1.05106,-0.373163,-0.581813,0.735932,519.137,29.538,13384.1,0.0422159,0.909445,0.00404895,12297.2,6962.1,472.453,177410,-0.0015225,0.00201139,-0.681346,-2.82747,96.3399,64.0858,1.00916,13.0751,12.5929,88.8231,121.204,7.51675,-57.1183 
240,5,48.5227,240,9713.37,-0.325252,19.2258,12.899,88.9259,0.136361,50.3846,411.866,-1.26032,-0.201181,-0.612138,-1.052,0.495804,-19.1708,530.972,24.1147,10916.9,8296.72,-1.1396,-0.0804678,-0.370711,-0.93129,0.616518,0.805458,556.368,24.6126,10942.3,0.054623,0.928146,0.00412637,10185.6,4677.82,449.363,118241,-0.00253004,0.0248268,28.4339,21.2042,68.8913,84.2337,0.828738,13.0025,12.4674,88.799,118.953,-19.9076,-34.7188 
241,7,48.5227,241,10460.5,-0.310503,20.1917,12.9969,88.6447,0.0851357,6.21279,2.79106,-0.308314,-1.82696,-1.26558,0.5136,1.46403,-43.076,503.531,24.5741,11708.8,8560.15,-0.0370764,-1.55572,-0.723109,0.784838,1.73527,4.54109,560.592,25.693,11765.8,0.051362,0.92575,0.00400647,10914.5,5263.22,439.288,133437,-0.00252927,0.0257918,30.0346,-19.0044,69.6721,87.975,0.87524,13.049,12.5857,88.561,121.453,-18.8889,-33.4779 
242,9,48.5227,242,9835.24,-0.317803,19.4064,12.8656,88.4972,0.154644,134.223,491.248,-0.142116,-0.163984,-4.6697,0.455845,-1.32673,-24.7387,468.107,22.431,11104.9,8803.47,0.0136571,-0.00821105,-4.35816,0.611618,-1.17095,0.112761,500.878,23.0736,11137.7,0.0486193,0.925398,0.00380172,10302,4716.23,404.881,119395,-5.25095,5.25303,-6763.07,2407.06,101.673,70.6061,0.815159,13.0326,12.9693,88.4332,121.489,13.2397,-50.8825 
243,0,48.5227,243,11706.5,-0.0280121,22.6666,-12.59,88.5224,-0.0532742,242.796,500,-2.41289,-1.1049,-3.29618,-0.124494,-2.00486,-2.21304,471.282,28.3857,13130.2,9710.9,-2.39895,-1.09096,-3.26831,-0.110559,-1.99093,0.631104,474.213,28.4431,13133.1,0.0394149,0.905007,0.00397371,12031.3,6776.75,488.707,172505,-0.00277001,0.0319748,29.5721,14.237,70.9066,88.5788,1.00059,13.0292,12.5143,88.4474,121.435,-17.5408,-32.8564 
244,0,48.5227,244,10866.9,-0.319701,21.2659,12.8047,88.601,2.35311,-4486.06,427.188,-2.01367,-0.112979,-1.81922,0.641582,-2.07914,-15.6215,531.609,26.6763,12136.9,352504,-1.9153,-0.014615,-1.62249,0.739947,-1.98077,0.661503,552.303,27.0821,12157.6,0.0490892,0.920971,0.00408667,11251,5882.14,502.421,149294,-0.00248483,0.031578,-28.1771,14.4496,71.1793,88.6175,0.940691,12.9203,12.3457,88.5091,121.569,-17.3297,-32.9518 
245,10,48.5227,245,9372.68,-0.320057,18.2052,13.1767,88.8319,0.447173,23.6249,69.9435,-0.0243801,-0.646563,-2.70517,-0.455522,-0.0634747,-27.2825,524.08,25.201,10560.4,8152.92,0.14741,-0.474773,-2.36158,-0.283731,0.108316,0.175529,560.221,25.9096,10596.5,0.056673,0.925124,0.00448396,9885.15,4215.9,407.842,106368,-0.604878,0.607657,1852.65,783.035,92.9604,70.57,0.769729,13.1026,12.8573,88.6022,121.47,4.35824,-50.8996 
