cyc,VVA,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
192,0,48.2227,192,11476.5,-0.0430401,21.9772,12.7119,88.8591,0.26757,-27.388,0.000140111,-0.604633,-0.880469,-0.603412,-2.64606,-0.233025,-21.3787,522.687,29.0058,12752.7,9333.03,-0.470017,-0.745853,-0.33418,-2.51144,-0.098409,0.919666,551.007,29.5611,12781,0.0467022,0.914172,0.00424251,11798.3,6318.91,530.685,160740,-0.00265679,0.0319536,-30.0515,14.1329,71.2336,88.0344,0.957477,13.1541,12.6137,88.7327,121.848,-17.4991,-33.8137 
193,5,48.2227,193,10640.6,-0.297013,20.486,12.9264,88.6444,0.184434,180.321,52.3204,-0.650002,1.10559,-0.518072,-0.764011,-0.71758,-12.855,513.752,25.497,11776.5,9703.13,-0.569058,1.18653,-0.356183,-0.683067,-0.636635,0.663475,530.78,25.8309,11793.5,0.0486548,0.921519,0.00401847,10909.1,5279.5,451.7,133998,-0.0358621,0.0384666,510.046,-188.708,95.0707,70.411,0.867031,13.0092,12.8817,88.5448,122.117,6.52592,-51.706 
194,7,48.2227,194,9532.97,-0.335177,18.851,13.0009,88.6313,-2.52344,729.22,3.35465,-1.19888,0.466952,-0.121044,-1.22721,-3.23207,-7.17807,560.401,22.6694,10802.1,67880.9,-1.15368,0.512151,-0.0306473,-1.18201,-3.18687,0.99392,569.91,22.8558,10811.6,0.0565157,0.93442,0.00387913,10084.1,4462.35,431.924,112688,-0.0026658,0.0222813,28.6776,24.9362,69.5444,87.5796,0.796065,13.0031,12.8286,88.6059,121.547,-19.0615,-33.9669 
195,4,48.2227,195,9876.28,-0.329372,19.4932,12.9214,88.7871,0.550521,37.3126,333.271,-0.740946,0.34935,0.563283,-0.813629,0.87041,-10.2501,500.764,27.4075,11138,8868.19,-0.676404,0.413893,0.692368,-0.749087,0.934953,-0.12448,514.342,27.6738,11151.6,0.0498022,0.913945,0.00455058,10327.7,4912.45,452.819,124276,-0.0410417,0.04381,479.2,-199.869,98.0717,69.6702,0.852505,12.8849,12.4689,88.6619,121.103,9.40976,-51.4328 
196,8,48.2227,196,10231.1,-0.332292,19.7518,13.1592,88.6066,0.0315145,626.571,115.524,-1.01049,0.847681,-0.481922,-0.954923,-1.95126,17.1459,480.029,28.7814,11522.9,9103.98,-1.11845,0.739718,-0.697848,-1.06289,-2.05922,0.833794,457.317,28.3361,11500.1,0.0432351,0.902175,0.00451839,10577.4,4803.78,400.218,121631,-0.00270042,0.0242305,28.7899,-21.0442,68.2333,87.5179,0.801613,13.4741,13.2411,88.5966,121.253,-20.3633,-33.7347 
197,0,48.2227,197,12179.1,-0.340815,23.4869,12.9093,88.6287,-0.52692,190.087,237.673,0.904872,-0.181297,-1.37101,-0.939077,0.352531,-24.771,477.544,33.633,13525.2,13130.7,1.06085,-0.0253209,-1.05905,-0.783101,0.508507,-2.55244,510.357,34.2764,13558.1,0.0410207,0.894828,0.00463548,12441.4,7214.42,561.576,183768,-0.00162415,0.0150165,-1.62262,1.3728,93.5345,64.4646,1.02881,13.1368,12.4787,88.6403,121.91,4.89424,-57.4454 
198,0,48.2227,198,11416,-0.162093,21.97,12.8364,88.8649,-0.238357,-40.3959,500,-1.02247,-1.80325,-0.708466,-0.56727,-0.318636,-25.2824,630.559,32.1071,12649.7,9493.98,-0.863274,-1.64405,-0.390074,-0.408074,-0.159439,0.887422,664.05,32.7637,12683.2,0.0561551,0.920519,0.00473606,11825.3,6275.88,566.923,159405,-0.0124205,0.016845,-202.059,-91.8026,86.109,70.0982,0.959849,12.9891,12.5021,88.7428,120.898,-2.63373,-50.8002 
199,10,48.2227,199,8847.32,-0.0453804,16.8556,13.1366,88.5324,0.364862,-122.638,500,-2.22579,-1.22954,-1.99655,0.0636977,-0.0261478,11.0827,521.962,21.1952,9951.65,8664.72,-2.29557,-1.29933,-2.13612,-0.00608708,-0.0959326,0.63379,507.281,20.9073,9936.97,0.0548304,0.932727,0.00386081,9251.82,3632.31,407.239,91262,-0.606191,0.609185,1471.5,804.909,101.525,70.8601,0.697807,13.3728,13.1223,88.4387,121.893,13.0864,-51.0326 
200,0,48.2227,200,11255.7,-0.309493,21.6523,12.9126,88.7831,0.382239,171.389,78.807,-0.902851,-2.04649,1.32948,0.716443,-0.788973,-30.8871,442.439,28.3365,12504.1,11234.2,-0.708363,-1.852,1.71846,0.910931,-0.594485,4.2704,483.354,29.1388,12545,0.0419469,0.90457,0.00426048,11523,6176.15,473.078,157066,-0.00144446,0.000939999,34.007,0.221583,87.2759,65.5712,0.955854,13.0905,12.4049,88.7858,121.35,-1.50986,-55.7789 
201,6,48.2227,201,9744.09,-0.328823,19.2847,12.909,88.6907,0.324268,8.76458,388.171,0.0684521,-0.370244,-1.16721,-1.05047,-1.18021,3.12807,506.631,27.9457,10984,8196.52,0.0487555,-0.389941,-1.2066,-1.07016,-1.19991,0.683959,502.487,27.8645,10979.9,0.0494341,0.911541,0.00465309,10164.8,4667.27,421.044,118051,-1.50619,1.50842,2880.97,1346.72,103.947,67.9672,0.816795,13.0024,12.7758,88.6208,120.413,15.3258,-52.4462 
