cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
400,7,8,4,400,21397.9,-0.213343,39.2409,12.5945,118.38,-0.024887,680.2,467.551,-4.37829,-5.20448,-7.77673,-2.40813,-1.84036,-188.531,11626,23.8861,10657.6,16639.6,-3.19116,-4.01735,-5.40247,-1.221,-0.653229,0.627036,11776.2,37.538,10807.8,0.521439,0.994453,0.00635739,22584,-0.00118564,1.11916,12.6632,10.275,117.941,87.8831,0.925122,12.636,11.3838,117.729,137.299,0.212213,-49.4156 
401,2,3,4,401,22969.2,-0.086446,42.3362,12.5807,118.374,-0.0632505,-321.845,0.0714652,-2.91519,-5.27211,-5.87445,-7.11784,-5.73924,-199.101,12333.8,36.3921,11813.6,18001.2,-1.6615,-4.01842,-3.36707,-5.86415,-4.48555,0.82641,12492.4,50.8095,11972.1,0.510633,0.992933,0.00775721,24464.6,-0.00152594,1.17836,12.7467,10.3329,117.813,87.8966,1.04057,12.6027,11.2453,117.645,136.996,0.168458,-49.0996 
402,1,2,4,402,23255.4,-0.0131757,42.6109,12.4832,118.265,-0.063297,6.90472,500,-5.82185,-7.97036,-6.68501,-1.76984,-7.93444,-185.273,12809.6,29.6137,11440.8,17329.9,-4.65523,-6.80374,-4.35178,-0.603225,-6.76783,0.812276,12957.2,43.0298,11588.3,0.527884,0.994222,0.00679363,24545.5,-0.00126268,1.23773,12.6328,10.2699,117.815,87.3824,1.01393,12.4912,11.2075,117.47,136.669,0.345556,-49.2864 
403,9,10,4,403,20225.2,-0.0293553,38.2079,-12.3241,118.305,-0.0606672,53.7455,500,-1.94534,-7.4808,-16.0357,-5.7495,-4.98463,-248.161,11093.1,16.0256,10424,15434.8,-0.382737,-5.9182,-12.9105,-4.1869,-3.42202,0.51863,11290.7,33.9955,10621.6,0.515268,0.994759,0.00586127,21912.4,-0.00157718,1.08494,12.6237,10.1906,117.762,87.7679,0.938116,12.4219,11.1719,117.651,136.973,0.111108,-49.2052 
404,30,31,4,404,16437,-0.0258776,30.6855,-12.5586,118.346,0.000243853,-3.44426,499.956,-5.37121,-4.35561,-8.45332,-3.84133,-6.09761,-174.019,8843.34,28.6917,8726.83,12545,-4.27546,-3.25986,-6.26181,-2.74558,-5.00186,0.709355,8981.95,41.2928,8865.44,0.503264,0.992019,0.00850704,17847.4,-0.0014458,0.826285,12.8697,10.5306,117.859,87.9188,0.754229,12.7151,11.4207,117.581,137.176,0.278441,-49.2573 
405,25,26,4,405,18395.2,-0.0199119,34.0403,12.593,118.264,-0.00442642,-14.8922,2.95709e-12,-6.6237,-5.15225,-13.5686,-5.76987,-5.79742,-192.52,9548.92,10.9162,10018.6,13956.8,-5.41145,-3.94,-11.1441,-4.55762,-4.58517,0.623997,9702.27,24.857,10172,0.488183,0.995537,0.00448135,19874.2,-0.00146222,0.90589,12.844,10.3604,117.829,87.3526,0.873419,12.7959,11.2014,117.564,136.729,0.264291,-49.3759 
406,20,21,4,406,19044.4,-0.113086,35.6903,12.4528,118.395,0.0267677,-13.2801,500,-6.10041,-5.42396,-8.91943,-3.48906,-2.43723,-218.105,10204.4,16.8018,9928.06,14479.7,-4.72706,-4.05061,-6.17273,-2.11572,-1.06388,0.659529,10378.2,32.5953,10101.8,0.506747,0.994534,0.00590877,20480,-0.00138146,0.983895,12.7498,10.2538,117.946,87.3105,0.880911,12.4755,11.2778,117.752,136.76,0.194049,-49.4497 
407,6,7,4,407,21630.9,0.0101803,39.8441,12.5545,118.378,-0.0112285,-41.2691,0.477171,-4.07765,-4.40966,-6.43539,-4.60376,-3.92411,-238.863,12094.3,23.0019,10702.9,16299,-2.57359,-2.9056,-3.42728,-3.0997,-2.42005,0.762427,12284.5,40.2985,10893.2,0.530014,0.994292,0.0067686,23177.7,-0.00154066,1.14748,12.8638,10.3227,117.852,87.178,0.920445,12.6722,11.4974,117.658,136.495,0.194075,-49.3175 
408,8,9,4,408,20436,-0.0195171,38.9389,12.2278,118.286,0.0203283,1.47856,3.36655e-10,-3.44638,-3.20786,-5.06433,-3.7914,-6.76574,-238.047,11563.2,23.5092,10231.5,15500.8,-1.94746,-1.70894,-2.0665,-2.29248,-5.26682,0.844416,11752.8,40.7467,10421.1,0.530029,0.993969,0.00715118,22173.9,-0.00163472,1.14705,12.5,10.1394,117.836,88.1486,0.917628,12.4655,11.1691,117.595,137.528,0.241321,-49.3797 
409,10,11,4,409,20700.3,-0.222546,38.4516,12.4921,118.4,0.105539,691.901,500,-4.84768,-1.83936,-6.20802,-3.13553,-4.29406,-190.633,11247.1,28.5257,10380.2,18013.8,-3.64732,-0.638996,-3.8073,-1.93516,-3.09369,0.709864,11399,42.3299,10532,0.519766,0.993543,0.00734931,21931,-0.00119466,1.10478,12.6539,10.1154,117.894,87.4986,0.931404,12.4786,11.0868,117.768,136.692,0.125292,-49.1937 
410,18,19,4,410,19348.2,-0.0249892,36.0972,12.5254,118.589,0.015072,12.5069,439.014,-3.75265,-5.39032,-14.0727,-5.37344,-6.04835,-213.859,10687.8,31.6767,9932.83,14724.5,-2.40603,-4.04371,-11.3795,-4.02682,-4.70174,0.571521,10858.2,47.1628,10103.2,0.518009,0.992456,0.00852584,20961.3,-0.00160984,1.02726,12.8023,10.2824,118.101,87.6392,0.878528,12.542,11.2751,117.822,136.911,0.27946,-49.272 
411,12,13,4,411,19611.2,0.00837341,36.7257,-12.4779,118.452,-0.0515131,-47.9508,500,-5.54448,-7.20604,-7.44857,-8.56939,-4.82497,-216.844,11154.8,30.1058,9755.99,14998.2,-4.17907,-5.84062,-4.71775,-7.20398,-3.45956,0.814269,11327.5,45.808,9928.72,0.532904,0.992973,0.00842727,21256.3,-0.00154654,1.05705,12.7844,10.3986,117.951,87.2785,0.855133,12.5009,11.3455,117.735,136.51,0.216526,-49.2317 
412,40,41,4,412,16160.7,-0.351395,30.376,-12.8682,118.423,0.246189,87.5051,495.513,-9.42054,-5.69292,-10.4325,-5.02508,-1.92721,-218.608,8710.42,14.431,8745.45,13425.9,-8.04402,-4.31641,-7.67951,-3.64856,-0.550694,0.683178,8884.55,30.261,8919.58,0.499016,0.994075,0.0062108,17804.1,-0.0016022,0.810646,12.9233,10.5063,117.985,87.5063,0.732222,12.973,11.6041,117.671,136.764,0.3145,-49.2573 
413,60,61,4,413,15722.7,-0.0647621,29.5662,12.5867,118.404,0.037183,3.28559,1.34356e-06,-6.21055,-5.93751,-8.11146,-5.83132,-5.45284,-186.208,8196.5,7.37877,8782.58,12118.4,-5.03804,-4.765,-5.76645,-4.65882,-4.28034,0.764718,8344.82,20.8626,8930.9,0.483037,0.995644,0.00428472,17275.7,-0.00156598,0.778113,12.8538,10.377,117.823,87.5881,0.748933,12.847,11.4988,117.688,136.697,0.134702,-49.1091 
414,50,51,4,414,15623.3,-0.0346848,28.7273,-12.9132,118.294,0.0397976,9.20388,500,-8.61733,-5.69658,-9.00533,-2.98302,-3.9774,-217.197,8654.54,25.3215,8337.56,12088,-7.2497,-4.32895,-6.27007,-1.61539,-2.60977,0.715951,8827.55,41.0493,8510.57,0.509141,0.991928,0.00880684,17338.1,-0.00172458,0.776013,13.3958,10.5866,117.832,88.2762,0.692013,12.9554,11.7517,117.473,137.825,0.358475,-49.5486 
415,3,4,4,415,21897.5,-0.324727,41.1422,12.6341,118.267,0.525676,83.3918,0.120541,-2.42277,-5.37342,-11.1295,-3.3342,-4.37198,-155.936,12451.5,54.1269,10787.9,18348,-1.44088,-4.39154,-9.1657,-2.35231,-3.3901,0.558078,12575.7,65.4186,10912.1,0.535415,0.990979,0.0109229,23487.8,-0.00161875,1.19122,12.7543,10.304,117.819,87.6267,0.942064,12.5213,11.3836,117.499,136.836,0.320308,-49.2093 
416,5,6,4,416,21647.5,-0.31067,39.8129,12.6956,118.217,-0.0936124,570.071,354.973,-9.28402,-4.02083,-9.23027,-6.1535,-3.90232,-273.594,12021.5,45.3727,10666.1,18191.2,-7.56127,-2.29808,-5.78478,-4.43075,-2.17957,0.740062,12239.4,65.1843,10884,0.529307,0.990766,0.010912,23123.4,-0.00134038,1.13339,12.943,10.3159,117.855,88.0341,0.927845,12.4989,11.4314,117.385,137.382,0.470259,-49.3479 
