cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
42,-2,48.3739,0,42,15874.2,0.107831,26.7852,12.4166,95.902,-1.69765,-935.052,125.889,1.60591,1.70749,4.11466,2.20142,1.90161,-121.366,-135.244,-0.578121,15156.8,62501.5,2.37011,2.4717,5.64307,2.96562,2.66582,0.649854,34.9832,12.0313,15327.1,0.00258698,0.624277,0.00144391,13522.8,9814.88,850.668,247981,0.000644285,0.0173415,9.80088,9.91107,118.347,56.7901,1.24599,12.2731,12.1073,95.5657,124.32,22.7816,-67.5297 
43,-2,48.3739,1.3,43,11730.8,0.0550047,19.507,12.578,96.225,-0.0425733,23.9389,470.611,1.09044,2.33989,-0.557029,0.618647,-3.21469,-91.3252,3769.47,34.9592,7208.48,8020.46,1.66549,2.91494,0.593071,1.1937,-2.63964,0.840895,3897.56,44.4475,7336.58,0.37644,0.980434,0.0110369,10353.7,3132,21385.3,53988.7,0.00075946,0.40557,11.6698,9.98933,96.5798,73.0643,0.566401,12.6826,12.1664,95.608,123.817,0.971794,-50.7528 
44,-2,48.3739,1.16,44,13536.6,0.103542,22.7755,12.3946,96.0079,0.0962487,192.562,281.133,2.32648,0.647282,-3.62874,-0.774788,0.85494,-106.273,1691.27,30.5926,11049.2,9792.96,2.99565,1.31645,-2.2904,-0.105616,1.52411,1.66578,1840.33,41.634,11198.3,0.157363,0.961917,0.00680214,11694.8,5409.72,5747.23,128700,0.000927409,0.216956,10.6165,9.17347,96.1618,72.5902,0.891029,12.4198,12.0787,95.5049,123.471,0.656875,-50.881 
45,-2,48.3739,1.6,45,12020.7,0.107796,19.3368,12.7692,96.2836,-0.0178367,-32.3284,500,-2.66923,0.653766,1.89234,0.479363,-1.45699,-148.779,2554.32,51.286,8570.91,8056.69,-1.73241,1.59059,3.76598,1.41618,-0.520168,0.16685,2763,66.7435,8779.59,0.263418,0.959441,0.0138105,10489,3472.52,9459.78,74793.1,0.00120164,0.26137,11.7608,9.94259,96.5908,73.063,0.67155,12.4341,12.2603,95.8631,123.813,0.727698,-50.7503 
46,-2,48.3739,0,46,16490.9,0.0820513,27.9632,12.4772,96.2218,0.16963,-77.5551,50.1389,1.72584,3.06835,4.19815,2.04674,0.448214,-122.28,-74.9703,-2.28243,15729,11786.2,2.49581,3.83832,5.73808,2.81671,1.21818,0.643755,96.5396,10.422,15900.5,0.00685213,0.841098,0.00120595,14089,10573.3,847.59,267379,0.000759351,0.0176185,14.5239,7.77767,119.544,59.3018,1.30237,12.1841,12.038,95.8854,124.151,23.6583,-64.849 
47,-2,48.3739,1.24,47,11958.9,0.00511416,20.4158,12.214,96.2466,-0.0141092,-12.8244,500,2.21757,0.356878,-5.46,0.627899,2.1994,-109.861,3157.2,35.7569,8096.55,8123.35,2.90933,1.04864,-4.07647,1.31966,2.89117,1.99612,3311.29,47.171,8250.64,0.313218,0.975677,0.010422,10571.9,3438.34,14920.9,68593.9,0.000909827,0.33988,11.4153,9.98179,96.6187,73.5862,0.651341,12.1062,12.2943,95.6036,124.395,1.01511,-50.8086 
48,-2,48.3739,1.18,48,15153.1,0.107909,25.8471,12.261,96.2592,-0.0528353,-185.951,299.607,0.425609,0.0270227,5.76534,0.391766,2.67124,-97.1751,454.913,8.71417,13852.9,10636.3,1.03749,0.638909,6.98911,1.00365,3.28313,0.460396,591.211,18.8103,13989.2,0.0458242,0.947258,0.00247082,12901.7,8368.82,1355.24,209726,0.000971555,0.0739279,9.18237,8.82553,96.4828,72.9363,1.15865,12.1625,11.9277,95.8988,124.017,0.584024,-51.0811 
49,-2,48.3739,2,49,12028.7,0.0918609,20.1665,12.4396,96.2047,0.0150731,-95.6997,1.61176,-0.438206,1.77582,-1.18285,1.09746,-1.94799,-94.1507,3266.9,30.032,8019.7,8213.38,0.154636,2.36866,0.00283,1.6903,-1.35515,0.999011,3398.96,39.8139,8151.76,0.32149,0.979913,0.00891678,10572.5,3458.11,16321,67574.5,0.000908955,0.359054,11.3789,9.80621,96.763,73.264,0.643284,12.3613,12.132,95.626,124.196,1.13708,-50.9322 
50,-2,48.3739,1.4,50,12121.7,0.109552,20.4831,12.2483,96.3302,-0.11053,-19.4444,490.503,1.07958,2.9762,-4.30391,2.52374,1.79563,-110.894,4282.1,58.4481,7093.97,8237.05,1.77785,3.67447,-2.90737,3.22201,2.4939,1.35194,4437.64,69.9696,7249.51,0.410239,0.973148,0.0174687,10817.2,3366.62,27114.2,54041.1,0.00093876,0.466613,11.662,9.62547,96.684,73.2295,0.583013,12.206,11.9364,95.6545,124.035,1.02954,-50.8052 
51,-2,48.3739,1.8,51,12338.8,0.126507,20.3579,12.4606,95.9697,0.132203,-162.746,21.7255,-3.89059,3.68799,2.53759,2.66486,2.34717,-110.04,2265.54,32.698,9268.74,8958.25,-3.1977,4.38089,3.92338,3.35775,3.04006,0.658966,2419.88,44.1307,9423.08,0.2259,0.969073,0.00855326,10712.2,4059.67,8493.81,90847.9,0.00100501,0.258543,11.3741,9.38072,96.2315,72.6626,0.750941,12.4678,11.9201,95.4739,123.481,0.757629,-50.8183 
