cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
320,7,8,6,320,22828.6,-0.0409573,42.4028,12.3709,118.544,-0.0307061,128.961,500,-3.43096,-8.19968,-9.68384,-3.57889,-4.36167,-205.458,12221.6,43.136,11669.6,17205,-2.13725,-6.90597,-7.09641,-2.28518,-3.06796,0.669823,12385.2,58.0137,11833.2,0.511397,0.991869,0.0089503,24218.4,-0.00137578,1.18047,12.6005,10.3174,118.074,86.9966,1.03858,12.4738,11.2235,118.007,136.045,0.067216,-49.0479 
322,1,2,6,322,21932.5,-0.31837,40.2724,-12.7261,118.138,0.00924557,243.294,468.682,-5.28508,-1.73967,-12.8088,-4.40501,-6.01575,-146.336,12179.2,38.3917,10743.7,16757.1,-4.36364,-0.818236,-10.966,-3.48358,-5.09432,0.556496,12295.7,48.9882,10860.3,0.530996,0.993076,0.00824085,23156,-0.00123807,1.14209,12.7804,10.4534,117.651,86.8308,0.938511,12.5809,11.2972,117.455,136.164,0.196135,-49.3334 
323,9,10,6,323,20130.3,-0.343604,38.0182,12.5262,118.457,-0.282245,130.711,89.1122,-7.01279,-6.19326,-8.43213,-4.48126,-6.06346,-208.827,10914,27.5726,10513.3,16703.7,-5.69786,-4.87833,-5.80227,-3.16633,-4.74853,0.761158,11080.4,42.6943,10679.7,0.509208,0.993302,0.00731038,21760.1,-0.00151955,1.06369,12.6123,10.2129,117.919,87.0754,0.94196,12.4255,11.1739,117.88,136.168,0.0385842,-49.0931 
324,30,31,6,324,15157,-0.09195,28.3254,12.7314,118.504,0.258461,-41.7037,8.35103e-06,-6.18247,-4.78723,-1.05386,-2.48425,-6.33811,-237.304,8015.34,13.4707,8426.22,12090.3,-4.68823,-3.29299,1.93463,-0.990011,-4.84387,1.16284,8204.36,30.6544,8615.25,0.487786,0.993504,0.00651183,16819.6,-0.00163081,0.737296,13.1719,10.5234,117.938,87.0886,0.7154,12.9002,11.5066,117.859,136.363,0.079268,-49.2744 
325,25,26,6,325,16738.8,-0.364767,31.3252,12.9334,118.406,0.312194,-229.45,403.677,-1.60642,-4.49986,-10.1969,-2.86726,-1.11891,-172.824,8970.14,12.2595,9020.28,15520.6,-0.518194,-3.41163,-8.02048,-1.77904,-0.0306877,0.417117,9107.8,24.7741,9157.94,0.498627,0.995262,0.00495856,18265.7,-0.00161166,0.826972,13.1375,10.4813,117.896,87.264,0.760348,12.883,11.6009,117.688,136.589,0.208695,-49.3247 
326,20,21,6,326,16861.2,0.106805,31.0921,-12.5625,118.446,0.054489,-28.0619,500,-6.77606,-5.10103,-10.6867,-2.12653,-2.60848,-209.562,9121.61,14.4679,8948.88,12764.9,-5.45651,-3.78147,-8.04758,-0.80698,-1.28893,0.58478,9288.53,29.6428,9115.81,0.504693,0.994446,0.00595449,18404.3,-0.00156337,0.852624,12.9704,10.4413,117.939,87.0775,0.76197,12.8795,11.5014,117.802,136.31,0.136682,-49.233 
327,6,7,6,327,21546.8,0.0272122,40.1626,12.301,118.434,-0.020579,-39.0168,1.47182e-13,-3.72114,-7.69115,-6.1591,-5.17373,-1.35852,-220.485,11431.8,28.1727,11190.9,16108.7,-2.33281,-6.30281,-3.38242,-3.78539,0.0298149,0.785565,11607.4,44.1386,11366.5,0.505242,0.993389,0.00710248,22973.9,-0.00134089,1.12422,12.5585,10.165,118.002,87.1565,1.00605,12.4418,11.1174,117.796,136.253,0.2062,-49.0964 
328,8,9,6,328,20977.2,-0.0527645,38.7194,-12.4512,118.494,0.096227,-126.799,35.9078,-8.76844,-3.92435,-10.6248,-1.56283,-1.22784,-193.539,11370.3,38.1924,10776.5,16091.3,-7.54978,-2.70569,-8.18752,-0.344164,-0.00917471,0.564409,11524.5,52.207,10930.7,0.513222,0.992135,0.00872151,22455.2,-0.00152747,1.08123,12.7961,10.3814,117.946,86.9985,0.929183,12.6946,11.4154,117.685,136.224,0.26107,-49.2259 
329,10,11,6,329,19683.5,-0.360696,37.0008,12.6608,118.362,0.86086,-815.214,344.594,-5.68854,-6.07135,-9.89952,-3.08284,-2.54039,-188.713,10828.2,27.9924,10043.4,38095.3,-4.50027,-4.88308,-7.52296,-1.89456,-1.35211,0.626707,10978.5,41.6576,10193.8,0.518532,0.993403,0.00747166,21172.2,-0.00150083,1.05319,12.7864,10.119,117.824,86.7872,0.883303,12.5442,11.3525,117.809,135.967,0.0148806,-49.18 
330,18,19,6,330,16866.7,-0.00739876,32.0348,12.2782,118.275,-0.0126436,4.41948,500,-7.19889,-5.89682,-7.21369,-4.85755,0.514242,-242.296,9151.17,21.804,8915.77,12806,-5.67321,-4.37115,-4.16235,-3.33188,2.03991,0.731438,9344.17,39.3492,9108.77,0.506378,0.992684,0.00789493,18452.9,-0.00144319,0.890636,12.5509,10.3073,117.849,87.2861,0.792094,12.484,11.2779,117.569,136.685,0.279436,-49.3991 
