cyc,VVA,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
148,0,48.0227,148,10801.6,-0.0235457,20.3943,12.963,88.9715,0.00326576,35.159,6.73365e-12,-1.23194,-2.28511,-0.480682,-1.54361,-2.19428,-21.24,572.247,26.2984,11969.1,8609.89,-1.0982,-2.15137,-0.213197,-1.40987,-2.06053,0.96925,600.383,26.85,11997.2,0.0538078,0.927418,0.00410576,11157.9,5491.37,501.917,139342,-0.00251017,0.0295407,-28.7694,16.0451,72.1799,85.7119,0.885346,13.3305,12.6057,88.8546,120.639,-16.6747,-34.927 
149,8,48.0227,149,9617.37,-0.309717,18.2402,13.3785,88.6814,-0.545408,-185.181,272.776,-2.25912,-1.25205,0.101368,-0.260381,-0.544732,16.731,516.536,27.087,10715.9,11231.7,-2.36447,-1.3574,-0.109333,-0.365732,-0.650082,0.977443,494.373,26.6524,10693.8,0.0499119,0.913788,0.00457015,9904.9,4032.88,397.772,101687,-0.00246889,0.0221252,31.0637,21.5548,72.2364,84.8766,0.722482,13.7674,13.3304,88.6421,120.455,-16.4056,-35.5786 
150,7,48.0227,150,9751.98,-0.328486,18.8804,13.1925,88.6975,0.312921,27.5328,478.087,-1.68875,-2.09978,-0.637837,-0.690014,-2.37697,8.16289,481.04,26.2918,10957.4,8388.8,-1.74015,-2.15118,-0.740636,-0.741414,-2.42837,0.905068,470.227,26.0798,10946.5,0.0465424,0.911528,0.00436957,10103.2,4327.12,421.486,109310,-2.32178,2.3241,3608.13,1623.01,103.863,69.1414,0.754583,13.4209,13.4476,88.5861,120.815,15.2767,-51.6739 
151,0,48.0227,151,10964.5,-0.0751772,21.0795,12.6815,88.8753,-0.181983,72.9323,500,-0.603959,-0.505626,-1.50885,0.903425,-1.01472,-3.1994,473.748,28.9554,12237.9,9134.19,-0.583813,-0.485481,-1.46856,0.923571,-0.994579,0.437088,477.986,29.0385,12242.2,0.0424835,0.903901,0.00435048,11251.1,5940.32,478.711,151006,-0.00255339,0.0311738,-29.2476,14.1181,70.7369,87.6333,0.939199,13.0809,12.3765,88.8227,120.833,-18.0858,-33.2 
152,9,48.0227,152,7747.87,-0.0490466,14.7122,13.1478,88.9725,0.00315494,24.417,1.98095e-10,-2.74288,-1.98625,-1.98092,-1.96149,-2.81685,-16.7291,597.833,22.5659,8618.69,6299.4,-2.63754,-1.88091,-1.77024,-1.85615,-2.71151,0.836939,619.994,23.0004,8640.85,0.0753889,0.939037,0.00487943,8223.94,2627.64,410.196,65379.7,-0.002161,0.0199423,29.8914,27.33,72.2582,84.4532,0.581145,13.388,13.4337,88.8197,119.957,-16.5615,-35.5039 
153,0,48.0227,153,11080.2,-0.345731,21.7644,12.8598,88.9421,0.494927,-311.544,3.31933,-0.764621,-0.812812,-1.07953,-0.807787,0.968476,8.12541,457.577,27.6006,12445.4,14130.7,-0.815785,-0.863976,-1.18185,-0.85895,0.917312,0.578399,446.813,27.3895,12434.6,0.039231,0.903118,0.00404117,11389.3,6179.87,480.934,157134,-0.0686186,0.0710974,-673.695,-260.176,94.5456,69.0749,0.956851,13.0352,12.3663,88.8743,120.058,5.67126,-50.9835 
154,0,48.0227,154,11710.3,-0.326391,22.0534,13.2124,88.7087,-0.823327,-763.556,339.587,-0.916083,-1.00748,-1.03021,-0.65158,0.219344,-14.2821,509.054,30.7431,12893.7,29950.2,-0.826153,-0.917552,-0.850351,-0.561649,0.309275,0.701257,527.973,31.1141,12912.6,0.0444009,0.906512,0.00441911,11891.1,6327.38,498.03,161031,-0.00147845,0.0553843,14.5878,-0.122959,100.405,67.1903,0.942976,13.3611,12.791,88.608,121.019,11.7968,-53.8285 
155,4,48.0227,155,10765.8,-0.337005,20.5833,13.2178,88.9257,-0.747388,985.563,190.888,-1.21332,-2.55565,-2.20473,-3.02999,-2.52616,-19.6498,649.63,32.9901,11852.6,32835.4,-1.08959,-2.43192,-1.95727,-2.90626,-2.40243,0.818561,675.659,33.5005,11878.6,0.0607124,0.920159,0.00516831,11128.9,5230.81,519.744,132560,-0.00253495,0.0274197,30.1805,19.5248,71.9563,86.3272,0.854584,13.24,12.9136,88.8404,120.713,-16.8841,-34.3853 
156,10,48.0227,156,7891.4,-0.147854,14.7392,13.7066,88.9238,-1.11193,301.59,0.00502059,-0.28495,-2.73247,-2.17346,-0.450893,-2.38354,-17.7846,620.082,22.035,8768.52,17493.2,-0.172965,-2.62048,-1.94949,-0.338908,-2.27156,0.734887,643.641,22.4969,8792.08,0.0768007,0.942359,0.00469141,8380.67,2632.25,410.863,65471.9,-0.0022796,0.0192357,30.9203,28.6119,72.2062,84.7729,0.569319,13.7577,13.6578,88.8598,121.009,-16.6535,-36.2365 
157,5,48.0227,157,10441.4,-0.297633,19.4941,13.3658,88.7792,-0.438889,55.7213,81.331,-1.77935,-1.60315,-2.64925,-1.91019,-1.85459,-11.4795,577.472,27.837,11451.1,9278.05,-1.70707,-1.53087,-2.50468,-1.83791,-1.78231,0.732487,592.679,28.1352,11466.3,0.0554784,0.923297,0.00449967,10683.1,4837.49,479.713,122503,-0.0230818,0.026115,347.36,147.08,99.8826,71.5679,0.814498,13.4079,12.937,88.7527,122.656,11.1299,-51.0885 
