cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,0,47.2227,2.2,0,12078.4,-0.497832,24.7567,12.878,113.393,0.203411,-580.844,118.106,0.453367,-0.0207796,-1.51493,0.400786,0.50333,97.9403,5699.28,108.76,8351.68,14224.7,-0.163337,-0.637484,-2.74834,-0.215919,-0.113375,0.291382,5621.26,101.668,8273.67,0.409431,0.96932,0.0221351,13729.5,-0.00191025,0.54269,12.2621,10.5259,112.887,89.0013,0.657702,12.9859,12.2351,112.413,138.192,0.474619,-49.1906 
1,0,47.2227,6,1,13076.9,-0.440995,24.9114,13.4099,113.485,0.157908,-217.252,190.185,-0.111978,-1.79522,-2.23866,-0.716048,-3.41953,71.3175,2669.17,95.2328,11900.8,11991.5,-0.561045,-2.24429,-3.13679,-1.16512,-3.8686,0.714209,2612.37,90.0685,11844,0.183718,0.943097,0.0138149,14219.4,-0.00161941,0.254207,12.1758,10.5163,113.211,88.2394,0.900543,13.5967,12.2661,112.629,137.596,0.582604,-49.3567 
2,0,47.2227,2,2,15490.8,-0.543075,29.468,13.5085,113.608,0.0349944,303.455,60.211,-0.47476,-1.12916,-1.87125,2.91889,1.24522,42.5121,2438.22,117.247,14736.2,13304.1,-0.742447,-1.39685,-2.40662,2.6512,0.977531,-1.62392,2404.36,114.169,14702.3,0.143009,0.923278,0.0141029,16812.6,-0.00193563,0.215263,12.2608,11.5262,113.337,89.0919,1.08823,13.6403,12.5501,112.821,138.797,0.515907,-49.7046 
3,0,47.2227,3,3,13251.6,-0.464137,25.6793,13.2589,113.685,0.318609,202.492,92.6577,0.231376,3.02376,1.2644,1.71099,-1.04892,110.747,5900.78,113.292,9088.16,13183.9,-0.465971,2.32642,-0.130291,1.01364,-1.74627,1.13061,5812.56,105.272,8999.94,0.397236,0.969279,0.0210927,14632.5,-0.00181725,0.526701,12.8379,10.7921,113.233,88.0462,0.68342,13.3959,12.5238,112.894,137.106,0.339138,-49.0602 
4,0,47.2227,10,4,13087.5,-0.484446,25.295,13.4104,113.398,0.240421,169.706,455.184,3.44354,0.296906,1.46702,-1.5484,0.502211,81.5114,7002.44,122.226,7710.19,12370.9,2.93029,-0.216349,0.440511,-2.06165,-0.0110441,0.592781,6937.51,116.323,7645.26,0.480774,0.971494,0.0272637,14429.9,-0.00182646,0.603927,13.1369,11.0923,112.893,88.9417,0.572466,13.4633,-12.6819,112.537,138.132,0.355578,-49.1903 
5,0,47.2227,2.5,5,14354.4,-0.552757,27.598,13.5694,113.429,0.242706,-318.519,1.04568,1.05219,1.48147,-2.39555,-0.661721,-1.31917,43.3506,5266.51,112.885,10821,14707.4,0.779225,1.2085,-2.94148,-0.934688,-1.59214,0.154889,5231.98,109.746,10786.5,0.331081,0.964592,0.0183976,15802.7,-0.0019027,0.46011,12.8284,11.0738,112.919,88.6693,0.787123,13.5946,12.8,112.628,137.975,0.290961,-49.3059 
6,0,47.2227,5,6,13555.5,-0.440851,26.0057,13.2448,113.439,0.259389,2.7578,52.1428,-0.722371,0.346795,-0.119049,-1.39078,0.190545,74.9643,4608.37,110.085,10417.5,11235.9,-1.1944,-0.125235,-1.06311,-1.86281,-0.281485,0.765165,4548.66,104.657,10357.8,0.309448,0.961294,0.0182729,14699.3,-0.0015609,0.415491,12.3802,11.0309,112.974,88.1639,0.793228,13.5056,12.233,112.679,137.552,0.294978,-49.3883 
7,0,47.2227,8,7,14001.7,-0.477078,26.5734,13.4824,113.379,-0.522545,2481.84,9.26547,1.05576,3.08956,5.73219,0.868941,1.83192,95.3656,4301.71,118.625,11254.1,53880.6,0.455273,2.48907,4.53121,0.26845,1.23142,0.495154,4225.75,111.719,11178.1,0.27837,0.95578,0.018078,15180.3,-0.00176295,0.374617,12.841,11.1362,113.135,88.5293,0.826804,13.6521,12.6242,112.506,137.93,0.628664,-49.4008 
8,0,47.2227,4,8,11644.7,-0.496686,24.0914,12.8372,113.358,-0.687158,681.097,167.963,-1.18951,-1.55908,1.48718,1.91911,1.13981,74.1757,5928.5,87.4402,7682.02,25303.3,-1.65657,-2.02614,0.553051,1.45204,0.672749,1.55037,5869.42,82.069,7622.94,0.43999,0.976115,0.0194465,13339.9,-0.00194486,0.547991,12.4607,10.8119,112.945,88.7173,0.611476,12.8904,12.1643,112.454,137.613,0.490619,-48.8958 
9,0,47.2227,1.5,9,13380.1,-0.248825,26.3872,12.8624,113.774,0.211802,-13.3783,500,2.84465,-0.468376,0.298564,0.828029,-1.29377,97.5258,4125.11,100.773,11060.2,11140.9,2.23055,-1.08247,-0.929624,0.213935,-1.90786,0.369948,4047.42,93.7106,10982.6,0.273284,0.96106,0.0154748,14810.3,-0.00175505,0.385569,12.6071,10.5376,113.296,88.819,0.893377,12.986,11.8191,112.864,138.168,0.432471,-49.3488 
