cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
53,0,53,13827.5,-0.241196,25.2672,13.2071,89.1975,0.0785172,-3764.78,500,-0.370173,0.633339,-0.298639,-2.51241,-0.327318,49.0886,6828.92,17.5652,8228.39,20486,-0.679271,0.324241,-0.916835,-2.82151,-0.636416,0.806157,6763.89,16.2902,8163.36,0.484948,0.995803,0.00366251,13947.7,4487.78,46397.6,67171,-0.00107012,0.53046,13.2332,11.6426,89.8642,72.4269,0.628945,12.7051,12.581,88.6182,124.228,1.24606,-51.8008 
54,1.8,54,12092.9,-0.332197,21.9815,13.6637,89.4769,-1.58516,-46.3248,496.722,-0.163103,0.774532,-0.527393,-2.1216,0.522667,-20.6002,5500.56,16.8758,7873.06,12167.8,-0.0333891,0.904246,-0.267966,-1.99189,0.652381,0.63622,5527.84,17.4109,7900.35,0.442931,0.994518,0.00404324,12480.2,3397.29,28121,57157.9,-0.00134075,0.39418,13.8923,12.1748,90.0644,72.3486,0.55295,13.2847,13.2824,89.229,124.24,0.835413,-51.8918 
55,1.7,55,12278.7,-0.3103,22.104,13.6582,89.0881,0.0622752,461.332,496.198,-1.36821,0.361994,0.597041,-1.31725,0.683728,-7.04954,5517.47,14.3785,7896.1,10763.1,-1.32382,0.406383,0.685819,-1.27286,0.728117,1.88338,5526.81,14.5616,7905.44,0.442726,0.99541,0.00338163,12483.6,3396.89,28267.2,57109.4,-0.00107052,0.394414,13.8192,12.2557,89.8696,72.2468,0.557954,13.1351,13.1652,88.6048,124.182,1.26485,-51.9356 
56,3,56,10573,-0.16025,19.514,13.4012,88.9513,0.17327,99.4872,3.3843e-10,-0.207398,2.5793,0.287567,-0.350185,1.83804,-24.3966,4596.35,15.065,7174.3,9074.21,-0.0537788,2.73292,0.594805,-0.196566,1.99166,0.882659,4628.66,15.6987,7206.62,0.42192,0.9941,0.00399675,10970.5,2757.42,19930.6,48636.1,-0.00120998,0.332958,13.8053,12.1221,89.6633,71.9382,0.518973,12.9961,13.0962,88.3573,123.825,1.30599,-51.8864 
57,1.3,57,15511.3,-0.0510623,28.1018,13.0812,89.1045,0.0466101,-30.9078,499.872,-0.0323074,1.05125,0.108285,-0.616809,-0.482254,-26.3275,7545.59,13.985,9394.96,12013.6,0.13347,1.21703,0.43984,-0.451032,-0.316476,0.569979,7580.47,14.6689,9429.83,0.477398,0.996625,0.00285736,15878.7,5577.62,55890.5,85849.1,-0.00133298,0.576113,13.3918,11.7822,89.8764,72.963,0.703924,12.8786,12.7006,88.7802,125.222,1.09624,-52.2591 
58,4,58,12309.4,-0.0898624,21.9537,13.5762,89.1298,0.148078,22.948,466.004,0.030909,0.866492,2.29346,-1.69083,-0.559606,-42.0987,5552.29,21.2217,7985.41,9813.04,0.295993,1.13158,2.82363,-1.42575,-0.294521,-0.115648,5608.06,22.3152,8041.17,0.442126,0.993085,0.00508606,12684.3,3408.53,28044.3,57638.9,-0.00126298,0.390213,14.0029,12.3071,89.8396,71.3308,0.55159,13.3077,13.4482,88.7597,123.38,1.07987,-52.0495 
59,0,59,13982.2,-0.265902,25.3922,13.2767,89.1487,0.475084,-442.713,0.00382564,-0.20678,0.718016,2.14447,-0.0308614,1.3741,18.5607,6945.82,14.1414,8249.23,17821.3,-0.323652,0.601145,1.91073,-0.147733,1.25723,0.420591,6921.24,13.6593,8224.65,0.488825,0.996558,0.00305,14158.9,4636.93,49178,68327.2,-0.00110197,0.549137,13.2808,11.4866,89.8831,72.2076,0.638532,12.7529,12.3742,88.7228,123.893,1.16033,-51.6853 
60,2,60,12189.4,-0.306132,22.1565,13.517,89.4595,-0.735634,-513.64,200.138,-0.244455,-0.250151,-0.696634,-1.61384,1.33497,-40.7045,5457.46,14.1806,7909.52,22049.7,0.0118508,0.00615406,-0.184024,-1.35754,1.59128,3.71733,5511.38,15.2378,7963.44,0.440234,0.995185,0.00351243,12519.2,3431.08,28082.4,58175.9,-0.00126819,0.397613,13.6564,12.1657,90.3879,72.0753,0.557613,13.3037,13.2774,89.0412,124.018,1.34662,-51.9431 
61,1.2,61,14986.7,-0.243827,27.8949,12.8635,89.3043,0.0137224,-103.692,1.47229e-08,-0.463383,1.06414,-2.57523,1.35558,-0.299592,-99.7152,7025.82,16.4419,9432.62,11727.3,0.164497,1.69202,-1.31947,1.98346,0.328288,1.46317,7157.91,19.0319,9564.71,0.459581,0.995369,0.00365205,15574.8,5564.49,50577.3,90697.4,-0.0015234,0.556572,13.1361,11.6475,89.9224,73.6753,0.73317,12.7643,12.4735,88.9712,126.022,0.951148,-52.3466 
62,1.1,62,14138.8,-0.264886,25.9068,13.0141,89.191,0.287849,87.8108,417.819,-1.68927,-0.857949,0.0649091,0.157884,1.43592,-32.4168,6785.09,16.1845,8540.06,11798.3,-1.48515,-0.653829,0.473148,0.362003,1.64004,-0.407307,6828.03,17.0265,8583,0.474793,0.995655,0.00364096,14381.1,4796.72,47496.2,74126.9,-0.000990307,0.546376,12.9722,11.4441,89.9026,72.0002,0.670532,12.5122,12.3968,88.7199,124.004,1.18268,-52.0036 
63,1.6,63,12668.8,-0.323014,23.0497,13.528,88.9529,0.102389,46.64,318.128,1.1036,0.98734,1.94042,-1.71523,-1.07408,-63.0388,5615.64,18.6393,8299.32,10306.1,1.50054,1.38428,2.73429,-1.31829,-0.677139,0.245438,5699.14,20.2766,8382.83,0.435847,0.993812,0.00443597,13076,3748.17,29972.2,64447.2,-0.00120321,0.411688,13.6269,12.1101,89.6385,72.7725,0.597262,13.0769,13.023,88.6096,124.926,1.02898,-52.1533 
64,0,64,14746.1,-0.0737259,26.4614,13.2701,89.0986,0.0255604,-0.802335,2.18555e-07,1.46218,-0.134515,2.62386,1.51801,0.430132,-18.6775,7109.46,20.2899,8899.16,11431.6,1.57978,-0.0169071,2.85908,1.63562,0.547739,0.567155,7134.2,20.7751,8923.9,0.476018,0.99493,0.00427015,14987.2,4976.3,49489.7,76589.8,-0.0012171,0.538491,13.5009,11.8232,89.7774,71.9782,0.660071,13.0664,12.675,88.6944,123.89,1.08305,-51.9114 
65,2.4,65,11511.9,-0.352165,20.981,13.8216,88.7629,-0.0643221,-387.878,461.706,-1.32368,-0.354443,-0.328019,0.242,-0.710292,-34.147,5004.66,13.7663,7759.58,10252.4,-1.10867,-0.139428,0.10201,0.457015,-0.495277,1.08613,5049.9,14.6533,7804.81,0.423716,0.994948,0.00344657,11918.1,3117.14,22403.5,55602.3,-0.00132103,0.342611,14.2162,12.5679,89.3667,72.5798,0.548677,13.2836,13.1263,88.4517,124.721,0.915026,-52.1416 
66,0,66,15830.5,-0.233374,28.4159,13.3352,89.1933,-0.757187,-173.888,500,0.181491,0.0124766,2.93143,0.670572,1.16745,-61.1811,7672.69,24.9771,9465.64,16621.6,0.566732,0.397717,3.70191,1.05581,1.55269,0.491137,7753.73,26.5662,9546.68,0.479964,0.99404,0.00510001,16154.8,5621.2,57123.7,85824.3,-0.00126513,0.57772,13.6038,11.7783,89.9329,72.2146,0.694961,13.0316,12.8717,88.793,124.209,1.1399,-51.9942 
67,5,67,11987.7,-0.0940881,21.6772,13.4841,88.9952,0.107151,-432.139,499.378,-1.65892,0.42734,0.552346,0.21583,0.51202,-18.7714,5292.84,11.8124,7954.6,11022.6,-1.54072,0.545539,0.788744,0.334029,0.630219,-0.0408151,5317.7,12.3,7979.47,0.430945,0.995969,0.00283147,12339.6,3318.81,25472.1,57744.7,-0.00124639,0.37413,13.8602,12.2338,89.5527,72.4647,0.554023,13.4026,13.2497,88.6454,124.808,0.907258,-52.343 
68,1.4,68,14031.5,-0.347743,26.2574,13.1094,89.1006,-2.12132,4007.18,310.121,-0.119932,0.39332,-0.47425,0.211867,1.40977,-31.9862,6516.1,16.464,8914.09,287925,0.081477,0.594729,-0.0714323,0.413276,1.61118,1.02717,6558.47,17.2948,8956.46,0.454183,0.995406,0.00354446,14440.2,4789.23,43245.2,78177.5,-0.0014252,0.512559,13.1067,11.7587,89.7084,72.2617,0.671214,12.8996,12.706,88.7958,124.445,0.912593,-52.1831 
69,1.5,69,13807.9,-0.06605,24.9792,13.0957,89.1983,0.200175,-663.526,458.935,-0.985986,-0.0201191,3.43664,0.326846,1.08041,-17.1091,6343.36,17.4246,8691.32,14972.6,-0.878254,0.0876123,3.65211,0.434578,1.18814,0.185558,6366.02,17.869,8713.98,0.453604,0.995112,0.00376322,14034.3,4510.11,40614,73611.6,-0.00113507,0.497353,13.2372,11.5816,89.8929,71.33,0.650161,12.9777,12.6278,88.631,123.15,1.26194,-51.8203 
70,0,70,13443.2,-0.290863,24.8845,13.06,89.1913,0.575129,151.982,286.921,0.433,-2.04484,-0.565988,-0.113277,-1.17717,-50.4699,6392.07,13.2182,8312.88,13425,0.750796,-1.72705,0.0696032,0.204519,-0.859378,1.04457,6458.93,14.5291,8379.74,0.466918,0.996079,0.00318374,13833.1,4488.69,41927.2,71714.7,-0.00113499,0.510545,13.212,11.3628,89.8666,73.244,0.664916,12.5755,12.1603,88.7988,125.469,1.06779,-52.2252 
71,0,71,13633.8,-0.221755,25.3263,12.9102,89.3141,0.121146,-496.997,391.67,1.47549,1.48885,1.33083,-1.15822,3.20893,-37.5578,6521.25,15.018,8501.7,12603.9,1.71199,1.72535,1.80381,-0.921732,3.44542,0.767695,6571,15.9935,8551.45,0.466151,0.995759,0.00343341,14096.3,4644.03,43436.6,74076.6,-0.00128563,0.519075,13.2971,11.3139,89.8995,72.1468,0.668662,12.5929,12.3954,88.6499,123.936,1.24959,-51.7896 
72,1.8,72,11186.8,-0.354364,20.4773,13.8299,88.9226,-12.1667,-28963.3,429.637,-0.0293614,-0.0215818,-0.730906,-0.553251,0.275916,-0.13116,4931.08,10.9944,7574.91,1.14806e+07,-0.0285355,-0.0207559,-0.729254,-0.552425,0.276742,0.308258,4931.25,10.9978,7575.08,0.425206,0.996112,0.00266731,11597.3,3061.88,23007.8,53547.6,-0.00132688,0.360562,13.7835,11.9886,89.76,71.7944,0.540868,13.3349,12.9484,88.54,123.597,1.22003,-51.8022 
73,1.7,73,12592,-0.304504,22.993,13.3975,89.2053,0.303115,-124.221,31.6823,0.47585,0.166966,0.371985,-1.43525,0.247626,-61.6178,5636.5,9.17541,8203.27,11253.8,0.863841,0.554957,1.14797,-1.04726,0.635617,0.467332,5718.12,10.7759,8284.9,0.439557,0.996713,0.00239023,13008.8,3758.35,30920,63732.2,-0.00124638,0.423358,13.4586,11.9669,90.0425,73.2119,0.595405,13.1483,12.9069,88.8039,125.6,1.23856,-52.3881 
74,3,74,10614.7,-0.287493,19.5813,13.4398,88.8019,0.298624,20.6754,95.3747,-1.35813,1.47137,1.41512,0.81065,-0.872461,-20.9955,4723.58,10.1021,7094.21,8768.03,-1.22593,1.60357,1.67953,0.942853,-0.740257,0.256769,4751.39,10.6474,7122.03,0.431209,0.996094,0.00274637,11018.8,2784.3,21446.8,47970.2,-0.00119645,0.349816,13.5267,12.0342,89.5105,73.4313,0.517158,13.1965,12.8144,88.4676,126.108,1.04291,-52.6768 
75,1.3,75,15176.3,-0.221625,27.9437,12.9696,89.274,-0.10034,51.5482,0.000881461,-1.21864,1.40178,1.84826,0.814536,1.43907,-48.0743,7475.99,13.4963,9090.44,11966.3,-0.915924,1.70449,2.45368,1.11725,1.74178,0.597841,7539.68,14.745,9154.13,0.483458,0.996589,0.00295839,15595.3,5483.54,56951.1,82361.5,-0.00139506,0.591334,13.0781,11.6787,89.9338,72.8175,0.691903,12.8705,12.6175,88.7705,125.133,1.16329,-52.3154 
76,4,76,11775.9,-0.32952,21.3045,13.766,89.0001,0.966764,-1420.96,467.704,0.309875,1.80441,1.79921,1.51808,0.241778,21.2838,5142.88,14.6672,7844.29,54266.6,0.175857,1.67039,1.53117,1.38406,0.10776,0.685542,5114.69,14.1144,7816.1,0.426478,0.995194,0.00331547,11992.9,3252.08,25101.1,56285.7,-0.00127897,0.37426,13.82,12.108,89.7401,71.7217,0.547582,13.4684,13.1512,88.7215,123.946,1.01867,-52.224 
77,0,77,13982.4,-0.0153764,25.1931,13.1533,89.4184,0.0559386,-13.6929,495.312,-0.906347,1.87983,-2.37462,0.336023,1.81191,-29.9843,6570.68,17.0221,8695.12,10812.2,-0.717543,2.06864,-1.99702,0.524826,2.00071,2.06246,6610.4,17.8009,8734.84,0.462361,0.99531,0.00374003,14297.1,4651.96,43260.1,74330.4,-0.00124549,0.509185,13.3468,11.6847,90.0701,72.7407,0.655933,12.91,12.6177,89.0089,124.855,1.06123,-52.1144 
78,2,78,11190.4,-0.225219,20.5773,13.491,89.2434,0.182359,-160.125,494.439,2.04429,0.555891,2.48844,-0.75744,0.941201,-75.1983,4970.93,14.9511,7644.38,9987.61,2.5178,1.02939,3.43545,-0.283936,1.41471,0.576572,5070.55,16.9043,7744,0.426625,0.9942,0.00400501,11885.3,3178.08,23615.5,55908.3,-0.00141271,0.36613,13.7314,11.9784,90.0123,72.9068,0.562672,13.1047,12.7237,88.7741,125.14,1.23821,-52.2335 
79,1.2,79,14976.4,-0.15139,27.1258,13.2602,89.1112,-0.277878,35.9673,3.08347e-06,0.52876,1.11657,1.42409,0.762869,0.586777,-58.3372,7292.33,19.8648,9172.62,12034.6,0.896094,1.4839,2.15875,1.1302,0.954111,0.674055,7369.61,21.38,9249.9,0.475167,0.994949,0.00423975,15509.5,5281.43,51795.8,82146.3,-0.00136946,0.55221,13.6381,11.6552,89.8206,72.9039,0.691633,12.7724,12.695,88.6411,125.144,1.17956,-52.24 
80,1.1,80,14593.7,0.00620079,26.4847,13.0116,89.1769,-0.0683238,31.2892,5.26027e-06,0.355783,-0.868039,-2.09563,0.699093,1.71065,-40.5848,7113.48,22.908,8836.55,11287.7,0.611334,-0.612488,-1.58453,0.954645,1.9662,2.18676,7167.24,23.9621,8890.32,0.478112,0.994183,0.0049405,14990.7,4977.91,49274.6,76918.8,-0.00123407,0.540716,13.31,11.8255,89.8294,72.4346,0.668168,12.7786,12.7079,88.7222,124.6,1.10719,-52.1649 
81,1.6,81,12570,-0.33301,22.9536,13.5405,89.0446,0.129144,-155.956,0.543515,0.278924,-0.0960785,0.925187,0.679037,1.83204,-8.81727,5681.52,14.897,8217.6,10773.3,0.334444,-0.0405585,1.03623,0.734557,1.88756,0.737812,5693.2,15.1261,8229.28,0.44014,0.995372,0.00337451,12935,3765.18,30817.3,63898.4,-0.0013294,0.417932,13.5607,12.1784,89.7705,73.3237,0.597256,13.0967,12.9034,88.6547,125.569,1.11582,-52.2448 
82,0,82,15901.5,-0.334751,28.7542,13.3325,88.9803,0.468388,114.698,67.6207,1.38411,1.32675,0.403659,1.11931,-0.285161,-67.2353,7977.62,19.291,9217.97,14228.7,1.80747,1.75011,1.25038,1.54267,0.138201,0.807302,8066.69,21.0374,9307.03,0.496202,0.995457,0.00414658,16256.9,5690.98,62022.7,82735.4,-0.0013283,0.601061,13.3722,12.035,89.7157,72.9621,0.684368,12.9485,12.8684,88.5123,124.959,1.20336,-51.9972 
83,2.4,83,11443.8,-0.273925,20.9497,13.4689,88.9299,1.59331,204.505,462.375,-0.58441,-0.137052,-1.28214,-0.593455,0.111188,-69.2269,5232.54,15.8938,7553.51,19792.7,-0.148507,0.298851,-0.410332,-0.157552,0.547091,4.16734,5324.24,17.6919,7645.21,0.441771,0.994219,0.00424474,12052,3078.49,25274.8,51640.4,-0.00132971,0.374596,13.7418,12.2348,89.5323,72.6471,0.523316,13.4033,13.2835,88.5034,125.023,1.02886,-52.3759 
84,0,84,15253.2,0.0171422,27.6268,13.0049,88.9806,-0.0227655,11.7848,500,0.171831,0.172955,1.15534,-1.35648,1.09199,-28.9671,7377.87,23.9186,9188.29,11704.6,0.354229,0.355353,1.52013,-1.17408,1.27439,0.347589,7416.24,24.671,9226.66,0.477368,0.994212,0.00490142,15535.7,5396.34,53350.7,83742.5,-0.00134149,0.556319,13.5945,11.8654,89.6781,72.1511,0.69737,12.6782,12.8081,88.5998,124.201,1.0783,-52.0498 
85,5,85,11357.1,-0.0122636,19.8671,13.8809,89.0232,-0.00995918,-6.38825,500,0.523549,2.5904,0.774822,-0.633301,0.597413,-23.079,5200.78,17.1113,7420.49,8979.42,0.668872,2.73573,1.06547,-0.487979,0.742736,0.774496,5231.36,17.7107,7451.06,0.443776,0.99411,0.00435948,11788.3,2917.27,23576.5,49227.1,-0.00133344,0.34733,14.4373,12.6391,89.7524,73.5104,0.506367,13.5605,13.3629,88.7213,125.622,1.03113,-52.112 
86,1.4,86,14092.4,-0.319264,25.5564,13.3944,89.1165,0.511594,-183.06,209.25,0.541242,0.042728,1.92254,1.98278,2.00924,-28.8348,6529.77,14.3115,8825.1,14192.1,0.722807,0.224293,2.28567,2.16435,2.19081,0.698775,6567.97,15.0605,8863.29,0.457135,0.996003,0.00312034,14367.7,4703.3,42258.9,76696.1,-0.00125127,0.497877,13.4815,11.7782,89.8167,72.9017,0.665649,12.9081,12.6412,88.6521,125.111,1.16455,-52.2097 
87,1.5,87,13252.6,-0.305178,24.1799,13.3364,88.9373,0.329094,-377.545,89.2563,0.0713311,0.32469,-0.972953,0.238824,-0.277543,-46.8566,6071.7,14.6236,8467.46,14542.3,0.366374,0.619733,-0.382867,0.533867,0.0175007,1.3316,6133.77,15.8406,8529.53,0.449698,0.995501,0.0034094,13639.8,4260.48,36207.3,71321,-0.00112326,0.466598,13.2833,11.6685,89.7109,73.4407,0.649383,12.835,12.4213,88.4555,125.879,1.25537,-52.4384 
88,0,88,14743,-0.331443,26.9668,13.2691,88.9197,0.541704,320.28,32.2149,0.730675,0.966035,0.971806,0.535969,0.814135,3.30261,7009.7,14.418,9051.51,17296.3,0.70988,0.945239,0.930215,0.515173,0.79334,0.761107,7005.32,14.3322,9047.13,0.468058,0.996432,0.00290973,14966.8,5172.03,49792.5,81299.5,-0.00119933,0.552122,13.2237,11.5279,89.7197,73.5218,0.691108,12.7783,12.553,88.4543,125.893,1.2654,-52.3715 
89,0,89,15390.3,-0.332025,27.5093,13.521,88.8934,-0.246147,403.517,425.372,-0.237517,1.1463,0.665247,1.47346,0.478401,-77.0623,7467.33,16.4438,9207.17,15341.7,0.247723,1.63155,1.63573,1.9587,0.963642,0.7459,7569.41,18.4454,9309.25,0.480245,0.995754,0.00363668,15761.6,5388.42,53929.6,82893,-0.00129517,0.557404,13.5545,11.9759,89.6179,73.5618,0.68826,13.0717,12.6294,88.4481,125.868,1.16975,-52.3062 
90,1.8,90,11291.8,-0.295816,20.4276,13.6487,88.735,0.357805,-567.818,439.779,-0.830217,1.5056,0.133977,0.632846,1.72793,-54.2766,5091.24,13.9343,7334.78,15690,-0.488452,1.84736,0.817508,0.974611,2.0697,0.843411,5163.14,15.3441,7406.68,0.442011,0.994826,0.0038017,11681,3024.34,24793.4,50704.5,-0.00112427,0.376321,13.6228,11.9375,89.5584,73.7862,0.527632,13.1301,13.0826,88.3869,126.439,1.1715,-52.6525 
91,1.7,91,12500.7,-0.291166,22.8272,13.3417,88.9508,-0.143919,225.391,428.712,0.750864,1.44704,3.64582,1.47566,1.9857,-47.2276,5445.37,15.9489,8289.86,10970.2,1.04824,1.74442,4.24058,1.77304,2.28308,0.617599,5507.93,17.1756,8352.42,0.428364,0.994573,0.00377374,12858.1,3808.58,28744.7,66844.9,-0.00113193,0.4114,13.3814,11.8084,89.4779,73.7198,0.619178,12.9859,12.6524,88.7004,126.272,0.777469,-52.5518 
92,3,92,11149.1,-0.311955,20.259,13.7001,88.9492,0.0290215,125.414,499.984,-0.672076,1.6681,1.11246,0.337426,1.4897,-58.3472,4956.26,13.7229,7434.63,9153.69,-0.304679,2.03549,1.84725,0.704823,1.8571,0.699144,5033.56,15.2384,7511.92,0.432286,0.99473,0.00372291,11644,2958.15,22702.4,51201.2,-0.00120784,0.35552,13.7954,12.1398,89.5942,72.4763,0.527599,13.1096,13.2353,88.5015,124.387,1.09274,-51.9103 
93,1.3,93,14691.5,-0.0118642,26.817,12.9696,88.9241,-0.00261759,52.783,9.79544e-05,-1.14277,-0.0234416,1.02531,-1.5072,-1.36908,-14.3199,7143.63,17.4668,8919.84,11326.8,-1.05261,0.066727,1.20565,-1.41703,-1.27892,1.4869,7162.6,17.8387,8938.81,0.476593,0.99566,0.00366273,15028.8,5176.22,51204.3,80000.5,-0.00123129,0.557753,13.2775,11.5779,89.5264,71.9482,0.69071,12.6017,12.5269,88.5635,123.804,0.96291,-51.8553 
94,4,94,11346.3,-0.013693,20.3037,13.5258,88.9645,0.0132369,-11.0384,500,-0.455637,1.72305,-1.20939,-1.54561,0.248223,-42.0074,5177.49,17.1661,7487.46,8944.63,-0.191127,1.98756,-0.680374,-1.2811,0.512733,2.9568,5233.13,18.2572,7543.11,0.440831,0.993932,0.00443881,11871.1,3031.62,24334.4,51356.1,-0.00140193,0.362493,13.9414,12.4055,89.7618,73.4959,0.521129,13.4828,13.2545,88.5601,125.776,1.20171,-52.2802 
95,0,95,15139.5,-0.329069,28.078,13.0412,89.2251,-0.13903,193.013,464.175,-0.415719,1.25614,0.79821,0.903607,-1.69173,-40.8763,7282.85,22.9568,9225.47,12793.6,-0.158332,1.51353,1.31298,1.16099,-1.43434,0.451744,7337,24.0185,9279.62,0.473261,0.994304,0.00474532,15503.1,5462.68,52794.9,85774.6,-0.00122306,0.568681,13.0579,11.6954,89.8017,73.3583,0.714236,12.639,12.5533,88.8466,125.71,0.955169,-52.3516 
96,2,96,12045.6,-0.0332784,21.7669,13.3563,88.8366,-0.201358,46.9406,499.9,-0.740321,1.32367,0.0824571,0.918954,0.117596,-45.7172,5347.26,16.1028,7928.02,9771.75,-0.452452,1.61154,0.658196,1.20682,0.405465,0.808082,5407.82,17.2903,7988.58,0.43479,0.994436,0.00397117,12437.8,3356.4,26688.5,57497.1,-0.00117481,0.386139,13.6633,12.2145,89.4553,72.7084,0.557548,13.1154,13.2968,88.5437,125.046,0.911559,-52.3379 
97,1.2,97,14363.4,-0.222089,26.2774,13.1583,88.9687,-0.0724745,152.009,500,-0.585306,0.549188,1.38955,0.302138,-0.473675,-31.3771,7165.15,14.4785,8517.25,11614.4,-0.387732,0.746762,1.78469,0.499711,-0.276102,0.246116,7206.71,15.2935,8558.82,0.488973,0.9963,0.0032808,14738.5,4980.08,52929.7,73194.1,-0.00118418,0.57763,13.2156,11.2159,89.5876,72.8637,0.659671,12.772,12.4117,88.5086,124.975,1.07903,-52.1117 
98,1.1,98,14917.3,-0.373821,27.367,13.389,88.7998,0.41721,2473.82,499.782,-0.122365,0.754614,1.56667,-0.642132,-1.20825,-48.39,7065.38,22.1181,9273.29,45526.4,0.182334,1.05931,2.17607,-0.337433,-0.903549,0.000305297,7129.49,23.375,9337.39,0.464571,0.994295,0.00459032,15346.4,5242.32,48707,84375.9,-0.00146693,0.535447,13.3595,11.9041,89.5217,72.6886,0.692328,12.998,12.8026,88.3735,125.188,1.14821,-52.4991 
99,1.6,99,12843.2,-0.33953,23.8177,13.3294,89.0556,-0.180487,1031.88,280.647,1.34076,-0.722585,0.134552,1.71718,0.433183,-36.3005,5901.3,18.2828,8338.76,16397.6,1.56934,-0.49401,0.591701,1.94575,0.661758,0.861575,5949.38,19.2257,8386.85,0.446322,0.994377,0.00420501,13329.8,3979.02,33539.3,66695.4,-0.00146066,0.439921,13.4648,12.0516,89.8462,73.4594,0.608589,13.1542,12.9264,88.735,125.584,1.11118,-52.1246 
100,0,100,13716.4,-0.116685,25.2131,13.0842,88.9292,-0.0936383,-1.65585,1.08535e-08,2.15438,0.33956,1.30261,0.137324,1.46567,-16.5026,6503.42,20.9094,8571.7,10744.2,2.25829,0.443473,1.51043,0.241237,1.56958,0.749223,6525.28,21.338,8593.56,0.463193,0.99431,0.00455317,14087.6,4575.76,42523.3,73307.3,-0.00124666,0.509153,13.2186,11.5886,89.6381,72.7215,0.657947,12.7739,12.4951,88.3994,124.769,1.23865,-52.0473 
101,2.4,101,11446.1,-0.322419,21.2864,13.3978,88.6766,0.491649,-153.978,368.379,1.16857,0.704429,1.45365,0.0662352,0.238782,-43.0737,5090.98,13.6564,7694.11,11748.3,1.43979,0.975652,1.9961,0.337459,0.510006,0.620442,5148.04,14.7752,7751.17,0.430112,0.995002,0.00349912,11969.1,3267.7,24755.2,57063.4,-0.0013364,0.377055,13.4288,12.1162,89.4503,73.6423,0.567727,13.0605,12.8005,88.2223,125.96,1.22803,-52.3182 
102,0,102,13649.9,-0.0136818,24.713,13.0846,89.2207,-0.0248828,-23.4212,500,1.21915,0.285247,1.41812,-2.28564,1.21306,-11.3712,6601.79,15.3134,8362.25,10545.4,1.29075,0.356848,1.56132,-2.21404,1.28466,0.315074,6616.85,15.6087,8377.32,0.473008,0.995889,0.0034205,13988.9,4514.6,43914.4,70211.5,-0.00114845,0.51852,13.3918,11.3989,89.922,72.6435,0.648726,12.8155,12.253,88.7953,124.714,1.12666,-52.07 
103,5,103,11375.7,-0.337839,20.2335,14.1058,89.1567,-1.72486,111.526,499.175,1.27616,1.54246,2.45356,0.146228,0.835267,-21.0884,4952.92,14.0776,7692.39,15553.2,1.40894,1.67525,2.71913,0.279016,0.968055,0.614329,4980.85,14.6253,7720.33,0.423012,0.994888,0.00347754,11774.7,2976.89,21820,52413.2,-0.0011994,0.341294,13.9526,12.4934,89.9634,73.3515,0.5247,13.6554,13.1567,88.6605,125.936,1.3029,-52.5845 
104,1.4,104,15255.8,0.026533,27.8372,12.9345,88.9716,-0.00972749,0.329937,500,1.20864,1.91668,-1.78683,-2.27425,-1.16745,-44.0078,7433.47,24.07,9180.47,11721.3,1.48574,2.19378,-1.23261,-1.99714,-0.890344,-1.79772,7491.77,25.2131,9238.77,0.479569,0.994145,0.00500206,15621.9,5485.95,55576.3,83892.4,-0.00128991,0.582389,13.1065,11.7062,89.6716,72.9187,0.700225,12.8244,12.5879,88.5822,125.133,1.08943,-52.2148 
105,1.5,105,13659.3,-0.11273,24.6793,13.2903,89.0635,0.336107,193.851,499.714,-0.155229,0.780401,6.38047,1.33142,0.863869,-32.3899,6367.36,13.0639,8628.43,12798.4,0.0487216,0.984352,6.78837,1.53537,1.06782,0.348815,6410.27,13.9052,8671.33,0.456538,0.996218,0.00294527,14041,4350.71,38792.1,71108.1,-0.00120628,0.475551,13.488,11.8803,89.7772,72.4459,0.634832,13.067,12.733,88.5705,124.58,1.20666,-52.1345 
106,0,106,14637.9,0.0197974,26.3374,13.154,89.0991,-0.0141704,3.43886,500,-1.17496,0.497301,-0.856813,0.13304,-0.245068,-10.8103,7196.71,19.3315,8759.55,11279.4,-1.10689,0.565371,-0.720673,0.20111,-0.176998,0.417912,7211.03,19.6122,8773.87,0.482924,0.995263,0.00410078,14932,4952.3,51490.5,73918.2,-0.00122139,0.556408,13.3715,11.6232,89.7991,71.775,0.648074,12.9566,12.8052,88.6766,123.615,1.12247,-51.8403 
107,0,107,14997.5,0.0158511,27.6814,12.7955,88.9959,-0.0126432,11.0217,500,-0.756121,0.581327,1.32292,-0.122926,-2.09557,-42.0325,7207.59,15.8364,9191.32,11534.8,-0.491454,0.845994,1.85226,0.141741,-1.8309,-2.5783,7263.27,16.9281,9247,0.471622,0.995938,0.00336094,15400.6,5468.1,52499.2,86276.7,-0.00140446,0.562464,13.1504,11.8222,89.7133,73.8361,0.719992,12.6808,12.3935,88.4611,126.39,1.25218,-52.5536 
