cyc,VVA,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
375,10,49.2227,375,10722.6,-0.235393,20.7755,12.8532,88.7685,-0.0102344,-934.33,499.995,-0.696731,0.50446,-2.50544,-0.244201,-2.14217,-24.9263,566.984,29.2912,11894.1,9004.02,-0.539776,0.661415,-2.19153,-0.0872464,-1.98521,0.470946,600.003,29.9387,11927.1,0.0540745,0.919692,0.00460265,11095.9,5544.11,501.493,140767,-0.00235728,0.0297945,29.0895,14.9422,73.4272,87.9613,0.90756,12.9158,12.5117,88.6858,121.735,-15.2586,-33.7734 
376,0,49.2227,376,10814.2,-0.331628,21.7781,12.5129,88.6694,0.372488,49.5757,316.895,0.0801543,-0.752452,-2.42477,-0.395821,-0.578982,-9.97182,471.39,27.5937,12221.2,9472.17,0.142944,-0.689662,-2.29919,-0.333031,-0.516192,0.377778,484.599,27.8527,12234.4,0.0430721,0.90861,0.0041762,11250.9,5988.86,449.93,152308,-0.00265903,0.0303148,29.3402,-13.6179,72.3044,88.295,0.948592,12.8087,12.5292,88.6377,121.564,-16.3333,-33.2692 
377,10,49.2227,377,10161.2,-0.312114,20.1549,12.7071,88.6437,0.0159636,109.078,497.683,-2.08787,-1.72537,-3.1843,-0.976765,0.166276,-12.938,455.829,17.2006,11428.1,8393.94,-2.0064,-1.6439,-3.02137,-0.895297,0.247744,0.587201,472.968,17.5367,11445.2,0.0448533,0.939067,0.00281457,10544.8,5242.22,422.259,132900,-0.00144684,-0.194049,-0.103211,-0.94682,105.852,58.7207,0.885913,12.8857,12.4261,88.5823,121.543,17.2702,-62.8227 
378,0,49.2227,378,12198.1,-0.327489,23.5701,12.8171,88.8209,-0.0239737,-646.313,446.704,-1.72019,-1.43917,0.0836418,-3.21379,-0.493889,-19.6305,548.087,32.867,13492.8,10338.7,-1.59658,-1.31556,0.330858,-3.09019,-0.370281,1.05476,574.091,33.3769,13518.8,0.0460354,0.907653,0.00452742,12470.7,7172.99,520.751,182913,-0.00261766,0.0318774,-29.6101,14.1359,72.9221,88.5267,1.03388,12.9689,12.4899,88.7691,121.965,-15.8469,-33.4388 
379,10,49.2227,379,10795.6,-0.132631,20.6401,12.8879,88.9247,0.172273,184.491,500,-1.26941,0.514897,-2.38048,-1.3582,-0.792095,-44.0244,545.692,30.5642,12038.8,9694.06,-0.992204,0.792108,-1.82606,-1.08099,-0.514885,0.495846,604.01,31.7077,12097.1,0.0536924,0.915863,0.00480514,11249.4,5568.51,494.454,141373,-0.00255803,0.0286079,-29.2828,-16.9022,71.2119,87.2167,0.898423,13.0954,12.6433,88.8717,121.22,-17.6598,-34.0029 
380,0,49.2227,380,10798.4,-0.0866517,20.6273,12.8043,88.8126,0.0789983,148.479,490.003,-0.662553,-1.17464,-1.04675,-1.10239,-1.05017,-52.6258,562.617,28.0978,11966.5,8979.77,-0.331183,-0.84327,-0.38401,-0.771017,-0.718803,0.874024,632.329,29.4647,12036.2,0.0563364,0.924603,0.00448925,11224.2,5713.94,483.425,145135,-0.00133009,0.47251,-37.4127,-0.0426797,93.9128,55.8815,0.924661,12.9372,12.3926,88.7272,120.801,5.18565,-64.9193 
381,10,49.2227,381,10169.2,-0.325249,20.1972,12.7628,89.1044,0.119819,169.182,0.720677,-0.742632,-0.723825,-0.556317,-0.918211,1.35045,-32.1034,506.375,26.1576,11428.6,9051.29,-0.540485,-0.521679,-0.152024,-0.716065,1.5526,0.597456,548.902,26.9915,11471.2,0.0515714,0.920765,0.00431574,10643.5,5260.15,440.525,133454,-0.00244512,0.0293434,29.4573,13.7855,73.1657,88.2059,0.890685,12.8948,12.3606,89.0383,121.879,-15.8726,-33.6727 
382,0,49.2227,382,11362.1,-0.0178214,21.5757,12.7577,88.6739,0.0314289,5.03171,500,-0.308679,-0.661052,-1.08538,-1.63275,-0.931132,-35.9341,556.553,32.5735,12531.7,8965.67,-0.0824119,-0.434785,-0.63285,-1.40648,-0.704864,0.805957,604.154,33.5069,12579.3,0.0517523,0.91153,0.00488276,11674,6137.93,492.289,156108,-0.00130141,-0.0102249,9.88034,-6.31741,89.3232,49.4539,0.94853,13.0435,12.5648,88.5506,120.925,0.772641,-71.4711 
383,10,49.2227,383,10746.6,-0.313666,20.4696,13.1416,88.6987,0.671907,36.254,418.693,-0.923367,-1.54127,-2.45177,-1.32608,-2.78016,-13.8336,532.112,25.016,11918.8,9549.92,-0.83626,-1.45417,-2.27756,-1.23898,-2.69306,0.732052,550.437,25.3753,11937.1,0.0497904,0.925347,0.00390059,11055.1,5492.41,459.684,139401,-0.00129702,-0.00144091,27.0749,-0.111877,94.8739,64.6571,0.894508,13.0282,12.6326,88.6959,122.246,6.17797,-57.5887 
384,0,49.2227,384,10342.9,-0.347038,20.9821,12.5831,88.8542,0.224015,-8.62914,18.1102,-2.42244,-0.416813,-0.848383,0.928516,0.214164,-13.9145,460.858,26.1304,11834.8,8657.62,-2.33483,-0.329197,-0.673151,1.01613,0.30178,0.666635,479.291,26.4919,11853.2,0.0439309,0.911803,0.00410022,10910.1,5782.19,478.089,146834,-0.00174981,-0.00318257,-12.5384,-0.0786055,103.442,66.985,0.940482,12.8021,12.2682,88.7538,121.736,14.6885,-54.7515 
385,10,49.2227,385,10484.4,-0.333267,20.508,12.9476,88.8852,2.0387,2961.96,353.41,-1.90864,0.0993716,-0.656544,-0.895454,-1.2825,10.7555,528.448,26.4524,11792.4,205219,-1.97636,0.0316468,-0.791994,-0.963179,-1.35023,0.843173,514.2,26.173,11778.1,0.0472656,0.91821,0.00407678,10879,5496.68,488.4,139482,-0.00151844,-0.00581755,-2.68672,-0.136135,91.1216,67.0243,0.899625,13.0378,12.5042,88.843,121.504,2.27862,-54.4799 
386,0,49.2227,386,11234.5,-0.34924,22.3151,12.7105,88.7802,1.10099,259.114,104.805,-1.60242,-1.76048,-2.28379,-0.0251395,-1.34868,21.0893,430.44,29.0673,12717.3,18520.2,-1.73521,-1.89327,-2.54938,-0.157933,-1.48148,0.673878,402.504,28.5196,12689.4,0.0347911,0.889682,0.00412309,11569.2,6506.12,469.089,165558,-0.00178146,-0.0152443,4.51587,1.03131,101.986,67.0031,0.984532,13.0697,12.3617,88.7839,121.841,13.2023,-54.8378 
387,10,49.2227,387,10558.4,-0.133248,20.4458,12.7105,88.8063,0.0570222,-27.4162,1.46418e-06,-1.34893,-1.10427,-0.503929,-1.06982,-1.74678,0.275064,574.472,27.9248,11745.2,8510.72,-1.35066,-1.106,-0.507393,-1.07156,-1.74851,0.912278,574.108,27.9177,11744.8,0.0526242,0.921575,0.00435962,10909.6,5419.9,462.367,137507,-0.0192469,0.0225991,-289.281,129.244,92.0244,69.3614,0.893988,12.8456,12.5854,88.7044,121.005,3.32,-51.6436 
388,0,49.2227,388,11718,-0.330475,23.0566,12.6649,88.7564,-1.29749,480.678,317.269,-0.673212,0.942177,-2.10736,-1.44984,-0.921684,-15.8123,447.916,29.8133,13152.6,29808.6,-0.573646,1.04174,-1.90823,-1.35028,-0.822118,0.471774,468.862,30.224,13173.5,0.0388724,0.898626,0.00420856,12061.6,6914.51,499.653,176267,-0.163597,0.165683,1541.27,-405.258,108.57,68.5544,1.01708,12.9046,12.4538,88.7098,122.471,19.8597,-53.9169 
389,10,49.2227,389,11146.6,-0.214359,21.7957,12.7116,88.967,0.266424,-234.423,4.87339e-10,-1.14342,-2.79907,-0.958524,0.0223519,0.690193,-10.4034,567.594,32.7706,12433.7,11052.3,-1.07791,-2.73356,-0.827509,0.0878591,0.7557,0.781972,581.375,33.0408,12447.5,0.0504001,0.90954,0.00486591,11535.2,6172.29,517.367,156916,-0.00144676,-0.0036397,-23.0836,-0.0786249,83.785,67.5793,0.963415,12.9071,12.3775,88.8434,121.866,-5.05845,-54.287 
390,0,49.2227,390,10707.8,-0.327275,21.5184,12.5336,88.8381,0.234311,-93.5346,456.442,-1.38013,-2.50801,-3.14023,-1.30408,0.0454512,-24.7469,477.669,23.6147,12046.3,9493.14,-1.2243,-2.35218,-2.82858,-1.14825,0.201276,0.615266,510.451,24.2575,12079.1,0.0458213,0.923222,0.00368573,11140,5928,464.653,150781,-0.00156733,-0.00374836,28.5236,-0.0285999,95.6055,67.5688,0.950113,12.758,12.3727,88.8,121.61,6.8055,-54.041 
391,10,49.2227,391,10327.7,-0.326461,19.9415,13.1061,88.8773,0.526316,-30.6517,98.5873,-1.02897,-1.34326,-2.48042,-0.519143,0.61909,-10.4973,538.236,29.9743,11515.8,9033.14,-0.96287,-1.27716,-2.34822,-0.453044,0.685189,0.460936,552.141,30.247,11529.7,0.0516103,0.912519,0.00480933,10698.3,5123.77,428.739,129905,-0.027,0.0300654,-324.972,-163.193,91.196,69.8971,0.862032,13.0379,12.5803,88.7954,121.399,2.40063,-51.502 
392,0,49.2227,392,11014.9,-0.221157,21.5033,12.7783,88.9874,-0.160914,561.769,500,0.0682864,-2.07913,-1.89703,-1.0893,-0.857111,-13.0386,614.262,33.6976,12282,11887.6,0.150387,-1.99703,-1.73283,-1.0072,-0.77501,0.676812,631.533,34.0363,12299.3,0.0551321,0.913813,0.00507187,11454.9,5962.93,541.745,151454,-0.0137216,0.0175818,-222.776,101.533,91.3392,69.4469,0.941161,12.8362,12.5241,88.8772,121.292,2.46201,-51.8452 
393,10,49.2227,393,10612.3,-0.324679,20.7096,12.9087,88.8279,0.128955,284.629,226.628,-2.12458,-3.40472,-2.17428,0.0335794,-1.53646,-6.34385,572.398,26.5567,11859.1,9897.47,-2.08463,-3.36477,-2.09439,0.073525,-1.49651,0.766428,580.801,26.7215,11867.5,0.0526841,0.925485,0.00413064,11024.2,5483.71,487.001,139111,-0.00257036,0.0264514,28.6766,-19.6182,70.9129,86.5463,0.898449,12.9648,12.528,88.7458,120.617,-17.833,-34.0708 
394,0,49.2227,394,11195.1,-0.335897,22.2854,12.6211,88.4313,0.977855,-723.563,392.246,-2.67864,-0.529185,-3.01972,-1.1351,-0.716032,0.884484,463.721,31.4757,12596.8,32188.9,-2.68421,-0.534755,-3.03085,-1.14067,-0.721601,0.626378,462.55,31.4528,12595.6,0.0400592,0.893657,0.0045789,11546.7,6459.36,488.015,164408,-0.0016078,-0.00770758,-8.51037,-0.109793,94.3714,65.5598,0.993102,12.8234,12.2838,88.3919,121.081,5.97948,-55.5212 
395,10,49.2227,395,10505.6,-0.320608,20.9779,12.6112,88.8601,0.208048,-647.73,346.658,-1.67964,0.431555,-2.39167,-0.217107,-2.01928,8.74099,441.986,30.2048,11801.3,12999,-1.73468,0.376516,-2.50175,-0.272147,-2.07431,0.596906,430.407,29.9777,11789.7,0.0398327,0.891355,0.00466208,10805.4,5482.99,455.956,139245,-0.00149301,-0.00992515,-8.89937,-8.09784,92.1727,50.6905,0.893918,12.865,12.8106,88.8448,120.83,3.32795,-70.1399 
396,10,49.2227,396,10956.1,-0.32971,21.7424,12.6652,88.7587,0.328143,83.4389,80.7145,0.355594,-1.99089,-1.83228,-0.959691,-1.93408,14.3384,534.106,30.6454,12283.3,9855.6,0.265309,-2.08118,-2.01285,-1.04998,-2.02436,0.708411,515.112,30.273,12264.3,0.0455542,0.906744,0.00452645,11307.7,6029.19,537.061,153147,-0.00154739,-0.000139962,-3.00107,-0.214532,91.4284,67.3606,0.947559,12.9078,12.5001,88.6974,120.528,2.73101,-53.1671 
397,10,49.2227,397,10958,-0.138669,21.251,12.7169,88.9295,0.221492,-198.855,500,-1.43987,-0.415014,-2.56701,-0.849248,-1.79574,-11.432,571.773,27.9542,12203.1,10231.2,-1.36789,-0.343029,-2.42304,-0.777264,-1.72376,0.634809,586.917,28.2512,12218.3,0.0517609,0.922308,0.00424126,11339,5776.17,476.482,146768,-0.00136419,-0.00340286,54.7783,-0.108444,96.4564,68.5592,0.921397,12.901,12.6704,88.8134,121.575,7.64305,-53.0156 
398,10,49.2227,398,10852.9,-0.327602,21.3958,12.7544,88.8001,0.0938947,-1318.58,80.6215,-1.38102,0.620025,-3.87941,-1.25652,-3.19884,-6.86374,507.559,27.8263,12205.5,12913.8,-1.3378,0.663245,-3.79297,-1.2133,-3.15562,0.570758,516.652,28.0045,12214.5,0.0458616,0.913361,0.00420567,11265.4,5935.2,455.216,150944,-0.00157741,0.0125591,6.76385,0.747504,92.089,65.4901,0.94062,12.8624,12.5478,88.8016,122.649,3.28742,-57.1591 
399,10,49.2227,399,10528.2,-0.30205,20.7181,12.6914,88.6807,0.498627,-104.708,498.846,0.471715,-1.47902,-3.25833,0.253518,0.369889,-7.28401,477.069,26.4613,11784.3,10259.3,0.51758,-1.43315,-3.1666,0.299384,0.415754,0.0595286,486.718,26.6505,11794,0.0447952,0.912557,0.0041453,10865.4,5470.62,430.699,138890,-0.0219769,0.0246233,-393.281,-142.023,92.0308,70.5324,0.897367,12.8379,12.6368,88.5632,120.355,3.46759,-49.8224 
400,10,49.2227,400,10379.1,-0.32061,20.6489,12.6789,88.4546,0.605754,75.2631,11.2702,-0.187381,1.253,-2.62972,-2.60619,-2.62158,1.11525,474.702,25.2694,11686.3,10006.8,-0.194404,1.24598,-2.64377,-2.61321,-2.6286,0.613145,473.225,25.2404,11684.8,0.043997,0.914629,0.00396337,10755.8,5479.23,448.065,139101,-0.00151027,-0.02843,54.3482,0.126058,94.3682,67.4288,0.905154,12.8073,12.5309,88.5092,121.729,5.85901,-54.2997 
401,10,49.2227,401,9541.96,-0.324122,19.0347,12.8198,88.7988,-0.291439,388.272,139.608,-0.59916,-1.30959,-1.51703,-0.568705,-0.211175,-12.351,470.873,23.1254,10811.9,11627.4,-0.521389,-1.23182,-1.36149,-0.490934,-0.133404,0.635872,487.234,23.4462,10828.3,0.0486449,0.922329,0.00397282,10016.1,4765.34,414.499,120608,-0.00243795,0.0251311,-28.825,-17.896,71.2952,87.9818,0.855808,12.8802,12.0788,88.7711,121.747,-17.4759,-33.765 
402,10,49.2227,402,10721.7,-0.315922,20.7575,12.9456,88.6209,-0.668772,298.987,138.021,-2.43723,-2.52964,-4.20681,-0.268141,-1.88009,-43.295,584.289,31.0388,11915.9,15256.8,-2.16462,-2.25702,-3.66157,0.00447621,-1.60747,0.62198,641.64,32.1634,11973.3,0.0574015,0.919353,0.00492402,11178.1,5498.63,509.609,139454,-0.0171008,0.0205224,296.511,-116.658,95.6114,71.7377,0.895076,12.9445,12.6255,88.4857,120.327,7.12563,-48.5893 
403,10,49.2227,403,10433.1,-0.317117,20.764,12.6461,88.4773,0.190535,-26.8852,268.623,-1.54734,-0.574496,-1.28708,-0.252648,-0.150043,-0.426366,565.967,30.8084,11649.9,8714.74,-1.54466,-0.571812,-1.28171,-0.249963,-0.147359,0.662309,566.532,30.8195,11650.5,0.0523649,0.913075,0.00484937,10818.9,5347.44,539.078,135575,-0.00239939,0.0314363,28.3692,-14.6366,73.4102,87.2029,0.89426,12.7307,12.606,88.414,120.825,-15.0037,-33.6217 
404,10,49.2227,404,11208.8,-0.295372,21.7179,12.753,88.7877,-0.63648,1070.03,499.957,-1.69824,-1.98196,-2.39287,-0.0615872,-1.33116,-44.3324,460.029,27.3671,12453.2,31186.8,-1.4191,-1.70281,-1.83457,0.217562,-1.05201,0.683199,518.756,28.5186,12511.9,0.0449948,0.912237,0.00418118,11529.2,6073.64,458.447,154534,-0.00139752,-0.00121796,54.0712,0.0446607,88.9738,66.6145,0.948193,12.8828,12.614,88.675,121.392,0.298749,-54.7772 
405,10,49.2227,405,11478.7,-0.0331554,22.0445,12.65,88.9613,-0.0145706,-7.30171,500,-1.34774,-2.60652,-0.849605,1.2968,-2.21547,-24.1911,550.741,31.0963,12769.7,9081.38,-1.19542,-2.45419,-0.544955,1.44913,-2.06314,0.88667,582.787,31.7246,12801.7,0.0491874,0.913023,0.00454428,11848.3,6294.83,510.4,160088,-0.0026317,0.0297171,-29.0463,16.669,72.2247,87.1625,0.959106,12.9698,12.6833,88.8907,120.724,-16.666,-33.5616 
406,10,49.2227,406,10237.2,-0.128183,19.656,12.7058,88.945,0.046002,5.67828,0.00453182,-1.52192,-1.50595,-0.822522,-0.672173,-1.91084,1.7098,521.129,26.6028,11348.7,8138.56,-1.53269,-1.51671,-0.844054,-0.682939,-1.92161,0.870106,518.864,26.5584,11346.5,0.0493979,0.917789,0.00429325,10503.8,5074.78,443.297,128650,-0.0168092,0.0198216,326.566,122.961,82.6407,70.9149,0.866791,12.8819,12.4769,88.9021,120.034,-6.2614,-49.1188 
407,10,49.2227,407,10837.1,-0.291964,20.6733,12.9881,88.6613,0.131499,346.233,376.496,-0.57298,0.397571,-2.61553,0.0291342,-1.58588,-28.4159,545.869,27.2717,11938.1,10222.9,-0.394053,0.576498,-2.25767,0.208062,-1.40695,0.310448,583.511,28.0098,11975.8,0.0524636,0.922506,0.00428996,11122.2,5503.41,466.647,139847,-0.00120989,-3.28073e-05,0.0375011,118.025,92.4867,70.1855,0.896852,12.9807,12.6514,88.5783,121.405,3.90838,-51.2195 
408,10,49.2227,408,10922.5,-0.0491322,21.329,12.5473,89.0532,0.0821134,-1.50023,500,0.320715,-0.256415,-1.15428,-1.9554,-0.816779,-15.5193,470.065,26.8698,12227.2,8715.99,0.418436,-0.158695,-0.958839,-1.85768,-0.719058,0.7073,490.623,27.2729,12247.7,0.0435389,0.911345,0.00408519,11268.6,5981.88,471.164,152066,-0.0525447,0.0551728,-628.238,-222.772,89.4831,70.0039,0.947375,12.8485,12.4074,89.0618,121.481,0.421356,-51.4775 
409,10,49.2227,409,10509.7,-0.25146,20.0331,12.9827,88.7276,-0.0804718,45.817,500,-0.665936,0.36951,-2.56812,-1.40331,-1.82008,-28.9611,636.642,33.5869,11468.2,8586.6,-0.483575,0.55187,-2.2034,-1.22095,-1.63772,0.55877,675.006,34.3391,11506.6,0.0624958,0.918251,0.00546733,10800.8,5051.28,521.531,128006,-0.00217673,0.0297326,29.4101,15.8531,74.032,84.896,0.857738,12.9551,12.6871,88.6616,119.362,-14.6296,-34.4663 
410,10,49.2227,410,11499.3,-0.32474,22.263,12.8738,88.8024,1.38295,-1517.15,217.957,-2.783,-1.83973,-2.75556,0.861972,-0.937572,-12.9013,570.127,31.9583,12700.2,77631.4,-2.70177,-1.75849,-2.59309,0.943208,-0.856336,0.627776,587.217,32.2934,12717.3,0.0498553,0.91221,0.00465594,11778.4,6201.52,519.945,157699,-0.0210373,0.024588,279.968,132.82,92.697,70.7324,0.946295,12.9639,12.7505,88.7363,120.331,3.96072,-49.5988 
411,10,49.2227,411,10222,-0.0164615,19.4881,12.8245,88.8864,-0.00381002,13.2106,1.26645,-1.63981,1.11222,-1.46149,-1.03711,0.368194,-45.2506,570.259,26.4674,11342.9,8137.53,-1.35487,1.39715,-0.891623,-0.75218,0.653125,0.05987,630.201,27.6428,11402.8,0.0590924,0.928711,0.00444579,10664.7,4980.75,466.933,126187,-0.00233843,0.027562,29.8748,16.4401,73.5519,86.4447,0.852989,13.0836,12.5191,88.7357,120.9,-15.1838,-34.4553 
412,10,49.2227,412,9900.87,-0.155871,19.8979,12.3561,88.8016,0.154048,68.005,5.2346e-07,-1.47443,-0.821276,-1.50073,0.651546,-1.1759,-28.2995,488.159,24.5784,11143.8,8344.61,-1.29623,-0.643082,-1.14435,0.82974,-0.997705,0.648069,525.647,25.3134,11181.2,0.050713,0.922276,0.00415305,10365.1,5019.39,435.307,127217,-0.0409597,0.0435273,644.078,-194.638,93.8881,70.2981,0.867295,12.67,12.5623,88.7029,120.997,5.18521,-50.6988 
413,10,49.2227,413,11116.9,-0.0794167,21.5253,12.6717,88.7499,0.104344,-171.454,497.922,-1.72905,-0.843775,-2.72338,0.197963,-2.38195,-11.1172,572.607,35.1186,12304.5,9461.72,-1.65905,-0.773773,-2.58338,0.267966,-2.31194,0.634092,587.334,35.4074,12319.2,0.0513933,0.904569,0.00526663,11428.2,5867.83,518.494,149050,-0.0013162,-0.0139684,10.3309,-0.0335066,90.1048,70.6894,0.926875,12.9665,12.6462,88.7208,120.42,1.38395,-49.7302 
414,10,49.2227,414,10312.1,-0.00906985,19.8604,12.6592,88.6282,0.000382045,5.59978,8.93315e-12,-1.44628,-1.52675,-4.37818,-1.00586,0.162407,-34.4646,548.428,25.8368,11488.1,8184.56,-1.22926,-1.30974,-3.94415,-0.788849,0.379421,0.427768,594.083,26.732,11533.7,0.0552956,0.927003,0.00425133,10743.8,5203.25,440.333,131872,-0.0210674,0.0242473,347.348,134.631,84.9009,70.5869,0.876305,12.8725,12.5368,88.5154,120.444,-3.6145,-49.8574 
415,10,49.2227,415,9970.17,-0.345652,19.8455,12.8878,88.8792,0.452465,140.245,58.1761,-0.283621,1.17999,-2.54539,-0.00220191,-1.58789,-5.6507,510.282,27.0141,11304.8,10391.7,-0.24804,1.21557,-2.47423,0.033379,-1.55231,0.182243,517.768,27.1609,11312.3,0.0494404,0.915918,0.00440344,10472.6,5105.17,426.883,129358,-0.145763,0.14832,-1084.34,378.498,97.1468,68.2171,0.871368,12.8508,12.4797,88.8456,122.738,8.30117,-54.5208 
