cyc,VVA,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
100,7,47.8227,100,8153.18,-0.286546,15.6058,13.4305,89.0205,0.356436,135.653,135.996,-0.248596,1.37535,0.115323,-0.653444,-0.419839,-16.7001,593.544,25.3979,9013.14,8396.99,-0.14344,1.48051,0.325635,-0.548288,-0.314683,0.592819,615.667,25.8317,9035.26,0.0718675,0.931597,0.00523897,8566.69,2904.15,409.245,72534.4,-0.0024844,0.0182807,32.3502,35.0221,72.7181,86.3549,0.612161,13.3346,13.3473,89.0247,120.315,-16.3066,-33.9601 
101,5,47.8227,101,10510.3,-0.10026,19.6355,13.1619,88.8513,-0.295249,288.806,0.0171152,-2.37925,-0.851582,-0.552996,-0.820581,-0.455365,-14.9652,633.594,30.3964,11577.9,11188.9,-2.28502,-0.75735,-0.364532,-0.726349,-0.361133,0.918892,653.418,30.7851,11597.8,0.0601705,0.923831,0.00486589,10859.5,4850.25,487.794,122704,-0.00271804,0.024675,29.9561,26.6013,71.7704,87.9094,0.806502,13.4321,13.0774,88.8375,121.307,-17.0671,-33.3978 
102,10,47.8227,102,6963.44,-0.075964,12.7156,13.9403,88.9947,-0.0556277,59.9878,500,-1.65141,-0.122862,-0.527796,-2.08595,-0.129647,-42.1247,700.203,21.5147,7680.21,5879.02,-1.38616,0.142386,0.00270019,-1.82071,0.135601,1.00092,756.004,22.6089,7736.01,0.0999517,0.950268,0.00535481,7563.69,1961.49,421.371,48116.8,-0.00249874,0.0182757,33.7034,36.8022,75.6492,83.9762,0.473112,14.0815,13.8993,88.9113,120.875,-13.2621,-36.8988 
103,0,47.8227,103,10362.9,-0.305667,19.6508,13.2188,88.831,-0.12349,162.501,14.0507,-0.797574,-0.576164,-0.721966,-0.39864,0.88942,-37.4669,566.237,28.2853,11435.1,9109.33,-0.561655,-0.340244,-0.250128,-0.162721,1.12534,-0.320569,615.869,29.2584,11484.8,0.0574372,0.923243,0.004671,10722.5,5073.71,456.622,128593,-0.00153685,0.0195237,5.35097,46.1967,96.3728,95,0.848658,13.2123,12.5375,88.5397,120.533,7.83313,-25.5331 
104,0,47.8227,104,12048,-0.325081,22.853,13.0646,88.8658,0.488589,-299.181,175.002,-1.64666,-0.80831,-2.75167,2.49124,0.983118,-5.5247,501.352,30.8235,13432.9,14477.8,-1.61188,-0.773522,-2.68209,2.52603,1.01791,-0.760412,508.67,30.967,13440.2,0.0412344,0.90372,0.00422637,12336.1,6826.62,530.449,173793,-0.0016522,-0.00446496,14.8842,-0.0942677,97.5621,66.5732,0.981689,13.3565,12.7683,88.8823,121.113,8.67979,-54.54 
105,0,47.8227,105,11767.4,-0.335128,22.2254,13.2106,88.879,0.498092,-1003.08,22.5343,-2.13501,-3.00282,-4.20558,-0.717107,-0.209753,-33.577,608.038,32.8987,12967.9,25822.4,-1.92359,-2.7914,-3.78273,-0.505681,0.00167232,0.579777,652.516,33.7708,13012.4,0.0539117,0.916951,0.00475803,12103.4,6438.62,562.826,163654,-0.00141736,-0.0106897,1.37475,4.06942,107.517,62.9777,0.958467,13.3221,12.6267,88.8527,119.921,18.6641,-56.9435 
106,4,47.8227,106,11058.1,-0.304504,21.1355,12.9985,89.0873,0.309944,252.215,98.2446,-1.5044,-2.47748,-0.551677,-0.364726,-0.161958,-0.75841,646.524,34.5465,12181.6,11488.1,-1.49962,-2.47271,-0.542126,-0.359951,-0.157182,0.892255,647.529,34.5662,12182.6,0.0569596,0.914563,0.0051995,11368.2,5479.18,539.914,138800,-0.0137065,0.0180542,234.653,96.4221,87.7527,71.1175,0.868118,13.1384,13.155,88.9773,120.248,-1.22463,-49.1305 
107,0,47.8227,107,11889.9,-0.316501,23.0196,12.8212,88.6953,0.0441862,-169.11,0.00100592,-1.31498,-0.621255,-1.17942,-1.48743,-1.07876,-17.036,477.92,29.7764,13258,9851,-1.20771,-0.513984,-0.964877,-1.38016,-0.971489,0.808488,500.487,30.2189,13280.6,0.041066,0.904434,0.00417408,12187.4,6944.13,581.397,176704,-0.00280097,0.0344906,-29.5045,13.4878,72.5473,88.8063,1.01008,13.1765,12.435,88.7005,121.705,-16.1532,-32.8987 
108,3,47.8227,108,10423.6,-0.272904,20.2291,12.7225,88.8514,0.138446,0.560366,412.146,-0.977861,-1.59948,-0.951332,-0.550413,1.2351,8.67388,478.603,28.1194,11617.4,8380.58,-1.03248,-1.6541,-1.06057,-0.60503,1.18048,0.665615,467.113,27.8941,11605.9,0.0437358,0.905385,0.00440787,10680.3,5208.61,441.268,131973,-0.00137794,-0.0104386,9.38021,6.48803,95.85,50.2613,0.861134,13.0675,12.8744,88.9004,120.792,6.94966,-70.5302 
109,6,47.8227,109,8502.6,-0.0980784,16.0899,13.234,88.6914,-0.0309805,59.8695,2.35033e-07,-2.13884,0.314037,0.309136,-1.41156,-0.115955,-28.0944,582.474,19.0202,9535.02,6992.09,-1.96194,0.490941,0.662942,-1.23465,0.060948,1.33452,619.69,19.7499,9572.24,0.0685251,0.947173,0.00378633,9043.26,3286.97,431.526,82237.5,-0.00245187,0.0211205,29.2823,28.9986,71.4397,85.7803,0.66021,13.3781,13.0889,88.6525,120.171,-17.2128,-34.3905 
