cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
21,6,21,21599.3,0.00920743,29.3658,15.9911,94.862,-0.00587565,18.7245,3.4004e-11,1.8219,-0.590517,-1.84939,1.00915,-0.877719,-161.542,10064.5,239.139,10314.6,15290.4,2.83908,0.426668,0.184978,2.02634,0.139466,0.967065,10291.1,255.922,10541.2,0.525932,0.958295,0.0428088,19567.3,5672.14,74980.8,68966.7,0.00181728,0.589503,15.2931,12.9025,95.1709,74.1455,0.502507,15.6807,16.0714,94.6524,126.394,0.518471,-52.249 
22,7,22,21044.1,-0.0150021,28.7627,15.9516,94.9118,-0.0222426,10.8767,254.651,-0.562683,0.195798,-1.84423,-0.896235,0.61538,-137.328,9719.24,224.165,10036.8,14943.7,0.302036,1.06052,-0.114791,-0.0315162,1.4801,1.04257,9911.85,238.432,10229.4,0.524055,0.959604,0.041169,18913.8,5436.84,72303.3,65687.1,0.00183824,0.586666,15.115,12.7172,95.2237,73.9668,0.49178,15.7716,15.8757,94.5424,126.265,0.681289,-52.2983 
23,8,23,18245,0.0383559,24.688,15.8765,95.1361,-0.0168165,-0.710388,235.927,0.681606,0.952602,0.084323,-0.243847,-1.21927,-149.068,8353.65,204.103,8662.79,12760,1.62025,1.89125,1.96161,0.694797,-0.28063,0.666805,8562.73,219.591,8871.87,0.523075,0.957049,0.0436064,16370,4092.1,54054.2,49298.5,0.00194834,0.51605,14.7967,12.471,95.5035,74.2914,0.430373,15.6561,15.5918,94.834,126.555,0.669471,-52.2633 
24,9,24,18854.6,0.0323974,25.8066,15.7276,95.1484,-0.0169884,-21.3515,257.415,1.35702,3.44757,3.20007,1.29693,0.163068,-159.048,8636.29,189.976,9119.77,13224.5,2.3585,4.44906,5.20304,2.29842,1.16455,0.663747,8859.37,206.501,9342.85,0.518666,0.960808,0.0391224,17081.1,4447.2,56956.9,55413.2,0.00169598,0.521314,15.0981,12.6638,95.5451,73.5914,0.458513,15.4134,15.7201,94.6915,126.086,0.853562,-52.4943 
25,10,25,19580.4,-0.00038035,26.6586,15.9558,95.1434,0.0120825,-70.537,499.997,0.245805,1.05828,-1.77953,-1.62665,-2.47348,-153.208,9284.19,200.2,9120.19,13874.6,1.21052,2.02299,0.149896,-0.661942,-1.50876,0.876395,9499.08,216.118,9335.08,0.536249,0.96171,0.0409025,17714,4756.98,65772.9,54347,0.00188784,0.564172,15.1041,12.4893,95.4771,73.9904,0.449497,15.5471,15.8759,94.7839,126.234,0.693232,-52.244 
26,0,26,21840.9,0.0018453,30.2712,15.6657,95.0546,-0.00211942,-8.31209,3.78559e-11,1.3457,0.516845,4.2776,2.14491,1.02142,-162.184,10149.8,210.576,10559.7,15438,2.36692,1.53807,6.32005,3.16614,2.04264,0.590507,10377.2,227.426,10787.2,0.522258,0.963064,0.0373852,19870,6113.55,80255.2,74781.3,0.00181132,0.621789,14.9277,12.7429,95.4944,73.9954,0.539352,15.4263,15.3496,94.6214,126.434,0.873039,-52.4382 
27,2,27,22006.2,0.0330979,30.3127,15.6454,95.0343,0.00134667,2.71291,61.618,-1.60872,1.0539,-1.09058,1.01173,0.85221,-197.928,10424.4,219.677,10331.3,15438.6,-0.362422,2.3002,1.40202,2.25803,2.09851,0.817833,10702,240.241,10608.9,0.534089,0.962201,0.0400443,20037.9,6146.06,84414.7,71727,0.00189625,0.636502,15.0636,12.6661,95.52,74.807,0.526597,15.3443,15.5387,94.5574,127.508,0.962638,-52.7013 
28,4,28,21758.3,0.00898962,29.7177,15.8694,95.1554,0.0165518,16.1292,34.5025,-0.886486,2.40897,2.04599,1.59892,3.33219,-156.869,10254.8,226.751,10238,15360.9,0.101278,3.39673,4.02152,2.58668,4.31995,0.721234,10474.8,243.049,10458.1,0.532312,0.960979,0.0410535,19677.9,5885.31,80308.5,69021.7,0.00205961,0.621542,15.0428,12.6167,95.5533,74.3283,0.511579,15.5521,15.5911,94.6374,126.907,0.915823,-52.5783 
29,6,29,19183.1,-0.0110956,26.3611,15.8545,95.1152,-0.00381552,9.14176,334.106,-0.380808,-0.471496,-0.794695,-0.8335,-1.50763,-140.626,8933.01,194.547,9142.05,13606.6,0.504676,0.413988,0.976272,0.0519838,-0.622144,0.263066,9130.25,209.157,9339.29,0.526275,0.961456,0.0396202,17348.8,4623.03,61534.4,55165.5,0.00173425,0.54743,14.9009,12.5924,95.4023,73.8045,0.45411,15.6074,15.7492,94.6765,125.806,0.725819,-52.0017 
30,7,30,17946.1,0.0476937,24.1079,15.9453,94.9103,0.0150635,-27.23,120.404,2.99167,2.29124,2.97361,0.214795,2.59814,-180.33,8205.6,207.976,8551.48,12527.1,4.12716,3.42673,5.24459,1.35028,3.73363,0.706718,8458.53,226.712,8804.41,0.521925,0.955197,0.0452858,16206.4,3922.99,50501,48016.1,0.00186344,0.490577,15.0807,12.6306,95.3458,73.3001,0.42265,15.5026,15.9018,94.3834,125.331,0.96241,-52.0307 
31,8,31,18931.8,0.00320213,26.1073,15.7375,94.9969,-0.010247,1.74413,169.905,0.599277,1.43877,0.418198,-0.541499,-1.40437,-175.673,8903.52,210.264,8953.19,13375.6,1.70544,2.54493,2.63053,0.564666,-0.298209,0.631958,9149.91,228.516,9199.59,0.530567,0.958125,0.0437554,17245.6,4493.4,60866.7,52623.3,0.00171142,0.54431,14.8044,12.6538,95.1149,73.6474,0.441689,15.6164,15.8848,94.734,125.827,0.380857,-52.1794 
32,9,32,19958.6,-0.0269323,27.3152,15.9832,95.1257,0.11541,-217.923,88.7646,0.535156,1.43338,2.6615,1.67671,-0.519304,-145.547,9178.36,223.858,9604.88,15031,1.45163,2.34985,4.49445,2.59318,0.397169,0.601778,9382.5,238.98,9809.03,0.520832,0.957328,0.0429521,18014.4,4905.04,63631.7,60351.9,0.00173152,0.547663,15.1443,12.7986,95.4603,73.8765,0.472352,15.6833,15.8916,94.7514,126.2,0.708935,-52.3232 
33,10,33,18603.1,-0.0402978,25.4588,16.0518,95.1311,0.213171,-169.34,317.913,-1.23875,-1.66562,-2.47244,0.354505,-0.744736,-100.341,8432.09,211.108,9146.47,14478.3,-0.606928,-1.03381,-1.20881,0.986324,-0.112917,0.388297,8572.83,221.533,9287.21,0.511946,0.956734,0.0420912,16745.6,4259.8,52760,54745.1,0.00162647,0.49653,15.2784,12.7728,95.6066,73.9927,0.451444,15.5374,15.9141,94.895,126.073,0.711657,-52.0803 
34,0,34,19677,-0.00833135,26.9913,15.886,94.8316,-0.0116911,45.2319,8.4067e-10,-0.627264,-0.361929,0.772032,0.931222,-1.05859,-142.715,9067.86,202.404,9499.31,13975.6,0.271373,0.536708,2.56931,1.82986,-0.159951,0.490954,9268.04,217.231,9699.49,0.520571,0.960598,0.0396214,17803.6,4930.32,63660,61405.9,0.00192949,0.559111,14.9407,12.4356,95.1678,74.0906,0.493744,15.3706,15.0448,94.4179,126.439,0.749857,-52.3482 
35,0,35,20094.5,-0.00129483,27.9656,15.6131,94.941,-0.0171615,1.20695,58.4094,-0.291533,-0.377044,1.66841,-1.18262,-1.96875,-167.924,9620,214.653,9363.45,14214.4,0.765841,0.680331,3.78316,-0.125249,-0.91137,0.0976821,9855.53,232.1,9598.98,0.538476,0.960418,0.0426421,18302.6,5186.31,72541.4,59109.4,0.00180059,0.600358,14.8057,12.4561,95.2951,73.4308,0.477717,15.4101,15.4853,94.5325,125.601,0.762599,-52.1697 
36,0,36,20307,0.00295919,28.3122,15.5679,94.9085,0.00147653,-15.0738,174.828,-2.41306,-0.782919,0.569893,0.63175,-1.41375,-174.803,9480.01,207.275,9716.93,14349,-1.31237,0.317767,2.77127,1.73244,-0.313068,0.132903,9725.19,225.437,9962.11,0.525918,0.961015,0.0400176,18491.8,5278.76,70288.5,63825.4,0.00178224,0.58553,14.8154,12.6859,95.1227,73.6757,0.500597,15.2532,15.3871,94.6609,126.06,0.461768,-52.3846 
37,2,37,18497,0.0247223,25.4364,15.6854,94.8949,-0.0267415,287.46,499.965,-0.852433,-0.213246,2.06128,-2.41248,1.22036,-196.544,8844.99,198.436,8607.91,13238.4,0.385151,1.02434,4.53645,-1.17489,2.45794,0.372464,9120.66,218.856,8883.58,0.538466,0.9597,0.043412,16938.2,4385.78,60418.2,50530.1,0.00178116,0.545098,14.877,12.498,95.3161,74.0838,0.446072,15.2146,15.3267,94.4292,126.125,0.886939,-52.0414 
38,4,38,18203.5,-0.00461799,24.8982,15.902,94.7281,0.0130479,-6.68842,426.521,0.0740934,0.686172,0.390623,1.13305,-0.367989,-174.419,8461.42,213.838,8622.29,12891.7,1.17236,1.78444,2.58716,2.23131,0.730278,0.695827,8706.06,231.959,8866.93,0.527354,0.955451,0.045974,16509,4180.18,55336.7,50111.8,0.00181618,0.519356,14.9402,12.5068,95.1259,72.9971,0.440927,15.4594,15.3028,94.4684,124.859,0.657462,-51.8623 
39,6,39,20267.2,-0.0097791,27.4475,16.1175,95.0063,-0.0544372,-31.1369,500,-0.257282,-0.910151,-1.46505,0.543846,-0.652074,-145.893,9366.32,225.205,9726.72,14456.3,0.661365,0.00849644,0.372247,1.46249,0.266573,0.865672,9570.95,240.363,9931.35,0.522702,0.957901,0.0426806,18310.5,4967,64891.5,61014.7,0.00170833,0.544309,15.4383,12.9548,95.34,74.2504,0.472787,15.787,15.9534,94.6502,126.722,0.68978,-52.472 
40,7,40,20633.3,0.0329551,28.0466,15.8469,94.7499,-0.0826111,207.848,72.6519,-1.16092,-0.0828561,-0.437622,-1.57467,0.398804,-183.297,9181.45,240.739,10146.5,15027.3,-0.00674756,1.07132,1.87073,-0.420498,1.55298,0.540111,9438.55,259.783,10403.6,0.50762,0.954047,0.0439754,18593.7,5161.56,62642.1,68156.4,0.00190248,0.538076,15.1843,13.0237,95.247,74.047,0.508599,15.5396,15.6505,94.305,126.63,0.941948,-52.5835 
41,8,41,19597.8,0.00142211,26.5908,16.003,94.9116,-0.0182661,-22.5817,203.476,-0.163289,0.73714,1.3922,0.573543,-1.23125,-152.164,9012.52,221.15,9343.91,13865.9,0.794845,1.69527,3.30846,1.53168,-0.27312,0.531189,9225.94,236.959,9557.33,0.52312,0.956986,0.0436773,17636.4,4687.64,61537.7,57084,0.00193184,0.541704,14.9885,12.7668,95.3875,74.1504,0.461963,15.7092,15.6263,94.3927,126.621,0.994826,-52.4707 
42,9,42,18581.1,0.048125,24.9905,15.9321,95.0031,-0.0607339,-150.064,205.526,0.514139,1.44209,-1.95457,-1.24614,0.536022,-172.61,8523.79,212.753,8785.35,13257.8,1.60102,2.52897,0.219183,-0.159264,1.6229,0.962293,8765.9,230.687,9027.45,0.524588,0.955974,0.0449568,16710.1,4162.92,54395.4,50520.1,0.00199642,0.507655,15.1845,12.6334,95.2579,73.5976,0.434737,15.5151,15.7809,94.7487,125.492,0.50919,-51.8943 
43,10,43,21923.1,-0.00421058,29.9846,15.8975,94.9332,-0.00147552,-14.0493,1.18465,0.612093,-0.405796,-0.282677,-2.88582,-1.58538,-141.352,10224.3,251.61,10344.1,15518.2,1.50215,0.484258,1.49743,-1.99576,-0.695326,-0.888913,10422.5,266.296,10542.4,0.529067,0.957201,0.0444619,19699.8,5791.07,78191.4,68845.7,0.00189003,0.601363,15.2578,12.9324,95.306,73.5407,0.498943,15.6686,16.2955,94.5881,125.869,0.717968,-52.3286 
44,0,44,21765.4,0.00691226,30.1623,15.6517,95.0277,-0.00182555,-7.82125,6.50703e-11,-1.18264,0.74184,0.00956397,-2.26469,-1.04843,-191.861,10265.3,233.491,10310.1,15368.6,0.0254589,1.94994,2.42576,-1.05659,0.159667,0.307763,10534.4,253.425,10579.2,0.530859,0.959601,0.0422627,19844.1,6013.69,81765.6,71212.6,0.00189522,0.633402,14.744,12.6577,95.4335,73.4549,0.522147,15.5043,15.5459,94.6221,125.657,0.811433,-52.2018 
45,2,45,22043.5,0.00155358,30.5123,15.6897,94.9984,0.00149681,-24.4648,500,-1.2033,-1.19692,-2.20241,0.431281,0.0546121,-158.347,10201,220.581,10562,15585.4,-0.206227,-0.199849,-0.208268,1.42835,1.05168,1.11163,10423.1,237.033,10784.1,0.523429,0.961726,0.0389135,19913.1,6130.94,80467.2,75373.5,0.00209126,0.62816,14.8766,12.5439,95.5431,74.5646,0.542294,15.2304,15.4857,94.4214,126.904,1.12171,-52.3397 
46,4,46,18376,0.0041485,25.2686,15.7778,94.8916,0.0144681,-64.5614,0.700107,-0.341845,-1.3622,2.6009,-0.767018,-0.176915,-146.557,8516.8,187.188,8775.4,13008.9,0.580986,-0.439374,4.44656,0.155812,0.745915,0.190047,8722.36,202.415,8980.96,0.524634,0.960974,0.0398628,16625.6,4314.35,57148.7,51965.1,0.0018714,0.533069,14.867,12.3512,95.264,73.6332,0.454698,15.4274,14.9575,94.5321,125.576,0.731935,-51.9427 
47,6,47,18350.9,0.040027,24.7725,15.9076,94.7762,0.0135298,-54.2507,10.221,0.872465,-1.02829,1.17941,-0.704898,-1.28662,-152.908,8396.19,193.469,8716.26,12852.2,1.83529,-0.0654637,3.10505,0.257925,-0.323792,0.354326,8610.66,209.355,8930.73,0.522818,0.959188,0.0413953,16469.7,4107.34,53960.9,49872.5,0.00199672,0.5127,14.956,12.4956,95.2343,73.874,0.434162,15.5543,15.5761,94.3867,126.078,0.847638,-52.2045 
48,7,48,18666.5,-0.0158858,25.5279,15.8171,95.2546,0.0221829,-23.2437,5.59114e-11,1.03584,0.0493917,1.88931,-0.491228,-1.05594,-188.854,8609.25,192.83,8948.82,13161.1,2.225,1.23855,4.26764,0.697934,0.133227,0.501581,8874.14,212.451,9213.71,0.522555,0.959789,0.0407449,16982.2,4397.62,57448.6,53972.1,0.00183142,0.526887,15.1133,12.4815,95.6269,72.9505,0.461864,15.3423,15.1646,94.7975,125.055,0.829316,-52.1048 
49,8,49,19894.4,-0.0162387,27.4458,15.8122,95.0673,-0.0795584,-75.9337,219.108,1.09449,0.661934,-0.422954,-0.35799,-3.55545,-143.755,9162.71,205.482,9648.78,14324.1,1.99968,1.56712,1.38743,0.5472,-2.65026,0.513383,9364.34,220.417,9850.41,0.519298,0.960438,0.039588,18032.7,4966.12,63814.6,62231.4,0.00164305,0.547957,15.1275,12.8299,95.545,73.8608,0.487426,15.4947,15.5972,94.608,126.375,0.936973,-52.5144 
50,9,50,20238.7,-0.00327463,27.8673,15.8192,95.4094,-0.0182938,17.409,7.97905e-10,-2.16875,-0.144252,-1.87754,-1.76669,-1.1776,-137.692,9044.17,219.597,10088.2,14361.1,-1.30174,0.722755,-0.14352,-0.899684,-0.31059,0.925744,9237.3,233.902,10281.4,0.505187,0.957568,0.0402225,18284.9,5058.91,62103.8,66336.1,0.00175341,0.544588,14.959,12.8008,95.72,73.7152,0.498662,15.6353,15.7459,95.1256,126.176,0.594374,-52.4607 
51,10,51,19009.1,0.00954356,25.9396,15.9262,94.8983,-0.0333527,-10.0754,500,-1.14843,1.48265,-0.27987,-0.336695,-1.29696,-173.242,8738.59,236.181,9160.72,13459.3,-0.0575694,2.5735,1.90184,0.754161,-0.206107,0.617014,8981.58,254.18,9403.7,0.520465,0.952812,0.0474301,17256.8,4424.18,57417,54480,0.00172297,0.523654,14.9993,12.7207,95.3035,73.1058,0.447233,15.629,16.0847,94.4403,125.009,0.863246,-51.9032 
52,0,52,18095.3,0.0534166,24.9287,15.5243,95.2255,0.044593,-92.9027,45.8637,-0.242066,-0.403326,1.54618,0.81524,-1.13049,-194.061,8577.11,199.138,8382.21,12733,0.979883,0.818623,3.99008,2.03719,0.0914572,0.496026,8849.29,219.3,8654.4,0.537455,0.958435,0.0445968,16465.2,4304.35,60362.2,48466.1,0.00194425,0.564982,14.6201,11.8132,95.5656,72.4612,0.440169,15.1913,15.0925,94.7551,124.027,0.810492,-51.5656 
53,0,53,21564.7,0.0246701,29.931,15.5564,95.0867,0.00840711,-21.6493,44.6361,0.524041,0.609672,0.651641,-1.78447,0.882503,-173.502,10280.5,250.039,10077.8,15163.4,1.61654,1.70217,2.83663,-0.691972,1.975,0.618648,10523.8,268.065,10321.1,0.536755,0.957326,0.0456595,19606.4,5941.77,82704,68567.9,0.00191585,0.638543,14.8703,12.505,95.4453,73.3148,0.516352,15.2667,15.5545,94.6043,125.282,0.840968,-51.9675 
