cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
258,4,48.3799,3.5,258,11761.1,0.197723,17.4371,13.3649,96.3405,-0.380923,3622.7,15.5957,-0.183957,1.02482,2.46849,1.99656,0.889329,-172.866,5346.66,69.1912,5477.54,52508.9,0.904533,2.11331,4.64547,3.08505,1.97782,0.634968,5589.12,87.1513,5720,0.526148,0.973437,0.0273005,10622.7,2605.19,32040,27900.4,0.00129675,0.457368,12.9411,10.6177,96.4327,73.3716,0.377271,13.6069,12.8126,95.5121,124.22,0.920609,-50.8485 
259,4,48.3799,3,259,11264.6,0.231882,16.5235,13.2168,96.3159,-0.151766,208.353,31.6508,-0.460669,5.22091,-2.17961,1.1937,-0.0474915,-164.525,4930.69,69.6773,5313.77,8138.6,0.5753,6.25688,-0.10767,2.22967,0.988477,1.01083,5161.45,86.7708,5544.53,0.514056,0.971421,0.0280208,10040.6,2417.05,28161.7,26573.7,0.00150042,0.435625,12.6529,10.4022,96.4605,74.0024,0.374714,13.3715,12.5258,95.3855,124.528,1.0749,-50.5259 
260,4,48.3799,5,260,11617.2,0.13581,17.1693,13.728,96.4601,-0.266791,447.77,0.505992,1.1037,0.161126,3.42156,-2.22848,-0.288134,-144.567,6004.67,61.0187,4781.79,11561.7,2.014,1.07142,5.24216,-1.31818,0.622164,0.313096,6207.44,76.0386,4984.56,0.585948,0.979013,0.0273329,10593.8,2625.45,38152.8,21419.8,0.00112772,0.482228,13.4658,10.965,96.4284,73.8784,0.324988,13.5386,13.1083,95.5711,124.322,0.857354,-50.4434 
261,4,48.3799,4.5,261,12095.9,0.172485,17.7893,13.67,96.3034,-0.413923,206.744,117.803,2.53347,5.25461,2.97237,-0.0232469,3.14428,-161.969,6264.69,57.7716,4882.04,10702.1,3.55334,6.27448,5.01212,0.99663,4.16416,0.749403,6491.86,74.5995,5109.21,0.590816,0.980287,0.0261921,10988,2863.83,43705.8,22097.4,0.00126874,0.531652,13.0764,10.6644,96.6542,73.8381,0.328573,13.8536,12.9431,95.2697,124.589,1.38452,-50.7506 
262,4,48.3799,1.5,262,15259.6,0.163651,24.3439,12.8534,96.0803,-0.327283,26.8691,497.131,0.51534,7.49423,0.232611,1.34043,0.151381,-157.658,1292.29,37.2959,12913.3,10472.3,1.50807,8.48696,2.21807,2.33315,1.14411,0.858635,1513.42,53.6759,13134.5,0.115778,0.941561,0.00747179,13071.7,6772.98,3604.09,163696,0.00122424,0.14701,11.0074,9.63488,96.6896,73.8789,0.96696,12.8269,12.6395,95.5957,125.05,1.09389,-51.1708 
263,4,48.3799,4,263,11251.8,0.149342,16.9304,13.4356,96.529,-0.0317673,80.4268,327.053,0.456798,1.23584,-0.67847,-1.28827,1.68546,-119.199,5699.26,72.9192,4756.4,7488.09,1.20736,1.98641,0.822656,-0.537709,2.43602,0.860914,5866.44,85.3035,4923.58,0.575187,0.975185,0.0309283,10199.2,2581.69,36432.8,21859.9,0.00107516,0.484584,12.9933,10.7332,96.4162,74.0846,0.33346,13.6536,12.6178,95.4843,124.782,0.931929,-50.6976 
264,4,48.3799,0,264,16141.2,0.154057,26.0738,12.7769,96.2479,0.184459,-326.85,194.462,-2.30929,2.54118,3.16381,-2.21009,2.00397,-91.108,-85.4652,16.7621,15027.9,12807.5,-1.7356,3.11486,4.31118,-1.6364,2.57766,0.349912,42.3228,26.2279,15155.7,0.00316329,0.479733,0.00317774,13379.4,9509.23,1096.55,236584,0.00107021,0.0257621,11.4441,7.09346,120.174,58.9274,1.19997,12.5697,12.127,95.7601,125.328,24.4138,-66.4006 
265,4,48.3799,0,265,17011.3,-0.0136197,27.2018,13.0474,96.1562,-0.0167837,33.2275,3.38987e-12,1.32589,0.467551,1.55016,4.7605,2.71159,-161.97,-69.8986,19.7297,15846.8,11571.8,2.34577,1.48744,3.58993,5.78039,3.73148,0.788017,157.281,36.5578,16074,0.0109968,0.710851,0.0041721,14302.4,10093.4,1078.28,252307,0.00107248,0.022476,12.7294,8.24637,119.358,58.2621,1.21296,12.7336,12.514,95.6995,125.013,23.6583,-66.7505 
266,4,48.3799,0,266,17266.5,0.190703,28.6834,12.3217,96.0903,0.412222,-595.266,447.755,0.520629,2.61311,2.30129,2.31948,2.91937,-140.579,-83.667,31.5024,16003.6,19493.3,1.40582,3.49829,4.07167,3.20467,3.80456,0.745282,113.509,46.108,16200.8,0.00789888,0.584501,0.00521535,14370.2,11280.2,1101.02,282858,0.0012057,0.0311199,11.4069,7.35492,119.512,58.3392,1.34984,12.0843,11.9278,95.7658,124.639,23.7457,-66.3001 
267,4,48.3799,2.5,267,11217.3,0.172086,17.2821,12.9696,96.4142,1.22282,-912.937,213.3,1.72704,0.895204,3.91395,0.0903347,2.48405,-119.34,4242.56,56.6038,5938.81,43637.7,2.47849,1.64665,5.41685,0.841785,3.2355,0.602266,4409.94,69.0027,6106.2,0.450758,0.973347,0.0203921,9783.4,2609.78,24146.6,35162.8,0.00135423,0.419485,12.1268,10.0392,96.5609,73.7143,0.448844,12.8988,12.1247,95.6482,124.421,0.912685,-50.7069 
