cyc,detuning,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
78,170,47.3859,78,8343.34,0.107898,12.0669,13.9355,121.472,-1.05967,821.416,499.988,0.675631,-0.695509,2.31139,-1.95062,-5.61747,13.9613,1664.65,17.8,5944.78,33809.3,0.58772,-0.78342,2.13557,-2.03853,-5.70538,1.36794,1649.58,17.1847,5929.71,0.230253,0.982096,0.00531019,7164.2 
79,390,47.6059,79,10132,0.0353407,16.5101,13.0876,120.819,0.323374,-318.673,132.229,1.48584,4.02294,1.09287,-1.58192,1.04889,-21.1427,205.295,18.4906,9447.21,10388.7,1.61897,4.15607,1.35913,-1.4488,1.18202,0.80209,228.127,19.4225,9470.04,0.0252485,0.870327,0.00376383,9035.26 
80,320,47.5359,80,9025.52,0.0790438,14.2126,13.1633,120.802,-0.101592,-104.216,51.5564,-3.10397,-4.79647,-1.54561,0.569971,0.979217,-53.1933,326.796,9.87419,8184.46,6434.87,-2.76902,-4.46152,-0.875722,0.904915,1.31416,0.851249,384.239,12.2188,8241.9,0.0477363,0.947284,0.00272352,8049.21 
81,420,47.6359,81,10252.6,0.0250569,16.9106,13.0013,120.763,-0.0213876,28.1582,47.287,1.32548,-0.233508,-1.50761,-0.128563,0.264365,0.296379,246.934,7.79938,9600.74,7176.78,1.32361,-0.235374,-1.51135,-0.130429,0.262499,-4.1929,246.614,7.78632,9600.42,0.0268789,0.94764,0.00149179,9175 
82,440,47.6559,82,11052.7,0.0396686,18.3428,12.8275,120.964,-0.027475,13.3686,500,-0.207477,0.537565,-0.856038,-1.19073,1.18662,-10.9199,272.101,21.1043,10238.8,7671.5,-0.138717,0.606325,-0.718519,-1.12197,1.25538,-5.11496,283.893,21.5856,10250.5,0.0289188,0.882566,0.00386412,9816.9 
83,460,47.6759,83,10890.3,0.0235401,18.484,12.6533,120.809,-0.0151795,28.5693,3.40489,-1.11967,0.267077,-5.70169,1.19507,-2.58394,-55.5892,128.509,10.7073,10381.9,7627.82,-0.769635,0.617107,-5.00163,1.5451,-2.23391,0.143992,188.539,13.1575,10441.9,0.0190453,0.891165,0.0023158,9899.53 
84,480,47.6959,84,11539.1,-0.0150209,19.0416,-12.7869,120.723,0.00449896,11.9692,4.06226e-12,3.19244,1.4103,-0.696343,-0.0498249,0.476052,-52.8035,174.776,37.6896,10766.8,7927.94,3.52493,1.74279,-0.0313634,0.282665,0.808542,1.00496,231.797,40.017,10823.8,0.022509,0.767981,0.00676441,10298 
85,500,47.7159,85,11795.8,0.0397798,19.8673,12.6696,120.641,-0.00654272,34.4938,34.2898,-1.85978,-0.587593,0.0921715,0.653784,-4.19759,-49.5398,171.742,7.45464,11124.8,8201.39,-1.54784,-0.275654,0.71605,0.965723,-3.88565,1.1778,225.24,9.63821,11178.3,0.021207,0.930333,0.00158579,10621 
86,250,47.4659,86,8731.02,0.0622121,13.3813,13.3278,121.144,-0.216372,5.21165,230.567,3.688,-0.240807,3.48973,-1.72618,-1.68025,-64.2334,657.805,24.9256,7420.48,5842.41,4.09246,0.163653,4.29865,-1.32172,-1.27579,0.278417,727.17,27.7569,7489.84,0.094527,0.937383,0.00678043,7692.72 
87,230,47.4459,87,7238.29,0.0904735,10.8296,13.5709,120.979,-1.8337,818.55,151.162,0.931201,-4.24819,-3.56225,-1.07344,1.32833,-51.2504,659.646,11.671,6065.95,53646,1.25391,-3.92548,-2.91683,-0.750729,1.65104,0.37782,714.991,13.9299,6121.3,0.111581,0.967029,0.00417449,6407.8 
88,240,47.4559,88,8232.79,0.0587989,12.9344,13.3103,120.733,0.0360177,-113.224,2.59232,3.53207,-2.43865,-2.94837,-0.263916,-0.0462993,-44.6192,653.658,7.05869,7198.23,5737.15,3.81303,-2.15769,-2.38646,0.0170389,0.234656,-3.97766,701.842,9.02538,7246.41,0.0943208,0.977991,0.00228908,7441.01 
89,0,47.2159,89,13984.8,0.0588136,25.1138,11.8362,121.795,0.0993707,-276.609,259.84,0.017648,-0.873183,-2.41034,-2.55178,-3.87629,-47.0577,4870.31,28.4062,8541.79,10571.3,0.313958,-0.576873,-1.81772,-2.25547,-3.57998,0.770376,4921.13,30.4804,8592.6,0.381121,0.989277,0.00649204,12912.3 
90,210,47.4259,90,8371.49,-0.00605328,12.165,13.8884,121.385,0.00628615,-2.52886,8.16834e-12,-0.748518,3.98881,0.659199,1.6298,2.54682,-87.6364,997.333,22.647,6612.3,5500.5,-0.196695,4.54063,1.76284,2.18162,3.09864,0.845189,1091.97,26.5098,6706.93,0.148985,0.959247,0.00722847,7329.42 
91,-60,47.1559,91,15417.1,0.09532,27.7895,11.8794,120.95,0.02784,-147.113,500,3.08657,-0.66064,-3.70581,4.81178,0.450016,-87.1563,94.4224,14.2726,14779.6,10879.9,3.63537,-0.11184,-2.60821,5.36058,0.998816,1.35853,188.542,18.1142,14873.7,0.013447,0.856068,0.00223842,14021.1 
92,220,47.4359,92,8674.09,0.10842,13.0773,13.4676,120.986,-0.3819,-90.069,50.121,0.992322,0.804007,-0.151613,-0.449773,-2.69758,-91.6934,974.11,28.2479,7043.21,6853.01,1.56969,1.38138,1.00312,0.127595,-2.12021,0.488614,1073.13,32.2895,7142.23,0.139089,0.949978,0.00825923,7715.4 
93,100,47.3159,93,9846.06,0.0897305,14.5842,13.9669,122.165,0.00660928,-418.455,92.7638,-3.92939,0.75403,0.257656,-0.670965,2.22517,-45.7059,4174.44,21.4616,5037.72,6721,-3.6416,1.04183,0.833252,-0.383167,2.51297,-1.29364,4223.8,23.4762,5087.07,0.471681,0.990367,0.00842944,8954.78 
94,370,47.5859,94,9740.69,0.0772053,15.8557,12.7923,120.901,-0.314468,-270.254,0.212943,-0.0771829,-1.96583,-3.64731,-1.0284,-2.82207,-69.089,263.413,21.9511,8941.15,9369.41,0.357852,-1.5308,-2.77724,-0.593366,-2.38704,0.599278,338.022,24.9964,9015.76,0.0387521,0.885417,0.00508133,8722.67 
95,120,47.3359,95,8851.7,0.121313,12.8254,13.9189,121.765,-0.313475,-113.344,457.574,-1.36005,5.44363,2.74726,-2.10272,0.995758,-82.3192,2843.26,37.2424,5360.42,6967.89,-0.841712,5.96197,3.78395,-1.58438,1.5141,0.571658,2932.16,40.8708,5449.32,0.366518,0.976188,0.0136278,8000.02 
96,160,47.3759,96,8173.88,0.0787099,11.9566,13.9076,121.11,1.03525,-1005.55,500,-1.91121,-2.02642,-1.55459,-0.414777,-2.83899,-30.6185,1938.96,13.3079,5604.6,39301.2,-1.71842,-1.83363,-1.169,-0.221981,-2.64619,0.845966,1972.03,14.6575,5637.67,0.273321,0.98716,0.00476651,7215.06 
97,20,47.2359,97,12813.7,0.0177379,21.695,12.7367,122.253,0.00525854,-22.2812,134.212,-1.72612,-1.46595,-3.08297,1.45362,-3.28559,-41.2253,7298.85,50.0181,4991.23,8998.99,-1.46654,-1.20637,-2.5638,1.71321,-3.02601,0.608551,7343.37,51.8352,5035.75,0.610593,0.987798,0.0186087,12026.6 
98,200,47.4159,98,7975.06,0.0821871,11.7975,13.8936,121.291,-0.0136352,-133.383,83.1009,-2.12864,-0.0791671,-2.05796,0.87567,1.80512,0.291981,1035.24,7.98287,6385.06,5395.02,-2.13048,-0.0810056,-2.06163,0.873831,1.80328,-0.291745,1034.92,7.97,6384.74,0.148424,0.986702,0.0022942,6972.73 
99,190,47.4059,99,8285.87,0.0539874,12.3169,14.1157,121.194,-0.055449,216.503,87.6771,0.689638,1.69544,-1.55713,1.10226,-0.825173,-62.0643,1403.86,18.8596,6426.08,6050.59,1.08044,2.08624,-0.775522,1.49306,-0.434371,1.2248,1470.89,21.5952,6493.1,0.195871,0.97495,0.00608931,7509.47 
100,40,47.2559,100,11633.9,0.0166792,18.9215,13.089,122.372,-0.0108244,3.54509,499.999,1.98282,-2.56218,-4.6009,-3.13697,-0.299879,-41.5364,6871.73,38.9718,4311.81,8063.56,2.24437,-2.30064,-4.07781,-2.87543,-0.0383356,0.421411,6916.59,40.8026,4356.67,0.630599,0.989782,0.0169598,10968.3 
101,300,47.5159,101,9296.02,0.0200441,14.7334,13.4927,120.993,-0.0579498,11.1305,500,-1.07292,-1.13458,-2.34656,1.04472,2.6658,-30.0139,366.185,7.99005,8558.04,6492.37,-0.883928,-0.945588,-1.96858,1.23371,2.85479,7.77872,398.597,9.31297,8590.45,0.0475215,0.960718,0.00199306,8387.72 
102,400,47.6159,102,9865.63,0.00920196,16.6183,12.6968,121.02,0.211708,111.195,95.8294,-0.182839,-1.31141,2.45869,1.09637,-5.11298,-34.1355,229.846,18.432,9262.02,7635.03,0.0321034,-1.09647,2.88858,1.31131,-4.89804,2.6389,266.709,19.9366,9298.88,0.029918,0.884319,0.00393389,8914.67 
103,-20,47.1959,103,16007.8,-0.0167644,29.3043,11.9135,120.904,-0.0247129,-7.78901,500,1.92802,2.75739,-0.448145,-0.60824,0.809445,-52.1218,262.749,43.3343,15460.3,11371.2,2.25622,3.08559,0.20825,-0.280043,1.13764,0.9675,319.035,45.6317,15516.6,0.0216302,0.799806,0.00538812,14749.5 
104,60,47.2759,104,10735.4,0.0158833,17.0638,13.5602,122.029,0.00282251,31.6648,7.26001,0.073308,0.508638,0.162327,1.26554,1.45535,46.143,6019.91,46.9892,4356.46,7535.37,-0.217242,0.218088,-0.418773,0.974992,1.1648,1.24321,5970.08,44.9553,4306.64,0.598489,0.986994,0.0188663,9975.25 
105,80,47.2959,105,9984.78,0.0381657,15.3496,13.8478,121.499,-0.0113683,-22.9381,67.3813,-3.36049,-1.73241,-3.38812,-3.22939,2.68385,15.5604,4573.11,52.3492,4994.08,6927.97,-3.45847,-1.83039,-3.58408,-3.32737,2.58587,0.627219,4556.31,51.6633,4977.27,0.49605,0.980543,0.018762,9185.17 
106,310,47.5259,106,8669.96,-0.0118555,14.3578,13.0844,120.93,-0.00520226,13.7677,7.42225e-10,-0.221792,-0.824477,-0.608501,0.544505,-0.362829,43.6388,341.095,11.1064,8096.39,6117.89,-0.496574,-1.09926,-1.15806,0.269724,-0.637611,0.629038,293.97,9.18295,8049.26,0.0377864,0.948167,0.00209715,7779.78 
107,140,47.3559,107,8464.97,0.0464897,12.8217,13.9295,121.478,0.0552542,-165.735,8.70428,-1.5037,-1.41142,2.19066,-1.39643,0.449958,28.0287,2259.39,31.5752,5750.69,6112.13,-1.68019,-1.58791,1.83768,-1.57292,0.273469,1.67318,2229.12,30.3397,5720.42,0.295282,0.976736,0.00967555,7549.11 
108,360,47.5759,108,9465.3,0.0432494,15.4922,12.9546,121.102,-0.0542375,-62.0082,7.9104,-1.18665,0.187617,1.06177,-1.16578,1.17207,-37.7032,208.735,7.19867,8853.4,6642.8,-0.949247,0.425024,1.53659,-0.928373,1.40947,-0.0288738,249.451,8.86052,8894.12,0.0292749,0.941478,0.00183179,8520.98 
109,260,47.4759,109,7870.5,0.00251137,13.0874,13.13,120.583,-0.00526301,-31.9056,500,3.02999,0.272522,0.0966388,2.37293,0.996649,18.8122,466.332,11.631,7177.53,5599.31,2.91153,0.154066,-0.140272,2.25448,0.878193,1.02315,446.017,10.8018,7157.21,0.0627996,0.959341,0.00277243,7102.22 
110,280,47.4959,110,7828.02,0.00751771,12.9564,13.0579,121.016,0.000330628,0.509777,25.7042,-0.703739,-0.960676,-2.84677,0.844259,-1.03008,2.8744,476.494,20.5851,7232.23,5507.5,-0.721838,-0.978775,-2.88297,0.82616,-1.04818,0.400082,473.39,20.4584,7229.13,0.0657807,0.929688,0.00518612,7196.48 
111,380,47.5959,111,10437.7,0.038,17.1656,12.9569,121.101,-0.0466468,155.184,32.0806,-3.19341,2.18063,-0.0837732,-0.579225,-6.77669,-4.05969,289.781,21.2513,9758.74,7475.95,-3.16785,2.20619,-0.0326476,-0.553662,-6.75112,0.996066,294.165,21.4303,9763.12,0.0313814,0.886926,0.00402718,9373.87 
112,-40,47.1759,112,14230.9,0.00483107,26.4468,11.8745,121.073,-0.010227,-4.37863,1.57624e-11,1.03896,3.55372,4.98999,1.30738,-0.807185,62.427,150.724,21.4979,14001.5,10224.6,0.645872,3.16064,4.20381,0.914296,-1.20027,0.455771,83.3101,18.7463,13934.1,0.00638784,0.717473,0.00247216,13042 
113,350,47.5659,113,9029.81,0.0325772,14.5727,13.206,121.071,-0.120748,-16.6161,492.589,-0.50372,2.38133,-1.21394,-2.62802,-2.84135,6.60911,241.775,11.4496,8297.79,6330.09,-0.545336,2.33972,-1.29717,-2.66964,-2.88296,0.743408,234.638,11.1583,8290.65,0.029533,0.923172,0.00247314,7944.95 
114,340,47.5559,114,9010.58,-0.00455252,15.1835,12.9245,120.798,0.00146525,4.81909,37.3101,1.56486,-0.824113,-0.429396,1.4916,1.05272,32.6443,265.169,9.6271,8398.74,6388.48,1.35931,-1.02967,-0.8405,1.28605,0.847169,1.51807,229.917,8.18824,8363.48,0.0287111,0.941332,0.00180026,8007.96 
115,330,47.5459,115,9557.69,0.00332255,15.7022,13.1975,121.023,-0.0161496,15.2385,189.116,-0.32865,2.28424,-0.266161,-0.183175,0.0783097,-13.0705,270.494,10.5599,9036.15,6754.05,-0.246348,2.36654,-0.101558,-0.100873,0.160611,1.04886,284.609,11.136,9050.27,0.0327086,0.935915,0.00226151,8701.36 
116,270,47.4859,116,8580.53,0.0400168,13.837,13.1419,121.125,-0.128043,274.479,13.3158,-1.89167,3.5671,1.44504,-0.167078,0.246672,0.46205,489.841,13.6222,7716.63,7063.71,-1.89458,3.56419,1.43923,-0.169987,0.243762,0.547784,489.342,13.6018,7716.13,0.0638383,0.953613,0.0032367,7665.34 
117,-100,47.1159,117,15755.5,-0.0312952,29.0347,-11.9092,120.961,0.00896633,-3.6981,111.483,3.39367,2.44412,1.91923,-2.19507,-2.13004,-44.589,134.566,25.2082,15216.7,11257.4,3.67444,2.72488,2.48076,-1.91431,-1.84928,0.515145,182.717,27.1736,15264.9,0.0127072,0.793487,0.00326848,14379.1 
118,-80,47.1359,118,13841,0.0635708,25.2264,-11.6336,120.774,-0.000127337,28.4726,4.09105,0.217973,1.3124,1.89644,-3.27492,1.95659,-131.161,98.3366,23.8523,13185.8,9553.68,1.04386,2.13828,3.54822,-2.44903,2.78248,0.497691,239.976,29.6335,13327.4,0.0189938,0.822301,0.00407922,12634.5 
119,180,47.3959,119,8623.57,0.136137,12.2237,14.0611,121.219,-0.31483,35.911,91.0381,0.416276,1.34079,-3.69162,-1.86879,-2.59196,-53.9007,1535.62,21.3901,6208.38,5963.26,0.755674,1.68019,-3.01282,-1.52939,-2.25256,0.308813,1593.82,23.7659,6266.59,0.21475,0.974569,0.00693766,7421.75 
120,290,47.5059,120,9278.53,0.0725369,14.2416,13.5742,121.104,-0.105101,43.9326,4.51492,-0.51869,-2.39077,-3.28086,1.46191,-1.06004,-32.1867,485.071,10.7586,8197.16,6443.44,-0.316019,-2.1881,-2.87551,1.66458,-0.857371,0.371118,519.829,12.1773,8231.92,0.0635836,0.96062,0.00271757,8175.51 
121,170,47.3859,121,7552.34,0.0569458,11.281,13.9695,120.932,-0.0866773,29.1233,90.1375,0.216999,-1.21223,-1.40029,2.30073,2.8888,-51.5877,1607.31,7.36974,5524.61,5212.25,0.541833,-0.887391,-0.750624,2.62556,3.21364,1.15826,1663.02,9.64358,5580.32,0.242681,0.989954,0.00317332,6852.72 
122,390,47.6059,122,10003.6,0.0453625,16.6933,12.7086,121.032,-0.159252,-15.1115,46.9721,2.61043,-2.76122,1.92662,0.87464,-2.73107,-81.0133,224.538,11.7758,9382.35,6984.48,3.12055,-2.2511,2.94686,1.38476,-2.22095,0.0111601,312.023,15.3466,9469.84,0.0342169,0.920749,0.00297639,9118.97 
123,320,47.5359,123,9299.49,0.0644844,15.0032,12.9471,121.041,-0.580007,420.639,42.4422,-1.12137,-2.19886,1.92398,-1.44702,-2.41881,-9.65332,366.131,13.118,8427.23,14265.6,-1.06059,-2.13807,2.04555,-1.38623,-2.35802,1.41768,376.555,13.5435,8437.65,0.0457898,0.940785,0.0029481,8223.57 
124,420,47.6359,124,10187.6,0.118513,16.2641,12.7798,121.15,-0.100948,217.321,204.112,-1.33011,-2.2927,0.459217,0.129287,2.08902,-63.5051,228.009,6.15699,9177.94,7480.44,-0.93024,-1.89282,1.25897,0.529162,2.4889,0.134116,296.587,8.95612,9246.52,0.03334,0.949807,0.00178107,8895.85 
125,440,47.6559,125,10720.2,0.125481,17.0393,12.8308,121.415,-0.0135966,-128.914,433.933,-0.343008,-2.10288,-1.68895,-1.09449,-1.83833,-96.9478,161.156,1.93255,9798.24,7174.12,0.267446,-1.49243,-0.468038,-0.484033,-1.22787,0.862541,265.849,6.20573,9902.93,0.0280562,0.960753,0.00115304,9475.57 
126,460,47.6759,126,11029.5,7.94374e-05,18.4007,12.7678,120.995,-0.00644057,10.2244,500,-1.15764,-0.956857,7.5897,2.14936,-0.389939,-63.9118,126.261,16.1642,10314.6,7650.1,-0.755209,-0.554422,8.39457,2.55179,0.0124963,0.130027,195.278,18.9812,10383.6,0.0198211,0.854627,0.00335607,9852.04 
127,480,47.6959,127,11395.7,0.0696479,19.2037,12.4785,121.179,0.0056826,-22.1245,1.68304,-0.732251,-0.158904,2.62257,-1.72317,0.845773,-68.7765,151.535,19.4098,10557.6,7804.99,-0.299184,0.274163,3.4887,-1.29011,1.27884,-0.0105105,225.806,22.4412,10631.9,0.0223272,0.851847,0.00387315,10113.5 
128,500,47.7159,128,11841.8,0.0170928,19.6688,12.6176,121.211,-0.00540691,-26.7544,1.04497e-11,-1.28193,-2.10646,0.735885,-0.501956,-2.13322,-53.3791,146.154,10.8622,10971,8083.57,-0.945811,-1.77035,1.40811,-0.165842,-1.7971,1.43048,203.798,13.215,11028.7,0.0194827,0.898088,0.00220243,10460.4 
129,500,47.7159,129,11501.5,0.0801831,19.0061,12.6663,120.991,0.000262666,-31.5807,3.29675,0.0533315,0.0676906,-4.66943,0.17012,2.77954,-103.663,190.742,5.86772,10665.2,7837.06,0.706072,0.720431,-3.36395,0.82286,3.43228,2.45143,302.687,10.4369,10777.2,0.0293146,0.943092,0.00178077,10325.5 
130,500,47.7159,130,12299.9,0.0668716,20.6941,12.544,121.101,-0.0501145,-15.8994,488.699,-0.310755,1.49672,6.07053,-0.167463,-3.76863,-55.8514,170.424,2.4395,11462.6,8476.39,0.0409267,1.8484,6.7739,0.184219,-3.41695,-0.247382,230.737,4.90127,11522.9,0.0210776,0.964159,0.000782926,10947.1 
131,500,47.7159,131,11525.6,0.0188968,19.3593,12.706,121.129,-0.00558692,4.28744,500,-1.79568,0.631369,-2.52554,1.95687,-0.413019,2.66216,155.295,9.49121,10885.1,8008.22,-1.81244,0.614606,-2.55906,1.94011,-0.429782,-0.139099,152.42,9.37387,10882.2,0.0148371,0.902832,0.00158426,10272.9 
132,500,47.7159,132,11556.8,-0.00653881,19.966,12.6101,120.922,-0.00271881,10.5709,187.463,0.0715875,-1.04314,-2.32555,-3.07437,-2.72261,-19.9254,185.65,16.1733,11015.4,8196.99,0.197052,-0.917679,-2.07462,-2.9489,-2.59715,0.751283,207.168,17.0515,11036.9,0.0197839,0.874096,0.00283788,10471.5 
133,500,47.7159,133,10215,0.0395918,17.3653,12.519,121.022,0.175542,249.646,123.963,-1.46988,-1.01459,-3.9784,0.0808367,-1.0902,-78.7801,177.683,-0.671061,9588.34,8503.54,-0.973822,-0.518537,-2.98629,0.576894,-0.594144,0.335775,262.756,2.80134,9673.42,0.0283784,0.981684,0.000533174,9259.03 
134,500,47.7159,134,11492,-0.000610466,19.9798,12.4973,120.911,-0.0135666,35.5843,178.305,2.89112,1.63819,-5.3833,-4.96434,-0.0595003,-23.9352,211.666,26.1671,11019.9,8144.06,3.04184,1.78891,-5.08187,-4.81363,0.0912132,-0.0217801,237.513,27.2221,11045.7,0.0225987,0.832936,0.00451934,10510 
135,500,47.7159,135,11484.4,0.0734998,19.1763,12.5741,121.265,-0.0433264,116.295,253.553,-2.84822,-4.66325,-4.28993,-1.19779,-4.38491,-84.6787,133.082,1.5101,10839.5,8013.39,-2.31502,-4.13005,-3.22353,-0.664595,-3.85171,0.772749,224.525,5.24249,10930.9,0.0216092,0.960743,0.000882697,10390.3 
136,500,47.7159,136,11274.3,0.0926817,19.0192,12.3236,120.943,0.00507713,7.75356,102.782,2.16713,2.16475,-3.2153,-0.0466287,-1.08901,-68.1047,210.002,25.2519,10531.2,7631.29,2.59597,2.59359,-2.35762,0.382208,-0.660171,1.92312,283.548,28.2538,10604.7,0.0279469,0.851515,0.00488388,10145.9 
137,500,47.7159,137,11619.3,0.0466756,19.5024,12.6249,121.276,-0.0806718,-17.031,500,-0.784576,0.312916,-1.42906,-1.73855,-1.8914,-11.8332,200.166,16.1453,10915.5,8059.84,-0.710065,0.387426,-1.28004,-1.66404,-1.81689,0.748202,212.945,16.6669,10928.3,0.0205223,0.879531,0.00280155,10376.2 
138,500,47.7159,138,11451.8,-0.00173887,19.3914,12.6676,120.986,-0.0032607,12.2515,500,2.16252,1.95006,3.45144,-2.40402,0.517744,-41.7003,179.448,16.2428,10859.1,7997.75,2.4251,2.21264,3.97659,-2.14144,0.780319,0.451747,224.48,18.0809,10904.1,0.0216569,0.876459,0.00304522,10365.3 
139,500,47.7159,139,11176.2,0.0528521,19.0849,12.4062,120.968,0.0870633,-423.157,227.208,-1.01081,3.11441,-0.866437,3.25037,-1.12678,-1.97594,183.813,13.381,10540.2,8906.97,-0.998371,3.12685,-0.841553,3.26281,-1.11434,1.24497,185.947,13.4681,10542.4,0.0186127,0.887507,0.0023478,9990.34 
140,500,47.7159,140,10704.1,-0.00119636,18.2053,12.6408,121.166,-0.00401012,-32.5622,500,-1.07897,1.07702,-5.43022,-0.113651,1.05358,-22.7303,153.238,14.0316,10101,7495.73,-0.935838,1.22014,-5.14397,0.0294754,1.19671,-0.415713,177.784,15.0334,10125.6,0.0185297,0.871095,0.00272751,9594.57 
141,500,47.7159,141,11309.8,0.0661121,19.0258,12.5182,121.24,0.0716183,-242.182,6.22837,3.39689,3.27853,3.16354,1.86535,1.94826,-40.3082,176.393,17.0112,10596.6,8317.8,3.6507,3.53234,3.67116,2.11916,2.20207,0.758085,219.921,18.7879,10640.1,0.0217416,0.869942,0.00324216,10115.3 
142,500,47.7159,142,11623.6,-0.0100125,19.9906,12.61,121.031,0.00193843,-1.0084,6.78536e-11,3.6427,1.84896,-1.43504,0.874136,1.64617,-64.2781,154.333,13.0011,11203,8206.13,4.04744,2.2537,-0.625553,1.27888,2.05091,1.06946,223.746,15.8343,11272.4,0.020897,0.889802,0.00258092,10707.1 
143,500,47.7159,143,11415.4,0.0463855,19.3391,12.5494,120.81,0.00505078,-50.5396,29.1395,-0.705618,0.953737,-2.32738,-1.70621,-0.976814,-56.4836,188.941,10.8136,10772.7,7908.79,-0.349955,1.3094,-1.61605,-1.35055,-0.621152,0.385135,249.937,13.3032,10833.7,0.0242064,0.914791,0.00225691,10325.3 
144,500,47.7159,144,10383.6,0.0396741,17.9184,12.3364,120.932,-0.011685,-23.738,20.6442,3.83332,0.203082,-0.474661,-0.0904461,-1.52041,-58.2459,116.234,-0.822016,9861.52,7204.9,4.20008,0.569841,0.258857,0.276313,-1.15365,0.937647,179.133,1.7453,9924.42,0.0190388,0.983236,0.000323846,9408.85 
145,500,47.7159,145,11363.2,0.0539731,19.0606,12.6285,120.969,-0.0016069,-8.30005,186.056,1.01117,-1.61818,1.42819,-1.3582,1.03604,-85.9844,170.356,22.7274,10692.5,7836.21,1.55259,-1.07675,2.51103,-0.81678,1.57746,0.329953,263.209,26.5173,10785.3,0.0255703,0.850119,0.00450867,10293.6 
146,500,47.7159,146,11338.3,-0.011402,19.8828,12.4464,120.846,0.0111316,-4.2771,8.8507e-11,2.81405,0.136139,4.22845,-0.422452,-1.18673,-31.3772,109.837,14.7779,10885.4,8057.5,3.01162,0.333713,4.6236,-0.224878,-0.989155,0.31552,143.721,16.1609,10919.3,0.0139553,0.835574,0.00271896,10298.6 
147,500,47.7159,147,11639.9,-0.00419883,20.1671,12.5606,120.807,-0.0126436,38.8944,1.33284,-1.64574,-1.01886,3.45246,-1.76433,-0.468026,-14.7632,121.359,21.0261,11171.2,8262.14,-1.55278,-0.925903,3.63838,-1.67137,-0.375065,5.10311,137.302,21.6768,11187.2,0.013025,0.783524,0.00355665,10541.4 
148,500,47.7159,148,10701,0.00986034,17.9504,12.8299,121.187,0.0161902,-76.6776,470.357,3.71872,2.21112,-3.51002,-0.706242,-2.27632,-73.181,189.579,9.55516,10173.5,7537.5,4.17952,2.67192,-2.58842,-0.245441,-1.81552,2.17545,268.606,12.7808,10252.6,0.0273991,0.923132,0.0022911,9803.48 
149,500,47.7159,149,12507,0.0452857,20.8571,-12.7754,121.244,-0.0104156,-37.4642,117.685,1.16242,-0.955747,-1.86015,1.94449,2.80521,-64.7865,216.055,28.3737,11810.2,8686.81,1.57036,-0.547803,-1.04427,2.35243,3.21315,1.18836,286.018,31.2293,11880.1,0.0252342,0.839576,0.00481901,11334.5 
150,500,47.7159,150,11680.3,0.0468793,19.6056,12.6155,121.207,-0.0181386,83.4808,500,3.15781,-1.71532,-2.87689,-0.846366,-1.82464,-70.8427,151.385,25.924,11044.8,8100.87,3.60389,-1.26925,-1.98474,-0.400288,-1.37856,-0.388955,227.887,29.0466,11121.3,0.0215584,0.817625,0.00478815,10570.7 
151,500,47.7159,151,11732.9,0.0982537,19.336,12.6041,121.061,-0.0687561,15.9756,16.7306,-0.561032,-2.00817,-3.47766,-1.67837,-0.0331109,-41.1252,135.462,23.4695,10954.2,7969.45,-0.302078,-1.74922,-2.95975,-1.41942,0.225843,0.522976,179.873,25.2822,10998.6,0.0172811,0.802586,0.00421653,10408.6 
152,500,47.7159,152,11613.3,0.110729,18.8549,12.713,121.093,-0.0529111,73.7026,21.0267,-0.648833,2.15132,-0.331701,1.13021,-1.30064,-36.2304,252.097,21.7505,10722.5,7930.03,-0.4207,2.37945,0.124565,1.35835,-1.07251,0.947422,291.221,23.3474,10761.6,0.0282752,0.876963,0.00398054,10299.5 
