cyc,detuning,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
75,-80,47.1359,75,13401.7,-0.00802085,22.5257,-13.129,121.311,-0.00603656,18.605,3.22031e-10,0.174881,1.59226,2.26809,2.58881,0.101669,31.751,10.8355,15.0101,13263.6,9630.98,-0.0250468,1.39233,1.86824,2.38888,-0.0982588,0.661928,-23.4521,13.6106,13229.3,-0.00186953,-64.0182,0.00189161,12544.4 
76,180,47.3959,76,13184.7,-0.0386563,21.579,13.5078,121.312,-0.00881807,37.8016,1.13849e-10,2.11336,-0.92482,2.26899,1.78412,-1.30907,44.552,886.119,20.7017,12044.8,9499.65,1.83283,-1.20535,1.70793,1.50358,-1.5896,0.240713,838.008,18.738,11996.7,0.0684936,0.962343,0.00286899,12234.8 
77,290,47.5059,77,13629.6,0.000295759,22.0476,13.4265,121.244,0.00541647,1.79972,0.0468156,6.02604,5.65071,7.30196,1.74369,0.530622,-10.6174,306.867,26.3492,12963.2,9636.81,6.0929,5.71756,7.43567,1.81055,0.597477,0.656617,318.332,26.8172,12974.7,0.0251761,0.871517,0.00379299,12644.3 
78,170,47.3859,78,13649.4,-0.0316314,22.2747,-13.4714,121.625,-0.00553414,10.3018,55.0573,4.97991,-5.13464,3.59298,1.25408,-3.74345,0.0822031,1078.67,23.2952,12276.4,9770.2,4.97939,-5.13516,3.59194,1.25357,-3.74397,-2.79789,1078.58,23.2915,12276.4,0.0846535,0.963586,0.0034828,12741.1 
79,390,47.6059,79,13533.6,0.0352587,22.6702,12.9415,121.291,-0.0338699,-10.6285,500,-1.97359,-0.449447,5.91334,0.0667339,-0.0331278,-4.62613,185.768,14.4394,13109.3,9562.4,-1.94446,-0.420318,5.97159,0.0958634,-0.00399833,-0.614522,190.764,14.6433,13114.3,0.015081,0.881576,0.00205266,12649.3 
80,320,47.5359,80,13847.1,-0.00417228,22.8855,13.3212,121.476,0.00526966,2.34616,500,-1.27726,-0.832504,0.23463,0.456727,-2.29654,13.6546,322.14,22.8743,13339.7,9924.68,-1.36324,-0.918483,0.0626716,0.370748,-2.38252,1.01481,307.395,22.2725,13325,0.0237075,0.887471,0.00306959,12966.1 
81,420,47.6359,81,13394.4,-0.0580132,22.5344,13.2068,121.146,0.0229046,29.3942,1.9178e-10,0.591008,0.557373,1.51665,-2.0081,-0.879843,52.5448,168.894,20.1481,13149.4,9710.01,0.260148,0.226513,0.854925,-2.33897,-1.2107,1.38718,112.152,17.8321,13092.7,0.00893626,0.782321,0.00250264,12550.2 
82,440,47.6559,82,13085.7,-0.00212527,21.5638,13.1433,121.483,-0.00779117,3.1613,500,-1.7924,-1.4363,4.33389,0.444898,0.289774,20.3737,122.614,24.0097,12611.2,9227.04,-1.92069,-1.56458,4.07732,0.31661,0.161486,-2.81008,100.613,23.1117,12589.2,0.00834244,0.713271,0.0033704,12060.3 
83,460,47.6759,83,12277.4,-0.0204423,20.7404,13.0448,121.393,-0.0045321,14.9331,500,2.82314,0.72495,2.85112,-0.0612968,-0.386493,33.3009,120.035,4.10605,12071,8809.64,2.61346,0.515263,2.43175,-0.270983,-0.596179,0.481868,84.0733,2.63825,12035,0.00729973,0.947943,0.000403653,11517.3 
84,480,47.6959,84,14356.8,-0.0146306,23.5403,13.3,121.127,0.00273309,-8.49306,5.98634e-10,-0.220473,-1.15874,2.62758,-2.53269,-0.869329,14.9161,117.471,16.9509,13970.4,10192.7,-0.314396,-1.25266,2.43973,-2.62661,-0.963252,1.89789,101.364,16.2935,13954.3,0.00758826,0.780458,0.00214628,13357.9 
85,500,47.7159,85,13620,-0.0104197,22.8254,13.0131,121.327,0.0173218,8.5705,7.34549,1.51979,-2.96455,0.279286,-0.979724,4.66549,9.52299,99.1687,25.9692,13192.4,9674.12,1.45982,-3.02451,0.159359,-1.03969,4.60553,0.92624,88.8849,25.5495,13182.1,0.0070477,0.665324,0.00355765,12611.9 
86,250,47.4659,86,11634.4,-0.0541483,19.541,13.2469,121.335,0.00529539,4.93832,237.779,0.44875,-2.27054,-2.10462,0.874296,-4.81371,34.9954,472.833,18.0738,11073.7,8427.53,0.228393,-2.4909,-2.54534,0.65394,-5.03406,0.722971,435.042,16.5313,11035.9,0.039842,0.937647,0.0027518,10919.2 
87,230,47.4459,87,14184.5,-0.029077,22.6829,13.7287,121.609,-0.0220549,-73.4329,148.363,3.06047,1.6056,2.21746,1.25294,2.03315,28.6518,685.978,14.6933,13183.7,10190,2.88006,1.42519,1.85663,1.07252,1.85273,0.795686,655.038,13.4304,13152.7,0.0498122,0.965362,0.00187746,13150.1 
88,240,47.4559,88,13288.7,-0.0189792,21.7869,13.3476,121.534,-0.00163401,8.99539,2.75619,0.537399,0.168615,3.31941,-2.2891,-2.78783,37.8647,574.865,21.4732,12428.7,9467.08,0.298975,-0.0698088,2.84257,-2.52752,-3.02625,2.14525,533.975,19.8042,12387.9,0.043404,0.939051,0.00293629,12302.4 
89,0,47.2159,89,11445.7,0.0281165,19.4832,12.5771,122.297,-0.00583524,17.6807,8.73484e-11,-0.510976,-1.07417,-6.08383,-0.828845,0.990415,21.7141,4284.35,18.6281,6859.96,7980.29,-0.647703,-1.2109,-6.35729,-0.965573,0.853687,0.236616,4260.9,17.671,6836.51,0.396157,0.992795,0.0047389,10755.6 
90,210,47.4259,90,12117.2,0.00337267,19.7061,13.337,121.459,-0.0119829,-11.6755,39.0985,2.91441,6.08293,-2.05528,3.59533,2.74478,17.9308,616.674,8.2609,11198.3,8560.24,2.8015,5.97003,-2.2811,3.48243,2.63187,1.18097,597.311,7.47056,11178.9,0.053249,0.978582,0.00122951,11217.3 
91,-60,47.1559,91,14089,-0.0149849,23.8191,12.9928,121.273,-0.00803664,-7.51219,500,-0.897488,-0.0279177,2.21248,0.242571,-0.974557,5.07123,81.4256,37.9039,13807.9,10076.5,-0.929421,-0.0598499,2.14862,0.210639,-1.00649,-4.91099,75.9492,37.6804,13802.5,0.00575883,0.535269,0.00500374,13188.3 
92,220,47.4359,92,13660.7,-0.00361025,22.3909,-13.2706,121.297,-0.00775025,3.86803,200.52,-0.341251,0.504493,0.0487154,1.09096,-0.988305,-37.6894,581.368,26.672,12803.3,9673.86,-0.10393,0.741813,0.523356,1.32828,-0.750985,0.698967,622.069,28.3332,12844,0.0485087,0.926177,0.00404715,12823.8 
93,100,47.3159,93,13462.8,-0.0201702,21.4945,13.7114,121.625,-0.00180212,11.5084,290.01,-0.563493,-5.01436,-0.853864,3.0068,-0.10758,-11.8114,2228.57,31.7062,10901.1,9594.79,-0.48912,-4.93999,-0.705118,3.08118,-0.033207,0.77153,2241.32,32.2268,10913.9,0.177749,0.975455,0.00541,12609.5 
94,370,47.5859,94,12987.5,-0.0200231,21.675,13.1757,121.345,0.00889094,-0.709148,500,-0.101755,1.77131,3.54386,-0.0827451,0.863861,7.96296,205.948,26.479,12669.9,9296.85,-0.151896,1.72117,3.44358,-0.132886,0.81372,0.395194,197.349,26.128,12661.3,0.0161423,0.811892,0.003787,12225.6 
95,120,47.3359,95,11923.4,-0.0228379,19.1294,13.5539,121.667,0.0038205,8.845,0.000378703,4.25615,-0.436764,2.29207,-2.24121,2.26945,-4.54486,1460.4,22.7771,10045.3,8441.46,4.28476,-0.408147,2.3493,-2.21259,2.29807,0.627768,1465.31,22.9774,10050.2,0.133053,0.973291,0.00419387,11013 
96,160,47.3759,96,12765.3,-0.0209476,20.7228,13.5183,121.548,-0.00470656,15.8649,500,0.82354,-3.40858,1.61436,0.337727,-1.39609,11.8321,1117.74,38.2344,11427.4,9121.81,0.749036,-3.48309,1.46536,0.263223,-1.47059,1.59181,1104.97,37.7128,11414.6,0.0924749,0.943638,0.00604933,11948.8 
97,20,47.2359,97,10457.6,0.0421331,16.5904,13.4264,122.161,-0.140714,-672.431,102.521,1.60013,-2.26232,1.2063,0.888154,-0.45849,27.6882,4502.38,16.2629,5547.8,10331.5,1.42579,-2.43667,0.857611,0.713809,-0.632836,12.8618,4472.48,15.0425,5517.9,0.460393,0.994149,0.00499673,9714.48 
98,200,47.4159,98,13491.5,0.0440767,21.7272,13.2579,121.8,-0.0259741,-27.8316,132.727,-1.49719,0.206947,0.604225,1.55502,3.27469,-12.2283,755.688,23.0173,12259.4,9400.76,-1.42019,0.283945,0.758222,1.63201,3.35169,0.835372,768.893,23.5563,12272.6,0.0618686,0.949114,0.00352333,12427.8 
99,190,47.4059,99,14052.8,-0.0079658,22.62,13.5637,121.615,0.00586825,-58.1058,500,2.15176,-2.20838,4.10546,-4.83505,-3.26022,0.0755082,835.917,18.0865,12837,9998.86,2.15128,-2.20885,4.10451,-4.83552,-3.2607,2.01364,835.836,18.0832,12836.9,0.0641426,0.96352,0.00258824,13030.9 
100,40,47.2559,100,11865.3,-0.0846796,19.3685,13.8026,122.33,0.21448,-242.868,8.99736,2.75503,-1.27878,3.49486,-2.11246,-2.17734,23.3613,4972.65,21.0667,6786.45,10398.4,2.60793,-1.42588,3.20066,-2.25956,-2.32444,16.9007,4947.42,20.037,6761.22,0.435107,0.992962,0.00542946,11370.6 
101,300,47.5159,101,13580.6,-0.0110757,22.3485,13.2558,121.363,0.00157323,8.91728,492.361,0.698849,1.13786,0.280234,-2.64192,3.48203,-43.3201,291.184,18.2052,13074.4,9644.29,0.971624,1.41064,0.825784,-2.36914,3.75481,0.820236,337.965,20.1147,13121.2,0.0263972,0.90567,0.00281599,12803.1 
102,400,47.6159,102,13145.5,-0.0111967,22.0698,12.9956,121.137,-0.0222827,3.27345,380.014,4.26476,1.02643,4.56243,1.84797,2.55089,-13.5484,217.407,24.9861,12835.1,9338.98,4.35007,1.11174,4.73305,1.93328,2.6362,0.679427,232.038,25.5833,12849.7,0.0186536,0.838261,0.00365416,12439.3 
103,-20,47.1959,103,14087.9,-0.00910432,23.9151,12.9214,121.401,-0.00584335,-23.3579,500,1.54265,3.66188,-0.32236,-1.63183,2.38315,15.4675,464.258,16.3451,13546.5,10063.9,1.44525,3.56449,-0.517149,-1.72922,2.28576,1.10242,447.555,15.6633,13529.8,0.0336486,0.942289,0.00212806,13300.8 
104,60,47.2759,104,12999,0.011216,20.404,13.776,122.051,0.0111467,-6.05012,14.8009,2.4935,0.223128,2.8977,-0.874323,2.73362,7.93953,3879.31,19.681,8672.04,9152.47,2.4435,0.173135,2.79771,-0.924316,2.68362,0.610002,3870.73,19.331,8663.47,0.319868,0.991336,0.00409352,12101 
105,80,47.2959,105,12660.9,0.0336403,19.7594,13.725,121.884,-0.000398803,-9.27786,1.43935,-0.608332,1.56007,-0.14057,-0.545297,-1.67222,22.4854,2601.96,20.9561,9575.09,8828.52,-0.749916,1.41849,-0.423738,-0.686881,-1.81381,0.81216,2577.68,19.965,9550.81,0.221242,0.986627,0.00383596,11650.9 
106,310,47.5259,106,13363.2,-0.0445377,22.6839,13.0189,121.841,-0.000489141,56.2875,0.121601,-0.0557114,-2.97818,2.88081,-0.467675,0.290223,45.2526,305.238,20.3139,12935.6,9614.49,-0.340655,-3.26313,2.31092,-0.752619,0.0052793,2.13269,256.37,18.3193,12886.7,0.0205117,0.88885,0.00261184,12498.7 
107,140,47.3559,107,12971.2,-0.0394809,20.8033,13.759,121.48,0.0248896,-23.3495,497.853,1.34142,-1.93452,2.24225,-2.53227,0.292193,-0.736117,1405.45,31.4559,11286.3,9336.71,1.34605,-1.92988,2.25152,-2.52763,0.296828,4.99835,1406.25,31.4883,11287.1,0.115941,0.962292,0.00511275,12129 
108,360,47.5759,108,12358.2,0.0286947,20.6655,13.0863,121.277,-0.0231441,2.89213,1.54686e-12,-2.22361,-0.166008,2.45051,-1.86689,-0.171307,18.9754,96.7853,12.2173,12079.1,8805.69,-2.34309,-0.285491,2.21154,-1.98637,-0.29079,1.82085,76.294,11.3809,12058.6,0.00661588,0.792989,0.00173557,11531.9 
109,260,47.4759,109,12518.8,-0.00279955,20.8866,-13.2341,121.134,-0.0166319,8.30403,1.68893e-10,-0.48092,-1.80517,-0.44035,-0.918787,0.0318883,20.2144,396.026,22.5818,12030.2,9002.76,-0.608205,-1.93245,-0.69492,-1.04607,-0.0953964,0.841236,374.197,21.6908,12008.4,0.0317595,0.907902,0.00331636,11782.2 
110,280,47.4959,110,13118.7,-0.00945472,21.5575,13.3306,121.372,-0.00370496,8.63933,500,3.29095,0.375195,0.856711,2.01407,-1.53579,-16.7098,362.507,22.2405,12555.1,9356.04,3.39617,0.480412,1.06714,2.11929,-1.43058,0.810536,380.552,22.977,12573.2,0.0308763,0.904436,0.00335509,12325.1 
111,380,47.5959,111,12983.5,-0.0304881,22.0393,13.112,121.193,-0.013587,15.6048,500,2.78413,3.04842,2.70323,-0.718264,-1.08889,29.3832,188.815,18.1698,12778.1,9414.16,2.59911,2.8634,2.3332,-0.903282,-1.27391,0.58473,157.084,16.8747,12746.3,0.0128064,0.841756,0.0024328,12266.1 
112,-40,47.1759,112,12182.8,-0.00174229,21.0265,12.7637,121.186,-0.0138915,8.58383,1.64456e-11,0.404104,0.649564,-0.552902,-0.818367,2.11878,5.23772,24.3545,9.85239,12109.6,8740.37,0.371123,0.616583,-0.618863,-0.851347,2.0858,1.38599,18.6983,9.62153,12103.9,0.00162348,0.52618,0.00146217,11517.4 
113,350,47.5659,113,12701.8,-0.021004,21.0964,13.191,121.199,0.00254588,19.5217,496.259,0.545932,5.79031,1.40494,0.0500346,2.51361,-19.2287,154.006,31.7746,12341.1,9060.66,0.66701,5.91139,1.6471,0.171113,2.63469,0.850689,174.771,32.6222,12361.8,0.0146638,0.753779,0.00483769,11918.5 
114,340,47.5559,114,13129.3,2.93914e-05,21.9935,13.2782,121.13,-0.00617732,3.32861,500,0.545322,-0.835478,1.27096,1.01957,-1.35418,29.1674,234.736,25.429,12905.3,9507.38,0.361662,-1.01914,0.903638,0.835912,-1.53784,2.98269,203.238,24.1434,12873.8,0.0163462,0.827891,0.00344276,12433.4 
115,330,47.5459,115,14554.1,-0.0111905,23.6301,13.4323,121.561,0.0060843,10.3329,25.3184,-3.44455,1.7778,0.358255,-1.98381,-1.15764,-48.5592,297.306,30.4591,13943.1,10334.7,-3.13879,2.08357,0.969783,-1.67804,-0.851872,1.3708,349.744,32.5994,13995.5,0.0256308,0.859759,0.00427245,13645.5 
116,270,47.4859,116,13471.5,-0.00354431,21.925,13.3648,121.404,-0.0109654,2.54842,339.587,2.42043,-1.8704,0.500504,-0.366507,-2.39553,28.0511,472.509,24.9732,12605.8,9539.79,2.2438,-2.04703,0.147243,-0.543137,-2.57216,1.05313,442.217,23.7368,12575.5,0.0356946,0.914131,0.00346502,12388.9 
117,-100,47.1159,117,12536.7,-0.00670795,21.7729,12.697,121.235,0.00380151,0.970457,1.14254e-11,0.24858,1.64522,4.91781,3.06172,-0.216382,-3.25254,38.1895,16.674,12487.8,8999.49,0.26906,1.6657,4.95877,3.0822,-0.195902,0.492959,41.7018,16.8173,12491.3,0.00350187,0.586259,0.00247393,11908.4 
118,-80,47.1359,118,13060.5,-0.0301076,22.3351,-12.854,121.266,-0.0236169,-11.4907,472.41,3.67673,2.17635,3.66833,0.0253007,1.58996,30.9747,38.338,9.6134,12879.5,9354.73,3.48169,1.98131,3.27825,-0.169739,1.39492,0.671071,4.88871,8.24813,12846.1,0.000400429,0.253,0.00118137,12208.7 
119,180,47.3959,119,12961.2,0.00138282,21.0702,13.3545,121.666,-0.00183688,-3.85339,173.849,0.275132,0.373454,-7.77081,2.40747,1.93295,24.3952,950.564,19.66,11689.6,9160.11,0.121522,0.219844,-8.07803,2.25386,1.77934,-1.18121,924.22,18.5847,11663.2,0.0769908,0.966006,0.0029267,12004.3 
120,290,47.5059,120,12144.8,-0.00932878,20.3627,13.1115,121.047,-0.00407699,-25.6298,500,-1.28599,-0.536149,3.2116,-2.57653,-1.1262,17.7865,328.317,26.9634,11717.8,8694.7,-1.39798,-0.648146,2.98761,-2.68853,-1.2382,2.00079,309.11,26.1794,11698.6,0.0270607,0.870919,0.00410537,11422.8 
121,170,47.3859,121,13644.4,-0.0338239,22.2118,13.516,121.391,0.0129608,25.7042,477.36,-3.40239,-0.215091,-7.40855,-0.317562,-4.07015,44.6344,1198.52,25.2159,12247.8,9783.82,-3.68344,-0.496142,-7.97065,-0.598613,-4.3512,0.533881,1150.32,23.2486,12199.6,0.0902927,0.96584,0.00349819,12740 
122,390,47.6059,122,11645.1,-0.0086613,19.4864,13.0299,121.341,0.00388519,-5.67256,8.70264e-09,1.57486,1.47214,5.17502,1.71597,0.90007,-6.2894,132.285,8.8376,11407.1,8266.17,1.61446,1.51175,5.25423,1.75558,0.939672,0.525607,139.076,9.11482,11413.9,0.0126637,0.897109,0.0014689,10982.3 
123,320,47.5359,123,12565,-0.0356749,21.2018,13.0543,121.356,0.010646,5.99359,492.869,0.407705,-2.13058,1.98842,-2.71603,-1.59063,52.4044,318.354,21.612,12078.2,9012.02,0.0777288,-2.46055,1.32847,-3.046,-1.92061,1.22064,261.763,19.3021,12021.6,0.0224068,0.885706,0.00294899,11682.3 
124,420,47.6359,124,14007.4,-0.0063109,23.0976,13.2039,121.317,-0.000132003,6.49984,73.0432,2.01196,-0.272566,0.0109394,-2.06389,2.49374,37.5894,91.5329,25.8162,13632.9,9928.08,1.77527,-0.509257,-0.462441,-2.30058,2.25705,1.60844,50.9405,24.1594,13592.4,0.00392948,0.546458,0.00326351,12963.7 
125,440,47.6559,125,13556.3,-0.0153187,22.7206,13.0366,121.312,0.00461291,-7.51381,6.22352,3.51927,-3.64551,4.51916,1.36462,0.934914,31.3726,131.889,14.3311,13275.6,9643.4,3.32172,-3.84306,4.12408,1.16708,0.73737,0.251146,98.01,12.9483,13241.7,0.00773094,0.812218,0.00179805,12677.6 
126,460,47.6759,126,13355.9,-0.0226073,21.9646,13.3248,121.268,0.00568084,-6.63282,274.69,1.37057,1.4389,2.24591,1.93988,1.87684,0.577235,73.3121,33.6529,13096.7,9528.72,1.36694,1.43527,2.23864,1.93624,1.8732,0.747055,72.6888,33.6274,13096.1,0.00580861,0.552612,0.00470779,12514 
127,480,47.6959,127,13111,-0.0725995,22.027,13.3029,121.285,0.0164799,13.6277,445.969,-1.92304,0.335946,4.32244,0.0812318,0.313469,40.372,175.247,25.8335,12869,9546.21,-2.17725,0.081734,3.81402,-0.17298,0.0592572,-1.37666,131.65,24.0541,12825.5,0.0106895,0.757721,0.00344296,12315.8 
128,500,47.7159,128,12502.9,0.00626919,21.4658,-12.9149,121.046,-0.0110224,6.37449,5.97908e-11,1.83691,-0.864666,0.675318,1.38753,2.49268,35.6926,94.814,10.4389,12310.7,9026.96,1.61217,-1.08941,0.225824,1.16279,2.26793,0.945966,56.2699,8.86571,12272.2,0.0048033,0.783868,0.00132901,11714.8 
129,500,47.7159,129,12675.7,-0.0289009,21.2657,13.1015,121.17,-0.135329,-105.024,489.389,0.350524,1.34869,5.1532,-2.58693,1.85664,7.21062,95.4709,21.4692,12409.7,9532.43,0.305121,1.30329,5.06239,-2.63233,1.81124,0.134591,87.6842,21.1514,12401.9,0.00738734,0.703166,0.00313185,11869.5 
130,500,47.7159,130,14285.8,-0.0208417,23.87,12.9892,121.198,-0.0263169,1.62594,8.43946e-12,2.23436,-0.570257,5.42998,1.21712,-1.06284,24.1628,103.14,22.2532,13951.4,10094.6,2.08221,-0.722403,5.12569,1.06497,-1.21499,0.190955,77.0473,21.1882,13925.3,0.00579038,0.675103,0.00279505,13306.1 
131,500,47.7159,131,12999.6,-0.0141806,21.9599,12.9317,121.1,0.000173101,-3.80756,493.407,0.457268,0.0477053,-3.81721,-1.83628,-1.23332,16.3731,74.4151,23.9204,12720.1,9244.47,0.354171,-0.0553917,-4.0234,-1.93938,-1.33642,0.425263,56.734,23.1987,12702.4,0.00467947,0.582893,0.003353,12124 
132,500,47.7159,132,12912.4,0.0084205,21.5101,-13.1358,121.431,-0.00430005,-3.0444,1.12378e-11,2.15299,1.11446,3.37449,-0.178637,-1.44944,2.11535,98.3029,24.8443,12585.7,9198.39,2.13967,1.10114,3.34785,-0.191957,-1.46276,0.321465,96.0186,24.7511,12583.5,0.00796815,0.689131,0.00361025,12050.3 
133,500,47.7159,133,12845.8,0.0325627,21.2151,12.9784,121.246,-0.034176,24.4123,196.909,-0.0522555,5.0621,4.30047,1.98617,-1.23409,8.96856,59.3787,16.4582,12368.5,8990.32,-0.108728,5.00563,4.18752,1.92969,-1.29056,0.569342,49.6937,16.0629,12358.8,0.00421471,0.638705,0.0023885,11790.5 
