cyc,time,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,54,56,0,23848.3,-0.023642,45.1864,11.9759,115.882,-0.0772319,16.7775,500,-0.381462,5.38584,0.523102,-1.06712,3.29548,47.5183,12435.2,67.4172,12142.4,17658.4,-0.680672,5.08663,-0.0753185,-1.36633,2.99626,1.01264,12368.5,64.9487,12075.8,0.47108,0.990894,0.00981044,26255.7,-0.000964671,1.02037,12.4627,11.9664,116.117,86.413,0.976558,11.8635,13.2481,115.181,137.004,0.935716,-50.5908 
1,6,8,1,30681.7,-0.267633,59.7148,11.6688,116.119,-0.109466,251.73,94.2367,0.611025,-0.313026,-0.671367,-3.16031,0.161012,75.219,16337.9,89.5889,14973.7,23580.3,0.137391,-0.78666,-1.61864,-3.63395,-0.312623,0.739538,16232.4,85.6815,14868.2,0.487009,0.990847,0.0105041,33330.8,-0.000872877,1.42994,11.8706,11.7792,116.424,86.5991,1.29295,11.4825,12.6753,115.409,137.288,1.01522,-50.6885 
2,48,50,2,26480.7,-0.0271501,50.3743,11.9155,116.329,-0.0180777,-13.2651,499.964,1.11214,1.37747,-0.230506,1.24428,-0.310477,13.2648,13873.5,72.5436,13292.7,19547.4,1.02862,1.29395,-0.397555,1.16076,-0.394002,1.14769,13854.9,71.8545,13274.1,0.475783,0.991006,0.00987309,29120.1,-0.000938097,1.14783,12.4502,11.8956,116.561,86.4469,1.08736,11.7791,13.0815,115.561,137.335,1.00026,-50.8879 
3,24,26,3,21128.5,-0.263466,40.2984,12.13,116.422,0.343871,51.3938,483.048,0.861064,4.11696,-1.55671,0.0606929,-0.524368,48.5283,10879.3,60.5959,11015.7,16488,0.555494,3.81139,-2.16785,-0.244877,-0.829938,2.92832,10811.2,58.0749,10947.6,0.461999,0.990687,0.00967746,23400.9,-0.00112902,0.87465,12.4774,12.2858,116.635,86.2561,0.840851,12.1763,13.7253,115.739,137.613,0.895504,-51.3573 
4,72,74,4,24579.7,-0.330855,46.7698,12.2179,116.009,-0.00629473,167.634,455.581,-0.33497,-2.04244,-0.842446,-0.739362,-1.56899,-157.994,12170.8,81.3248,13373.1,18636.2,0.659876,-1.0476,1.14725,0.255484,-0.574142,-1.60224,12392.4,89.5323,13594.7,0.442171,0.987515,0.0119864,28026.3,-0.00107519,0.998566,12.3085,12.1135,116.159,87.2718,1.03498,12.167,13.283,115.108,138.544,1.05085,-51.2718 
5,93,95,5,24218.3,-0.254372,45.5664,12.1779,116.037,-0.378211,-484.522,375.323,-2.2292,0.183667,1.72593,-0.63791,-1.64539,136.397,11856.1,83.1802,12982.9,24029.4,-3.08805,-0.675187,0.00821897,-1.49676,-2.50424,1.00106,11664.8,76.0946,12791.6,0.442265,0.988713,0.0108395,26375.2,-0.000815791,0.988997,12.3592,11.9591,116.242,86.3215,1.01163,12.1367,13.1899,115.195,137.233,1.04682,-50.9113 
6,3,5,6,32799.7,-0.00320747,64.4505,11.4461,116.159,-0.070319,196.081,500,0.0813186,-0.502051,-1.7265,-0.633595,-4.01349,34.177,16929.9,94.4926,16522.9,24463.6,-0.133885,-0.717255,-2.15691,-0.848798,-4.22869,0.733239,16881.9,92.7171,16475,0.471192,0.99048,0.0102606,35828.1,-0.000849423,1.50101,11.8561,11.6179,116.387,87.2291,1.44475,11.3582,12.6145,115.497,138.078,0.890038,-50.8488 
7,66,68,7,20583.5,-0.21986,40.4311,11.761,116.447,0.195138,7.59368,497.623,-1.20897,0.642195,3.36429,1.05905,2.5957,32.3088,10917.4,53.8245,10489.1,15527.7,-1.41241,0.438755,2.95741,0.855613,2.39226,0.434706,10872.1,52.1461,10443.8,0.475128,0.991676,0.00911383,22882.5,-0.00112984,0.919791,12.1885,12.0427,116.748,86.9007,0.864462,11.6807,13.1646,115.73,137.79,1.01759,-50.8895 
8,15,17,8,22446,-0.277519,42.961,12.0815,116.343,0.0996778,-144.801,102.796,-1.40399,1.54138,-3.42585,-1.79207,2.0639,68.6984,11326.2,71.7999,11881.7,17366.1,-1.83657,1.10881,-4.291,-2.22464,1.63132,0.235399,11229.8,68.2311,11785.3,0.453127,0.989479,0.0105523,24783,-0.00106526,0.936817,12.4607,12.0408,116.56,86.5177,0.942564,12.0006,13.2,115.671,137.421,0.888628,-50.9031 
9,78,80,9,23308.4,-0.272812,45.2005,11.8855,116.091,-0.102432,128.728,127.635,0.00432867,-0.465098,1.47875,0.142956,-2.23596,121.788,12475.2,52.5705,11592.9,17917.9,-0.762536,-1.23196,-0.0549835,-0.623909,-3.00283,0.990313,12304.4,46.2438,11422.1,0.483668,0.993466,0.00740279,25439.8,-0.00108295,1.04098,12.2932,11.9999,116.429,87.1721,0.964468,11.7883,12.9397,115.223,137.971,1.20604,-50.7984 
10,87,89,10,23380.5,-0.164403,45.0059,11.8794,116.178,-0.0644651,103.249,369.183,1.52565,0.846864,-0.224755,-1.7752,-2.86054,44.1731,11963.7,68.5117,12096.2,17621.1,1.2475,0.568718,-0.781047,-2.05335,-3.13869,0.812107,11901.7,66.217,12034.3,0.462362,0.990357,0.0100342,25741.1,-0.000952342,0.998169,12.1976,12.0388,116.336,86.2084,0.97987,11.9619,13.0683,115.293,136.97,1.04225,-50.7616 
11,42,44,11,26190.8,-0.0969301,50.2166,11.8414,116.315,0.31317,-221.642,500,3.15283,1.06622,1.71258,2.45951,-0.300906,71.8643,13661.5,70.3317,13233.6,21616.9,2.70032,0.613714,0.807562,2.00699,-0.753416,0.849761,13560.7,66.5985,13132.8,0.473101,0.991479,0.00925513,28663.5,-0.00110032,1.14111,12.2651,12.0259,116.592,86.8661,1.0656,11.8216,13.3312,115.628,137.669,0.964376,-50.8025 
12,33,35,12,23289.6,-0.0873527,45.2093,11.7143,116.479,-0.0154618,71.8903,500,0.694183,1.05793,1.37954,0.565679,-3.41609,-24.3136,12208.1,60.72,11820.7,17276.2,0.847279,1.21103,1.68573,0.718775,-3.263,-0.404993,12242.2,61.983,11854.8,0.473123,0.991217,0.00953956,25875.3,-0.00109818,1.03829,12.2276,11.8389,116.726,86.3232,0.966651,11.7861,13.1973,115.857,137.367,0.86922,-51.0439 
13,81,83,13,20015.7,-0.0240842,39.3709,11.62,116.478,0.0299383,-6.71846,3.207e-11,0.00949626,2.17456,1.27989,1.06333,0.96917,-4.00997,10432.4,50.3175,10380.2,14899.4,0.034746,2.19981,1.33039,1.08858,0.994419,0.764448,10438,50.5258,10385.9,0.466362,0.9916,0.00888198,22381.7,-0.0010387,0.912074,11.9479,11.7797,116.767,86.9396,0.854773,11.8143,13.0066,115.774,138.106,0.992844,-51.1665 
