cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
0,0.01,0.75,43.1393,0,27711.5,-0.322847,54.4868,11.7193,118.839,0.33404,-246.482,307.883,-5.01072,0.21754,2.78993,-4.28596,-3.15488,211.268,13450.7,1120.07,11695.2,23467.1,-6.34101,-1.11276,0.12933,-5.61626,-4.48518,1.00742,13373.4,1071.1,11617.9,0.50024,0.877069,0.145176,26733.9,-0.0011154,1.41507,11.8362,11.1611,119.161,84.8486,1.16985,11.6506,12.3375,118.086,134.987,1.07441,-50.138,417.058,375.147,792.205 
1,0.01,0.75,43.1993,1,19402,-0.0757287,39.4682,11.4179,118.861,0.0897404,-214.742,6.2421e-11,-3.54674,-2.7634,4.82088,-3.61138,-3.34261,225.499,9012.22,770.364,8929.86,15297.3,-4.96665,-4.1833,1.98107,-5.03128,-4.76251,1.11679,8929.68,718.093,8847.33,0.467422,0.876633,0.130068,19104.1,-0.00117407,0.93619,11.8139,11.4041,119.217,84.3462,0.903926,11.3473,12.4736,118.02,134.593,1.19643,-50.247,281.395,285.44,566.835 
2,0.01,0.75,43.2293,2,28993.8,0.00497354,56.9325,11.5145,118.858,-0.0204243,0.651134,499.381,-3.35148,-2.0032,4.23044,0.120489,-3.64264,304.567,13745.8,1155.69,12368.3,21340.7,-5.26926,-3.92098,0.394889,-1.79729,-5.56042,1.02445,13634.4,1085.09,12256.8,0.491688,0.877753,0.140214,27729.7,-0.00101619,1.43669,11.83,11.2805,119.164,84.8423,1.23936,11.5025,12.4654,118.167,134.944,0.9971,-50.1013,427.736,396.458,824.194 
3,0.01,0.75,43.1793,3,15731.7,-0.0610604,32.0812,-11.5644,118.838,-0.0204208,-10.4868,497.517,3.28478,4.72069,-1.664,-0.475317,0.716276,76.4526,7312.78,663.596,7631.95,12084.2,2.80337,4.23929,-2.6268,-0.956719,0.234874,1.7111,7284.8,645.874,7603.97,0.454466,0.865684,0.135297,16029.4,-0.00158471,0.746333,12.1169,11.4463,119.019,84.8712,0.744577,11.8742,12.5867,118.237,135.139,0.782103,-50.2677,230.935,248.269,479.204 
4,0.01,0.75,43.1693,4,15993.1,-0.342527,33.5825,11.5011,119.1,-0.132149,351.401,382.554,1.26824,0.331377,3.187,-2.20768,-1.33879,77.9142,7754.21,690.778,7483.03,14085,0.777631,-0.159228,2.20579,-2.69828,-1.8294,2.29486,7725.69,672.717,7454.52,0.474016,0.867768,0.142541,16298.4,-0.00144126,0.813955,11.8171,11.2612,119.42,83.9483,0.755091,11.4502,12.4556,118.211,133.921,1.20934,-49.9724,241.654,240.255,481.908 
5,0.01,0.75,43.1493,5,24336.7,-0.336976,48.7616,11.6248,118.45,0.235103,-211.164,366.86,-4.11937,-2.53569,3.24757,0.550085,-0.277499,186.843,11724.2,887.965,10703,20068.7,-5.29587,-3.71218,0.894573,-0.626412,-1.454,1.08776,11655.8,844.655,10634.6,0.487986,0.887456,0.127636,23885.6,-0.00115961,1.24899,11.7778,11.0235,118.728,84.1781,1.09859,11.5286,12.0162,117.682,134.111,1.04592,-49.9324,361.775,339.529,701.303 
6,0.01,0.75,43.1893,6,17607,-0.0317863,35.9308,11.5926,118.991,0.0133759,3.48156,499.976,0.307006,0.171949,-4.22652,-2.99764,-0.115172,106.364,7699.09,850.542,8665.72,13561,-0.362739,-0.497796,-5.56601,-3.66739,-0.784917,0.488364,7660.16,825.887,8626.79,0.435707,0.841271,0.149916,17581,-0.00142956,0.776724,12.1474,11.6157,119.073,85.1825,0.834867,11.669,12.9363,118.287,135.552,0.786008,-50.3694,244.512,281.163,525.675 
7,0.01,0.75,43.2193,7,25486.7,-0.300891,51.3103,11.4544,118.875,0.301456,48.3272,479.714,-1.14409,-2.35218,2.85084,-2.73838,-1.71402,190.023,12407.7,975.548,10959.2,19606.8,-2.34061,-3.5487,0.45779,-3.9349,-2.91054,1.03729,12338.2,931.501,10889.7,0.49628,0.883298,0.136124,24861.3,-0.00109569,1.34882,11.6003,10.9018,119.15,84.7838,1.12003,11.4765,12.2123,118.051,134.967,1.09874,-50.1829,380.555,350.211,730.766 
8,0.01,0.75,43.1593,8,22464.8,-0.00777665,45.0294,11.4786,118.75,-0.0103203,-30.8093,500,3.42921,3.07454,-0.505052,0.0382591,-2.73073,170.41,10510.1,873.493,10095.6,16836.3,2.35618,2.00151,-2.6511,-1.03477,-3.80375,0.153522,10447.7,833.992,10033.2,0.475199,0.877428,0.132789,21985.9,-0.00118311,1.10004,11.8478,11.2202,119.125,85.1411,1.00789,11.4861,12.5683,117.917,135.638,1.20804,-50.4967,326.246,324.607,650.853 
9,0.01,0.75,43.2093,9,24835.3,-0.102894,48.4394,11.671,118.437,0.0166645,-119.736,500,0.805117,0.440373,1.5982,0.0718402,2.34352,228.432,12088.8,943.565,10357.9,18468.5,-0.633258,-0.998003,-1.27855,-1.36654,0.90514,0.620744,12005.2,890.615,10274.3,0.503983,0.885093,0.137694,23820.6,-0.000958107,1.25046,12.1133,11.1514,118.675,84.3775,1.0517,11.4865,12.3133,117.653,134.357,1.02182,-49.9795,376.843,331.854,708.697 
10,0.01,0.75,43.2793,10,30584.8,-0.254244,58.389,11.8857,118.797,-0.00299233,-19.6342,0.0071978,1.93382,-0.150025,0.550506,1.32623,-0.793705,344.098,14375.3,1274.73,12695.2,22593.7,-0.232873,-2.31672,-3.78289,-0.840465,-2.9604,0.626689,14249.4,1194.97,12569.2,0.496425,0.872025,0.149031,28704,-0.000746293,1.47068,12.0808,11.3376,119.11,84.686,1.2565,11.7063,12.492,117.888,134.666,1.22199,-49.9797,449.401,409.931,859.332 
11,0.01,0.75,43.0393,11,29289.4,-0.00453034,56.4261,11.7956,118.273,-0.0517756,5.64123,498,1.45233,1.57535,2.14165,0.557992,0.269075,243.575,13817.9,1194.28,12392.1,21676.3,-0.0813987,0.0416264,-0.925807,-0.975735,-1.26465,0.711224,13728.7,1137.81,12303,0.492473,0.873334,0.145565,27877.1,-0.000975864,1.43788,12.0952,11.1194,118.571,83.9574,1.23923,11.7206,12.3314,117.437,133.687,1.1338,-49.7294,431.438,399.588,831.026 
12,0.01,0.75,43.0893,12,28749.7,-0.414913,57.7435,11.6297,118.472,0.631099,305.508,474.207,1.96005,1.03294,-1.03703,1.25799,-0.741327,407.831,14635.6,1097.65,11821,28137.3,-0.607959,-1.53506,-6.17304,-1.31002,-3.30933,0.52278,14486.3,1003.11,11671.7,0.519059,0.891918,0.136679,27908.8,-0.00130009,1.57158,11.7722,10.9096,118.635,84.7193,1.21263,11.4446,12.1444,117.717,134.441,0.917698,-49.7217,450.302,376.011,826.313 
13,0.01,0.75,43.3293,13,22983.7,-0.0632413,47.3982,-11.1611,118.522,-0.0924874,166.999,499.98,1.67225,-0.640503,-3.1185,0.191072,-1.87176,174.473,11106,961.625,10113,17724,0.573638,-1.73911,-5.31572,-0.907537,-2.97037,0.486855,11042.2,921.183,10049.1,0.488621,0.872606,0.144467,22598.7,-0.000907236,1.23163,11.3841,10.8324,118.715,84.4862,1.08037,11.0768,11.8979,117.747,134.315,0.967669,-49.8283,338.843,317.652,656.494 
14,0.01,0.75,43.1393,14,27251.5,-0.104519,53.8901,11.546,118.482,0.0389864,-34.2853,500,-0.665177,0.393932,-2.59662,0.543586,-0.880572,147.202,13170.3,1063.87,11543.4,20298.7,-1.59207,-0.53296,-4.45041,-0.383306,-1.80747,0.492322,13116.4,1029.75,11489.5,0.498168,0.879206,0.141704,26329.4,-0.00101158,1.3992,11.6651,11.1815,118.827,85.0009,1.15577,11.6364,12.3065,117.685,134.924,1.14211,-49.9231,407.163,369.251,776.415 
