cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
84,0.11,0.65,43.1736,84,26216.3,-0.0840982,53.3185,11.2956,118.37,-0.0380957,15.6951,2.21463e-11,-3.16708,-3.65181,-1.02115,-6.10598,-5.21629,281.373,12274.3,1114.2,11515.5,19625.1,-4.9388,-5.42353,-4.56461,-7.8777,-6.98801,0.846788,12171.3,1048.98,11412.5,0.481162,0.868944,0.1448,25295.7,-0.000943497,1.35049,11.512,10.8459,118.56,85.486,1.17429,11.2515,12.5458,117.615,135.682,0.945083,-50.1965,376.192,369.811,746.003 
85,0.11,0.65,43.2336,85,17822.8,-0.0332737,36.3049,11.4498,118.333,0.0176275,-35.1024,499.877,-2.75169,-4.90632,-1.71258,-4.03218,-3.91137,138.054,8685.9,688.755,7981.41,13552.1,-3.62098,-5.77562,-3.45117,-4.90147,-4.78066,0.846818,8635.37,656.754,7930.88,0.486338,0.882539,0.132354,17755.9,-0.00132379,0.915092,11.74,11.2577,118.638,84.7025,0.793896,11.6742,12.5004,117.433,134.699,1.20463,-49.9966,269.826,258.47,528.296 
86,0.11,0.65,43.2636,86,26243.1,-0.240559,52.408,11.3975,118.123,0.331787,91.4467,20.0159,-1.21987,0.613377,-2.10393,-0.930461,-0.458702,315.471,12809.2,983,10998.5,20432.4,-3.20631,-1.37306,-6.0768,-2.9169,-2.44514,0.620632,12693.8,909.874,10883,0.503536,0.888543,0.133456,25209.2,-0.000797319,1.38422,11.5974,10.9772,118.323,84.6879,1.13018,11.3391,12.2086,117.352,134.528,0.971775,-49.8399,393.151,349.054,742.205 
87,0.11,0.65,43.2136,87,17349.9,-0.271475,35.1525,-11.5967,118.169,-0.043984,99.6296,494.387,-0.37578,0.523898,-0.262515,-5.0499,-4.55751,156.379,8402.28,695.412,7624.3,13413.1,-1.36045,-0.460776,-2.23186,-6.03458,-5.54219,0.857205,8345.04,659.163,7567.06,0.489527,0.878557,0.138276,17047.2,-0.00110183,0.860382,11.951,11.4559,118.474,85.0244,0.755048,11.4488,12.7397,117.366,135.263,1.10717,-50.2389,262.8,245.693,508.493 
88,0.11,0.65,43.2036,88,18807.7,-0.0154081,39.0864,11.1305,117.971,-0.0353473,11.811,500,0.0472966,0.935428,-4.56945,-4.95459,1.17793,224.234,9498.07,758.85,7994.05,14175.9,-1.36465,-0.476516,-7.39334,-6.36654,-0.234018,0.533103,9416,706.873,7911.98,0.508567,0.88388,0.14132,18514.8,-0.00105663,1.02719,11.5765,11.0194,118.15,84.8757,0.829272,11.0654,12.4369,117.173,134.69,0.977116,-49.8147,292.339,254.608,546.947 
89,0.11,0.65,43.1836,89,23600.8,0.0140321,48.032,11.2376,117.875,-0.0532994,-39.3276,3.44188e-07,-0.511275,-1.41523,-2.75712,1.02258,-3.14149,183.779,11679.1,905.477,10061.9,17639.3,-1.66848,-2.57244,-5.07154,-0.134625,-4.2987,0.631048,11611.9,862.878,9994.64,0.502554,0.884922,0.137214,23105.7,-0.00112402,1.26696,11.4989,11.0291,118.218,85.5448,1.02477,11.284,12.4665,117.033,135.684,1.18485,-50.1396,358.473,321.611,680.084 
90,0.11,0.65,43.2236,90,18732.3,-0.0167046,37.6425,11.569,118.269,0.000263951,-45.4891,499.496,0.209735,-1.90777,-1.18884,-1.88033,-2.39334,233.692,8880.82,774.098,8262.08,14176.9,-1.26176,-3.37927,-4.13183,-3.35183,-3.86483,0.741591,8795.29,719.928,8176.55,0.483302,0.874704,0.139558,18198.3,-0.00117769,0.911804,11.988,11.3874,118.584,85.315,0.808116,11.5,13.0679,117.433,135.82,1.15145,-50.5054,277.7,270.94,548.64 
91,0.11,0.65,43.2536,91,23150.6,0.00144185,47.9184,11.1346,117.904,-0.0143752,-13.1996,500,-1.39548,-0.00161918,-3.69588,-3.53746,-2.13029,177.29,11822.9,925.685,9655.09,17375.1,-2.51182,-1.11796,-5.92857,-4.6538,-3.24664,0.660425,11758,884.589,9590.2,0.516003,0.88366,0.145236,22786.8,-0.00110783,1.28854,11.3889,11.0812,118.157,85.4428,1.01483,11.0412,12.1799,117.128,135.353,1.02905,-49.9102,362.798,304.476,667.274 
92,0.11,0.65,43.1936,92,19882.6,-0.309677,42.0884,-11.1734,118.389,0.375623,221.918,499.986,0.388935,-2.46197,-4.42144,-1.25351,-4.53561,65.075,9495.08,827.997,9115.78,18022.5,-0.020825,-2.87173,-5.24096,-1.66327,-4.94537,0.644491,9471.26,812.913,9091.96,0.475298,0.869413,0.141412,19927,-0.00132527,1.04442,11.3645,11.0316,118.629,85.4118,0.938295,11.1336,12.552,117.667,135.738,0.962127,-50.3262,292.118,292.539,584.658 
93,0.11,0.65,43.2436,93,23196.4,-0.0267884,46.3249,11.3412,118.182,0.049587,-72.6963,6.91148,3.48094,3.22301,-2.92019,-3.81336,-6.36827,152.403,11005.5,919.06,10006.7,17220.3,2.5213,2.26337,-4.83947,-4.773,-7.32791,0.601877,10949.7,883.733,9950.88,0.488975,0.876241,0.140596,22393.3,-0.00104583,1.15596,11.768,11.29,118.526,84.9687,1.01277,11.3684,12.6122,117.434,135.151,1.09145,-50.1827,342.641,323.965,666.607 
