cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
0,0.01,0.75,43.2893,0,27468.6,-0.0429026,55.3407,11.3138,117.874,-0.15316,177.312,4.70505e-09,-2.07857,3.11486,3.63475,-5.66818,-3.59609,125.411,13215.4,998.335,11644.9,21266.1,-2.86825,2.32518,2.0554,-6.45786,-4.38577,1.22027,13169.5,969.265,11599,0.496805,0.885897,0.1334,26508.3,-0.000909067,1.40146,11.6789,11.1836,118.234,88.179,1.20174,11.1076,12.4511,117.126,138.778,1.10776,-50.5988,408.376,370.796,779.173 
1,0.01,0.75,43.1993,1,17147.7,-0.0488258,35.9138,11.0968,117.743,0.0220723,10.375,0.00186388,-0.810744,-0.104537,0.0413828,-4.53068,-1.20447,10.8849,7268.17,678.185,8630.95,12980.9,-0.879283,-0.173076,-0.0956956,-4.59922,-1.27301,0.986369,7264.18,675.662,8626.97,0.4227,0.860013,0.126083,17185.2,-0.00109016,0.787514,11.4337,11.2861,118.05,88.1572,0.869201,11.2746,12.6183,117.095,139.168,0.955373,-51.0109,226.719,275.88,502.6 
2,0.01,0.75,43.2393,2,21507.6,-0.255001,44.0518,11.2616,118.051,0.296689,-7.2161,493.259,-1.47902,-0.260598,-1.01077,-0.396372,2.37502,52.9159,10129.1,819.299,9320.95,16219.2,-1.81222,-0.593796,-1.67716,-0.72957,2.04182,0.394729,10109.7,807.033,9301.58,0.485892,0.877426,0.137802,20806.6,-0.000839603,1.07675,11.5401,11.3468,118.363,87.9678,0.968348,11.0376,12.5595,117.377,138.771,0.986456,-50.8031,314.557,299.485,614.042 
3,0.01,0.75,43.2093,3,19848.5,-0.0202546,40.93,11.1732,118.295,-0.0112438,5.84635,6.29959e-12,1.40045,1.12782,-2.05496,-1.70767,0.145709,55.7526,9195.04,720.527,8934.22,14889.4,1.04939,0.776763,-2.75708,-2.05873,-0.20535,0.137067,9174.63,707.604,8913.81,0.472298,0.88108,0.127576,19425.5,-0.000893244,0.987669,11.5157,11.2004,118.599,87.3694,0.931034,11.0673,12.4471,117.652,138.203,0.947131,-50.8333,284.207,286.136,570.342 
4,0.01,0.75,43.3393,4,17464.4,-0.0364536,37.6478,10.7515,117.983,-0.00389052,-6.94748,500,-0.676311,0.30098,1.56804,-3.2122,-1.06051,31.0046,8252.32,499.139,8245.53,13177.5,-0.871539,0.105753,1.17759,-3.40743,-1.25574,1.27699,8240.97,491.952,8234.19,0.465321,0.905414,0.0991451,17710.3,-0.000974785,0.940518,11.0749,10.7575,118.431,88.1821,0.895129,10.7571,11.9959,117.277,138.804,1.15368,-50.6215,249.986,257.698,507.685 
5,0.01,0.75,43.1893,5,13139.1,-0.279366,28.7605,11.0249,118.053,0.0776775,242.033,463.339,-3.08825,-0.159428,-3.36299,-3.42668,-2.99911,64.8337,6055.5,445.508,6508.37,10934.1,-3.49649,-0.567669,-4.17947,-3.83492,-3.40736,0.730111,6031.77,430.48,6484.64,0.447159,0.888972,0.108963,13489.1,-0.00116337,0.663376,11.4207,11.0977,118.276,87.2384,0.669662,10.9814,12.6593,117.552,138.466,0.72483,-51.2278,187.579,207.691,395.27 
6,0.01,0.75,43.2193,6,22548.1,-0.0159194,46.1142,11.2156,117.833,-0.00748797,15.8729,6.98975e-12,1.43259,1.15192,4.65046,-2.27898,-1.40265,108.587,10207.3,803.042,10402.1,16840.4,0.748843,0.468171,3.28297,-2.96273,-2.0864,6.9784,10167.5,777.872,10362.3,0.460399,0.881924,0.121483,22084.2,-0.000944575,1.10511,11.463,11.1178,118.308,88.4555,1.07787,11.1716,12.3408,117.11,139.287,1.19797,-50.831,314.214,331.53,645.744 
7,0.01,0.75,43.0393,7,23262.2,-0.020313,47.5039,11.2794,117.987,-0.0100625,-29.1832,500,-2.08496,-0.155979,-3.91315,-2.93625,0.084261,89.4707,10708.3,833.294,10558.4,17452.2,-2.64833,-0.719352,-5.0399,-3.49963,-0.479112,0.593108,10675.6,812.554,10525.6,0.468638,0.882458,0.124502,22780,-0.000989687,1.16925,11.4488,10.9895,118.359,87.571,1.08277,11.2767,12.4249,117.239,138.319,1.12036,-50.7482,328.202,338.461,666.663 
8,0.01,0.75,43.0893,8,21446.4,-0.171181,44.6076,11.0198,117.948,0.120468,-137.767,0.322178,0.193837,1.80541,5.88704,-2.77116,-1.50166,39.5787,10116.9,774.754,9333.26,16542.5,-0.0553794,1.55619,5.38861,-3.02037,-1.75087,-1.54399,10102.4,765.579,9318.77,0.485249,0.88291,0.131445,20819,-0.000761378,1.09554,11.3421,11.2426,118.238,87.9189,0.982093,10.9174,12.4699,117.299,138.792,0.93936,-50.8733,311.664,298.283,609.947 
9,0.01,0.75,43.2293,9,22256.8,-0.275024,46.2175,11.1352,117.978,-1.08864,-303.362,76.7445,-1.04985,3.37893,1.55577,-2.08012,-2.28177,81.0611,10714.8,755.948,9717.51,27504,-1.56028,2.86851,0.534934,-2.59054,-2.79219,1.15113,10685.1,737.158,9687.84,0.489556,0.892275,0.122936,21826.1,-0.000885706,1.17647,11.314,11.0599,118.348,88.1345,1.01918,10.9751,12.3232,117.241,138.942,1.10668,-50.8073,328.432,307.524,635.956 
10,0.01,0.75,43.3893,10,27355.6,-0.0142671,54.554,11.4083,117.751,-0.243915,170.613,499.909,-1.26086,-1.46927,-1.17535,0.839017,1.17787,90.4274,12977.9,1057.69,11540.9,21614.8,-1.83026,-2.03867,-2.31415,0.26962,0.608468,0.563779,12944.8,1036.73,11507.8,0.494478,0.877074,0.142333,26178.8,-0.000850827,1.3575,11.71,11.3666,118.068,88.3574,1.17324,11.1992,12.662,117.061,139.103,1.00682,-50.7452,403.114,371.167,774.281 
11,0.01,0.75,43.1693,11,14727.3,-0.0322211,30.6131,11.305,118.113,-0.0161675,28.6604,2.91249e-12,1.55145,1.48751,0.987411,-3.29594,-5.28987,44.7549,6801.93,540.974,6827.25,11281.2,1.26964,1.2057,0.423792,-3.57775,-5.57168,1.0678,6785.55,530.6,6810.87,0.46419,0.87963,0.125499,14618.1,-0.00102475,0.708369,11.7743,11.4172,118.5,88.3304,0.691896,11.1925,12.8467,117.387,139.455,1.11273,-51.1251,212.449,221.951,434.4 
12,0.01,0.75,43.1593,12,19747.5,0.00857901,40.3947,11.147,117.918,-0.00536894,-67.5547,1.323e-11,-3.44082,-0.206262,5.81031,3.6658,-2.92088,-10.5104,8878.84,733.057,9118.22,14669.9,-3.37464,-0.140081,5.94267,3.73199,-2.8547,-0.797955,8882.69,735.494,9122.07,0.458507,0.873438,0.129318,19373.1,-0.000917069,0.950653,11.5206,11.2601,118.422,88.09,0.926249,11.1462,12.7291,117.196,138.951,1.22643,-50.8609,275.132,293.19,568.322 
13,0.01,0.75,43.1393,13,22482.5,-0.0483776,47.0485,10.9149,117.955,-0.0170156,17.2791,500,1.96216,0.0798504,1.09838,-1.95566,-2.01391,103.321,10634.3,775.895,9981.56,16726.7,1.31158,-0.570733,-0.202789,-2.60624,-2.66449,0.957151,10596.5,751.946,9943.74,0.480964,0.889535,0.122268,22031.8,-0.000781186,1.17915,11.1887,11.0408,118.21,88.2893,1.06782,10.7666,12.2388,117.376,139.011,0.833869,-50.7219,324.972,313.915,638.887 
14,0.01,0.75,42.9893,14,23402.3,-0.243065,47.7516,11.2226,117.622,0.211468,128.722,3.84698,2.33077,-1.68267,4.39159,0.838794,-1.64589,73.977,10383.7,814.3,10776.7,18331.3,1.86496,-2.14848,3.45996,0.37298,-2.1117,-1.40657,10356.6,797.152,10749.6,0.455864,0.881292,0.120186,22718.7,-0.00072957,1.13386,11.3914,11.0661,118.115,88.4432,1.12215,11.0521,12.4166,116.916,139.167,1.19851,-50.7241,318.883,343.555,662.437 
15,0.01,0.75,43.1493,15,18303.3,-0.26139,38.3423,11.1422,117.992,0.165294,108.354,458.394,1.72418,-0.592747,0.784673,-1.67569,-1.44945,69.2642,8751.83,693.668,8073.34,14490.4,1.28804,-1.02888,-0.0876025,-2.11183,-1.88559,0.977103,8726.48,677.613,8047.99,0.485299,0.880369,0.134273,17981.7,-0.000806315,0.948402,11.3775,11.1828,118.463,88.0619,0.8447,10.8953,12.4777,117.158,138.791,1.30434,-50.7287,269.208,256.197,525.405 
16,0.01,0.75,43.1793,16,11902.8,-0.217398,25.9862,11.0974,118.143,0.357364,-85.7559,499.652,-1.60329,-0.371515,-0.813978,-4.57138,-1.96103,61.0522,5622.79,399.044,5674.85,10385.3,-1.98772,-0.755945,-1.58284,-4.95581,-2.34546,0.863874,5600.44,384.892,5652.51,0.462815,0.892642,0.111453,12100.8,-0.00101236,0.604783,11.4697,11.2481,118.355,88.3466,0.587508,11.0333,12.6347,117.464,139.619,0.891753,-51.272,174.073,182.718,356.791 
17,0.01,0.75,43.2893,17,23170.7,-0.101596,47.2967,11.224,117.653,0.00340029,-92.0382,500,2.35123,0.195103,2.97479,-4.89354,-2.80001,87.1107,11227.4,806.602,9934.71,17291.4,1.80272,-0.35341,1.87776,-5.44205,-3.34852,1.34369,11195.5,786.41,9902.83,0.495732,0.890531,0.127618,22583.8,-0.000873345,1.211,11.5859,11.0339,118.142,88.5317,1.04268,10.9355,12.3897,116.913,139.384,1.22885,-50.8528,345.385,315.172,660.557 
18,0.01,0.75,43.1993,18,16962.2,-0.23495,35.8503,11.0085,118.097,-0.777515,1251.53,499.998,-0.562513,-2.07773,4.79402,-2.3391,-3.14433,81.1035,7861.03,567.05,7872.84,44524.4,-1.0732,-2.58842,3.77265,-2.84979,-3.65501,1.59005,7831.35,548.25,7843.16,0.464741,0.890859,0.114077,16851,-0.000878701,0.878279,11.1231,11.0047,118.441,87.7097,0.819133,11.022,12.4679,117.457,138.59,0.983707,-50.8799,239.846,251.134,490.98 
19,0.01,0.75,43.2393,19,20182.9,0.00801815,43.2779,10.8256,118.009,-0.0394714,-55.5887,497.692,-2.58862,1.30356,3.56952,-0.9923,-0.42405,57.5655,9950.99,655.052,9031.47,15323,-2.9511,0.941087,2.84457,-1.35477,-0.786525,3.17684,9929.92,641.708,9010.4,0.489354,0.898399,0.115977,20291.9,-0.00119384,1.11357,11.2043,10.9031,118.372,88.4355,0.968833,10.7867,12.2369,117.292,139.541,1.08004,-51.1056,303.495,285.301,588.795 
20,0.01,0.75,43.2093,20,18613.6,-0.141441,39.7178,10.9809,118.01,-0.0367486,-243.827,496.93,-1.44347,-3.50688,1.962,-2.51199,-1.4129,60.2791,9010.7,593.883,8437.32,14489.4,-1.82303,-3.88644,1.20288,-2.89155,-1.79246,1.13088,8988.64,579.91,8415.26,0.481547,0.898551,0.112643,18666.2,-0.00107155,0.991537,11.3464,10.9595,118.408,88.0307,0.886764,10.9067,12.3753,117.346,139.026,1.06144,-50.9953,275.077,267.026,542.103 
21,0.01,0.75,43.3393,21,20611.5,-0.256818,43.2353,11.0289,118.175,-0.00657249,204.944,492.818,0.323756,-0.86085,3.33761,-3.0288,-1.38591,85.79,9396.03,718.551,9344.79,15566.5,-0.21644,-1.40105,2.25722,-3.56899,-1.92611,1.46489,9364.63,698.665,9313.39,0.466481,0.884516,0.121412,20075,-0.000737277,1.04403,11.1242,11.0787,118.6,88.3302,0.98106,11.0102,12.4207,117.44,139.116,1.1597,-50.7856,287.057,299.317,586.375 
