cyc,time,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
20,1.25,47.3224,20,19235,-0.312031,36.1473,12.5289,116.741,-0.348005,395.564,263.338,0.46634,-1.49073,-2.45841,-0.252223,-2.49975,-96.3454,889.474,3267.73,14763.3,19224.2,1.073,-0.884064,-1.24508,0.354439,-1.89309,0.520161,936.49,3298.29,14810.3,0.0521188,0.139598,0.290901,17968.4 
21,1.75,47.3229,21,20029.7,-0.200664,36.9502,-12.565,116.421,0.16934,56.3275,500,0.63891,1.63112,0.966254,0.809129,2.29776,-70.3957,929.784,2976.01,15632.3,15424.3,1.08217,2.07438,1.85278,1.25239,2.74102,0.794198,964.137,2998.34,15666.6,0.0507954,0.155225,0.260655,18980.8 
22,2.25,47.3224,22,18310.6,-0.00776897,34.3884,-12.3092,116.672,0.00989473,-33.9523,2.29485e-11,2.93204,2.82554,-4.20481,-1.18905,1.14929,-65.6364,838.731,2925.35,14232.6,13790.5,3.34533,3.23884,-3.37822,-0.775757,1.56258,1.84608,870.762,2946.17,14264.6,0.0504058,0.144487,0.275606,17275 
23,2.75,47.3229,23,19412.5,-0.266858,36.1167,12.5131,116.557,0.701621,-622.848,0.959322,1.73444,1.3503,-0.691995,1.44666,-0.22832,-95.2105,878.097,3180.35,14897.7,28937.7,2.33395,1.94981,0.507035,2.04618,0.371195,0.929658,924.559,3210.55,14944.1,0.0510515,0.141305,0.28354,18110.3 
24,0.15,47.3204,24,19148.4,-0.260689,35.6363,12.5011,116.585,0.0510246,180.256,464.209,3.13963,-0.0115252,2.41635,-0.86696,-0.598081,-80.2509,875.279,2984.17,14840.1,14801.7,3.64494,0.493793,3.42698,-0.361642,-0.0927631,0.518095,914.441,3009.63,14879.3,0.0507301,0.147937,0.271457,18025.6 
25,0.65,47.3249,25,18644.2,-0.135767,34.2283,12.6524,116.769,0.0565423,171.739,0.00240292,4.92693,4.30516,-1.78599,-1.51625,1.88727,-65.4132,868.878,2934.78,14356.1,14414,5.33882,4.71705,-0.962209,-1.10436,2.29916,1.09352,900.799,2955.53,14388,0.0516306,0.148329,0.274521,17447 
26,1.15,47.3204,26,19342.5,-0.0177778,35.1013,12.6446,116.689,0.0360515,28.5797,0.475783,-0.779499,1.83331,-4.61173,-1.57611,0.898388,-93.6291,966.021,3303.96,14412.6,14482.1,-0.189942,2.42287,-3.43262,-0.986549,1.48795,-3.91575,1011.71,3333.66,14458.3,0.0573573,0.14779,0.298115,17638.8 
27,1.65,47.3249,27,20062.2,-0.0572747,36.3202,-12.7014,116.62,0.0516419,9.78207,500,0.327358,2.21672,6.79215,0.657879,0.440462,-86.2661,842.21,2929.79,15530.3,15033.8,0.870552,2.75991,7.87854,1.20107,0.983657,0.424661,884.308,2957.15,15572.4,0.0470564,0.145942,0.259155,18792.5 
28,2.15,47.3204,28,17375.3,-0.224454,32.8083,12.4334,116.536,0.018996,94.0355,112.825,0.689966,0.729931,-0.00126917,0.21759,-1.41657,-56.4753,917.077,3064.84,13089.4,13337.3,1.04558,1.08554,0.709951,0.5732,-1.06096,0.698318,944.637,3082.75,13117,0.0589323,0.149009,0.30213,16029.2 
29,2.65,47.3249,29,18258.7,-0.015093,34.039,12.2663,116.906,-0.0441302,-25.7251,497.932,5.99175,0.181127,2.33781,-0.81884,3.07632,-90.2058,868.688,2838.38,14151.1,13629,6.55975,0.749129,3.47381,-0.250838,3.64432,0.754954,912.708,2866.99,14195.1,0.0529503,0.153915,0.271164,17237.1 
30,0.35,47.3245,30,17581,-0.0105429,33.1554,12.2851,116.591,0.00306073,1.50431,1.07336e-11,0.558855,-0.559786,0.644268,0.777647,-0.942157,-64.0456,758.506,2460.08,14104.4,13259.6,0.962133,-0.156508,1.45082,1.18093,-0.538879,0.499456,789.76,2480.4,14135.6,0.0463318,0.153936,0.244277,17045.7 
31,0.85,47.3209,31,19333.4,-0.28133,35.8607,12.5992,116.588,0.133659,-327.439,491.906,0.68969,-2.70571,-2.94543,-1.15422,-6.97692,-94.7623,981.741,3126.53,14692.8,16132.9,1.28638,-2.10901,-1.75205,-0.557523,-6.38022,0.815815,1027.98,3156.58,14739,0.0571805,0.156896,0.282904,17977.9 
32,1.35,47.3245,32,19470,-0.238688,35.7749,12.7536,116.673,-0.105067,394.171,498.554,1.99253,3.02829,5.76966,0.775143,-2.96749,-57.806,878.845,3009.12,15103.5,16200.9,2.35652,3.39228,6.49763,1.13913,-2.6035,0.397367,907.054,3027.46,15131.7,0.0495427,0.146179,0.269303,18308.5 
33,1.85,47.3209,33,19196.7,-0.147647,35.392,12.5231,116.526,0.103095,86.5877,17.1303,1.12083,3.03517,1.69445,1.26467,1.71469,-71.5905,939.138,3176.59,14580.9,14718.8,1.57161,3.48596,2.59603,1.71546,2.16548,0.774934,974.074,3199.3,14615.8,0.0547778,0.148197,0.287355,17782.3 
34,2.35,47.3245,34,18525.8,-0.059394,34.8621,12.3513,116.782,0.0954309,-134.069,499.949,-1.36858,-2.15457,-0.22285,-2.61086,1.37971,-99.1057,709.889,2747.35,14739.7,14433.7,-0.744538,-1.53053,1.02523,-1.98681,2.00375,1.83156,758.252,2778.79,14788.1,0.0426834,0.134893,0.257138,17764.6 
35,2.85,47.3209,35,18792.2,-0.0472865,34.9905,12.4594,116.756,-0.0486518,46.3706,499.999,-0.784018,0.131843,-2.64506,1.62835,0.916248,-74.2885,826.907,2760.39,14820.7,14265.4,-0.316243,0.599618,-1.70951,2.09612,1.38402,1.83228,863.159,2783.95,14857,0.0480905,0.150505,0.256605,17948.7 
36,0.25,47.3224,36,20151.1,0.00405463,37.0043,-12.47,116.405,0.00492002,-0.712327,0.0168259,-0.136983,2.63081,2.9032,-1.5989,-2.55972,-164.367,940.181,3186.66,15442.9,15021.6,0.897989,3.66578,4.97315,-0.56393,-1.52475,0.332305,1020.39,3238.79,15523.1,0.0540693,0.152564,0.277636,18871.9 
37,0.75,47.3229,37,18394.5,0.000369484,34.7076,12.1974,116.658,0.010789,-75.9092,500,1.70929,2.46309,4.48486,-1.32817,-2.76803,-41.7431,846.538,2940.43,14270.3,13807.8,1.97213,2.72594,5.01055,-1.06533,-2.50519,0.183697,866.908,2953.67,14290.6,0.050107,0.143627,0.275749,17301.1 
38,1.25,47.3224,38,19657.8,-0.28908,36.1447,12.7205,116.574,-0.208852,222.186,9.30072,-0.678928,-3.40761,-0.352069,-0.584971,-0.576108,-78.8055,948.056,3167.12,14919.4,16477.9,-0.18271,-2.9114,0.640366,-0.0887538,-0.0798908,1.24419,986.512,3192.12,14957.8,0.0542397,0.150092,0.282187,18188 
39,1.75,47.3229,39,19270,-0.215649,35.6305,12.6402,116.43,0.204996,111.686,3.39908e-13,3.32542,-1.03199,0.0065313,-0.184363,0.17575,-102.329,881.855,3134.9,14740.9,15406.6,3.96976,-0.38765,1.29521,0.459976,0.82009,0.789649,931.791,3167.36,14790.8,0.0519357,0.143913,0.282884,17941.2 
40,2.25,47.3224,40,20296.7,-0.00262373,36.6746,12.7256,116.77,-0.00403253,-15.8383,4.56058e-12,-1.61386,0.293353,-0.138199,1.08364,1.3379,-102.396,942.834,3572.57,15017.6,15195,-0.969094,0.938116,1.15133,1.72841,1.98266,0.7617,992.804,3605.05,15067.5,0.054191,0.13597,0.305913,18320.5 
41,2.75,47.3229,41,18213.4,-0.285655,34.1571,-12.5308,116.708,-0.189748,133.626,326.453,1.7877,0.781873,2.7996,-0.684166,-2.63982,-64.572,837.583,2597.56,14505.8,14758.8,2.19429,1.18847,3.61278,-0.277574,-2.23322,0.194428,869.094,2618.04,14537.3,0.049417,0.159448,0.249107,17587 
42,0.15,47.3204,42,18978.2,-0.295688,35.2965,12.6292,116.784,-0.00128451,637.545,28.326,4.31599,0.940158,-0.231316,2.35489,-0.653585,-78.4776,924.939,2968.32,14603.8,14537.8,4.81015,1.43431,0.756989,2.84904,-0.159433,0.921888,963.236,2993.22,14642.1,0.0541094,0.155326,0.273559,17801.6 
43,0.65,47.3249,43,18718.9,-0.070301,35.0257,12.4341,116.752,0.49982,-1038.63,163.263,1.23759,-1.52111,3.84781,0.746886,-3.46944,-109.821,821.461,2955.82,14587,31076.8,1.92911,-0.829596,5.23084,1.4384,-2.77792,-0.0480909,875.054,2990.66,14640.6,0.0494052,0.143247,0.273409,17711.8 
44,1.15,47.3204,44,19478.5,-0.236551,35.9438,12.6511,116.683,-0.0634316,106.666,500,-0.346072,-0.207734,3.09937,1.45643,1.4175,-76.0838,916.507,3111.23,14966.4,15023.1,0.133007,0.271345,4.05753,1.93551,1.89658,0.510786,953.635,3135.37,15003.6,0.0523753,0.148068,0.277954,18207.7 
45,1.65,47.3249,45,17981,-0.279445,33.7787,12.5009,116.449,0.0393329,194.499,403.515,5.08538,1.81739,4.4801,3.70496,-3.08429,-20.4376,796.8,2931.64,13843.4,13995.1,5.21407,1.94608,4.73748,3.83365,-2.9556,0.62918,806.774,2938.12,13853.4,0.0481996,0.135627,0.280931,16738.2 
46,2.15,47.3204,46,19850.2,-0.00108379,35.6315,12.6767,116.682,-0.00816969,-18.6021,500,4.1225,0.367886,-0.428153,0.983317,-1.08694,-40.5964,949.286,3451.78,14625.8,14708.9,4.37812,0.623511,0.0830962,1.23894,-0.831317,0.984871,969.097,3464.66,14645.6,0.0544084,0.137808,0.303515,17811.5 
47,2.65,47.3249,47,19039.7,-0.00897115,35.3705,12.3335,116.752,0.00124369,-35.7362,0.194523,4.99581,0.12665,2.94339,0.363675,1.05231,-65.5877,853.136,3167.01,14463,14202.6,5.4088,0.539638,3.76937,0.776663,1.4653,0.684829,885.142,3187.81,14495,0.0504228,0.136938,0.288319,17554.4 
48,0.35,47.3245,48,19999.4,-0.00449717,36.6261,12.4861,116.565,0.0100594,-11.5968,500,1.76616,0.556373,2.38513,3.76171,-0.213772,-84.0563,954.04,3322.8,15026.3,14890.9,2.29544,1.08565,3.44369,4.29099,0.315508,0.698749,995.059,3349.46,15067.3,0.0543081,0.145124,0.290528,18322.5 
49,0.85,47.3209,49,18405.8,-0.266066,34.274,12.5452,116.628,-0.310639,-623.96,324.108,1.10419,2.03288,5.2513,3.76552,0.323306,-99.291,911.559,2862.39,14131,20306.8,1.7294,2.65809,6.50172,4.39072,0.948514,0.599363,960.013,2893.89,14179.5,0.0556,0.159356,0.273232,17266.4 
50,1.35,47.3245,50,19186.4,-0.213189,35.6926,12.5545,116.498,0.236485,-19.2368,265.714,0.231761,2.372,2.82991,-0.777469,-3.33902,-106.838,906.12,3080.51,14726.1,14735.3,0.904491,3.04473,4.17537,-0.104739,-2.66629,0.220075,958.257,3114.4,14778.3,0.0533751,0.14953,0.279647,17953.2 
51,1.85,47.3209,51,18870.7,-0.143731,34.8558,12.4746,116.368,-3.21288,3914.54,1.84685,-0.0950679,2.03346,0.653557,4.64343,-0.888743,-54.578,906.14,3276.86,14204.6,423576,0.248595,2.37712,1.34088,4.98709,-0.545079,0.840535,932.774,3294.17,14231.2,0.0539216,0.13927,0.298935,17298.7 
52,2.35,47.3245,52,18769.3,-0.0186655,34.6302,12.4579,116.917,-0.0709055,-35.1255,499.966,-1.27477,1.50556,3.14662,1.7217,1.19428,-74.9354,833.651,2891.74,14496.3,14125.2,-0.802923,1.97741,4.09032,2.19355,1.66613,0.551721,870.22,2915.51,14532.9,0.0494921,0.145708,0.269835,17583 
53,2.85,47.3209,53,18558.1,-0.0518056,34.4558,12.5435,116.747,-0.0855395,358.44,0.313259,-0.974454,2.44483,-1.83506,-1.25914,-4.05752,-100.209,820.644,2790.75,14504.9,15067.6,-0.343467,3.07582,-0.573084,-0.628158,-3.42653,0.697648,869.546,2822.53,14553.8,0.049388,0.14969,0.263218,17606.4 
54,0.25,47.3224,54,20094.8,-0.0132827,37.2394,-12.311,116.381,0.0167821,16.9648,500,2.73958,0.423258,3.48058,-1.87068,-3.17896,-141.008,956.184,3059.93,15580.3,14933.5,3.62747,1.31115,5.25636,-0.982793,-2.29107,0.240533,1025,3104.65,15649.1,0.0538862,0.158714,0.267645,19021.5 
55,0.75,47.3229,55,18833.9,-0.232986,35.2088,12.5195,116.65,0.228999,-582.103,499.552,-0.658165,0.824399,-0.540041,1.84366,-0.474684,-112.358,787.367,2940.87,14732.7,18688.8,0.0493211,1.53189,0.874932,2.55115,0.232803,0.833031,842.197,2976.51,14787.6,0.0471875,0.139181,0.270492,17847.9 
56,1.25,47.3224,56,19502.6,-0.267001,36.081,12.5802,116.731,0.577783,-1160.51,162.152,0.329855,3.71005,0.302348,-3.97432,-1.43398,-113.828,907.601,3073.38,14916.9,36603.8,1.0466,4.42679,1.73583,-3.25758,-0.717242,0.463322,963.148,3109.48,14972.4,0.0529743,0.15038,0.276709,18181.4 
57,1.75,47.3229,57,18189.6,-0.0372231,34.0894,-12.2419,116.625,0.00885157,-37.4032,500,-0.238901,2.09269,8.32429,1.20946,0.681704,-95.9252,801.923,2570.32,14515.3,13595.9,0.365115,2.69671,9.53232,1.81347,1.28572,0.392588,848.734,2600.74,14562.1,0.0482369,0.157172,0.247551,17595.1 
58,2.25,47.3224,58,18752.9,-0.0377701,34.3417,12.5759,116.696,-0.00908924,-75.7928,499.908,4.31995,3.60673,5.42737,2.8085,-0.969843,-89.4484,932.068,2999.82,14314.9,14081.5,4.88318,4.16997,6.55383,3.37173,-0.40661,0.647114,975.719,3028.19,14358.5,0.0557936,0.155492,0.279797,17488 
59,2.75,47.3229,59,18418,-0.0158747,33.7212,12.5811,116.859,-0.0612599,85.9537,6.85984e-09,2.18144,0.30854,4.3197,-1.82969,-4.89604,-114.557,882.233,2934.97,14000.9,13982.1,2.90278,1.02988,5.76237,-1.10835,-4.17471,-0.306077,938.136,2971.3,14056.8,0.0548507,0.152843,0.280255,17103.5 
60,0.15,47.3204,60,18657.5,-0.00190462,34.0979,12.627,116.628,-0.0150761,49.9063,4.11423e-11,1.88871,0.68591,0.989967,-3.52647,0.135291,-105.28,908.501,2959.63,14360.1,14040.5,2.55163,1.34883,2.31581,-2.86355,0.798214,0.4421,959.878,2993.03,14411.5,0.0547465,0.154877,0.276711,17533.1 
61,0.65,47.3249,61,18457.3,-0.251319,33.9241,-12.6582,116.56,0.653479,-808.626,38.4383,1.09009,3.07821,3.0612,1.501,-2.12474,-96.2932,873.613,2795.06,14207.1,31180.9,1.69642,3.68454,4.27387,2.10734,-1.51841,0.582783,920.603,2825.61,14254.1,0.0531748,0.156954,0.267487,17312.8 
62,1.15,47.3204,62,20099.4,-0.00591799,36.6694,-12.5641,116.588,0.103735,41.8315,500,-3.8491,-4.56306,1.11236,1.3938,0.159739,-124.859,905.989,3465.29,15070.7,15139.2,-3.0629,-3.77685,2.68477,2.18001,0.945945,3.60904,966.92,3504.9,15131.6,0.0526408,0.136176,0.299073,18368.2 
63,1.65,47.3249,63,18715.1,-0.235572,34.3552,12.6105,116.76,-0.137208,592.958,462.812,3.6602,1.86059,-0.622587,0.36206,-0.985963,-65.9492,827.127,2775.87,14456.1,16751.7,4.07546,2.27585,0.207942,0.777325,-0.570699,0.969266,859.31,2796.79,14488.2,0.0490452,0.149349,0.262318,17520.8 
64,2.15,47.3204,64,19378.1,0.0674162,35.7891,12.4156,116.845,-0.0273038,-21.4582,500,0.560833,3.38804,2.30394,5.20614,-1.50276,-93.3814,898.337,2884.64,15091.4,14483.8,1.14883,3.97604,3.47993,5.79414,-0.914758,0.741925,943.907,2914.26,15136.9,0.0514352,0.156176,0.261804,18351.4 
65,2.65,47.3249,65,19472.6,-0.242167,35.7972,12.583,116.603,-0.129877,924.164,324.95,0.941317,0.443156,0.448156,0.124298,-3.94508,-100.612,886.054,3374.94,14473.1,18570.5,1.57484,1.07668,1.71521,0.757823,-3.31155,0.0539395,935.152,3406.85,14522.2,0.0530262,0.135586,0.301749,17635.7 
66,0.35,47.3245,66,18935.9,-0.0533797,34.7703,12.4841,116.593,-0.0336493,98.9038,500,-0.0492495,1.81833,-0.138078,2.76706,4.62737,-133.754,812.412,2821.57,14655.7,14239,0.792964,2.66054,1.54635,3.60928,5.46959,0.890164,877.683,2864,14721,0.0492893,0.14902,0.263832,17806.8 
67,0.85,47.3209,67,19986.8,0.00992053,36.8261,-12.409,116.533,-0.0214191,-24.1189,500,2.39167,0.729704,-1.25242,-2.85292,3.17888,-87.0375,883.598,3014.02,15539.6,14892.9,2.93972,1.27776,-0.156314,-2.30487,3.72693,1.02851,926.072,3041.63,15582,0.0491405,0.148197,0.264479,18845.4 
68,1.35,47.3245,68,18807,-0.0135727,35.0664,12.2854,116.79,0.06468,34.1231,498.499,0.112987,-0.507663,-3.69676,1.65811,0.867625,-123.522,852.366,2745.95,14816.5,14096,0.890772,0.270121,-2.14119,2.4359,1.64541,1.69048,912.644,2785.13,14876.8,0.0506434,0.157716,0.256431,18021 
69,1.85,47.3209,69,19794.1,-0.0499389,36.2565,12.5208,116.775,0.00328623,-21.6727,2.14334e-10,2.64355,-1.51722,-0.567663,4.5646,-0.534917,-121.59,932.294,3211.28,15099,14780.2,3.40917,-0.751602,0.963571,5.33022,0.230701,0.895059,991.63,3249.85,15158.4,0.0538234,0.148473,0.28312,18423.8 
70,2.35,47.3245,70,19001.8,-0.0214386,34.8558,12.5611,116.926,0.0480146,-105.288,21.5092,5.14774,-0.7839,1.29581,-1.88566,2.14199,-81.1691,877.435,3002.92,14513.2,14417.3,5.65884,-0.2728,2.31801,-1.37456,2.65309,0.741944,917.046,3028.67,14552.8,0.0519492,0.147501,0.277129,17652.7 
71,2.85,47.3209,71,18516.8,-0.0898711,33.9823,12.6547,116.832,-0.29752,933.392,494.006,-1.32883,-0.0356929,-1.28889,-1.90167,-1.48881,-110.215,893.162,2947.72,14179.1,23039.2,-0.63483,0.658302,0.0990999,-1.20768,-0.794815,1.05271,946.947,2982.68,14232.9,0.0546902,0.15356,0.278519,17314.7 
72,0.25,47.3224,72,18868.5,0.000166146,34.7758,12.3802,116.724,-0.00589137,-16.1886,1.11956e-11,4.59116,-2.91096,0.172263,-2.0883,-1.04989,-81.7863,931.917,2991.56,14487.8,14018.3,5.10615,-2.39597,1.20224,-1.57331,-0.534902,0.333644,971.829,3017.51,14527.7,0.0549718,0.155431,0.276735,17678.7 
73,0.75,47.3229,73,18820.8,-0.257107,34.5683,12.6698,116.792,0.411293,-362.334,2.63264,2.9613,4.10252,-1.2192,-0.555361,0.833007,-108.251,895.501,2923.73,14461.7,19108.7,3.64292,4.78415,0.144053,0.126265,1.51463,0.985894,948.327,2958.07,14514.5,0.05376,0.15483,0.272951,17640 
74,1.25,47.3224,74,18833.4,-0.236561,34.9694,12.6698,116.503,0.747903,-1283.31,497.379,5.0521,0.0449986,-7.38349,-4.3313,-2.81339,-96.5895,945.881,3163.41,14241.8,45667.3,5.66029,0.653197,-6.1671,-3.7231,-2.20519,-0.0666227,993.017,3194.05,14288.9,0.0569871,0.150855,0.29167,17425.3 
75,1.75,47.3229,75,19669.2,0.0316135,35.74,-12.6535,116.531,-0.0295414,-11.0659,499.812,-0.7554,-0.952461,2.5261,3.61789,-2.25988,-74.165,804.808,2932.52,15253.3,14732.4,-0.288403,-0.485464,3.4601,4.08489,-1.79288,0.304956,841.001,2956.05,15289.5,0.0456472,0.139839,0.262618,18423.9 
76,2.25,47.3224,76,18351.2,-0.2888,34.4199,12.5325,116.824,0.00247593,276.64,297.378,2.42229,0.903383,-3.44787,3.74333,-3.36202,-93.2258,822.728,2875.55,14226.6,14064.8,3.00931,1.4904,-2.27384,4.33035,-2.775,1.60135,868.222,2905.12,14272.1,0.0502411,0.145866,0.272709,17281.1 
77,2.75,47.3229,77,19239.2,-0.00735743,35.0442,12.5449,116.682,-0.00906426,0.606559,3.29131e-12,3.12127,1.72226,-2.04532,2.41266,-1.17922,-99.2338,915.288,3263.62,14409.4,14311.5,3.74612,2.34711,-0.79562,3.03751,-0.554371,1.10226,963.713,3295.1,14457.8,0.0547869,0.143194,0.295693,17590.2 
78,0.15,47.3204,78,18933.5,-0.0100791,34.4591,12.6934,116.819,0.00163081,-36.4475,134.522,-0.0444763,-0.532186,-0.891886,-0.845343,-0.782647,-62.5955,829.058,2585.39,14994.1,14240.9,0.349671,-0.138039,-0.103592,-0.451196,-0.3885,0.858414,859.605,2605.24,15024.6,0.0473927,0.158634,0.24209,18137.9 
