cyc,time,freq,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
30,0.06,43.2537,30,3.46522e-07,6.71212e-07,9.26709e-30,13.9858,0.516263,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0265281,-1.26917e-31,8.23199e-14,37724.6,52438.7,1.41725,19.8213,1.34864,18.8619,1.19356,0.0066,1.41137,6.683e-06 
31,0.06,43.2737,31,3.46697e-07,6.61053e-07,9.12683e-30,13.7741,0.524462,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.068617,-3.28447e-31,2.82444e-13,36037.5,51927.3,1.44163,19.8571,1.3658,18.8128,1.15306,0.0066,1.38952,6.683e-06 
32,0.06,43.3187,32,3.47004e-07,6.92663e-07,9.56325e-30,14.4328,0.500972,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0538744,2.58108e-31,3.93993e-13,41458.4,59345.1,1.3722,19.8046,1.31705,19.0086,1.27124,0.0066,1.40606,6.683e-06 
33,0.06,43.3387,33,3.38506e-07,6.31345e-07,8.71666e-30,13.1551,0.536167,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.127554,-5.96137e-31,3.00916e-13,31394,44192.3,1.47669,19.426,1.39057,18.2931,1.09651,0.0066,1.45195,6.683e-06 
34,0.06,43.2087,34,3.38174e-07,7.04007e-07,9.71987e-30,14.6691,0.480356,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.166494,7.77358e-31,5.11499e-13,43528.9,62482.6,1.31237,19.2513,1.27531,18.7077,1.38075,0.0066,1.39161,6.683e-06 
35,0.06,43.2937,35,3.49666e-07,6.83778e-07,9.44058e-30,14.2476,0.511374,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.00110092,-5.31488e-33,6.19704e-14,39883.3,56896.7,1.40278,19.9863,1.33848,19.0702,1.21808,0.0066,1.38011,6.683e-06 
36,0.06,43.1887,36,3.21569e-07,6.82839e-07,9.42763e-30,14.2281,0.470929,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.219788,9.75802e-31,7.51527e-14,39719.4,54981.7,1.28545,18.2894,1.25656,17.8784,1.43294,0.0066,1.42235,6.683e-06 
37,0.06,43.3587,37,3.41497e-07,6.46023e-07,8.91932e-30,13.461,0.528614,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0896828,-4.22843e-31,-5.96828e-15,33635,46912.6,1.45403,19.5726,1.37455,18.5028,1.13283,0.0066,1.40215,6.683e-06 
38,0.06,43.2587,38,3.5162e-07,6.3743e-07,8.80067e-30,13.2819,0.551621,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.203393,-9.87399e-31,-5.83753e-14,32310.5,45769.2,1.52344,20.2341,1.42375,18.91,1.02405,0.0066,1.36485,6.683e-06 
39,0.06,43.2437,39,3.45548e-07,6.72788e-07,9.28885e-30,14.0186,0.513607,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0127429,-6.07941e-32,4.87995e-14,37991,53603.1,1.40938,19.7576,1.34312,18.8287,1.20685,0.0066,1.39758,6.683e-06 
40,0.08,43.2291,40,3.56199e-07,6.50989e-07,8.98788e-30,13.5644,0.547166,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.181757,-8.93854e-31,9.29829e-14,34416.5,49283,1.50991,20.481,1.41413,19.1818,1.04469,0.0066,1.3801,6.683e-06 
41,0.08,43.2391,41,3.50935e-07,6.57411e-07,9.07655e-30,13.6982,0.533814,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.115813,-5.61135e-31,9.62681e-14,35445.3,50288,1.46961,20.1311,1.38557,18.9799,1.10776,0.0066,1.37536,6.683e-06 
42,0.08,43.2891,42,3.47064e-07,6.78312e-07,9.36512e-30,14.1337,0.511659,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.00258307,-1.23774e-32,7.13039e-13,38934.5,57242.1,1.40362,19.8384,1.33907,18.9261,1.21665,0.0066,1.40473,6.683e-06 
43,0.08,43.2191,43,3.41095e-07,6.94295e-07,9.58578e-30,14.4668,0.491282,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.106155,4.99917e-31,2.42892e-13,41752.1,59276.9,1.34392,19.4422,1.29731,18.7678,1.32195,0.0066,1.38832,6.683e-06 
44,0.08,43.1591,44,3.41782e-07,6.63928e-07,9.16652e-30,13.834,0.514788,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0188808,-8.90949e-32,-7.96591e-14,36509.8,50692.9,1.41287,19.5457,1.34557,18.6147,1.20093,0.0066,1.38572,6.683e-06 
45,0.08,43.2741,45,3.60621e-07,6.47326e-07,8.93731e-30,13.4881,0.557093,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.229735,-1.14383e-30,2.57234e-13,33838.9,49396.1,1.54011,20.7732,1.43562,19.3638,0.998952,0.0066,1.36515,6.683e-06 
46,0.08,43.2791,46,3.41786e-07,6.46297e-07,8.9231e-30,13.4667,0.528837,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0908079,-4.28511e-31,2.82051e-13,33677.8,48457.3,1.4547,19.5899,1.37503,18.517,1.13175,0.0066,1.3964,6.683e-06 
47,0.08,43.2541,47,3.57351e-07,6.78662e-07,9.36995e-30,14.141,0.526553,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0792443,-3.90973e-31,4.7571e-13,38994.9,57843.5,1.44787,20.4743,1.37021,19.3761,1.14285,0.0066,1.35873,6.683e-06 
48,0.08,43.2691,48,3.65844e-07,6.67822e-07,9.22029e-30,13.9152,0.547816,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.184923,-9.34047e-31,5.77835e-13,37156,55828.6,1.51188,21.038,1.41553,19.6973,1.04167,0.0066,1.37132,6.683e-06 
49,0.08,43.2591,49,3.5747e-07,6.58722e-07,9.09464e-30,13.7255,0.542672,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.159744,-7.88402e-31,5.31498e-14,35657.6,50565.1,1.4963,20.5375,1.40447,19.2771,1.06572,0.0066,1.40095,6.683e-06 
50,0.08,43.2441,50,3.64186e-07,6.85445e-07,9.4636e-30,14.2824,0.531314,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.103268,-5.19246e-31,6.59368e-13,40175.8,60237.5,1.46214,20.8828,1.38027,19.7135,1.11981,0.0066,1.38731,6.683e-06 
51,0.08,43.2641,51,3.60128e-07,6.62536e-07,9.14731e-30,13.805,0.54356,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.164112,-8.15985e-31,7.38733e-13,36280.7,55301.2,1.49898,20.6935,1.40637,19.415,1.06154,0.0066,1.36334,6.683e-06 
52,0.08,43.3091,52,3.38124e-07,6.36149e-07,8.783e-30,13.2552,0.531516,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.104296,-4.86887e-31,5.66121e-13,32116.1,47593.1,1.46272,19.3887,1.38069,18.3014,1.1188,0.0066,1.40601,6.683e-06 
53,0.08,43.3291,53,3.2457e-07,7.02177e-07,9.69461e-30,14.631,0.462234,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.270021,1.21001e-30,6.11564e-13,43190.3,63060.1,1.26086,18.4476,1.23945,18.1345,1.48235,0.0066,1.41039,6.683e-06 
54,0.08,43.1991,54,3.41574e-07,7.11726e-07,9.82645e-30,14.83,0.479924,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.168908,7.96563e-31,3.05098e-13,44976.4,64636.4,1.31113,19.444,1.27445,18.9,1.38311,0.0066,1.41552,6.683e-06 
55,0.08,43.2841,55,3.52532e-07,6.64471e-07,9.17402e-30,13.8453,0.530546,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0994184,-4.83893e-31,2.08441e-13,36599.4,52713,1.45981,20.2116,1.37864,19.0877,1.12348,0.0066,1.3986,6.683e-06 
56,0.08,43.1791,56,3.37717e-07,6.7933e-07,9.37918e-30,14.155,0.497132,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0744554,3.47162e-31,6.3268e-13,39110.2,57618.2,1.36095,19.2641,1.3092,18.5316,1.29117,0.0066,1.41775,6.683e-06 
57,0.08,43.3491,57,3.33122e-07,6.51997e-07,9.0018e-30,13.5854,0.510925,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.00124779,5.73888e-33,3.37164e-13,34576.7,49877.4,1.40145,19.0393,1.33755,18.1712,1.22034,0.0066,1.40214,6.683e-06 
58,0.08,43.2491,58,3.58298e-07,6.51485e-07,8.99473e-30,13.5748,0.54997,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.195396,-9.66594e-31,4.78877e-13,34495.3,51501.5,1.51842,20.6122,1.42018,19.2786,1.03167,0.0066,1.37509,6.683e-06 
