cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
56,0.25,43.24,56,29129.1,-0.0050482,56.0866,11.7463,116.554,0.0704008,-287.094,3.43516e-12,-2.68075,1.69016,2.60267,-0.866166,-1.52835,-55.0432,14915.3,133.604,14786,22104.4,-2.33416,2.03675,3.29586,-0.519574,-1.18176,-1.54092,14992.6,137.894,14863.2,0.467272,0.984159,0.016803,32085.3,-0.000902101,1.21577,12.2857,12.2718,116.736,88.3726,1.1907,11.5924,13.4899,115.962,139.921,0.773612,-51.5482 
57,0.25,43.05,57,37291.5,-0.343166,71.9736,11.7952,116.162,0.00966796,192.767,455.278,-3.47671,-0.144324,0.962993,-0.952639,-1.13308,-30.8208,18987,185.985,18921.9,27696.6,-3.28264,0.049746,1.35113,-0.758568,-0.939009,1.37748,19030.2,188.387,18965.1,0.465969,0.982971,0.0179694,40840.1,-0.00106922,1.57013,12.1228,12.2429,116.587,89.7246,1.525,11.5957,13.5052,115.329,141.046,1.25783,-51.3211 
58,0.25,43.2,58,39891.6,-0.36185,75.2466,12.0874,116.556,0.303305,64.3645,500,0.371113,-1.13429,-3.56006,-0.292253,-3.88052,4.47201,21538.9,196.449,18837.6,30243.9,0.342954,-1.16245,-3.61637,-0.320412,-3.90868,0.582643,21532.7,196.101,18831.3,0.498572,0.984313,0.0188218,43188.7,-0.000932708,1.69613,12.4787,12.5348,116.843,89.8433,1.50602,11.7098,13.4117,115.66,140.987,1.18304,-51.1435 
59,0.25,43.3,59,37967.3,-0.0494945,71.9119,11.9062,116.662,-0.0367702,25.7991,2.30097e-11,-2.00112,-1.98223,0.182038,0.445577,-0.649027,-9.58908,19948.9,211.48,18696.5,27902.8,-1.94074,-1.92185,0.302798,0.505957,-0.588647,1.08313,19962.3,212.227,18710,0.481265,0.981735,0.0204673,41478.8,-0.00108583,1.60268,12.299,12.3919,117.1,90.0022,1.49364,11.7461,13.4577,115.845,141.397,1.25572,-51.3946 
60,0.25,43.25,60,29943.9,-0.301999,58.0791,11.7886,116.478,0.260085,487.657,358.751,-4.29592,-2.58916,-5.68181,-1.48185,-1.77018,30.4938,15320.9,124.937,15373.9,26417.2,-4.48794,-2.78117,-6.06584,-1.67386,-1.96219,0.642576,15278.2,122.561,15331.1,0.464256,0.986156,0.0145126,32908.9,-0.00107626,1.27582,12.1656,12.1573,116.837,89.4319,1.25143,11.6368,13.2677,115.733,140.765,1.10338,-51.3334 
61,0.25,43.125,61,37840.4,-0.339943,72.3837,11.8881,116.622,0.248917,-11.7708,499.31,0.640125,-2.23911,-1.86769,-2.8726,-2.05476,-21.2911,20044.8,179.742,18476.5,28107.5,0.774189,-2.10505,-1.59956,-2.73853,-1.92069,0.789244,20074.6,181.401,18506.4,0.485399,0.984433,0.0177362,41357,-0.00105233,1.63615,12.2348,12.289,116.951,89.3516,1.48485,11.6202,13.466,115.898,140.588,1.0528,-51.2363 
62,0.25,43.275,62,37019.4,-0.0648208,71.3177,11.6771,116.617,-0.0506608,81.1772,499.976,-1.95992,0.0870979,-3.92528,-2.51193,-2.32398,33.7886,19368.7,161.828,18294.6,27243.7,-2.17268,-0.12566,-4.3508,-2.72469,-2.53674,0.634711,19321.3,159.195,18247.3,0.47937,0.985786,0.0158169,40305.7,-0.000993663,1.61621,12.1458,12.1349,117.027,89.7045,1.52873,11.4762,13.0677,115.805,140.971,1.22159,-51.2669 
63,0.25,43.21,63,34264.8,-0.00808815,65.7371,11.7534,116.587,-0.0727262,-5.76793,500,0.659747,0.893866,-4.83198,0.792534,-2.38555,-66.2599,17914.9,171.533,17048.3,25165.5,1.07697,1.31109,-3.99754,1.20976,-1.96833,-0.688109,18007.8,176.696,17141.2,0.477405,0.983119,0.0186351,37720.2,-0.00104767,1.48682,12.1614,12.1524,117.015,89.2538,1.3891,11.6455,13.2736,115.881,140.582,1.134,-51.3281 
64,0.25,43.325,64,38531.2,-0.198345,74.4198,11.7109,116.627,-0.0323344,-57.2266,0.0236324,1.20693,-1.02574,-6.25817,-0.971218,0.000513936,-23.8775,20544,176.523,18695,28431.3,1.35728,-0.875387,-5.95747,-0.820868,0.150864,0.0306096,20577.5,178.384,18728.5,0.488598,0.985056,0.017243,42115.3,-0.00104395,1.72982,12.025,12.0941,117.064,89.1755,1.55406,11.552,13.0971,115.838,140.348,1.22561,-51.1721 
65,0.25,43.175,65,35704.5,-0.323381,69.5386,11.6802,116.626,-0.265243,277.179,82.3454,2.6995,-2.43036,-1.88532,-1.57883,-1.52814,-28.209,18250.9,157.152,18151.1,28834,2.87712,-2.25274,-1.53007,-1.40121,-1.35051,0.581653,18290.4,159.35,18190.6,0.466478,0.984983,0.0158806,39209.6,-0.000951405,1.56239,11.9587,11.9208,117.03,89.4084,1.50816,11.565,13.0742,115.833,140.78,1.19718,-51.3719 
66,0.25,43.35,66,41055,-0.0802662,76.3479,12.077,116.808,0.0662443,-81.3036,500,-1.98434,-1.91174,-4.03648,-4.55496,-6.73315,-34.0137,21525.5,216.918,20050.8,30191.2,-1.77016,-1.69756,-3.60813,-4.34079,-6.51897,0.798829,21573.2,219.568,20098.5,0.482768,0.9825,0.0197273,44686.5,-0.000882508,1.6805,12.5061,12.5354,117.24,89.2984,1.55917,11.8529,13.6322,115.987,140.397,1.25317,-51.0989 
67,0.25,43.1,67,36370.2,-0.348082,70.8327,11.7105,116.381,-0.105281,567.639,496.03,0.550668,-4.50233,-5.21224,-2.19,-2.35727,23.9904,18682.7,161.988,18352.7,28948.1,0.399607,-4.65339,-5.51436,-2.34106,-2.50833,0.622757,18649,160.119,18319,0.469561,0.985197,0.0158459,39715.9,-0.0010158,1.57623,12.0468,12.0532,116.803,89.6085,1.53405,11.5752,13.0061,115.592,140.932,1.21157,-51.3238 
68,0.25,43.225,68,30857.3,-0.139745,59.6784,11.696,116.649,-0.119436,227.412,500,-1.00051,-0.043665,0.851261,-1.32445,-4.61137,-72.1225,15664.6,138.083,15767,23606.4,-0.546372,0.410471,1.75953,-0.870309,-4.15723,1.51692,15765.7,143.703,15868.1,0.463506,0.984299,0.0164085,34014.1,-0.000774077,1.30567,12.0387,12.1358,117.002,88.8971,1.27059,11.6487,13.3877,115.904,140.11,1.09852,-51.2127 
