cyc,time,freq,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
91,0.1,43.3368,91,3.97365e-07,7.82592e-07,1.08049e-29,16.3066,0.507755,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0179072,9.82426e-32,-1.33059e-13,42784.6,58882.4,1.39212,22.7008,1.331,21.704,1.23645,0.0066,1.45015,6.683e-06 
92,0.1,43.2368,92,4.46797e-07,7.17111e-07,9.9008e-30,14.9422,0.623051,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.528978,-3.2631e-30,4.14929e-13,32918.6,48073,1.74502,26.0744,1.58389,23.6668,0.715806,0.0066,1.38844,6.683e-06 
93,0.1,43.1968,93,4.25049e-07,7.36198e-07,1.01643e-29,15.3399,0.577358,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.325082,-1.90772e-30,-1.12248e-13,35617.6,50282.7,1.6024,24.5807,1.48017,22.7056,0.908432,0.0066,1.40716,6.683e-06 
94,0.1,43.2768,94,4.0137e-07,7.98685e-07,1.1027e-29,16.6419,0.502538,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.0455066,2.52175e-31,1.66022e-13,45478.7,63939.9,1.37677,22.912,1.32026,21.9716,1.26312,0.0066,1.43313,6.683e-06 
95,0.1,43.2568,95,4.29165e-07,7.52921e-07,1.03952e-29,15.6884,0.57,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.290845,-1.72334e-30,6.34425e-15,38100.5,53644.4,1.5797,24.7828,1.46389,22.966,0.940887,0.0066,1.42574,6.683e-06 
96,0.1,43.1368,96,3.95821e-07,7.26282e-07,1.00274e-29,15.1333,0.544996,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.17115,-9.35319e-31,2.17033e-14,34197.8,48274.8,1.50333,22.7503,1.40946,21.3297,1.05482,0.0066,1.41013,6.683e-06 
97,0.1,43.1968,97,4.37058e-07,7.51934e-07,1.03816e-29,15.6678,0.581246,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.343,-2.06975e-30,1.99513e-13,37950.8,53939.2,1.61444,25.2947,1.48882,23.3264,0.891467,0.0066,1.4151,6.683e-06 
98,0.1,43.1768,98,4.01118e-07,7.21013e-07,9.95467e-30,15.0235,0.556326,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.226055,-1.2519e-30,-1.07606e-13,33458.8,46741,1.53777,23.1027,1.43395,21.5429,1.00246,0.0066,1.43242,6.683e-06 
99,0.1,43.0868,99,3.92406e-07,7.22904e-07,9.98077e-30,15.0629,0.54282,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.16047,-8.69388e-31,-2.05808e-13,33722.8,47041.6,1.49675,22.5453,1.40479,21.1601,1.06502,0.0066,1.40291,6.683e-06 
100,0.1,43.2168,100,4.42293e-07,7.12297e-07,9.83433e-30,14.8419,0.620938,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.519855,-3.1745e-30,-2.63269e-13,32260.1,45338.9,1.73838,25.8008,1.579,23.4353,0.724412,0.0066,1.36335,6.683e-06 
101,0.1,43.1368,101,4.0342e-07,7.24089e-07,9.99714e-30,15.0876,0.557141,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.229962,-1.28084e-30,4.75676e-13,33888.9,48763.5,1.54026,23.2388,1.43572,21.6616,0.998737,0.0066,1.41917,6.683e-06 
102,0.1,43.3168,102,4.06882e-07,7.01143e-07,9.68034e-30,14.6095,0.580312,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.338706,-1.90272e-30,1.13071e-13,30768.2,43783.1,1.61155,23.5438,1.48674,21.7204,0.895531,0.0066,1.40367,6.683e-06 
103,0.1,43.2768,103,4.22534e-07,6.91357e-07,9.54522e-30,14.4056,0.611166,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.477272,-2.78427e-30,3.05125e-13,29497.8,43161.4,1.70774,24.601,1.55648,22.422,0.764613,0.0066,1.37871,6.683e-06 
104,0.1,43.1768,104,4.18217e-07,7.08442e-07,9.78111e-30,14.7616,0.590333,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.384442,-2.21981e-30,-4.17555e-14,31739.1,45049,1.64266,24.2483,1.50916,22.2776,0.852272,0.0066,1.37776,6.683e-06 
105,0.1,43.1368,105,4.14103e-07,6.96602e-07,9.61763e-30,14.5148,0.594462,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.403077,-2.30452e-30,-3.82049e-14,30174.1,42646.5,1.65553,24.0297,1.51847,22.0403,0.834665,0.0066,1.39979,6.683e-06 
106,0.1,43.3368,106,3.96512e-07,7.62393e-07,1.0526e-29,15.8857,0.520089,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.046254,-2.53215e-31,6.72909e-13,39556.6,56955.1,1.4286,22.6944,1.35663,21.5511,1.17456,0.0066,1.43897,6.683e-06 
107,0.1,43.1368,107,4.09011e-07,6.85773e-07,9.46812e-30,14.2892,0.596424,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.411886,-2.32593e-30,-2.70934e-13,28788.7,39843.8,1.66165,23.7436,1.5229,21.761,0.826344,0.0066,1.40497,6.683e-06 
108,0.1,43.2968,108,4.17895e-07,7.32223e-07,1.01094e-29,15.2571,0.570721,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.294226,-1.69759e-30,1.93701e-13,35043.9,49133,1.58192,24.1354,1.46548,22.3589,0.937679,0.0066,1.45269,6.683e-06 
109,0.1,43.2368,109,4.37491e-07,6.69161e-07,9.23878e-30,13.9431,0.65379,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.658873,-3.97974e-30,2.14656e-13,26747,39590.2,1.84165,25.6783,1.65616,23.092,0.593077,0.0066,1.33013,6.683e-06 
110,0.1,43.3868,110,4.09335e-07,6.9298e-07,9.56764e-30,14.4394,0.590688,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.386049,-2.18175e-30,4.26373e-13,29706,43330.3,1.64377,23.735,1.50996,21.8029,0.850754,0.0066,1.40096,6.683e-06 
111,0.1,43.2168,111,4.47106e-07,6.8243e-07,9.42197e-30,14.2195,0.655168,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.664572,-4.10238e-30,1.82754e-13,28369.7,41322.6,1.84599,26.2491,1.65945,23.5966,0.587687,0.0066,1.35974,6.683e-06 
112,0.12,43.2508,112,4.28806e-07,6.89208e-07,9.51555e-30,14.3608,0.622172,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.525176,-3.10921e-30,2.53043e-13,29223.5,41801.3,1.74228,25.0204,1.58185,22.7166,0.719407,0.0066,1.41727,6.683e-06 
113,0.12,43.2908,113,4.16296e-07,6.70394e-07,9.25579e-30,13.9688,0.620973,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.520002,-2.98876e-30,1.78616e-14,26895,38188.9,1.73849,24.2845,1.57907,22.0577,0.724273,0.0066,1.4084,6.683e-06 
114,0.12,43.0808,114,4.05589e-07,7.33331e-07,1.01247e-29,15.2802,0.553078,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.210428,-1.17835e-30,1.3786e-13,35203.1,49944.6,1.52787,23.3461,1.4269,21.8032,1.01734,0.0066,1.4132,6.683e-06 
115,0.12,43.1508,115,4.07215e-07,7.85618e-07,1.08466e-29,16.3696,0.518337,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.037237,-2.09354e-31,1.67907e-13,43282.8,60628.1,1.4234,23.3005,1.35297,22.1476,1.18325,0.0066,1.43392,6.683e-06 
116,0.12,43.3108,116,3.93777e-07,7.43875e-07,1.02703e-29,15.4999,0.529359,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0934363,-5.07983e-31,3.93404e-13,36743.6,52016.5,1.45626,22.5718,1.37613,21.3298,1.12922,0.0066,1.43814,6.683e-06 
117,0.12,43.3808,117,3.73689e-07,7.70755e-07,1.06414e-29,16.06,0.484835,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,0.141576,7.3044e-31,9.91084e-13,40872.5,58521.4,1.32526,21.2836,1.28429,20.6257,1.35643,0.0066,1.47062,6.683e-06 
118,0.12,43.1508,118,4.07535e-07,6.79503e-07,9.38156e-30,14.1586,0.599755,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.426785,-2.40136e-30,-2.99605e-13,28006.3,39045.3,1.67205,23.6738,1.53045,21.6689,0.812275,0.0066,1.37677,6.683e-06 
119,0.12,43.3308,119,4.00313e-07,7.3422e-07,1.0137e-29,15.2987,0.545222,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.172255,-9.5204e-31,4.59396e-14,35331.4,48626.8,1.50402,23.0095,1.40994,21.5703,1.05376,0.0066,1.466,6.683e-06 
120,0.12,43.2308,120,4.40228e-07,7.06772e-07,9.75805e-30,14.7268,0.622871,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.528205,-3.21043e-30,2.19777e-13,31515.2,45415,1.74445,25.6902,1.58347,23.3194,0.716536,0.0066,1.37553,6.683e-06 
121,0.12,43.1908,121,4.13468e-07,7.1508e-07,9.87275e-30,14.8999,0.578212,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.329028,-1.87827e-30,-1.89467e-13,32639.7,46053.7,1.60504,23.915,1.48206,22.0826,0.904695,0.0066,1.36945,6.683e-06 
122,0.12,43.2708,122,3.97448e-07,7.4281e-07,1.02556e-29,15.4777,0.535061,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.122043,-6.69698e-31,-1.76592e-13,36585.9,50757.3,1.47336,22.8042,1.38822,21.4864,1.10179,0.0066,1.4193,6.683e-06 
123,0.12,43.2508,123,4.46877e-07,6.58168e-07,9.087e-30,13.714,0.678972,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.761476,-4.69816e-30,2.1832e-13,25450.2,37240.5,1.92091,26.3434,1.71682,23.5445,0.495925,0.0066,1.38447,6.683e-06 
125,0.12,43.1908,125,4.52749e-07,6.40351e-07,8.84102e-30,13.3428,0.707032,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.872095,-5.45136e-30,-1.81341e-13,23438.9,33040.8,2.00923,26.8087,1.78594,23.8294,0.390918,0.0066,1.37113,6.683e-06 
126,0.12,43.1708,126,4.25156e-07,6.91951e-07,9.55342e-30,14.4179,0.614431,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.491562,-2.88543e-30,-1.8721e-13,29573.8,41249.4,1.71798,24.7697,1.56398,22.5494,0.751125,0.0066,1.39978,6.683e-06 
127,0.12,43.0808,127,4.01897e-07,7.2117e-07,9.95684e-30,15.0268,0.557285,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.230649,-1.27983e-30,2.36431e-13,33480.8,47011,1.5407,23.1518,1.43604,21.579,0.998087,0.0066,1.43892,6.683e-06 
128,0.12,43.2108,128,4.09541e-07,6.66549e-07,9.20272e-30,13.8887,0.61442,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.491514,-2.77918e-30,-5.8527e-13,26435,36385.5,1.71794,23.8599,1.56395,21.7212,0.75117,0.0066,1.34623,6.683e-06 
129,0.12,43.1308,129,4.00545e-07,6.98715e-07,9.64681e-30,14.5589,0.57326,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.306075,-1.69263e-30,3.13191e-13,30449.6,43539.2,1.58973,23.1447,1.47109,21.4173,0.926434,0.0066,1.41483,6.683e-06 
130,0.12,43.3108,130,4.18319e-07,6.65372e-07,9.18646e-30,13.8641,0.628701,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.553255,-3.19534e-30,8.27869e-14,26295.1,37235.4,1.76275,24.4389,1.59702,22.1413,0.692875,0.0066,1.43335,6.683e-06 
131,0.12,43.2708,131,4.24912e-07,7.11698e-07,9.82606e-30,14.8294,0.597039,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.414645,-2.43253e-30,-3.39748e-13,32178.7,44551.1,1.66357,24.6697,1.52429,22.6043,0.823738,0.0066,1.41081,6.683e-06 
132,0.12,43.1708,132,4.1029e-07,7.12117e-07,9.83185e-30,14.8381,0.576156,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.319517,-1.80996e-30,9.77243e-14,32235.6,45330.5,1.59869,23.7215,1.4775,21.9233,0.913704,0.0066,1.41209,6.683e-06 
133,0.12,43.1308,133,3.86206e-07,7.08687e-07,9.78449e-30,14.7667,0.54496,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.170971,-9.11645e-31,-9.7006e-14,31772,43704.2,1.50322,22.1975,1.40938,20.8118,1.05499,0.0066,1.44174,6.683e-06 
134,0.12,43.3308,134,3.88825e-07,7.01218e-07,9.68137e-30,14.611,0.5545,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.217281,-1.16644e-30,9.85451e-13,30778,44739.3,1.5322,22.3871,1.42998,20.8935,1.01081,0.0066,1.47292,6.683e-06 
135,0.12,43.1308,135,3.85713e-07,7.1923e-07,9.93005e-30,14.9863,0.536287,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.128152,-6.82453e-31,-4.78706e-13,33211.2,45621.2,1.47705,22.1355,1.39083,20.8434,1.09594,0.0066,1.38647,6.683e-06 
136,0.12,43.2908,136,3.85831e-07,7.25246e-07,1.00131e-29,15.1117,0.532,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.10673,-5.68546e-31,2.20779e-13,34051.5,47873.9,1.46417,22.1261,1.38172,20.8801,1.11647,0.0066,1.41916,6.683e-06 
137,0.12,43.2308,137,4.24798e-07,6.75761e-07,9.3299e-30,14.0806,0.628622,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.552919,-3.24286e-30,-2.7101e-13,27546.2,38807.8,1.7625,24.817,1.59684,22.4844,0.693193,0.0066,1.34392,6.683e-06 
138,0.12,43.3808,138,4.07012e-07,7.10338e-07,9.80728e-30,14.8011,0.572983,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.304788,-1.71273e-30,9.72774e-14,31994.6,45156.2,1.58887,23.517,1.47047,21.7646,0.92765,0.0066,1.41562,6.683e-06 
139,0.12,43.2108,139,4.35465e-07,6.67548e-07,9.2165e-30,13.9095,0.652335,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.652836,-3.92501e-30,-1.20033e-13,26553.9,37196.9,1.83708,25.5527,1.65269,22.9881,0.598789,0.0066,1.40939,6.683e-06 
140,0.14,43.2617,140,4.4034e-07,6.65002e-07,9.18135e-30,13.8564,0.662163,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.693357,-4.2153e-30,-3.30025e-13,26251.3,36782,1.868,25.8838,1.67619,23.2259,0.560446,0.0066,1.37909,6.683e-06 
141,0.14,43.3017,141,3.96791e-07,7.22912e-07,9.98089e-30,15.0631,0.548878,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.190095,-1.0414e-30,-2.72296e-13,33723.9,46132.4,1.5151,22.822,1.41782,21.3567,1.03673,0.0066,1.41576,6.683e-06 
142,0.14,43.0917,142,3.98416e-07,7.06894e-07,9.75974e-30,14.7293,0.563614,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.260782,-1.43449e-30,8.6056e-14,31531.6,44031.7,1.56007,22.9788,1.44985,21.3554,0.96943,0.0066,1.44509,6.683e-06 
143,0.14,43.1617,143,4.09145e-07,6.92699e-07,9.56375e-30,14.4335,0.590653,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.385893,-2.17985e-30,3.2069e-14,29669.8,41809.6,1.64366,23.7238,1.50988,21.7929,0.850901,0.0066,1.40788,6.683e-06 
144,0.14,43.3217,144,4.09201e-07,6.75012e-07,9.31956e-30,14.065,0.606213,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.455463,-2.5732e-30,-3.4701e-13,27454.7,37887.4,1.69224,23.8013,1.54515,21.7325,0.785199,0.0066,1.3913,6.683e-06 
145,0.14,43.3917,145,3.95638e-07,7.28216e-07,1.00541e-29,15.1736,0.543297,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.162819,-8.89378e-31,-7.39351e-14,34471.7,47876.5,1.49819,22.7329,1.40581,21.3312,1.06278,0.0066,1.43679,6.683e-06 
146,0.14,43.1617,146,4.06171e-07,7.09945e-07,9.80186e-30,14.7929,0.572116,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.300738,-1.68648e-30,-4.2386e-13,31941.5,43967.8,1.58622,23.4647,1.46856,21.7242,0.931504,0.0066,1.40985,6.683e-06 
147,0.14,43.3417,147,4.18037e-07,6.6042e-07,9.1181e-30,13.7609,0.632986,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.571548,-3.29876e-30,-9.19813e-14,25712.4,36201.8,1.77622,24.4425,1.60703,22.1143,0.675606,0.0066,1.36842,6.683e-06 
148,0.14,43.2417,148,4.46645e-07,6.27043e-07,8.65727e-30,13.0655,0.712304,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.892465,-5.50348e-30,-5.36299e-13,22007.6,30316.8,2.02581,26.4682,1.79911,23.5062,0.371546,0.0066,1.377,6.683e-06 
149,0.14,43.2017,149,4.06031e-07,7.05932e-07,9.74645e-30,14.7092,0.575171,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.314939,-1.76551e-30,1.13386e-14,31402.9,43783.5,1.59566,23.471,1.47532,21.7008,0.918054,0.0066,1.43983,6.683e-06 
150,0.14,43.2817,150,4.16406e-07,6.49225e-07,8.96353e-30,13.5277,0.641389,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.607108,-3.49033e-30,-4.02022e-13,24426.9,33840.7,1.80264,24.3856,1.62677,22.0063,0.642017,0.0066,1.38056,6.683e-06 
151,0.14,43.2617,151,4.2102e-07,6.82879e-07,9.42817e-30,14.2289,0.616537,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.500742,-2.91072e-30,-3.76868e-13,28425.8,39541.5,1.72458,24.5389,1.56883,22.3227,0.742461,0.0066,1.38013,6.683e-06 
152,0.14,43.1417,152,4.06432e-07,7.15661e-07,9.88078e-30,14.912,0.567911,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.281048,-1.57708e-30,-2.83772e-13,32719.3,45211.2,1.57328,23.4608,1.45929,21.7609,0.950196,0.0066,1.40223,6.683e-06 
153,0.14,43.2017,153,4.03755e-07,6.84591e-07,9.4518e-30,14.2646,0.589776,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.381921,-2.129e-30,-1.06482e-14,28640.1,39860.2,1.64093,23.4072,1.50791,21.5097,0.854655,0.0066,1.42588,6.683e-06 
154,0.14,43.1817,154,4.15765e-07,6.91935e-07,9.5532e-30,14.4176,0.600873,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.43177,-2.47847e-30,-6.42212e-13,29571.8,39990.2,1.67554,24.1573,1.53299,22.102,0.807568,0.0066,1.41737,6.683e-06 
155,0.14,43.0917,155,3.97681e-07,6.87218e-07,9.48808e-30,14.3193,0.578683,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.331202,-1.81849e-30,-2.53863e-13,28971.1,39909.8,1.6065,23.004,1.48311,21.2371,0.902636,0.0066,1.4161,6.683e-06 
156,0.14,43.2217,156,4.20223e-07,6.45609e-07,8.9136e-30,13.4523,0.650894,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.646852,-3.75291e-30,-3.55347e-14,24020.9,34311.6,1.83254,24.652,1.64927,22.1865,0.604449,0.0066,1.37933,6.683e-06 
157,0.14,43.1417,157,3.92822e-07,7.42334e-07,1.0249e-29,15.4677,0.529172,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.0924974,-5.0166e-31,9.64222e-13,36515.6,52942.4,1.4557,22.5164,1.37573,21.2795,1.13012,0.0066,1.42194,6.683e-06 
158,0.14,43.3217,158,4.07188e-07,6.45367e-07,8.91026e-30,13.4473,0.630941,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.562828,-3.16413e-30,4.28659e-13,23993.9,34515.5,1.7698,23.799,1.60225,21.5459,0.683847,0.0066,1.39746,6.683e-06 
159,0.14,43.2817,159,4.02686e-07,6.27709e-07,8.66647e-30,13.0794,0.641517,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.607645,-3.37831e-30,3.16656e-13,22077.9,31979.2,1.80305,23.5827,1.62707,21.281,0.64151,0.0066,1.34105,6.683e-06 
160,0.14,43.1817,160,3.89884e-07,6.92777e-07,9.56483e-30,14.4351,0.562784,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.25685,-1.3826e-30,8.82241e-13,29679.9,43729.6,1.55752,22.4831,1.44804,20.9026,0.973167,0.0066,1.39907,6.683e-06 
161,0.14,43.1417,161,3.88357e-07,6.70642e-07,9.25922e-30,13.9739,0.579082,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.333047,-1.78575e-30,8.11464e-13,26924.9,39426.1,1.60774,22.4664,1.484,20.7373,0.900889,0.0066,1.39214,6.683e-06 
162,0.14,43.3417,162,4.10145e-07,6.67062e-07,9.20979e-30,13.8993,0.614853,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.493405,-2.79399e-30,3.38229e-13,26496,38037,1.7193,23.8971,1.56495,21.7518,0.749386,0.0066,1.36541,6.683e-06 
163,0.14,43.1417,163,4.02107e-07,6.6947e-07,9.24304e-30,13.9495,0.600634,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.430707,-2.39115e-30,5.83841e-13,26784,38280.5,1.67479,23.3625,1.53244,21.3768,0.80857,0.0066,1.44223,6.683e-06 
164,0.14,43.3017,164,4.01176e-07,7.23112e-07,9.98365e-30,15.0672,0.55479,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.218679,-1.21123e-30,8.15421e-14,33752,46817.2,1.53309,23.0994,1.43061,21.5554,1.00948,0.0066,1.4097,6.683e-06 
165,0.14,43.2417,165,4.30008e-07,6.46657e-07,8.92808e-30,13.4742,0.66497,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.704831,-4.18452e-30,2.10039e-13,24138.2,34288.4,1.87684,25.2888,1.68293,22.6761,0.549585,0.0066,1.37725,6.683e-06 
166,0.14,43.3917,166,3.97974e-07,7.31167e-07,1.00949e-29,15.2351,0.544299,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.167734,-9.21634e-31,4.14869e-13,34892.5,48394.2,1.50123,22.8713,1.40796,21.4504,1.05808,0.0066,1.48528,6.683e-06 
167,0.14,43.2217,167,4.07844e-07,6.98111e-07,9.63847e-30,14.5463,0.584211,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.356592,-2.00793e-30,3.8317e-13,30370.7,43546.1,1.62364,23.6179,1.49544,21.7531,0.878606,0.0066,1.37543,6.683e-06 
168,0.25,43.2692,168,4.13726e-07,6.58609e-07,9.09309e-30,13.7232,0.628181,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.55103,-3.14754e-30,1.15264e-12,25501.4,38533.9,1.76113,24.1683,1.59581,21.8997,0.694985,0.0066,1.38439,6.683e-06 
169,0.25,43.3092,169,4.17221e-07,6.52899e-07,9.01425e-30,13.6042,0.639029,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.59716,-3.43986e-30,4.10879e-13,24843.8,35641.5,1.79522,24.4226,1.62121,22.0553,0.651418,0.0066,1.41149,6.683e-06 
170,0.25,43.0992,170,3.92134e-07,6.74347e-07,9.31037e-30,14.0511,0.581502,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.34418,-1.86339e-30,1.24839e-12,27373.5,40863.9,1.61524,22.6959,1.48939,20.9276,0.890352,0.0066,1.41051,6.683e-06 
172,0.25,43.3292,172,4.10664e-07,6.54029e-07,9.02986e-30,13.6278,0.627899,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.54982,-3.11739e-30,1.86177e-13,24973.2,35687.7,1.76024,23.9882,1.59516,21.7384,0.69613,0.0066,1.38441,6.683e-06 
173,0.25,43.3992,173,4.12157e-07,6.62769e-07,9.15052e-30,13.8099,0.621872,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.523882,-2.98113e-30,-7.62826e-13,25987.7,35041.6,1.74133,24.0475,1.58116,21.8356,0.720622,0.0066,1.37646,6.683e-06 
174,0.25,43.1692,174,4.14898e-07,6.57008e-07,9.07098e-30,13.6898,0.631497,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.565199,-3.23762e-30,-7.11327e-13,25315.9,33776.1,1.77155,24.2522,1.60355,21.9523,0.681609,0.0066,1.40558,6.683e-06 
175,0.25,43.3492,175,3.92016e-07,6.957e-07,9.60519e-30,14.4961,0.563485,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.260169,-1.40813e-30,-7.83697e-13,30057.2,39665,1.55967,22.6091,1.44957,21.0131,0.970012,0.0066,1.40668,6.683e-06 
176,0.25,43.2492,176,4.23763e-07,6.93308e-07,9.57215e-30,14.4462,0.611219,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.477507,-2.79374e-30,2.37926e-14,29748.1,42287.4,1.70791,24.6729,1.5566,22.487,0.764391,0.0066,1.39928,6.683e-06 
177,0.25,43.2092,177,4.03158e-07,6.77705e-07,9.35674e-30,14.1211,0.594887,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.404988,-2.25425e-30,-7.68116e-14,27784.6,38923.7,1.65685,23.3966,1.51943,21.456,0.832859,0.0066,1.37315,6.683e-06 
178,0.25,43.2892,178,4.2562e-07,6.45527e-07,8.91247e-30,13.4506,0.659338,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.681763,-4.00626e-30,-2.19355e-13,24011.8,33204.6,1.85911,25.0061,1.66941,22.4546,0.571418,0.0066,1.40405,6.683e-06 
179,0.25,43.2692,179,4.25879e-07,6.62001e-07,9.13991e-30,13.7939,0.643322,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.615211,-3.61738e-30,-4.95155e-14,25897.4,36643.8,1.80876,24.9498,1.63133,22.5023,0.634385,0.0066,1.37219,6.683e-06 
180,0.25,43.1492,180,4.2522e-07,6.34717e-07,8.76322e-30,13.2254,0.669936,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.725042,-4.25658e-30,-9.64624e-13,22825.6,30525.3,1.89246,25.0285,1.69491,22.4158,0.530442,0.0066,1.3444,6.683e-06 
181,0.25,43.2092,181,4.12974e-07,6.43196e-07,8.88029e-30,13.4021,0.642065,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.609946,-3.47775e-30,1.35676e-13,23752.7,33918.3,1.80478,24.1878,1.62836,21.8234,0.639342,0.0066,1.35968,6.683e-06 
182,0.25,43.1892,182,4.13099e-07,6.72384e-07,9.28327e-30,14.0102,0.61438,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.49134,-2.80233e-30,-5.27334e-13,27135.2,36831.3,1.71782,24.067,1.56386,21.9101,0.751334,0.0066,1.38904,6.683e-06 
183,0.25,43.0992,183,4.06343e-07,7.38426e-07,1.01951e-29,15.3863,0.550283,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-0.196915,-1.10473e-30,3.4827e-13,35942,50761.8,1.51937,23.3775,1.42085,21.8617,1.03023,0.0066,1.41045,6.683e-06 
