cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
168,0.85,43.24,168,31820.1,-0.30081,61.9094,11.7862,116.562,0.751863,-488.008,0.0214816,3.60402,-1.22783,1.41704,0.768868,-1.4415,-6.16049,17246.6,136.819,15201.9,35697.7,3.64281,-1.18904,1.49462,0.807659,-1.40271,0.554288,17255.3,137.299,15210.5,0.496593,0.986267,0.016356,34747.4,-0.000879909,1.44933,11.9622,12.1486,116.85,88.8564,1.2415,11.6501,13.2436,115.695,139.952,1.15436,-51.0957 
169,0.85,43.05,169,38615.7,-0.0321011,73.3597,11.9096,116.59,-0.0752635,0.629103,500,-0.623437,0.134567,-2.70541,-1.7028,-0.537006,50.3469,20336.2,192.253,18878.7,28442.8,-0.940458,-0.182454,-3.33945,-2.01982,-0.854027,0.544799,20265.6,188.33,18808.1,0.483725,0.983997,0.0181114,41894.9,-0.000958367,1.62424,12.256,12.531,116.998,89.7057,1.51658,11.7024,13.359,115.752,140.89,1.24585,-51.184 
170,0.85,43.2,170,30988.1,-0.0458746,60.389,11.7338,116.276,-0.0250245,-62.7641,500,0.85839,0.232046,-3.72084,-1.97718,2.01813,11.3111,15401.2,137.1,16364.7,23118.2,0.787167,0.160822,-3.86328,-2.0484,1.94691,-0.280595,15385.3,136.219,16348.8,0.450042,0.984742,0.0151165,34186.5,-0.00127623,1.28878,12.192,12.1986,116.647,88.8063,1.32087,11.6677,13.354,115.502,140.267,1.14467,-51.4609 
171,0.85,43.3,171,38514.2,-0.209497,73.7909,11.8722,116.735,-0.663281,167.911,0.431741,0.63795,0.216661,-0.669499,-1.5336,1.013,-43.573,20714.7,187.915,18388.8,32144.1,0.912318,0.491028,-0.120764,-1.25923,1.28737,1.09214,20775.8,191.31,18449.9,0.494742,0.984141,0.0187431,41993.3,-0.000939596,1.68665,12.1311,12.3965,117.095,88.316,1.45464,11.7014,13.5943,115.925,139.482,1.17006,-51.1661 
172,0.85,43.25,172,34607.9,-0.332522,67.2105,11.7456,116.69,-0.160884,-429.877,305.692,-0.375805,1.03109,0.961552,-1.24914,0.2576,-43.6548,18096.5,167.165,17052.2,27949.8,-0.100923,1.30598,1.51132,-0.974254,0.532483,0.335568,18157.8,170.566,17113.5,0.479879,0.983827,0.0180289,37838.3,-0.000890771,1.52377,12.0266,12.0621,116.961,87.875,1.37251,11.5535,13.5861,115.992,138.975,0.968543,-51.0997 
173,0.85,43.125,173,37363.6,-0.331674,71.6388,11.854,116.585,0.0482473,77.4443,497.826,0.489391,0.55824,-1.68797,-3.91022,-2.15333,61.1991,20570.5,186.069,17261.3,27766.1,0.104036,0.172885,-2.45868,-4.29557,-2.53869,0.727299,20484.7,181.3,17175.5,0.509107,0.984748,0.0190739,40236.5,-0.000903992,1.66506,12.201,12.4151,116.937,88.2425,1.40525,11.5757,13.4154,115.747,139.227,1.18985,-50.9848 
174,0.85,43.275,174,38263.7,-0.0284029,73.0768,11.7702,116.668,-0.0147984,-2.3029,6.32325e-12,0.742284,-1.65659,4.82958,0.265452,1.02374,5.58388,19944,215.13,18768.2,28001.1,0.707124,-1.69175,4.75926,0.230292,0.988583,0.0469101,19936.1,214.695,18760.3,0.480267,0.981503,0.0206459,41510.5,-0.000757321,1.60871,12.1224,12.4839,117.048,89.0531,1.52921,11.5559,13.3541,115.855,140.182,1.19315,-51.1289 
175,0.85,43.21,175,30622.7,-0.323528,58.4379,12.0104,116.633,-0.0878848,424.106,37.6834,-2.01111,-3.06224,0.481016,-2.84359,-1.01313,66.6102,15834.5,144.426,15345.5,24061.2,-2.43054,-3.48166,-0.357837,-3.26302,-1.43256,0.967367,15741,139.236,15252,0.472975,0.984757,0.0165384,33280.9,-0.000907119,1.26312,12.299,12.5168,116.987,88.3977,1.1968,11.7772,13.7232,115.872,139.814,1.1153,-51.4166 
176,0.85,43.325,176,37966.3,-0.0412561,73.6226,11.6568,116.63,-0.0263915,6.87554,500,4.33604,-0.602901,-1.65372,-1.05171,-0.452992,-56.2093,20294,177.485,18173.3,27943.4,4.68997,-0.248966,-0.945846,-0.697772,-0.099057,1.35053,20372.8,181.865,18252.1,0.49254,0.984618,0.018024,41362.8,-0.000978609,1.68809,11.9441,12.3299,116.988,89.1914,1.47774,11.5765,13.46,115.854,140.389,1.13364,-51.1972 
177,0.85,43.175,177,36934.2,-0.294248,71.3286,11.7153,116.93,0.129323,-45.5047,388.587,-4.67897,-2.55938,2.2227,1.62837,3.28757,32.7785,19673.3,156.959,17786.9,27394.3,-4.88537,-2.76578,1.80991,1.42197,3.08117,2.35261,19627.3,154.405,17740.9,0.490323,0.98642,0.0157794,40029.3,-0.000812528,1.63681,12.0278,12.206,117.266,88.3809,1.43314,11.4967,13.5716,116.173,139.785,1.09277,-51.4039 
