cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,0.05,43.24,0,34337.4,-0.42894,65.1949,12.187,116.576,-1.37448,864.254,493.663,-1.11294,-1.354,-3.68829,-1.1619,-3.61528,-6.69714,17526.3,160.272,17633.1,64534.6,-1.07077,-1.31183,-3.60395,-1.11973,-3.57311,0.662532,17535.7,160.794,17642.5,0.463605,0.984207,0.0165117,37824.6,-0.00129364,1.36974,12.5706,12.5741,116.885,89.8151,1.33406,11.9804,13.9065,115.806,141.501,1.07847,-51.6861 
1,0.05,43.05,1,40827.3,-0.0740625,76.4614,12.0481,116.546,0.0896299,-34.9377,6.48348e-13,2.44319,-5.01152,-3.07492,-1.45309,-4.16242,-68.7824,21376.3,217.435,20027.7,30090.5,2.8763,-4.57842,-2.20871,-1.01999,-3.72931,0.744956,21472.7,222.795,20124.1,0.481284,0.982166,0.0199864,44615.5,-0.000927161,1.65904,12.4911,12.6096,116.908,89.3382,1.50888,11.8145,14.1306,115.763,140.956,1.14566,-51.6173 
2,0.05,43.2,2,34839.3,-0.121648,65.7006,12.0328,116.682,-0.0334403,-146.968,0.0351306,-0.474304,-3.84568,0.722295,-1.30614,-2.47455,-23.2706,18243.8,174.707,17288.6,25895.3,-0.327776,-3.69916,1.01535,-1.15962,-2.32802,1.15623,18276.4,176.52,17321.2,0.478492,0.983379,0.0184269,38195.9,-0.00104579,1.42883,12.4574,12.5589,117.023,89.4802,1.35189,11.8429,13.6122,115.895,141.04,1.12799,-51.5597 
3,0.05,43.3,3,38204.5,-0.396889,73.4732,11.9073,116.113,0.28341,-129.931,254.288,1.75263,-0.68107,-4.11606,-2.33343,-3.31387,-10.987,19675.4,194.781,19136.7,29678.6,1.82181,-0.611888,-3.9777,-2.26424,-3.24468,0.51941,19690.9,195.637,19152.1,0.472024,0.98291,0.0184694,41715.8,-0.000981888,1.60841,12.2314,12.2592,116.357,89.4108,1.53493,11.6814,13.4219,115.363,140.652,0.994182,-51.2407 
4,0.05,43.25,4,38535.9,-0.0338302,72.6732,11.9984,116.405,-0.0288835,25.5134,500,1.89946,-2.51008,-4.94014,-2.07531,-2.01057,-9.32685,19751.1,187.301,19399.7,28409.2,1.95819,-2.45136,-4.82268,-2.01658,-1.95184,0.480553,19764.2,188.028,19412.8,0.469582,0.983624,0.0175295,42088.9,-0.00115781,1.55936,12.3905,12.5769,116.868,90.1731,1.49359,11.9413,13.7554,115.6,141.709,1.26798,-51.5362 
5,0.05,43.125,5,39881.1,-0.453977,76.0399,12.0707,116.371,0.508047,168.55,77.1514,-0.062029,-4.70644,-5.6722,-3.09651,-2.48193,64.4661,21392.9,198.783,19246.9,32666.7,-0.467955,-5.11237,-6.48405,-3.50243,-2.88785,0.64865,21302.5,193.76,19156.5,0.491606,0.984332,0.0182913,43332.4,-0.00130382,1.71283,12.3097,12.4917,116.712,89.7167,1.51486,11.8763,13.5327,115.587,141.091,1.12504,-51.3745 
6,0.05,43.275,6,39388.5,-0.0399396,74.1955,11.9917,116.649,-0.0285642,19.1589,500,1.6028,0.659564,0.878637,-1.36334,-3.2253,8.46828,20763.1,184.39,19133.6,28981.5,1.54947,0.606241,0.771992,-1.41666,-3.27862,1.43675,20751.2,183.73,19121.7,0.485509,0.984742,0.017392,42741.2,-0.00097526,1.63627,12.4028,12.5458,116.994,88.8432,1.47178,11.8443,13.8616,115.862,140.377,1.13137,-51.5336 
7,0.05,43.21,7,30534.5,-0.328927,58.6721,11.9439,116.61,-0.32363,95.3682,88.2707,-0.967487,1.89244,-0.68743,0.603245,1.2983,33.555,15716.1,158.553,15483.5,23817.2,-1.17877,1.68116,-1.11,0.391958,1.08701,2.2739,15669,155.938,15436.4,0.46884,0.982882,0.018269,33420.9,-0.00106105,1.26453,12.334,12.3599,116.89,89.1278,1.20783,11.8387,13.7183,115.871,140.555,1.01936,-51.427 
8,0.05,43.325,8,39345.4,-0.0666156,74.4305,12.0153,116.067,0.139598,92.2582,500,0.109346,-5.30954,-4.89682,-0.944237,1.04685,24.6666,21401.3,223.591,18599.4,29531.8,-0.0459728,-5.46486,-5.20746,-1.09956,0.891536,0.523402,21366.7,221.669,18564.8,0.500201,0.982168,0.0215219,42716.2,-0.00117148,1.70788,12.418,12.4098,116.378,90.0462,1.46479,11.7948,13.6166,115.155,141.448,1.22305,-51.4023 
9,0.05,43.175,9,38585.8,-0.0329658,73.3831,11.9219,116.181,-0.0296697,13.2073,500,-3.99668,-1.92861,-3.28622,-3.28686,-0.910223,33.5097,20588.4,218.857,18598.3,28492.5,-4.20768,-2.13961,-3.70822,-3.49787,-1.12122,0.747303,20541.4,216.246,18551.3,0.490537,0.981911,0.0210214,41875.4,-0.000956851,1.66742,12.2016,12.4036,116.422,89.6196,1.473,11.8064,13.4439,115.361,140.863,1.06063,-51.2433 
10,0.05,43.35,10,39577.9,2.15983e-05,75.0268,11.9314,115.961,-0.0375231,26.544,4.70833e-08,-0.20205,-2.21585,-0.477824,-2.82445,4.80152,41.2827,19557,197.481,20694,29173.4,-0.461996,-2.4758,-0.997716,-3.0844,4.54157,0.597425,19499.1,194.264,20636,0.451049,0.982864,0.0170456,43230.6,-0.000994912,1.59347,12.2609,12.3754,116.265,89.9469,1.61238,11.8178,13.4906,115.145,141.293,1.1195,-51.346 
11,0.05,43.1,11,39010.4,-0.34828,74.3948,11.9645,116.37,0.241891,85.5182,0.0328637,3.29428,-2.99644,-2.34584,1.13397,0.241279,45.5851,19735.1,219.844,19870.9,29648.9,3.00724,-3.28348,-2.91992,0.846936,-0.0457584,-0.219185,19671.1,216.292,19807,0.463404,0.981121,0.0197191,42449.2,-0.00106095,1.58252,12.2441,12.4944,116.648,89.6713,1.55416,11.8622,13.599,115.636,140.937,1.01157,-51.2659 
12,0.05,43.225,12,29355.3,0.0112143,56.3614,11.7793,116.575,0.0441642,-198.723,1.91051e-12,-0.366648,-1.24118,-2.68432,3.69709,-0.819658,-3.47046,14850,145.772,15202.9,21897.7,-0.344796,-1.21933,-2.64062,3.71894,-0.797805,-1.05719,14854.8,146.042,15207.8,0.459279,0.983086,0.0173825,32343.8,-0.00109586,1.19203,12.2754,12.5005,116.91,89.9704,1.18863,11.7757,13.7209,115.861,141.443,1.0484,-51.4726 
13,0.05,43.15,13,40963.3,-0.384104,77.1041,12.105,116.357,0.304837,67.8215,440.172,-0.834595,-0.240408,-0.705047,0.647419,-1.33452,43.08,22374.5,227.774,19111.1,31056.4,-1.10586,-0.511672,-1.24757,0.376155,-1.60578,0.695322,22314.1,224.417,19050.7,0.504588,0.982704,0.0212391,44222.4,-0.00106628,1.76513,12.4629,12.4631,116.756,89.2935,1.5077,11.7744,13.6681,115.454,140.276,1.3025,-50.9827 
14,0.05,43.24,14,34597.4,-0.129849,65.5978,12.0685,116.118,0.61894,639.793,4.58717e-09,-3.88648,-4.72771,-8.21208,-2.4061,-3.97094,114.634,17679.2,187.753,17724.9,38662.2,-4.6083,-5.44953,-9.65572,-3.12792,-4.69276,0.649319,17518.4,178.821,17564.1,0.464467,0.98245,0.0184093,37717.1,-0.00117312,1.39706,12.3605,12.5458,116.448,89.2344,1.38045,11.9516,13.5548,115.225,140.558,1.22285,-51.3236 
15,0.05,43.05,15,38637.2,-0.108227,74.0756,11.8476,116.334,0.00664322,8.42286,500,-0.890206,-0.628824,2.22495,0.599201,-1.17775,-29.9392,19539.7,203.659,19764.6,28571.2,-0.701687,-0.440305,2.60199,0.78772,-0.989226,-1.06755,19581.7,205.992,19806.6,0.462277,0.981923,0.0187981,42359.3,-0.00108139,1.58824,12.1717,12.3901,116.759,89.7813,1.56803,11.7224,13.5462,115.525,141.282,1.23416,-51.5009 
16,0.05,43.2,16,34432.3,-0.373241,64.9203,12.1726,116.879,-0.446333,-79.0962,279.274,-2.40701,-0.00360659,-2.40982,2.09107,0.806121,-10.4419,17784.1,190.556,17318.9,26874.4,-2.34126,0.0621432,-2.27832,2.15682,0.87187,-0.490317,17798.7,191.369,17333.6,0.47171,0.981532,0.0199322,37732.4,-0.00100011,1.35244,12.5393,12.8454,117.21,89.4478,1.30811,11.9375,13.9612,116.121,141.121,1.08865,-51.673 
17,0.05,43.3,17,40525.7,-0.38216,76.8406,12.0199,116.567,0.51055,37.9192,325.889,0.603006,-0.541613,-3.61844,-3.3942,-2.02066,17.2002,21379.1,201.226,19928.1,30697,0.494701,-0.649918,-3.83505,-3.5025,-2.12896,0.601418,21355,199.885,19904,0.482658,0.983884,0.0181633,44244.5,-0.001173,1.69247,12.3353,12.5646,117.018,89.707,1.57599,11.7906,13.4871,115.629,140.996,1.38909,-51.2887 
18,0.05,43.25,18,36858.1,-0.00658439,68.7858,12.1033,116.588,-0.0376389,-6.82376,3.75786e-12,0.966226,-0.70649,0.14281,-1.62373,-0.299177,0.116523,19612.8,196.164,17914.9,27110.1,0.965492,-0.707224,0.141342,-1.62447,-0.299911,1.0927,19612.7,196.155,17914.8,0.487699,0.982799,0.019771,40214.7,-0.000983002,1.4954,12.5617,12.808,117.005,89.9665,1.38458,11.9221,13.6152,115.643,141.332,1.36169,-51.3659 
19,0.05,43.125,19,38939.8,-0.0463875,74.8091,11.7208,116.449,-0.0475472,1.68088,500,3.66289,-0.153861,-0.404423,-2.38795,-2.35658,3.96483,20854.5,181.362,18624.1,28546.1,3.63792,-0.178827,-0.454354,-2.41292,-2.38155,0.746132,20849,181.053,18618.5,0.493347,0.98503,0.017598,42260.3,-0.000953113,1.71803,12.1118,12.3163,116.832,89.8015,1.54858,11.5397,13.1033,115.574,140.87,1.25825,-51.0685 
