cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
84,0.35,43.24,84,33778.7,-0.340796,63.9511,12.0775,116.626,-0.086477,466.605,309.799,-0.174482,0.296694,2.5191,-0.433745,0.880266,-25.4622,17314.6,155.721,17152.6,26456.8,-0.0141532,0.457023,2.83975,-0.273416,1.0406,0.298792,17350.3,157.706,17188.3,0.467451,0.984342,0.0166207,37116.8,-0.00111436,1.36704,12.4381,12.519,116.991,89.7062,1.35339,11.8595,13.4927,115.845,141.154,1.14679,-51.4483 
85,0.35,43.05,85,38449.4,-0.0769638,74.2838,11.6984,116.575,0.0368705,-24.6735,499.999,1.77409,-0.902788,3.28098,-1.00847,-3.45493,-5.25099,20270.7,175.644,18936.1,28318.4,1.80716,-0.869724,3.34711,-0.97541,-3.42187,30.6913,20278.1,176.054,18943.5,0.482087,0.985034,0.0168317,42063.1,-0.0011602,1.68285,12.1073,12.228,117.006,89.903,1.56631,11.4938,13.2291,115.766,141.207,1.23997,-51.3043 
86,0.35,43.2,86,33850.6,0.0068693,63.395,12.1469,116.365,-0.0626321,29.8555,500,4.70734,1.10748,2.01532,-4.77722,-1.0029,47.0795,18608.1,169.89,15788.9,25128.5,4.41089,0.811037,1.42243,-5.07367,-1.29935,-4.24224,18542.1,166.222,15722.9,0.506291,0.984554,0.0191026,36623.4,-0.000995818,1.44531,12.5413,12.6069,116.644,88.62,1.21024,11.9519,13.8374,115.401,139.876,1.24297,-51.2557 
87,0.35,43.3,87,40074.4,-0.131172,75.0509,12.1001,116.395,-0.0552132,222.468,3.07744e-06,3.00965,4.03331,-1.96061,0.422802,1.61998,-1.92583,21315.7,225.768,19099.6,29962.2,3.02178,4.04544,-1.93636,0.434928,1.63211,1.26902,21318.4,225.918,19102.3,0.492501,0.981792,0.0213217,43286,-0.000703255,1.64777,12.4972,12.6324,116.669,89.1158,1.47569,11.9066,13.7017,115.58,140.338,1.08965,-51.2224 
88,0.35,43.25,88,35426.2,-0.324265,67.5873,11.9295,116.532,0.304029,13.1995,192.938,0.679063,-0.882081,-3.34956,1.43723,-0.344333,21.3142,18707.3,180.46,17069.4,26377.8,0.544853,-1.01629,-3.61798,1.30302,-0.478543,-0.108132,18677.4,178.799,17039.6,0.488006,0.983523,0.018963,38272.9,-0.000707507,1.54408,12.1488,12.1446,116.788,89.3523,1.33639,11.8676,13.6293,115.769,140.692,1.01881,-51.3394 
89,0.35,43.125,89,38110.9,-0.317988,73.3417,11.7789,116.3,1.10406,275.228,482.83,0.301455,-1.6431,-0.728282,-4.63821,-2.41349,-75.0512,19529.8,197.361,19035.1,38014.3,0.774032,-1.17052,0.216873,-4.16564,-1.94091,1.0345,19635,203.21,19140.3,0.47147,0.982211,0.0191822,41646.4,-0.000923425,1.63228,12.0956,12.1239,116.599,89.0939,1.56712,11.5941,13.2369,115.519,140.205,1.07923,-51.1113 
90,0.35,43.275,90,39036.3,-0.345521,74.7089,11.8742,116.816,0.807029,-512.117,0.105849,3.35363,0.357649,-1.89184,3.04483,-2.12969,-10.0366,20094.6,196.157,19450,42332.4,3.41682,0.420846,-1.76544,3.10803,-2.06649,1.56698,20108.6,196.939,19464.1,0.47323,0.98315,0.0182975,42492.4,-0.000927961,1.63032,12.1901,12.4138,117.197,89.4394,1.54592,11.6891,13.5341,116.055,140.93,1.14199,-51.4902 
91,0.35,43.21,91,29919,-0.34655,57.1214,12.0653,116.526,-0.161236,268.27,436.062,-2.35578,-2.78974,-4.74313,1.04141,-3.32665,55.7816,15387.3,128.592,15261.5,23843.3,-2.70703,-3.14098,-5.44561,0.690166,-3.67789,0.61869,15309.1,124.245,15183.3,0.46717,0.985996,0.0148501,32769.8,-0.00104003,1.2437,12.3222,12.3378,116.784,89.5499,1.1967,11.9594,13.4169,115.817,140.902,0.966135,-51.3525 
92,0.35,43.325,92,38552.1,0.00611136,73.6002,11.8732,116.445,0.046866,7.36251,3.21629e-07,-2.08008,-0.500454,1.1855,-1.61718,-1.18129,55.0187,19425,202.532,19771.5,28458.6,-2.42652,-0.846892,0.492623,-1.96361,-1.52772,1.07854,19347.8,198.245,19694.4,0.460703,0.982385,0.0182051,41996.4,-0.00112446,1.5708,12.2749,12.5531,116.863,90.2745,1.58401,11.6468,13.3358,115.599,141.697,1.2642,-51.423 
93,0.35,43.175,93,37247.8,-0.0901595,71.6115,11.7633,116.823,-0.00610384,5.94064,5.22077e-12,-0.0788061,-1.55266,-2.0348,-1.35124,-0.640365,-26.8063,19366.6,164.614,18671.1,27423.6,0.0899862,-1.38387,-1.69722,-1.18244,-0.471573,0.634623,19404.2,166.703,18708.7,0.474208,0.985188,0.016149,40919.2,-0.00114908,1.61141,12.1546,12.1457,117.256,90.3532,1.51082,11.6198,13.3599,116.056,141.862,1.20026,-51.5089 
