cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
406,43.248,0.57,406,20054.8,-0.669614,45.7205,11.2766,121.725,-0.358514,1230.09,423.859,-2.79807,0.985867,-7.11131,-8.45181,-3.81909,83.6206,9179.77,1.57697,13102,31139.6,-3.32461,0.45933,-8.16438,-8.97835,-4.34563,0.664757,9062.48,-2.76695,12984.7,0.447987,1.00053,-0.000392694,20229.3,-0.00289608,0.986171,11.3522,10.3997,121.79,92.5773,1.24685,11.4316,11.8957,120.844,143.591,0.945725,-51.0137 
407,43.288,0.57,407,28542.6,-0.774865,60.2677,11.7452,122.094,-0.244943,383.718,473.421,-0.730354,-3.891,5.63498,2.74993,-0.795556,121.477,13388.4,41.3815,17325,26102.8,-1.49526,-4.65591,4.10516,1.98502,-1.56047,3.53176,13218.1,35.071,17154.6,0.472563,0.995378,0.00375189,27971,-0.00255282,1.34004,11.6829,10.6112,122.31,91.4133,1.54895,11.7299,12.0594,121.353,142.218,0.956903,-50.805 
408,43.268,0.57,408,26610.9,0.0640436,55.6107,11.4704,121.61,-0.0848892,-49.6726,9.95018e-12,-2.93423,3.33514,-10.4971,-1.8675,2.10102,126.266,12046.2,35.4943,16387.6,20902.2,-3.72929,2.54008,-12.0872,-2.66256,1.30596,0.173977,11869.1,28.935,16210.5,0.459862,0.995752,0.0032773,25810.1,-0.00227334,1.21192,11.7019,10.5629,121.67,92.3913,1.50693,11.6397,11.8515,120.826,143.418,0.843156,-51.027 
409,43.158,0.57,409,25764.1,-0.190715,54.9263,11.5269,121.817,0.167834,-287.976,0.00792586,-4.82729,-3.87558,-11.3265,-6.54855,1.62762,148.578,12123.4,28.5234,15901.1,22183.8,-5.76285,-4.81114,-13.1976,-7.48411,0.692061,0.568193,11915,20.805,15692.7,0.468896,0.996954,0.00243628,25410.7,-0.0026905,1.24058,11.6416,10.4481,121.996,91.2883,1.46624,11.6879,11.7988,121.087,142.133,0.909116,-50.8442 
410,43.258,0.57,410,28900.9,-0.585954,59.5918,12.0089,121.775,0.100128,425.241,385.385,-8.19594,-9.9066,5.2959,-3.09239,-4.55012,152.399,13642.7,33.3927,17298.4,24682.3,-9.15555,-10.8662,3.37667,-4.052,-5.50974,1.12885,13428.9,25.4759,17084.7,0.477528,0.996691,0.00273933,28121.8,-0.00242206,1.29129,12.0599,10.8136,121.782,91.2816,1.49935,11.9274,12.269,120.876,142.12,0.906767,-50.8381 
411,43.238,0.57,411,22940.7,-0.789884,49.303,-11.9238,121.908,0.472723,-423.034,361.097,-5.43317,-3.06459,-5.85505,-0.503265,-3.98623,92.5913,10163.7,11.469,15042.1,25647.4,-6.0162,-3.64761,-7.0211,-1.08629,-4.56925,0.685723,10033.9,6.65903,14912.2,0.438958,0.99884,0.000821914,22858.4,-0.00271073,0.971416,12.0339,10.8828,122.068,91.661,1.29174,11.9458,12.4138,121.071,142.646,0.997127,-50.9853 
412,43.193,0.57,412,30179,-0.267353,61.5211,12.0025,122.114,0.346982,50.6132,500,-5.29612,-2.24603,-8.75256,-1.13226,-0.452784,88.2034,13920.3,46.5609,18392.1,24609.4,-5.85151,-2.80142,-9.86335,-1.68765,-1.00818,0.535013,13796.6,41.9789,18268.3,0.467564,0.994703,0.00421514,29507.3,-0.00258655,1.28134,12.0667,11.2125,122.308,91.0543,1.52011,12.1306,12.6027,121.271,141.904,1.03732,-50.8495 
413,43.148,0.57,413,29919.2,-0.515272,62.3046,11.8821,121.507,0.181388,161.655,7.3988e-05,-4.62605,-1.96817,-4.76384,-0.132979,-6.15306,156.972,13350.3,45.0694,18728.8,25054,-5.61446,-2.95658,-6.74066,-1.12139,-7.14147,0.714071,13130.2,36.915,18508.7,0.452022,0.995104,0.00366058,29047.6,-0.00270292,1.28661,11.8844,10.8766,121.65,92.0075,1.61278,11.9894,12.3021,120.653,143.106,0.997184,-51.0983 
414,43.178,0.57,414,30305.3,0.107534,61.6655,11.8657,121.79,0.20649,68.1391,1.05085e-12,-5.49646,0.625505,-6.48233,2.97634,-1.15064,177.938,14148.5,35.7103,18319,24277.5,-6.61689,-0.494923,-8.72318,1.85591,-2.27107,0.463194,13898.9,26.4667,18069.4,0.472132,0.996679,0.00269092,29438.6,-0.00270423,1.34911,12.156,10.7263,121.97,91.2463,1.58749,11.9954,12.2372,120.927,142.014,1.04322,-50.7682 
415,43.228,0.57,415,21639.1,-0.175111,45.7754,11.8806,121.978,0.190279,-91.5196,500,-9.5616,-6.32531,-9.34357,-1.79703,-1.3216,75.5685,9484.7,12.6634,14300,18270.7,-10.0374,-6.80114,-10.2952,-2.27287,-1.79744,0.670068,9378.71,8.73774,14194,0.434491,0.998372,0.00113271,21585.5,-0.0024729,0.897854,11.9376,10.9513,122.329,90.5428,1.20576,12.1716,12.411,121.034,141.353,1.29439,-50.8107 
416,43.118,0.57,416,29469.5,-0.0714821,60.7738,11.817,121.481,-0.0383857,-5.31614,500,-6.28844,-2.39089,-1.64423,-0.913268,-2.67027,141.066,13070.9,45.1343,18655.7,23385.2,-7.1767,-3.27914,-3.42075,-1.80152,-3.55853,0.822175,12873.1,37.8062,18457.8,0.447808,0.994887,0.0037589,28746.8,-0.00280769,1.25234,11.9502,10.857,121.66,91.1652,1.6115,12.0444,12.2439,120.682,141.959,0.977625,-50.794 
417,43.218,0.57,417,23217.4,-0.856509,49.793,12.079,122.018,0.912583,-93.5636,295.487,-9.01978,-3.5638,-2.38168,-5.19282,-7.95032,196.956,10361.3,15.1732,15363.6,22358.7,-10.26,-4.80398,-4.86203,-6.43299,-9.1905,0.863232,10085,4.9417,15087.3,0.437336,0.999143,0.000602999,23060.1,-0.0028449,0.972269,12.0456,11.0143,122.104,91.6375,1.31228,12.0048,12.3803,121.182,142.765,0.921365,-51.1278 
