cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
21,5.3,7,44.533,21,31920,0.00828471,62.8043,11.4486,115.174,-0.0987387,141.34,500,-1.72569,-0.381132,-0.516611,-1.33852,0.944561,57.9405,1258.68,48.4603,31641.2,23860.8,-2.09053,-0.745968,-1.24628,-1.70336,0.579726,0.760625,1177.41,45.4504,31559.9,0.0359653,0.936721,0.00264585,32737.3 
22,5.3,7,44.783,22,30865,-0.190304,62.5196,11.1878,115.131,0.92166,-3114.99,3.47257,1.98876,-0.365345,1.51193,-1.45333,0.712811,80.4055,2792.93,39.285,29139.6,116229,1.48246,-0.871637,0.499342,-1.95963,0.206518,1.77665,2680.16,35.1081,29026.8,0.084529,0.97759,0.00222308,31707 
23,5.3,7,45.093,23,31039.5,-0.303218,62.0848,11.4136,115.136,0.17482,791.722,100.369,-0.470892,0.289035,-3.57943,-2.34658,-0.841598,81.8838,1147.86,44.7963,30869.9,27573.3,-0.986492,-0.226566,-4.61063,-2.86218,-1.3572,0.540914,1033.01,40.5426,30755,0.032497,0.935732,0.00242246,31788.1 
24,5.3,7,44.833,24,31655.8,-0.0214905,63.1307,11.2094,115.196,-0.0545322,-7.20156,500,1.67846,-0.66217,4.0231,-0.770606,-2.30886,100.657,2885.2,49.6461,29604.3,23049.4,1.04465,-1.29598,2.75548,-1.40442,-2.94267,2.49515,2744.02,44.4172,29463.2,0.085199,0.972453,0.00276937,32207.2 
25,5.3,7,44.843,25,33021.8,-0.31775,65.333,11.536,115.508,0.486856,-884.747,195.972,0.52623,0.119747,2.74695,-0.0678455,0.790287,113.306,3058.14,53.7199,30926.8,38557,-0.18723,-0.593713,1.32003,-0.781305,0.076827,8.98113,2899.21,47.8339,30767.8,0.0861143,0.971937,0.00285569,33667 
26,5.3,7,44.893,26,30328.2,-0.0562578,60.6542,11.305,114.795,-0.0493268,30.2295,500,-2.18223,-1.44462,-0.769809,1.272,-0.546142,100.737,2606.39,52.216,28757.8,22370.3,-2.81655,-2.07893,-2.03844,0.637689,-1.18046,0.727361,2465.1,46.9829,28616.5,0.0793105,0.967723,0.00301527,31081.6 
27,5.3,7,44.853,27,29941.7,-0.000977562,60.2221,11.2165,114.985,-0.110393,56.2544,500,1.39413,-2.05687,0.539974,0.861905,-1.37483,65.0601,2863.66,42.8062,28141.7,22191.2,0.984468,-2.46654,-0.279359,0.452238,-1.78449,0.9097,2772.4,39.4265,28050.5,0.0899463,0.975717,0.0025825,30822.9 
28,5.3,7,44.693,28,32111.2,-0.0399139,63.626,11.3755,115.139,-0.10674,145.801,0.266544,1.79293,0.335611,-1.38587,0.723976,-0.0925377,74.7868,2538.66,49.4714,30600.8,24068,1.32202,-0.135301,-2.3277,0.253063,-0.56345,-0.603799,2433.77,45.5863,30495.9,0.0739079,0.968261,0.00274608,32929.7 
29,5.3,7,44.813,29,31332.3,-0.0197653,62.5197,11.2932,115.2,-0.00785393,-42.8469,500,0.361879,1.14007,3.90312,-1.05173,1.14317,107.276,3014.84,55.4219,29299.3,22995.3,-0.313609,0.464588,2.55214,-1.72721,0.467678,-0.767918,2864.38,49.8491,29148.9,0.0894747,0.970445,0.00314039,32013.3 
30,5.3,7,44.933,30,33762.4,-0.310014,66.2813,11.5949,115.24,0.41744,-134.799,7.72772,2.73985,3.2231,3.51159,2.61636,0.618979,93.2747,2718.47,60.3994,31977,26849.9,2.15252,2.63577,2.33694,2.02904,0.0316528,0.745595,2587.64,55.554,31846.1,0.0751483,0.96379,0.00320317,34433.8 
