cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
168,51.3,53,44.533,168,33922.1,-0.338217,66.2872,11.6945,115.154,0.583795,-317.255,284.088,-0.303758,0.445951,2.68994,1.17762,1.45147,49.0119,1098.36,46.4421,33875.2,31264.4,-0.612373,0.137336,2.07271,0.869009,1.14286,0.425769,1029.62,43.896,33806.4,0.0295562,0.930572,0.00238618,34836.1 
169,51.3,53,44.783,169,34944.2,-0.0553106,68.3884,11.5725,115.215,-0.0156491,17.5684,499.038,0.342172,0.244413,4.78364,-0.0498809,1.04188,100.2,2935.02,65.6675,33098.8,25772.4,-0.28876,-0.386519,3.52177,-0.680813,0.410953,-0.366812,2794.48,60.4623,32958.3,0.0781612,0.963518,0.00336798,35752.8 
170,51.3,53,45.093,170,34581.4,-0.0601963,67.7209,11.6409,114.904,0.0104359,116.661,4.20893e-11,1.56885,0.122588,3.54257,1.11324,0.440851,106.776,1297.08,45.1906,34537.3,25702.4,0.896511,-0.54975,2.1979,0.440903,-0.231488,0.201947,1147.31,39.6438,34387.5,0.032287,0.942979,0.00211918,35534.8 
171,51.3,53,44.833,171,34105.8,0.00123468,67.6255,11.5006,115.276,-0.0333055,86.4705,500,-0.842045,0.237196,4.4081,-0.686502,-2.96731,123.73,3262.8,63.4749,32121.4,25411.5,-1.62114,-0.541898,2.84991,-1.4656,-3.74641,1.6298,3089.26,57.0473,31947.8,0.0881711,0.968696,0.00327855,35037.1 
172,51.3,53,44.843,172,32587.4,0.0127584,65.8076,11.2689,115.217,-0.0746852,38.8643,500,1.60056,2.11978,4.3338,0.648667,0.540086,49.9413,2902.66,52.4565,30869.9,24235.5,1.28609,1.80531,3.70487,0.3342,0.225619,0.496354,2832.61,49.8622,30799.9,0.0842224,0.970116,0.00297333,33632.5 
173,51.3,53,44.893,173,36132.4,-0.163641,70.2357,11.7173,114.585,0.197486,-80.5025,0.0115435,2.66179,-1.7721,1.76827,-1.48445,-1.42968,84.6271,2855.56,65.9138,34461.6,27307.9,2.12892,-2.30497,0.702518,-2.01733,-1.96255,1.20343,2736.86,61.5176,34342.9,0.0738102,0.962153,0.00328887,37079.7 
174,51.3,53,44.853,174,33605.4,-0.352714,67.6779,11.3768,115.112,0.666411,-413.387,461.636,2.90786,-2.17447,3.11092,-1.02816,0.596511,113.45,3077.98,59.2218,31655.4,34032.6,2.1935,-2.88884,1.68219,-1.74252,-0.117852,2.92577,2918.85,53.3283,31496.3,0.084813,0.969018,0.00310928,34415.2 
175,51.3,53,44.693,175,33333.6,-0.0355879,65.6224,11.5088,115.277,0.0255495,-4.12555,500,2.05549,1.18048,3.99571,-1.43726,1.21007,108.069,2477.21,38.1112,31995.3,24588.9,1.37501,0.499994,2.63474,-2.11774,0.529584,0.0981814,2325.63,32.4973,31843.7,0.0680619,0.97613,0.00187638,34169.3 
176,51.3,53,44.813,176,31924.5,-0.0681543,63.8927,11.3145,115.015,0.0238696,-66.6153,500,0.495788,-1.00536,4.60551,-1.21541,-0.481216,130.454,2985.79,55.1452,30013.2,23584.9,-0.325646,-1.8268,2.96264,-2.03684,-1.30265,2.17133,2802.81,48.3684,29830.2,0.0858887,0.970685,0.00297799,32633 
177,51.3,53,44.933,177,33642,-0.373472,67.2186,11.5296,115.427,0.396468,-186.463,499.818,1.4532,-0.964038,1.96973,-1.10691,-1.27036,125.976,2661,57.1604,32062.7,27635.5,0.659962,-1.75728,0.383257,-1.90015,-2.06359,1.08193,2484.31,50.6162,31886,0.0722807,0.965572,0.00291566,34370.3 
178,51.3,53,44.823,178,33604.7,-0.0345589,66.6971,11.4057,114.97,-0.0283054,57.8768,500,-2.28744,-0.130037,1.52327,-2.50006,-2.02452,125.77,3239.47,61.114,31404.5,24817.4,-3.07938,-0.921978,-0.0606111,-3.292,-2.81646,0.99404,3063.06,54.5805,31228.1,0.0893252,0.96976,0.0032093,34291.2 
179,51.3,53,44.653,179,34353.9,0.0351091,67.536,11.5575,114.739,0.0698904,-164.59,500,1.31789,0.566848,2.68474,-2.23253,-1.10674,119.737,2049.28,50.5037,33511,25783.8,0.563939,-0.187104,1.17683,-2.98648,-1.8607,1.35732,1881.33,44.2836,33343.1,0.05341,0.960437,0.00244057,35224.4 
180,51.3,53,44.573,180,33875.2,-0.370691,66.9144,11.6247,115.052,1.1168,434.832,31.8994,0.965112,-0.147011,3.40593,-2.7642,-1.31519,118.171,1320.8,43.3904,33667.5,41130.5,0.221023,-0.8911,1.91775,-3.50829,-2.05928,1.44394,1155.05,37.2517,33501.8,0.0333283,0.946576,0.00204411,34656.8 
181,51.3,53,44.613,181,34733,-0.209238,67.8467,11.632,115.45,-4.63146,6822.53,1.79323e-07,0.731908,-0.636199,0.690692,-2.56894,-1.123,103.152,1865.2,43.7714,33880,1.05432e+06,0.0823904,-1.28572,-0.608344,-3.21846,-1.77252,0.910573,1720.52,38.4128,33735.3,0.0485258,0.962398,0.00209313,35455.8 
182,51.3,53,44.973,182,33689.2,-0.0509386,67.0989,11.4025,115.371,0.00797875,-37.1207,2.35415e-11,0.10612,-3.13407,3.28048,-2.60885,0.47692,117.73,2457.22,46.8016,32367.2,24916.1,-0.635194,-3.87538,1.79786,-3.35016,-0.264394,1.28414,2292.1,40.6857,32202.1,0.0664488,0.969873,0.002322,34494.2 
183,51.3,53,44.803,183,35748.3,-0.391417,70.5194,11.6407,114.799,0.460338,-431.886,307.115,3.55763,0.933996,3.09682,-1.44938,1.99593,127.093,3035.35,59.4921,34009.7,33194.9,2.75736,0.133726,1.49628,-2.24965,1.19566,0.551121,2857.09,52.8899,33831.5,0.0778741,0.968621,0.00287155,36688.6 
184,51.3,53,44.733,184,33019.8,-0.00378084,65.6328,11.3467,114.957,-0.030141,-6.15624,500,2.73959,0.57545,-1.64092,1.364,-0.62069,54.3454,2737.7,48.2234,31385.3,24249.1,2.39739,0.233252,-2.32532,1.02181,-0.962889,7.38394,2661.48,45.4003,31309.1,0.0783466,0.971013,0.00266406,33970.6 
185,51.3,53,44.773,185,35123.7,-0.332461,68.6309,11.6659,115.271,-0.236278,-121.472,1.40421,3.539,0.292863,-1.08701,-0.402384,-2.23189,159.882,3201.53,68.2896,32923.9,26997.8,2.53227,-0.713872,-3.10048,-1.40912,-3.23862,0.477138,2977.28,59.9841,32699.7,0.0834511,0.965943,0.00336777,35676.9 
186,51.3,53,44.793,186,35963.8,0.0667789,69.2053,11.7361,114.804,-0.366748,250.677,499.494,-0.673938,0.251105,0.182917,0.987048,0.295331,139.459,3184.21,63.3282,33866.9,29432.6,-1.55207,-0.62703,-1.57335,0.108913,-0.582804,0.627727,2988.6,56.0835,33671.3,0.0815224,0.968204,0.00305886,36659.9 
187,51.3,53,45.013,187,33590.2,-0.220755,65.8616,11.638,115.491,-19.3366,54121.4,33.3789,1.54567,-0.255167,2.15064,-0.427181,1.56638,123.341,1972.91,52.5042,32779.4,3.40928e+07,0.769022,-1.03181,0.597353,-1.20383,0.789735,8.511,1799.91,46.0968,32606.4,0.0523132,0.957104,0.00259748,34406.3 
188,51.3,53,45.053,188,35820.1,-0.326605,68.9627,11.8195,114.636,-0.335193,2239.49,136.029,1.1412,0.363202,3.86679,-0.308029,2.33871,109.609,1877.67,53.698,35002,50970.9,0.45102,-0.326975,2.48644,-0.998207,1.64853,0.237479,1723.93,48.0041,34848.3,0.0471378,0.953534,0.00253111,36572.2 
