cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
84,17.3,19,44.533,84,32853.5,-0.0112723,64.5894,11.5301,115.309,-0.0312518,28.4513,500,2.35637,3.95578,2.33621,-2.59764,-0.382558,84.7505,1131.29,46.346,32778.4,24272.1,1.82272,3.42212,1.26891,-3.13129,-0.916209,0.485492,1012.42,41.9434,32659.5,0.0300673,0.932401,0.00236016,33671.9 
85,17.3,19,44.783,85,34316.3,-0.0850549,67.1043,11.5436,115.213,0.298881,-100.477,500,2.56406,3.17663,2.14169,-0.345271,-2.45928,74.621,3357.18,58.3527,31933.3,26194.2,2.09419,2.70676,1.20195,-0.81514,-2.92915,0.467839,3252.52,54.4763,31828.6,0.0927142,0.971524,0.00314295,35081.1 
86,17.3,19,45.093,86,29960.9,-0.0153065,60.7334,11.1931,115.078,-0.0708586,53.219,500,1.05472,3.15097,5.74604,-3.12775,-4.69316,32.5086,1198.86,37.1418,29940.9,22252.3,0.850024,2.94628,5.33664,-3.33244,-4.89785,-4.91224,1153.26,35.453,29895.3,0.0371438,0.948949,0.0021798,31048.5 
87,17.3,19,44.833,87,33007.7,-0.0252189,66.0892,11.2757,115.315,0.0118012,-202.079,1.52202e-11,3.99864,1.62182,1.43437,0.798621,1.6053,79.1913,3039.65,41.0177,31006.5,24336.5,3.49999,1.12318,0.437075,0.299974,1.10666,0.932413,2928.57,36.9039,30895.5,0.0865826,0.978424,0.00219552,33824 
88,17.3,19,44.843,88,33446.1,-0.0444218,65.9705,-11.3954,115.374,0.0140616,-50.1201,500,3.58828,0.0296469,-2.63136,-2.54678,2.63261,92.3738,3185.49,44.0204,31157.8,24495.3,3.00663,-0.552006,-3.79467,-3.12844,2.05096,-0.569651,3055.93,39.2218,31028.3,0.0896583,0.978033,0.00232314,34084.2 
89,17.3,19,44.893,89,34095.1,-0.0860685,67.0851,11.4368,115.396,0.147565,-23.2089,4.10696e-10,0.203371,-0.367374,-0.45321,1.62442,-1.89984,109.827,3211.94,56.436,31755.1,25087.6,-0.488179,-1.05892,-1.83631,0.932865,-2.59139,0.635792,3057.9,50.7307,31601.1,0.0882282,0.971787,0.0029485,34659 
90,17.3,19,44.853,90,33584.3,-0.00910328,66.1421,11.4701,115.195,0.0258866,-5.85119,499.594,1.71116,4.16538,-1.4178,-1.03674,-0.566906,122.121,3279.71,56.1394,31394.6,24701.7,0.942201,3.39642,-2.95572,-1.8057,-1.33587,-0.680655,3108.42,49.7955,31223.4,0.0905407,0.97273,0.00292921,34331.8 
91,17.3,19,44.693,91,33100.6,-0.160692,65.158,11.5167,114.779,-0.340146,292.955,1.72155e-08,1.89547,3.05882,4.24239,-2.30358,-1.07495,136.724,2667.94,45.5339,31425.1,27672,1.03455,2.19791,2.52056,-3.16449,-1.93587,-2.86196,2476.17,38.4314,31233.3,0.0734562,0.973557,0.00226151,33709.5 
92,17.3,19,44.813,92,32635.7,-0.0182917,65.0167,11.3984,115.135,0.00917199,-54.2572,500,1.44651,1.31351,-1.0185,2.19133,-0.14457,94.7224,3141.47,42.205,30650.2,24141.1,0.850073,0.717072,-2.21138,1.59489,-0.741012,11.5483,3008.61,37.2844,30517.4,0.0897398,0.978773,0.00224552,33526 
93,17.3,19,44.933,93,32757.5,-0.295985,65.518,11.4113,114.497,0.467449,214.128,499.981,-1.16839,0.0180863,1.10552,-2.27233,-2.76307,116.666,2803.95,57.4408,31078.6,27596.7,-1.90301,-0.716526,-0.363705,-3.00694,-3.49768,0.961666,2640.31,51.3802,30915,0.0786854,0.967067,0.0030522,33555.3 
94,17.3,19,44.823,94,33354.5,-0.03581,66.8654,11.2969,115.489,-0.0164458,19.9984,5.33087e-10,-0.47016,1.46448,-0.157631,-0.147883,-2.05694,124.772,3044.28,43.6931,31401.9,24600.5,-1.25581,0.678831,-1.72894,-0.933536,-2.8426,0.715731,2869.27,37.2114,31226.9,0.0841523,0.977808,0.00219033,34096.2 
95,17.3,19,44.653,95,33895.4,-0.242507,67.0333,11.5545,115.343,0.452983,162.79,472.976,0.387956,0.192522,-2.80956,-2.05941,-3.59549,102.673,2236.31,46.105,32783,27614.2,-0.258547,-0.45398,-4.10256,-2.70591,-4.242,0.651232,2092.3,40.7713,32639,0.0602424,0.967023,0.0022958,34731.3 
