cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,115,0.86,0.01,44.74,0,25540,-0.053188,54.8428,12.4191,116.353,-0.0660123,52.4525,29.101,-7.39161,-11.6934,-19.4086,-17.575,-13.6788,-1139.38,813.514,97.768,30504.1,22284.7,-0.217249,-4.51907,-5.05987,-10.4006,-6.50439,0.8105,2411.6,156.956,32102.2,0.0698737,0.897749,0.00892617,34513.8 
1,115,0.86,0.01,44.85,1,25174.2,-0.117652,56.3184,11.772,116.445,-0.236206,78.9936,8.64914e-09,-9.29512,-12.1792,-21.1554,-2.31614,-10.7352,-967.772,4124,103.914,26713,22189.6,-3.20132,-6.08545,-8.96775,3.77766,-4.64143,0.530933,5481.39,154.188,28070.4,0.163371,0.953083,0.0100171,33551.7 
2,115,0.86,0.01,44.76,2,25008.2,-1.27255,54.6536,12.5663,116.325,0.0672912,509.639,3.89839,-11.2821,-13.8791,-27.2652,-21.222,-1.09117,-856.934,2326.07,107.67,28207.1,23473.8,-5.88617,-8.48325,-16.4734,-15.8261,4.30471,0.611148,3528.01,152.186,29409.1,0.107114,0.92981,0.0094425,32937.1 
3,115,0.86,0.01,44.88,3,24283.9,-1.27307,54.6265,12.299,115.826,0.0338531,105.532,393.382,-12.2215,-11.6759,-27.254,-17.8866,-14.9925,-1049.34,1238.23,95.4728,28809,21987.3,-5.61406,-5.06848,-14.0392,-11.2792,-8.38514,0.683703,2710.02,149.984,30280.8,0.0821447,0.9117,0.00904162,32990.9 
4,115,0.86,0.01,44.9,4,27428.1,-0.0732809,58.2946,12.3514,115.896,-0.0173884,57.3158,2.87659e-07,-12.8394,-6.45826,-24.0986,-3.26943,-11.592,-983.686,399.161,85.5462,32851.7,23471.5,-6.64535,-0.264248,-11.7106,2.92458,-5.39797,0.444827,1778.88,136.647,34231.5,0.0493991,0.881501,0.00729973,36010.3 
5,115,0.86,0.01,44.75,5,23526.9,-1.30855,53.3846,12.3525,116.055,0.359979,-401.422,419.16,-15.0052,-9.39461,-13.6606,-19.1024,-11.075,-1009.97,1489.25,75.1386,27916.8,26170.8,-8.64567,-3.03513,-0.941682,-12.743,-4.71549,0.968695,2905.82,127.604,29333.4,0.090133,0.928636,0.0079497,32239.2 
6,115,0.86,0.01,44.8,6,24428.5,-1.11875,52.6903,12.4784,116.129,1.07321,605.702,345.497,-7.02348,-8.41685,-16.6064,-19.7438,-3.7039,-833.061,5890.52,134.83,23784.1,42564.6,-1.77792,-3.17128,-6.11527,-14.4982,1.54167,0.74542,7058.97,178.106,24952.5,0.220514,0.957713,0.0129779,32011.5 
7,115,0.86,0.01,44.81,7,29621.5,0.106734,62.6418,12.1083,116.269,-0.179054,-371.996,496.224,-1.45063,-3.96783,-16.4782,-14.3345,-6.29761,-877.548,6755.73,152.269,28592.7,26859.6,4.07506,1.55785,-5.42681,-8.80881,-0.77193,0.421118,7986.57,197.856,29823.6,0.211228,0.958448,0.0120734,37810.2 
8,115,0.86,0.01,44.89,8,25128.4,-1.31327,54.193,12.82,116.509,1.0503,544.601,25.0912,-24.7429,-22.1993,-12.8147,-5.16785,-16.0823,-953.253,839.037,103.187,30120.3,41236.7,-18.7405,-16.1969,-0.809898,0.834527,-10.0799,0.981999,2176.07,152.707,31457.4,0.0646995,0.890625,0.00886308,33633.4 
9,115,0.86,0.01,44.82,9,27344.1,-1.30353,59.2655,12.5162,116.398,-3.83282,5687.45,499.403,-3.60465,-2.93652,-20.4083,-5.69596,-14.4812,-967.936,6537.15,131.951,26613.9,733776,2.49019,3.15832,-8.21864,0.398879,-8.38641,0.221547,7894.78,182.234,27971.5,0.220117,0.961173,0.011859,35866.3 
10,115,0.86,0.01,44.83,10,27381.8,-1.27455,58.4082,12.6577,116.687,2.65893,-1350.79,128.045,-3.79455,-12.8648,-25.7536,-7.60357,-13.3539,-855.779,6175.26,141.259,26835.9,140987,1.59406,-7.47615,-14.9764,-2.21495,-7.96527,0.517493,7375.57,185.715,28036.2,0.20828,0.957795,0.0120552,35411.8 
11,115,0.86,0.01,44.87,11,22541.8,-0.109137,51.6382,-11.8205,115.977,-1.5134,2883.62,322.513,-12.565,-6.90515,-20.9349,-9.67776,-4.25325,-990.567,1948.03,88.0641,26211.8,161935,-6.32769,-0.667818,-8.46023,-3.44043,1.98408,0.499752,3337.4,139.522,27601.2,0.107872,0.931828,0.00922581,30938.6 
12,115,0.86,0.01,44.79,12,24542.7,-0.520642,53.1531,12.2757,116.231,0.502593,173.694,1.7528e-06,-22.4223,-8.99037,-19.526,-12.9523,-3.83746,-880.272,5135.17,123.631,24789.1,24082.7,-16.8795,-3.44753,-8.44032,-7.40951,1.70539,0.75515,6369.83,169.359,26023.8,0.196639,0.95554,0.0118461,32393.6 
