cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
136,355,0.62,0.25,44.74,136,25444.3,-1.29532,54.6975,12.79,116.753,1.64528,427.52,495.589,-10.6394,-15.7902,-20.3217,-6.69093,-4.26249,-950.019,477.948,76.5691,30394.3,45671.3,-4.65743,-9.80817,-8.35772,-0.708913,1.71952,0.616842,1810.44,125.921,31726.8,0.053983,0.891491,0.00725807,33537.3 
137,355,0.62,0.25,44.85,137,28553.6,-0.239991,57.325,12.7504,116.777,0.0091222,893.975,393.179,-18.094,-8.99069,-21.5255,-15.0084,-6.70028,-686.204,5714.05,147.848,27907.1,24059.2,-13.7732,-4.66984,-12.8838,-10.6876,-2.37943,0.709784,6676.52,183.495,28869.5,0.187827,0.954111,0.0115729,35546.1 
138,355,0.62,0.25,44.76,138,27856,-1.42726,61.1201,12.5668,116.231,-0.169833,1360.91,130.908,-11.8482,-14.8721,-22.6341,-15.2863,-15.3677,-984.047,1212.45,73.4831,32769.3,32527.6,-5.65196,-8.67579,-10.2416,-9.09005,-9.17141,0.760883,2592.67,124.602,34149.5,0.0705637,0.922421,0.00667647,36742.2 
139,355,0.62,0.25,44.88,139,28365.4,-1.19198,61.2164,12.4836,116.862,3.50854,4449.44,500,-13.9438,-11.9869,-18.6034,-13.1692,-12.5398,-853.919,2552.44,100.67,31571.7,533069,-8.56689,-6.60999,-7.84963,-7.79232,-7.16294,0.793332,3750.15,145.029,32769.4,0.102689,0.936612,0.00808675,36519.6 
140,355,0.62,0.25,44.9,140,24074.6,-0.0841187,51.9332,12.2949,116.46,0.03155,35.3324,500,-20.6364,-16.9275,-28.5195,-7.00932,-10.9814,-917.756,968.094,74.0932,28718.7,20822,-14.8575,-11.1486,-16.9618,-1.23046,-5.20257,0.65665,2255.34,121.769,30006,0.0699084,0.913672,0.00742008,32261.3 
141,355,0.62,0.25,44.75,141,25815.7,-1.33828,55.5356,12.7623,116.413,0.703175,402.208,222.34,-8.73285,-15.9544,-27.8964,-7.15925,-4.59562,-959.435,571.567,81.1313,30697.8,32279.4,-2.69154,-9.91314,-15.8138,-1.11794,1.44569,0.437046,1917.27,130.972,32043.5,0.0564554,0.893219,0.00747302,33960.7 
142,355,0.62,0.25,44.8,142,23800,-1.20884,52.5645,12.4428,116.566,-4.04154,149.762,64.6032,-12.0084,-17.9928,-22.0537,-17.0326,-17.592,-842.534,4633.23,121.352,24562.5,40995,-6.70316,-12.6876,-11.4433,-11.7273,-12.2867,0.791364,5814.97,165.12,25744.2,0.184256,0.95266,0.0116771,31559.2 
143,355,0.62,0.25,44.81,143,24716.7,-1.11649,54.4648,12.1821,116.371,-0.00439629,188.127,484.85,-16.582,-21.6647,-21.1936,-10.3666,-10.6798,-773.555,5312.53,129.89,24662.8,21625.9,-11.7111,-16.7938,-11.4519,-5.49574,-5.80898,0.776598,6397.51,170.075,25747.7,0.199019,0.955545,0.0120216,32145.3 
144,355,0.62,0.25,44.89,144,27954.6,-1.21412,60.429,12.3269,116.053,2.69757,-664.326,467.304,-13.9719,-19.1267,-25.3684,-6.34369,1.68234,-662.461,1642.1,84.2038,31441.4,82586.6,-9.80051,-14.9553,-17.0257,-2.17235,5.85368,0.553134,2571.26,118.617,32370.6,0.0735869,0.9253,0.00670486,34941.9 
145,355,0.62,0.25,44.82,145,25461.8,-1.12253,57.0147,11.9332,116.397,0.235876,740.306,247.668,-15.2865,-20.6078,-12.3198,-8.57983,-8.14781,-823.492,5642.68,118.165,24926.8,27832.6,-10.1012,-15.4225,-1.94921,-3.39452,-2.9625,0.942382,6797.71,160.944,26081.9,0.206746,0.960215,0.0112394,32879.6 
146,355,0.62,0.25,44.83,146,27527.8,-1.32602,59.7236,12.5297,116.817,3.09922,-1622.68,11.7798,-14.0924,-16.3501,-22.2293,-14.9793,-7.62312,-932.854,6686.55,140.839,26402.1,188072,-8.21848,-10.4761,-10.4814,-9.10533,-1.74919,0.738165,7994.97,189.299,27710.5,0.223914,0.960213,0.0124276,35705.5 
147,355,0.62,0.25,44.87,147,26225.4,-0.0500065,55.5916,12.2223,116.525,0.00372879,15.9884,499.994,-14.3771,-9.25439,-22.0981,-20.1561,-9.80778,-824.131,3624.85,116.113,27665.5,22120.6,-9.18781,-4.06506,-11.7195,-14.9668,-4.61844,0.736981,4780.77,158.925,28821.5,0.142275,0.945024,0.0100555,33602.2 
