cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
34,155,0.82,0.05,44.74,34,23905.6,0.0221101,52.9115,12.0449,116.064,-0.0271568,-10.6161,500,-9.64546,-11.9765,-26.6608,-16.2627,-10.2277,-1050.8,238.207,73.5773,29685.9,20756.1,-3.02883,-5.35987,-13.4275,-9.6461,-3.61103,0.617159,1712.06,128.165,31159.8,0.052083,0.88417,0.00751986,32871.8 
35,155,0.82,0.05,44.85,35,24609.4,-0.39381,53.3404,12.0397,116.557,-0.0426115,449.311,500,-15.8714,-12.6539,-13.6589,-14.8503,-9.71436,-807.004,5102.22,118.576,24763,21529.1,-10.7899,-7.57238,-3.49589,-9.76883,-4.63287,0.903588,6234.13,160.498,25894.9,0.194034,0.956888,0.0112886,32129 
36,155,0.82,0.05,44.76,36,24398.2,-1.27822,54.5264,12.3778,116.239,0.699126,1028.81,499.982,-14.6379,-10.7505,-0.882164,-9.65259,-10.2063,-1086.93,1227.29,94.312,29056.3,45385.4,-7.79379,-3.90638,12.8061,-2.80845,-3.36213,3.52854,2751.82,150.776,30580.8,0.0825564,0.912505,0.0090006,33332.7 
37,155,0.82,0.05,44.88,37,29007.8,-0.512619,60.4393,12.4614,116.348,-0.530927,855.373,2.40953e-09,-10.7517,-16.1616,-26.0648,-23.4963,-7.29103,-941.019,2563.49,102.28,31782.3,39301.6,-4.82639,-10.2362,-14.2141,-17.5709,-1.36568,0.705183,3883.36,151.164,33102.1,0.104997,0.936224,0.00834197,36985.5 
38,155,0.82,0.05,44.9,38,23213.2,-1.32907,53.3642,12.2731,115.771,0.00391271,416.801,466.819,-12.5059,-14.1838,-40.4045,-18.8659,-24.5141,-1031.8,917.594,84.4301,28436.1,21373.7,-6.0089,-7.68684,-27.4106,-12.3689,-18.0171,0.616594,2364.8,138.03,29883.3,0.0733313,0.907321,0.00843685,32248.1 
39,155,0.82,0.05,44.75,39,26108.5,-0.024031,56.7811,12.077,116.068,1.08501,-537.339,4.79097,-12.0263,-7.63973,-18.6156,-11.4491,-12.6814,-973.596,537.583,63.6462,31088.8,41302.3,-5.89585,-1.50926,-6.35463,-5.31863,-6.5509,0.752056,1903.15,114.223,32454.3,0.0553925,0.904952,0.0064415,34357.5 
40,155,0.82,0.05,44.8,40,23622.7,-0.621118,55.3413,11.6852,116.271,-1.70796,460.748,388.455,-15.2518,-13.2462,-24.3366,-11.2427,-21.2234,-856.546,4750.12,128.67,24740.6,46668.9,-9.85836,-7.85276,-13.5497,-5.84925,-15.83,0.744056,5951.51,173.166,25942,0.186606,0.951549,0.012147,31893.5 
41,155,0.82,0.05,44.81,41,24555.1,-0.0243057,53.4015,12.0431,116.494,0.0767535,53.8859,481.432,-11.4113,-6.03537,-17.9159,-12.8963,-13.3679,-1129.82,5738.48,132.21,24851.5,21070.3,-4.29713,1.07883,-3.68754,-5.78215,-6.25372,0.805322,7323.17,190.903,26436.2,0.216923,0.956371,0.0131277,33759.3 
42,155,0.82,0.05,44.89,42,25585,-0.0483636,56.5387,11.955,116.486,-0.0383526,41.4297,500,-21.0313,-10.8558,-19.6068,-4.42491,-8.88907,-1010.16,1522.51,85.7381,29906,22055.1,-14.6705,-4.49509,-6.88536,1.9358,-2.52836,0.741575,2939.36,138.214,31322.9,0.0857902,0.923968,0.00806286,34262.2 
43,155,0.82,0.05,44.82,43,28212,-0.015451,60.0688,11.98,116.363,-0.0293978,-5.18896,1.80244e-12,-4.30524,-17.4555,-21.0918,-12.082,-9.60232,-925.869,6276.97,113.865,27569,23431.1,1.52471,-11.6256,-9.43192,-6.25208,-3.77237,0.680893,7575.59,161.962,28867.6,0.207874,0.963935,0.0102294,36443.2 
44,155,0.82,0.05,44.83,44,25743.9,-1.03259,56.3261,12.2932,116.371,4.17581,-1952.7,0.000908241,-19.6269,-1.79026,-23.1877,-14.1642,-12.6375,-889.015,6097.2,138.34,25407.2,287985,-14.029,3.80763,-11.9919,-8.56632,-7.03958,0.682915,7344.13,184.523,26654.2,0.216015,0.957883,0.0125921,33998.3 
45,155,0.82,0.05,44.87,45,25131.4,-0.661483,56.2201,12.0412,116.484,0.354959,255.858,7.60749e-08,-12.2586,-9.1934,-35.7102,-10.602,-17.959,-1018.31,3333.1,95.2199,27823.3,24993.7,-5.84657,-2.7814,-22.8861,-4.19004,-11.547,0.515649,4761.37,148.119,29251.6,0.139987,0.948371,0.00924152,34013 
46,155,0.82,0.05,44.79,46,25955.9,-1.15794,58.0604,12.2543,116.118,1.77121,-384.39,500,-10.5568,-17.5572,-31.8116,-9.74987,-5.0896,-1103.55,3644.88,96.191,28440.8,45324.9,-3.60809,-10.6084,-17.9142,-2.80113,1.85913,0.458339,5192.71,153.518,29988.6,0.147598,0.950808,0.00934202,35181.4 
47,155,0.82,0.05,44.77,47,24823.7,-0.0890961,54.3496,12.0473,116.29,0.0258454,-2.6881,499.663,-18.7835,-12.8145,-27.7436,-14.2721,-14.6024,-1058.05,1752.47,81.5167,28778.1,21317.1,-12.1213,-6.15229,-14.4191,-7.60983,-7.94013,0.701112,3236.49,136.48,30262.1,0.0966155,0.931275,0.00823932,33498.6 
48,155,0.82,0.05,44.86,48,27223.8,-1.19564,58.6695,12.3903,116.558,3.46907,-1366,386.165,-10.1752,1.46217,-36.5811,-15.3185,-21.7234,-759.081,4588.38,114.572,27937.3,177926,-5.39547,6.2419,-27.0216,-10.5387,-16.9437,0.496406,5653.07,154.004,29002,0.163124,0.954495,0.00968708,34655 
49,155,0.82,0.05,44.84,49,28687.1,-0.281748,61.5673,12.0119,116.555,0.0389777,146.836,500,-13.0437,-3.39133,-17.6743,-21.9575,-20.7671,-828.171,5961.79,112.901,28054.7,24260.8,-7.82892,1.82344,-7.24472,-16.7427,-15.5523,0.840934,7123.38,155.923,29216.2,0.196022,0.963108,0.00973533,36339.6 
50,155,0.82,0.05,44.78,50,21966.8,-0.0280637,51.08,11.6074,116.351,0.0782716,-348.681,491.467,-13.8644,-20.7395,-35.4828,-12.3154,-13.7689,-1081.58,2585.48,94.2171,25525.8,20189.5,-7.05399,-13.9291,-21.862,-5.50499,-6.95843,0.604726,4102.5,150.403,27042.8,0.131721,0.939711,0.0101413,31145.3 
