cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
17,135,0.84,0.03,44.74,17,25784,-1.28463,56.8931,12.4048,116.255,-0.0801729,-540.401,198.235,-15.1527,-7.0713,-21.4736,-11.5733,-7.7172,-970.979,580.646,69.869,30788.1,24384.8,-9.03874,-0.957305,-9.24563,-5.45931,-1.6032,0.648511,1942.54,120.309,32150,0.0569784,0.902214,0.0068462,34092.6 
18,135,0.84,0.03,44.85,18,27981.9,-0.574502,59.3876,12.2365,116.278,1.00971,-267.465,500,-7.8099,-16.9778,-17.6457,-12.8301,0.203335,-978.917,4638.39,121.039,28664.3,32447.8,-1.64592,-10.8138,-5.31773,-6.66616,6.36732,0.705817,6011.42,171.891,30037.3,0.166758,0.952345,0.0104317,36048.7 
19,135,0.84,0.03,44.76,19,24304.7,-1.02074,53.0934,12.4716,116.476,1.296,397.321,9.72725e-05,-15.314,-11.8854,-23.0428,-8.99376,-17.8082,-948.384,1942.65,105.636,27951.7,38318.1,-9.34229,-5.91365,-11.0993,-3.02204,-11.8365,0.730689,3272.85,154.902,29281.9,0.100534,0.923509,0.00965078,32554.7 
20,135,0.84,0.03,44.88,20,26326.7,0.0662275,58.4789,11.7709,116.455,-0.0773654,-175.512,4.92023e-13,-7.09751,-10.9857,-31.6904,-8.81659,-15.149,-1010.85,1551.3,71.2537,30739.7,22850.1,-0.732468,-4.62062,-18.9603,-2.45154,-8.78394,0.466641,2969.11,123.765,32157.5,0.0845259,0.932012,0.00703984,35126.6 
21,135,0.84,0.03,44.9,21,25836.2,-0.0588542,55.4517,12.0501,116.006,-0.0176055,-2.88765,500,-11.9373,-9.72917,-24.229,-17.1161,-13.0037,-890.252,496.676,83.2147,30582,21753.7,-6.33164,-4.12349,-13.0177,-11.5104,-7.39801,0.692843,1745.34,129.462,31830.6,0.0519819,0.885107,0.00743649,33576 
22,135,0.84,0.03,44.75,22,28127.5,-1.37856,60.5364,12.6751,116.071,3.491,-2358.94,30.8765,-19.538,-11.9174,-28.5928,-15.6682,-9.49512,-996.397,1323.85,92.078,32890.2,293057,-13.264,-5.64331,-16.0447,-9.39414,-3.22108,0.662694,2721.39,143.839,34287.7,0.0735331,0.915335,0.00766847,37009.1 
23,135,0.84,0.03,44.8,23,26618.1,-0.0996044,55.6214,12.3123,116.668,0.0451601,-16.9731,0.000130428,-2.82884,-18.8521,-20.5954,-12.5909,-22.0257,-933.152,5708.16,134.516,26256.1,22318.4,3.04697,-12.9762,-8.84378,-6.71504,-16.1498,0.787603,7017,182.992,27565,0.202909,0.956355,0.0120812,34582 
24,135,0.84,0.03,44.81,24,27732.8,-0.289213,59.5184,12.126,116.243,0.898216,309.127,498.332,-4.88504,-8.16829,-36.3443,-10.5617,-17.4616,-939.107,5848.14,117.12,27628.4,32533.3,1.02827,-2.25499,-24.5177,-4.64842,-11.5483,0.415426,7165.33,165.905,28945.6,0.198425,0.961059,0.0104479,36110.9 
25,135,0.84,0.03,44.89,25,26173.6,-0.298689,55.5465,12.3906,116.49,0.0904046,186.745,500,-19.8945,-6.27007,-19.3279,-14.1147,-17.9257,-1071.2,1010.23,94.6036,30823.8,22954.5,-13.1495,0.47501,-5.8377,-7.36959,-11.1806,0.84249,2512.7,150.251,32326.3,0.0721233,0.905269,0.00848931,34839 
26,135,0.84,0.03,44.82,26,28594,-0.0852375,59.0039,12.4617,116.431,0.373546,232.734,0.000140403,-16.3654,-17.2998,-23.3426,-13.0062,-15.038,-976.946,6327.86,158.286,27965,26766.2,-10.2139,-11.1482,-11.0395,-6.85465,-8.88646,0.770693,7698.12,209.036,29335.3,0.20787,0.954636,0.0129563,37033.4 
27,135,0.84,0.03,44.83,27,23914.7,-0.0482654,53.6012,11.7878,116.356,0.0166137,6.04803,9.15203e-06,-19.4758,-12.0049,-15.9415,-20.1485,-13.8148,-1121.24,5984.79,134.314,24245.4,20571.9,-12.4157,-4.94476,-1.82122,-13.0884,-6.75463,0.953332,7557.44,192.56,25818,0.226437,0.957314,0.0135529,33375.5 
28,135,0.84,0.03,44.87,28,25919.3,-0.920289,57.1095,12.2362,116.299,0.562466,20.7508,0.000115808,-7.28751,-2.92898,-20.6029,-21.3744,-11.5417,-987.854,2535.64,101.513,29090.2,23128.3,-1.06726,3.29127,-8.16239,-15.1542,-5.32145,0.690982,3921.2,152.83,30475.8,0.113998,0.936148,0.00915323,34397 
29,135,0.84,0.03,44.79,29,27684.9,-0.301385,59.3656,12.098,116.345,0.143936,23.2177,6.16056e-07,-18.3087,-16.6071,-29.5234,-12.6966,-21.0004,-970.733,4865.1,116.185,28402.7,23488.7,-12.1963,-10.4947,-17.2986,-6.58411,-14.888,0.718547,6226.65,166.613,29764.2,0.173006,0.955268,0.0102064,35990.8 
30,135,0.84,0.03,44.77,30,27597.8,-0.184891,60.1224,12.1492,116.06,0.143497,-44.6178,500,-12.9761,-10.7856,-30.194,-9.9934,-15.7702,-1163.91,2999.28,111.278,30793.9,23986.6,-5.64729,-3.45679,-15.5363,-2.66455,-8.44131,0.565372,4631.78,171.741,32426.4,0.124987,0.939066,0.00966212,37058.2 
31,135,0.84,0.03,44.86,31,26713.9,-1.30308,59.4495,12.2465,116.389,1.45085,171.284,337.454,-12.5415,-18.2148,-28.024,-13.2866,-12.1682,-992.183,3690.8,109.994,29015.9,31790.2,-6.29399,-11.9672,-15.529,-7.03913,-5.92072,0.66783,5082.43,161.536,30407.5,0.143208,0.94731,0.00969108,35490 
32,135,0.84,0.03,44.84,32,26998.5,-1.15058,58.7166,12.2665,116.555,0.522884,896.758,5.2925e-08,-9.6186,-6.21726,-35.1888,-14.1,-17.2425,-935.075,5309.35,110.868,27304.3,38710.7,-3.73068,-0.32934,-23.413,-8.21211,-11.3546,0.502272,6620.89,159.443,28615.8,0.187897,0.959561,0.0101597,35236.7 
33,135,0.84,0.03,44.78,33,27049.6,-0.764526,59.5179,12.175,116.635,0.238777,-312.88,0.000132317,-2.81566,-10.4221,-18.3077,-11.9246,-7.11712,-977.747,3605.25,103.769,29157.5,26021.1,3.34095,-4.26548,-5.99452,-5.76798,-0.960508,0.560762,4976.63,154.561,30528.8,0.140165,0.948451,0.00924002,35505.5 
