cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
85,215,0.76,0.11,44.74,85,26153.2,-1.37553,56.4699,12.8223,116.785,1.03356,-137.323,223.937,-18.3978,-8.91754,-29.4138,-14.0707,-2.80045,-974.286,796.182,86.5406,31029.5,28191.4,-12.2629,-2.78272,-17.1442,-7.9359,3.33437,0.534016,2162.71,137.153,32396,0.0625808,0.900106,0.00773845,34558.7 
86,215,0.76,0.11,44.85,86,27030,-1.27519,57.9947,12.693,116.66,0.605693,119.55,9.42196e-11,-13.62,-7.70257,-12.6554,-17.3227,-16.7856,-971.843,4260.37,131.698,28520.1,26320.6,-7.50057,-1.58313,-0.416517,-11.2033,-10.6662,0.986722,5623.48,182.183,29883.2,0.158378,0.946347,0.0111057,35506.7 
87,215,0.76,0.11,44.76,87,26742.1,-0.917124,56.6402,12.7416,116.589,0.110233,195.87,1.45045e-06,-9.9241,-4.7238,-26.2625,-6.7189,-8.31302,-856.332,2171.12,100.185,29892.3,24196.2,-4.53201,0.668299,-15.4783,-1.3268,-2.92093,0.343854,3372.21,144.67,31093.4,0.0978427,0.930166,0.00849805,34465.6 
88,215,0.76,0.11,44.88,88,25910.5,-1.36411,55.2445,12.984,116.586,2.40946,-617.588,432.637,-26.568,-16.2548,-18.4299,-16.2982,-16.3392,-859.414,1492.85,101.078,30098.5,71791.3,-21.1565,-10.8433,-7.6069,-10.8867,-10.9277,0.876152,2698.26,145.723,31303.9,0.0793556,0.91365,0.00850229,34002.2 
89,215,0.76,0.11,44.9,89,26996,-0.00365414,55.3245,12.5911,116.419,-0.0666433,23.3931,1.98018e-12,-9.93552,-0.164524,-22.0063,-10.2171,-13.0774,-967.171,783.837,126.353,31625.8,22727.3,-3.8455,5.92549,-9.82625,-4.12704,-6.98735,0.479008,2140.39,176.596,32982.3,0.0609403,0.873831,0.00976676,35122.7 
90,215,0.76,0.11,44.75,90,27306.3,-0.05811,57.0667,12.4649,116.562,-0.044891,75.557,500,-20.7941,-18.449,-23.8073,-15.3551,-12.8301,-931.775,1463.96,99.7057,31587,23266.5,-14.927,-12.5819,-12.073,-9.48793,-6.96297,0.784536,2770.86,148.11,32893.9,0.0776919,0.91446,0.00822612,35664.8 
91,215,0.76,0.11,44.8,91,27504.5,-0.189441,57.9562,12.2589,116.202,0.200964,-7.36307,343.863,-9.88242,-15.6589,-19.3898,-8.78209,-24.3802,-813.275,5830.08,126.034,27000.8,23176.7,-4.76145,-10.5379,-9.14783,-3.66111,-19.2592,0.806876,6970.77,168.282,28141.5,0.198528,0.959466,0.0108955,35112.3 
92,215,0.76,0.11,44.81,92,30638.3,-0.0293736,62.0388,12.4674,116.794,-0.0590304,129.556,494.424,-17.6093,-10.7452,-14.6564,0.590302,-11.6461,-813.624,6837.1,137.175,28968.7,25427.7,-12.4861,-5.62198,-4.41009,5.71348,-6.52296,0.81095,7978.29,179.441,30109.9,0.209469,0.962131,0.0108589,38088.2 
93,215,0.76,0.11,44.89,93,27980.2,-0.274232,59.3939,12.2834,116.524,0.306556,-49.6525,500,-6.41097,-15.3078,-15.1236,-16.2256,-15.552,-977.466,678.793,72.8515,32891.3,24245.1,-0.256123,-9.15292,-2.81387,-10.0708,-9.39712,0.911209,2049.78,123.629,34262.2,0.0564492,0.904529,0.006603,36312 
94,215,0.76,0.11,44.82,94,28246.4,-0.201776,59.7005,12.2747,116.861,-0.108064,331.009,500,-7.61321,-3.65709,-21.4129,-10.3664,-7.17431,-948.008,6111.74,144.519,27655,25019.7,-1.64386,2.31226,-9.47423,-4.39702,-1.20496,0.342424,7441.41,193.766,28984.7,0.204288,0.956418,0.0121649,36426.1 
95,215,0.76,0.11,44.83,95,24297.5,-0.0529091,52.5355,12.0828,116.737,-0.0113209,20.8197,500,-9.06291,-18.6143,-25.2603,-9.08963,-11.5284,-791.518,5425.24,117.119,24114.8,20671.8,-4.07893,-13.6304,-15.2923,-4.10565,-6.54439,0.649674,6535.42,158.237,25225,0.205773,0.959351,0.0114236,31760.4 
96,215,0.76,0.11,44.87,96,24304.5,0.0156889,52.7049,12.311,116.64,-0.00920644,-12.6073,500,-10.6845,-9.95253,-23.1279,-16.497,-15.4882,-1000.74,2068.8,105.661,28077.4,21126,-4.38313,-3.65113,-10.5252,-10.1956,-9.18685,0.722598,3472.43,157.648,29481,0.105374,0.926398,0.00975444,32953.5 
97,215,0.76,0.11,44.79,97,26054.8,-0.266536,54.4789,12.3023,116.892,-3.21209,4712.56,1.12653e-08,-15.2822,-12.5653,-11.3025,-12.3171,-11.2484,-851.859,4960.24,138.625,26040.6,514583,-9.91825,-7.20136,-0.574679,-6.95316,-5.88446,0.981178,6155.05,182.877,27235.4,0.184336,0.950574,0.012218,33390.5 
98,215,0.76,0.11,44.77,98,27062.7,-0.255091,57.6183,12.4004,116.534,0.357175,-133.331,2.49768e-10,-11.654,-13.9039,-15.9434,-11.4686,-9.74327,-895.371,3520.72,105.466,29224.1,24809.2,-6.01605,-8.26596,-4.66756,-5.83067,-4.10535,0.838412,4776.57,151.979,30479.9,0.13548,0.947256,0.0091015,35256.5 
99,215,0.76,0.11,44.86,99,26360.5,-0.454367,55.9204,12.3354,116.493,1.94012,-1168.69,4.82277e-06,-14.2132,-6.26142,-11.0042,-7.33507,-16.7017,-1023.93,3278.55,116.504,28506.9,96266.3,-7.76586,0.185961,1.89055,-0.887685,-10.2543,1.11232,4714.7,169.695,29943.1,0.136036,0.940745,0.0103318,34657.8 
100,215,0.76,0.11,44.84,100,26260.3,-0.190287,55.2869,12.1547,116.723,0.102173,-124.568,7.47035e-09,-27.1706,-8.49244,-23.6472,-11.5356,-9.4239,-963.859,5040.78,137.547,26310.8,22290,-21.1015,-2.42328,-11.5089,-5.46648,-3.35474,0.737569,6392.69,187.617,27662.7,0.187715,0.951149,0.0123396,34055.4 
101,215,0.76,0.11,44.78,101,27134.8,-1.25242,58.3336,12.6031,116.613,0.805897,414.222,0.000122169,-11.6838,-8.79027,-24.1266,-11.5952,-22.6341,-931.051,4429.46,110.674,28153.4,34799.6,-5.82122,-2.92769,-12.4015,-5.73261,-16.7716,0.715918,5735.35,159.041,29459.2,0.162961,0.953719,0.00984698,35194.6 
