cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
102,315,0.66,0.21,44.74,102,25509.7,-1.22529,55.0232,12.5958,116.714,2.04162,-247.627,78.054,-8.95535,-9.61331,-24.2341,-14.9768,-7.71317,-1079.89,920.008,94.6047,29991.3,39019.1,-2.15559,-2.81354,-10.6346,-8.17701,-0.913401,0.569347,2434.66,150.703,31505.9,0.0717329,0.902264,0.0087344,33940.6 
103,315,0.66,0.21,44.85,103,28956.7,0.00587154,59.1771,12.4864,116.834,-0.00760633,3.87839,496.358,-12.1793,-16.1871,-27.36,-11.8347,-4.0959,-891.547,4585.64,137.609,29732.2,24054.9,-6.56542,-10.5732,-16.1323,-6.22086,1.51793,0.575174,5836.12,183.923,30982.7,0.158509,0.947732,0.010817,36818.8 
104,315,0.66,0.21,44.76,104,27851.4,-0.115044,57.2328,12.5741,116.868,-0.0848812,80.4294,4.95136,-19.319,-7.75607,-33.5493,-13.2903,-11.5051,-962.811,2575.64,125.464,30726.1,23649.3,-13.2564,-1.6935,-21.4242,-7.22769,-5.44255,0.563167,3926.08,175.48,32076.5,0.10905,0.927456,0.00997699,36002.6 
105,315,0.66,0.21,44.88,105,25982.9,-1.30264,55.9165,12.7352,116.574,0.0410719,-564.941,71.9394,-10.9318,-8.32802,-36.4484,-15.4412,-12.5429,-943.35,1283.67,87.2131,30115.1,23936.9,-4.99179,-2.388,-24.5683,-9.50118,-6.60284,0.488715,2606.81,136.218,31438.3,0.0765693,0.916216,0.00791842,34045.1 
106,315,0.66,0.21,44.9,106,23907.3,-0.0582916,53.2015,-11.9669,116.854,0.0298318,45.7614,500,-18.7855,-6.81552,-38.2392,-16.4641,-9.35081,-1028.83,278.827,67.121,29353.4,20769.8,-12.3073,-0.33728,-25.2828,-9.98591,-2.87257,0.502169,1721.85,120.566,30796.4,0.0529504,0.890839,0.00716012,32518.2 
107,315,0.66,0.21,44.75,107,24718.5,-0.891755,54.0022,12.3393,116.569,1.01499,-560.438,1.30383e-09,-12.8659,-12.7957,-23.4754,-8.39888,-17.6993,-837.194,1330.1,80.6235,28819.8,40209.5,-7.59434,-7.52409,-12.9322,-3.1273,-12.4277,0.703428,2504.34,124.114,29994,0.0770606,0.920192,0.0075649,32498.4 
108,315,0.66,0.21,44.8,108,25435.1,-1.18263,54.8914,12.5084,116.802,2.92058,-762.652,50.1231,-16.8801,-16.5579,-20.1262,-5.52637,-9.66049,-814.826,5446.34,131.269,25234.1,94859.8,-11.7493,-11.4272,-9.86472,-0.395626,-4.52975,0.740174,6589.22,173.598,26376.9,0.199878,0.955927,0.0119785,32966.1 
109,315,0.66,0.21,44.81,109,25579.8,-0.155868,55.1715,12.0693,116.95,0.255464,-144.074,500,-4.39833,-14.9816,-18.1007,-11.9031,-13.649,-770.475,5785.15,110.693,25088.9,22874.8,0.453147,-10.1301,-8.39772,-7.05164,-8.79751,0.752454,6865.82,150.718,26169.5,0.207832,0.963005,0.0104978,33035.4 
110,315,0.66,0.21,44.89,110,26248.3,-1.21139,55.4071,12.77,116.637,0.817006,14.3076,404.149,-7.68706,-18.229,-14.5531,-5.39416,-7.39073,-873.825,1005.17,104.563,30378.9,23413.6,-2.18481,-12.7267,-3.54862,0.108082,-1.88849,0.824678,2230.8,149.956,31604.5,0.0659311,0.894745,0.00866463,33835.3 
111,315,0.66,0.21,44.82,111,28918.5,0.054597,59.7048,12.2216,116.728,0.0889915,-95.5317,1.85575e-13,-12.5188,-7.63944,-18.7183,-9.48015,-10.4955,-612.637,6321.19,123.06,27488.4,24030.5,-8.66116,-3.78184,-11.0031,-5.62254,-6.63792,0.691847,7180.47,154.885,28347.7,0.202107,0.963625,0.00996453,35528.1 
