cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
91,115.3,120,44.703,91,31473.3,-0.0311461,61.8671,11.5905,116.378,0.165347,-370.293,3.62773e-12,-2.42957,1.37135,1.68192,-3.07827,-1.88786,102.294,1210.62,47.1832,31502,25336.2,-3.07369,0.727229,0.393689,-3.72239,-2.53198,1.04797,1067.14,41.8692,31358.6,0.0329103,0.93575,0.0024535,32425.7 
92,115.3,120,44.743,92,32511.7,-0.0200521,63.6787,11.6346,116.456,-0.0481265,5.52759,500,1.93573,-2.35827,-1.29904,0.250826,-1.74142,74.978,2248.93,53.3129,31574,24126.7,1.46361,-2.83038,-2.24327,-0.221291,-2.21353,0.628897,2143.77,49.4179,31468.8,0.0637787,0.961223,0.00288446,33612.6 
93,115.3,120,44.843,93,33280.2,-0.317246,65.1986,11.6394,116.013,-0.154058,-101.968,162.499,1.46973,1.3366,-3.39644,-1.31803,-2.47431,66.7811,3187.68,59.7091,31220.3,25215.2,1.04923,0.916097,-4.23745,-1.73853,-2.89482,0.386364,3094.01,56.2399,31126.7,0.0904136,0.969171,0.00331729,34220.7 
94,115.3,120,44.723,94,31894.8,-0.0311555,61.8852,11.7172,116.289,0.0714925,-78.5671,500,-1.71054,-2.46555,-2.96515,-3.59106,0.586568,83.3442,1791.44,65.9332,31270,23788,-2.23533,-2.99035,-4.01474,-4.11586,0.0617712,0.698015,1674.54,61.6037,31153.1,0.0510102,0.939514,0.00362945,32827.6 
95,115.3,120,44.883,95,32744.1,-0.0439031,63.5601,11.7037,116.636,-0.0934327,-9.54708,500,2.12274,1.97803,-2.7771,0.69405,1.48575,168.624,2691.39,56.5558,31207.3,24245.1,1.06096,0.91625,-4.90066,-0.36773,0.423965,-0.709208,2454.88,47.7961,30970.8,0.073443,0.967051,0.00283479,33425.7 
96,115.3,120,44.863,96,31125.3,-0.151052,62.6713,11.3807,116.077,0.0952489,-272.283,5.64282e-06,-2.2679,2.35778,-5.43853,-1.89297,-2.81812,57.8175,2796.95,60.7906,29591.4,24062.7,-2.63196,1.99372,-6.16666,-2.25703,-3.18218,0.496357,2715.86,57.7871,29510.3,0.0842751,0.964101,0.00359425,32226.1 
97,115.3,120,44.943,97,30965.9,-0.0271676,61.1698,11.6485,116.43,-0.0267334,54.2081,500,1.18734,2.05788,-1.48823,-1.46649,2.12006,17.6374,903.619,57.9472,31479.7,23242.5,1.07628,1.94682,-1.71034,-1.57755,2.009,1.98058,878.881,57.031,31455,0.0271814,0.898022,0.0033288,32333.9 
98,115.3,120,44.903,98,32281.5,-0.311158,62.8085,11.7259,116.546,0.180816,38.7896,244.386,-1.17574,0.57488,-0.447538,-0.10689,-1.76203,64.3586,1940.87,36.4179,31350.3,24203.4,-1.58099,0.169631,-1.25804,-0.512139,-2.16728,0.764801,1850.61,33.0746,31260,0.0558916,0.969672,0.00194525,33110.6 
99,115.3,120,44.823,99,33103.2,-0.118576,65.1954,11.5212,116.424,-0.112592,86.1375,499.967,-0.308203,3.21991,-3.29932,-0.229395,1.01427,143.829,3513.45,77.4266,30660.7,24767.5,-1.21386,2.31425,-5.11063,-1.13505,0.108617,-0.0146841,3311.72,69.955,30459,0.0980648,0.964352,0.00421293,33770.7 
100,115.3,120,44.783,100,32460.4,-0.117388,64.5586,11.3729,116.519,0.0540351,-139.066,500,0.740882,2.40391,-1.47316,-2.57424,0.520505,87.1324,3035.02,60.7281,30494.4,24145.9,0.192232,1.85526,-2.57045,-3.12289,-0.0281442,0.300365,2912.81,56.2017,30372.2,0.087511,0.967337,0.00339711,33285 
101,115.3,120,44.763,101,33392.9,-0.0172521,64.4905,11.6541,116.504,-0.0334974,33.609,3.30758e-11,2.13711,-0.157473,2.3531,-0.0608369,2.72711,103.14,2942.63,58.8716,31395.2,24503,1.48767,-0.806917,1.05421,-0.710281,2.07766,0.66019,2797.97,53.5137,31250.5,0.0821759,0.967614,0.00314452,34048.5 
102,115.3,120,44.803,102,33997.6,-0.00637057,66.0866,11.6257,116.313,0.14691,-102.393,500,-0.428493,-2.47046,-1.26058,-4.32456,-2.14267,85.9137,3571.15,71.5228,31490.2,25500.4,-0.969468,-3.01144,-2.34253,-4.86554,-2.68364,0.83114,3450.65,67.0597,31369.7,0.0990986,0.967109,0.00392246,34820.4 
103,115.3,120,44.923,103,32086.2,0.0116813,62.9646,11.6584,116.426,-0.2126,-490.953,500,-0.342457,-1.13389,-3.94496,-1.76655,1.21671,118.803,1340,50.6066,32003.4,27294.1,-1.09053,-1.88196,-5.44109,-2.51462,0.468637,0.479797,1173.37,44.435,31836.7,0.0355456,0.937847,0.00256446,33010.1 
