cyc,time,amplitude,T,TF,EF,ToTF,q,offs,N,Npix,ENoEF,tof,AR
181,7,1.25,5.32312e-07,8.89162e-07,1.22762e-29,0.598667,-0.421938,-1.3146e-12,65847.6,90255.8,1.66865,0.0066,1.28001 
182,7,1.1,5.38786e-07,9.24551e-07,1.27648e-29,0.582754,-0.349923,-1.67736e-12,74026.9,97909.7,1.61912,0.0066,1.34733 
183,7,1.4,5.85904e-07,8.87877e-07,1.22585e-29,0.659893,-0.684031,-1.9755e-12,65562.5,88085.7,1.86088,0.0066,1.28446 
184,7,0.65,4.59771e-07,9.14625e-07,1.26278e-29,0.502688,0.0447155,-9.3223e-13,71668.2,93138.5,1.37725,0.0066,1.43644 
185,7,0.95,4.96162e-07,8.91522e-07,1.23088e-29,0.556534,-0.22705,-5.74938e-13,66373.3,90595.2,1.53841,0.0066,1.34413 
186,7,0.8,4.67286e-07,8.77289e-07,1.21123e-29,0.532648,-0.109974,-4.81838e-15,63244.8,87084.3,1.46611,0.0066,1.35559 
187,7,1.55,5.98557e-07,8.93787e-07,1.23401e-29,0.669687,-0.724026,-2.08216e-12,66880.4,91403.5,1.89168,0.0066,1.23967 
188,7,0.5,4.33302e-07,9.30209e-07,1.28429e-29,0.465812,0.249222,-6.21987e-13,75394.3,98526.4,1.27094,0.0066,1.44015 
189,7,1.7,5.99121e-07,8.68046e-07,1.19847e-29,0.690195,-0.806176,-1.52731e-12,61266.8,84940.5,1.95624,0.0066,1.2208 
190,7,1.25,5.47766e-07,9.07627e-07,1.25312e-29,0.603514,-0.443512,-1.76795e-12,70035.7,93046.1,1.68379,0.0066,1.3346 
191,7,1.1,5.25037e-07,8.95168e-07,1.23591e-29,0.586523,-0.367146,-1.59619e-12,67190.9,89854,1.63082,0.0066,1.30927 
192,7,1.4,5.85281e-07,8.85137e-07,1.22206e-29,0.661233,-0.689541,-1.96574e-12,64957.3,87304.7,1.86507,0.0066,1.2802 
193,7,0.65,4.39339e-07,8.98879e-07,1.24104e-29,0.488763,0.119933,-8.61825e-14,68030.1,90995.5,1.33661,0.0066,1.42347 
194,7,0.95,5.14149e-07,9.06176e-07,1.25111e-29,0.567383,-0.278566,-1.42401e-12,69700.2,93445.8,1.57167,0.0066,1.33546 
195,7,0.8,4.96069e-07,9.36388e-07,1.29282e-29,0.529769,-0.0955009,-1.17794e-12,76906.6,101408,1.45748,0.0066,1.37936 
196,7,1.55,5.92461e-07,8.94561e-07,1.23508e-29,0.662292,-0.693889,-1.81481e-12,67054.4,91408.3,1.8684,0.0066,1.26816 
197,7,0.5,4.22661e-07,9.06295e-07,1.25128e-29,0.466361,0.246048,-4.31175e-13,69727.8,92331.1,1.2725,0.0066,1.40943 
198,7,1.7,6.07892e-07,8.81324e-07,1.2168e-29,0.689748,-0.804414,-2.04104e-12,64121.5,87086.5,1.95483,0.0066,1.25637 
199,7,1.25,5.51318e-07,8.99239e-07,1.24153e-29,0.613093,-0.485717,-1.35424e-12,68111.8,92900.4,1.71378,0.0066,1.29939 
200,7,1.1,5.33634e-07,9.04945e-07,1.24941e-29,0.589687,-0.381516,-1.50495e-12,69416.7,93608.9,1.64065,0.0066,1.32187 
201,7,1.4,5.72396e-07,8.80178e-07,1.21522e-29,0.650319,-0.644468,-1.92909e-12,63871.7,86377.7,1.83073,0.0066,1.26426 
202,7,0.65,4.60574e-07,9.20003e-07,1.2702e-29,0.500622,0.0557397,-6.5692e-13,72939.8,97266.6,1.37117,0.0066,1.40121 
203,7,0.95,5.03724e-07,9.09928e-07,1.25629e-29,0.553586,-0.212883,-8.99087e-13,70569.6,94064.1,1.52942,0.0066,1.36574 
204,7,0.8,4.67138e-07,9.13404e-07,1.26109e-29,0.511425,-0.00136251,-5.86638e-13,71381.6,96038.9,1.40293,0.0066,1.38478 
205,7,1.55,5.99193e-07,9.03907e-07,1.24798e-29,0.662892,-0.696338,-2.35923e-12,69178,94615.5,1.8703,0.0066,1.23203 
206,7,0.5,4.31302e-07,9.39016e-07,1.29645e-29,0.459313,0.287141,-3.60598e-13,77556.1,101940,1.25265,0.0066,1.45515 
207,7,1.7,6.09348e-07,8.96292e-07,1.23747e-29,0.679855,-0.765015,-2.20907e-12,67444.3,92378.6,1.92369,0.0066,1.23459 
208,7,1.25,5.64373e-07,9.06547e-07,1.25162e-29,0.622552,-0.526823,-2.20731e-12,69786,92707,1.74345,0.0066,1.29797 
209,7,1.1,5.34006e-07,9.03822e-07,1.24786e-29,0.590831,-0.386696,-1.37796e-12,69158.6,92599.6,1.64422,0.0066,1.32978 
210,7,1.4,5.64058e-07,8.59328e-07,1.18643e-29,0.656394,-0.669637,-1.2734e-12,59439.2,82707.4,1.84985,0.0066,1.24641 
211,7,0.65,4.54252e-07,9.13909e-07,1.26179e-29,0.497043,0.0749374,-7.20889e-13,71500,93393.5,1.3607,0.0066,1.43183 
212,7,0.95,4.8913e-07,8.95156e-07,1.2359e-29,0.546419,-0.178108,-1.05434e-12,67188.1,90408,1.50764,0.0066,1.34259 
213,7,0.8,4.74007e-07,9.13991e-07,1.2619e-29,0.518612,-0.0386581,-8.42427e-13,71519.3,95466.6,1.42422,0.0066,1.3841 
214,7,1.55,5.8524e-07,9.06132e-07,1.25105e-29,0.645866,-0.625945,-2.15084e-12,69690.2,94771.3,1.81662,0.0066,1.25939 
215,7,0.5,4.20423e-07,9.12174e-07,1.25939e-29,0.460902,0.27781,-5.94501e-13,71093.6,92612.7,1.25711,0.0066,1.44126 
216,7,1.7,6.00349e-07,8.79674e-07,1.21452e-29,0.682467,-0.775467,-2.22845e-12,63762,86812.7,1.93191,0.0066,1.23275 
217,7,1.25,5.4646e-07,9.04825e-07,1.24925e-29,0.60394,-0.445405,-1.26666e-12,69389.1,95418.1,1.68512,0.0066,1.27913 
218,7,1.1,5.31803e-07,9.147e-07,1.26288e-29,0.581396,-0.343691,-1.59998e-12,71685.8,95599.1,1.6149,0.0066,1.33225 
219,7,1.4,5.7318e-07,9.11712e-07,1.25876e-29,0.628686,-0.553193,-2.43216e-12,70985.5,93192.3,1.7627,0.0066,1.32008 
220,7,0.65,4.54197e-07,9.076e-07,1.25308e-29,0.500437,0.0567256,-6.94479e-13,70029.5,93021.6,1.37062,0.0066,1.41482 
221,7,0.95,4.99058e-07,8.94869e-07,1.2355e-29,0.557689,-0.232579,-1.16021e-12,67123.6,89447.3,1.54193,0.0066,1.37592 
222,7,0.8,4.70128e-07,8.99498e-07,1.24189e-29,0.522657,-0.0594088,-7.74331e-13,68170.6,89658.3,1.43625,0.0066,1.40795 
223,7,1.55,5.84287e-07,8.87196e-07,1.22491e-29,0.658577,-0.67863,-1.50639e-12,65411.7,90501.6,1.85672,0.0066,1.24252 
224,7,0.5,4.20969e-07,9.17917e-07,1.26732e-29,0.458613,0.291258,-4.99573e-13,72444.7,94981.1,1.25069,0.0066,1.44171 
