cyc,freq,Vpp,time,wait time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot_kHz
56,10,1.5,1,10,56,29648.8,0,5,101,125,0,5,135,4.99269,-6.23604,-20.9834,-1.83028,2.63131,-112.651,-13.042,30264.1,16.2068,16439.4,5.42795,-5.80078,-20.1129,-1.39502,3.06658,-0.0690293,-6.4587,30757.8,22.7901,-0.309185,-0.000120006,0.999598,20.8895,6.65611e-30,10.0453,1.08029e-29,16.3036,32.6073 
57,10,1.5,3,8,57,30711.4,0,5,101,125,0,5,135,8.29285,-8.64712,-14.0625,0.890944,-0.780508,-143.156,14.848,31410.5,35.4197,16439.4,8.84598,-8.09399,-12.9562,1.44407,-0.227382,-0.179173,23.2141,32038,43.7857,0.306428,0.000413874,0.999259,75.7569,7.05781e-30,10.6516,1.13531e-29,17.134,34.2679 
58,10,1.5,10,1,58,31787.2,0,5,101,125,0,5,135,4.072,-7.80083,-15.1425,0.101558,4.14925,-135.639,21.1274,32515.8,19.4534,16439.4,4.59608,-7.27674,-14.0943,0.62564,4.67333,-0.228155,29.0541,33110.3,27.3801,0.469294,0.000501174,0.999551,61.9103,7.4844e-30,11.2954,1.21809e-29,18.3834,36.7667 
59,10,1.5,8,3,59,31682.1,0,5,101,125,0,5,135,-3.66219,0.383763,0.336576,-2.39687,-1.49241,-231.84,-12.9891,32309.6,35.7666,16439.4,-2.76641,1.27955,2.12814,-1.50109,-0.596632,2.46119,0.55962,33325.7,49.3153,0.00936791,9.59559e-06,0.999197,59.738,7.08908e-30,10.6988,1.15109e-29,17.3722,34.7443 
60,10,1.5,2,9,60,33624.9,0,5,101,125,0,5,135,10.861,8.91694,-2.60641,-10.6766,1.39567,-132.24,2.57796,33903.6,22.5952,16439.4,11.3719,9.42789,-1.58451,-10.1656,1.90662,1.14462,10.3061,34483.2,30.3233,0.220715,0.000170755,0.999523,46.694,7.06031e-30,10.6553,1.14241e-29,17.2411,34.4821 
61,10,1.5,6,5,61,34902.6,0,5,101,125,0,5,135,-0.0197732,6.61236,9.34472,-7.11208,-7.16176,-139.665,16.1704,35480.2,31.0817,16439.4,0.519863,7.15199,10.424,-6.57245,-6.62212,-1.12679,24.3324,36092.3,39.2437,0.340671,0.000385092,0.99941,71.4248,7.16338e-30,10.8109,1.16976e-29,17.6539,35.3079 
62,10,1.5,4,7,62,33701.3,0,5,101,125,0,5,135,4.31234,-4.29241,4.5832,4.40584,1.94004,-122.627,27.6572,34025.2,21.7341,16439.4,4.78615,-3.81861,5.53081,4.87965,2.41385,0.59898,34.8235,34562.7,28.9004,0.501028,0.000575408,0.999546,69.504,7.59596e-30,11.4637,1.22021e-29,18.4154,36.8307 
63,10,1.5,5,6,63,34170.8,0,5,101,125,0,5,135,4.33228,11.0028,5.10309,-8.88262,-4.30516,-134.708,27.2573,34871.5,30.3425,16439.4,4.85277,11.5233,6.14406,-8.36214,-3.78468,0.407704,35.1297,35461.9,38.2148,0.433767,0.000565754,0.999415,80.9875,7.44664e-30,11.2384,1.21126e-29,18.2802,36.5603 
64,10,1.5,9,2,64,32650.5,0,5,101,125,0,5,135,0.795462,9.88372,4.91242,-10.3829,-7.53803,-147.729,4.63094,33270,29.4116,16439.4,1.36626,10.4545,6.05402,-9.81212,-6.96723,-4.52656,13.2642,33917.5,38.0449,0.22513,0.000223421,0.999391,58.9182,7.15024e-30,10.7911,1.16859e-29,17.6362,35.2725 
65,10,1.5,7,4,65,32227.1,0,5,101,125,0,5,135,-0.419332,6.7913,3.69405,-7.36814,-7.84975,-177.646,17.0896,32839.8,5.01766,16439.4,0.267056,7.47769,5.06682,-6.68176,-7.16336,5.90233,27.4712,33618.4,15.3993,0.597846,0.000466723,0.999751,45.9503,7.01372e-30,10.585,1.13437e-29,17.1197,34.2395 
66,10,1.5,0.1,10.9,66,30781.6,0,5,101,125,0,5,135,10.0165,7.91206,0.669531,-4.34426,-4.19328,-130.169,19.9508,31481.6,29.7019,16439.4,10.5194,8.41501,1.67542,-3.84132,-3.69033,0.871892,27.5579,32052.1,37.3089,0.38101,0.000491064,0.999369,72.3286,6.90424e-30,10.4198,1.12353e-29,16.9561,33.9123 
67,10,1.5,1,10,67,31497.4,0,5,101,125,0,5,135,-8.8203,-8.86444,3.67104,10.0936,0.443422,-179.873,18.2462,32050.8,29.7468,16439.4,-8.12531,-8.16945,5.06102,10.7886,1.13841,-6.30055,28.7579,32839.2,40.2586,0.373149,0.000500161,0.999335,77.0682,6.42883e-30,9.70233,1.05408e-29,15.9081,31.8162 
68,10,1.5,3,8,68,32823.3,0,5,101,125,0,5,135,1.82246,-1.49082,1.00417,-2.58119,-3.37075,-260.122,28.7459,33353,26.2335,16439.4,2.82752,-0.485756,3.01429,-1.57613,-2.36569,-1.13139,43.9475,34493.2,41.435,0.469176,0.000727523,0.999348,93.6695,7.65565e-30,11.5538,1.22633e-29,18.5077,37.0153 
69,10,1.5,10,1,69,35218.6,0,5,101,125,0,5,135,8.52854,13.2073,-5.36851,-9.08416,-0.0539315,-210.189,12.7585,35924.8,18.1091,16439.4,9.34067,14.0194,-3.74425,-8.27203,0.758197,1.30939,25.042,36846,30.3925,0.407101,0.000388214,0.999552,61.513,8.03525e-30,12.1267,1.28448e-29,19.3852,38.7705 
70,10,1.5,8,3,70,33923,0,5,101,125,0,5,135,-6.3988,8.81876,16.3261,-6.44104,-3.29355,-66.9114,5.21406,34465,35.6149,16439.4,-6.14027,9.07729,16.8432,-6.1825,-3.03502,-0.594595,9.12437,34758.3,39.5252,0.161337,0.000149983,0.999383,56.5546,7.48122e-30,11.2906,1.21954e-29,18.4052,36.8105 
71,10,1.5,2,9,71,32309,0,5,101,125,0,5,135,6.56562,8.75452,-5.37011,-6.97702,-2.73453,-181.959,25.9307,32971.2,10.9711,16439.4,7.26868,9.45758,-3.964,-6.27396,-2.03148,1.88943,36.5644,33768.7,21.6048,0.585122,0.000618354,0.999653,62.4902,7.01458e-30,10.5863,1.15096e-29,17.3702,34.7403 
72,10,1.5,6,5,72,30819.3,0,5,101,125,0,5,135,-2.21346,4.85923,19.0057,-3.62041,-8.10835,-29.3876,-4.46486,31455,18.4775,16439.4,-2.09992,4.97278,19.2327,-3.50687,-7.9948,-0.813736,-2.74745,31583.8,20.195,-0.127868,-4.97105e-05,0.999653,21.4865,7.02284e-30,10.5988,1.15321e-29,17.4042,34.8083 
73,10,1.5,4,7,73,34741.5,0,5,101,125,0,5,135,-5.19902,5.03065,12.6426,-2.70028,-7.51367,-77.7259,13.6473,35303,22.2584,16439.4,-4.8987,5.33097,13.2432,-2.39997,-7.21335,-2.26012,18.1896,35643.7,26.8007,0.36126,0.000291524,0.999592,50.3504,7.61569e-30,11.4935,1.23239e-29,18.5991,37.1982 
74,10,1.5,5,6,74,32426.1,0,5,101,125,0,5,135,-8.1699,0.728776,10.9645,-1.23934,-6.20704,-161.291,-5.75309,32972.7,18.7192,16439.4,-7.5467,1.35197,12.2109,-0.616148,-5.58384,67.4118,3.67276,33679.6,28.1451,0.0980792,6.23103e-05,0.999547,37.4469,6.52036e-30,9.84047,1.06351e-29,16.0504,32.1007 
75,10,1.5,9,2,75,33764,0,5,101,125,0,5,135,-2.32093,-2.99304,-6.95582,-2.34936,-2.67207,-195.736,9.71772,34052.3,20.2977,16439.4,-1.56464,-2.23676,-5.44325,-1.59308,-1.91578,0.573196,21.1565,34910.2,31.7364,0.357131,0.000346181,0.999507,59.2402,7.50446e-30,11.3257,1.21348e-29,18.3138,36.6275 
76,10,1.5,7,4,76,31995.7,0,5,101,125,0,5,135,1.90616,-6.49817,-12.5202,5.12018,4.07434,-72.0222,22.9528,32446.5,26.822,16439.4,2.18444,-6.2199,-11.9637,5.39846,4.35262,-0.914789,27.1618,32762.2,31.031,0.421774,0.000473524,0.999486,64.399,7.38806e-30,11.15,1.19937e-29,18.1008,36.2016 
77,10,1.5,0.1,10.9,77,29760.8,0,5,101,125,0,5,135,-9.15876,-8.39015,1.97549,7.83579,0.525032,-212.068,21.765,30481.7,9.93564,16439.4,-8.33937,-7.57076,3.61427,8.65518,1.34442,2.57399,34.1583,31411.2,22.3289,0.560404,0.000621017,0.999614,60.953,6.84971e-30,10.3375,1.10283e-29,16.6439,33.2877 
78,10,1.5,1,10,78,32614.6,0,5,101,125,0,5,135,4.649,6.35452,-1.46578,0.169202,2.50246,-238.751,19.1178,33331.1,17.6718,16439.4,5.57149,7.277,0.379195,1.09169,3.42494,0.97863,33.0704,34377.5,31.6244,0.465651,0.000549399,0.999501,71.0196,6.91372e-30,10.4341,1.1171e-29,16.8592,33.7183 
79,10,1.5,3,8,79,33595.2,0,5,101,125,0,5,135,-8.9352,5.12599,11.4846,-4.06543,-11.1793,-158.119,17.5372,34266.4,34.6872,16439.4,-8.32426,5.73693,12.7065,-3.45449,-10.5684,4.25503,26.7777,34959.4,43.9277,0.336865,0.000437503,0.999318,79.4909,7.19633e-30,10.8606,1.16419e-29,17.5698,35.1397 
80,10,1.5,10,1,80,34245.9,0,5,101,125,0,5,135,1.02094,1.88118,1.84219,-2.36692,1.48294,-109.495,29.9335,34656.6,25.9648,16439.4,1.444,2.30424,2.68832,-1.94385,1.90601,0.579866,36.3323,35136.5,32.3637,0.483344,0.000590528,0.9995,75.1688,7.54207e-30,11.3824,1.22445e-29,18.4792,36.9584 
81,10,1.5,8,3,81,28364,0,5,101,125,0,5,135,-9.64539,-8.30392,12.4902,5.19888,-3.89316,-193.626,22.3939,28781.4,22.9525,16439.4,-8.89726,-7.55579,13.9865,5.94701,-3.14503,-40.6982,33.7094,29630.1,34.2679,0.450474,0.000649677,0.999373,74.8309,6.91289e-30,10.4329,1.12004e-29,16.9035,33.8071 
82,10,1.5,2,9,82,33982.5,0,5,101,125,0,5,135,0.525857,6.25246,11.3509,-0.358603,-8.65923,-149.611,22.2208,34570,13.4471,16439.4,1.10392,6.83053,12.5071,0.219464,-8.08117,0.00578289,30.9641,35225.7,22.1904,0.537641,0.000502045,0.999658,57.5926,7.04478e-30,10.6319,1.13218e-29,17.0867,34.1734 
83,10,1.5,6,5,83,26674.9,0,5,101,125,0,5,135,1.16399,-2.62088,4.07143,2.34207,-1.80872,-234.183,2.4175,27322.4,27.7892,16439.4,2.06882,-1.71604,5.8811,3.24691,-0.903888,0.314309,16.1031,28348.9,41.4749,0.244457,0.000324486,0.999206,65.8729,7.28035e-30,10.9874,1.16024e-29,17.5103,35.0206 
84,10,1.5,4,7,84,30553,0,5,101,125,0,5,135,4.11903,0.734696,1.58188,-2.49695,5.59432,-172.189,-5.2704,31530,11.0684,16439.4,4.78433,1.4,2.91249,-1.83165,6.25963,0.784656,4.79236,32284.7,21.1312,0.158952,8.4816e-05,0.999645,30.1498,6.91203e-30,10.4316,1.11095e-29,16.7663,33.5326 
85,10,1.5,5,6,85,34915.4,0,5,101,125,0,5,135,-16.1135,-0.931785,16.9255,2.28494,-5.43253,-146.369,30.8843,35618.6,23.5202,16439.4,-15.548,-0.366244,18.0566,2.85048,-4.86699,-142.443,39.4381,36260.1,32.074,0.506091,0.000621125,0.99952,77.9269,7.43269e-30,11.2173,1.20003e-29,18.1108,36.2215 
86,10,1.5,9,2,86,33894.3,0,5,101,125,0,5,135,5.52604,4.67289,10.3563,-0.427384,1.73235,-198.156,9.27154,34378.9,27.0372,16439.4,6.29168,5.43853,11.8876,0.338253,2.49799,0.550632,20.8518,35247.5,38.6174,0.310328,0.000337933,0.999406,67.1927,7.42772e-30,11.2098,1.20258e-29,18.1492,36.2985 
87,10,1.5,7,4,87,34578.8,0,5,101,125,0,5,135,-4.11936,2.42869,-6.28084,4.43134,2.02659,-149.315,6.51793,35079.8,23.1402,16439.4,-3.54243,3.00561,-5.12699,5.00826,2.60352,3.63198,15.2439,35734.2,31.8662,0.285022,0.000243707,0.999516,53.4833,7.44055e-30,11.2292,1.19211e-29,17.9912,35.9823 
